

** [alpha] Launch Training on 20230813_1237 HPO desc: alpha_0.5_lambda_weight_0.2
{
  "HOST": "alpha",
  "SAVE": true,
  "github_log": true,
  "plot": false,
  "architecture": "DLV3+",
  "baseModel": "ResNet50",
  "gpuIDs": "0,1,2,3",
  "modelSize": [
    512,
    512
  ],
  "initialWeight": [
    null,
    null
  ],
  "num_epochs": 250,
  "resume": false,
  "augmentation": true,
  "temperature_shift": 15,
  "Flag": true,
  "p": 0.2,
  "acc_thresh": 0.5,
  "batch_size": 14,
  "optimizer": "Adam",
  "loss": "combined_loss",
  "early_stop": false,
  "lr_scheduling": "exp",
  "lr": 0.0001,
  "stepwise_scheduling": true,
  "decay_steps": 1.0,
  "hpo_params": [
    "alpha",
    "lambda_weight"
  ],
  "lambda_weight": [
    0.1,
    0.2,
    0.33
  ],
  "alpha": [
    0.25,
    0.5,
    0.75
  ],
  "train_annotation": "./Annotations/consolidate_train_db_20230808_1942.txt",
  "eval_annotation": "./Annotations/consolidate_eval_db_20230808_1942.txt",
  "exp_comment": "* HPO test\n*   20230811: \n*   20230812: init lr -> 0.0001\n",
  "numGPUs": 4,
  "finalEPOCH": 250,
  "isCompleted": false,
  "config": "Config/TRAIN_DLV3_ResNet50_HPO.yaml",
  "numTrainDB": 11830,
  "numEvalDB": 3600,
  "numTrainSteps": 211,
  "numEvalSteps": 64,
  "train": {
    "loss": [],
    "iou": [],
    "f1": []
  },
  "eval": {
    "loss": [],
    "iou": [],
    "f1": []
  },
  "dbg_file_logging": "dbg_file_logging",
  "log_file": "<_io.TextIOWrapper name='logs/hpo_history_log/20230812_1837/hpo_log_DLV3+_ResNet50_alpha_0.5_lambda_weight_0.2.txt' mode='w' encoding='UTF-8'>",
  "github_logging": "github_logging",
  "github_log_file": "logs/hpo/DLV3+_ResNet50_alpha_0.5_lambda_weight_0.1.txt"
}
@20230813_1239 @20230813_1239 [EP 1/250] lr: 9.97904353425838e-05, took: 109.99s (avg: 109.99s), ETA: 0d:7h:32m:21s [TRAIN] loss: 22898.8320, iou: 0.0042, f1: 0.0082 [EVAL] loss: 14827.8799, iou: 0.0028, f1: 0.0055
@20230813_1253 @20230813_1253 [EP 12/250] lr: 9.753146878210828e-05, took: 61.56s (avg: 61.56s), ETA: 0d:4h:1m:58s [TRAIN] loss: 753.8163, iou: 0.2493, f1: 0.3917 [EVAL] loss: 1893.9281, iou: 0.1485, f1: 0.2547
@20230813_1254 @20230813_1254 [EP 13/250] lr: 9.733116894494742e-05, took: 61.59s (avg: 61.59s), ETA: 0d:4h:0m:57s [TRAIN] loss: 748.8843, iou: 0.2621, f1: 0.4081 [EVAL] loss: 1088.1594, iou: 0.2305, f1: 0.3718
@20230813_1255 @20230813_1255 [EP 14/250] lr: 9.713169129099697e-05, took: 61.56s (avg: 61.56s), ETA: 0d:3h:59m:56s [TRAIN] loss: 715.4597, iou: 0.2747, f1: 0.4238 [EVAL] loss: 1391.4023, iou: 0.2324, f1: 0.3745
@20230813_1256 @20230813_1256 [EP 15/250] lr: 9.69330285442993e-05, took: 61.59s (avg: 61.59s), ETA: 0d:3h:58m:55s [TRAIN] loss: 713.3550, iou: 0.2819, f1: 0.4325 [EVAL] loss: 1685.1635, iou: 0.1880, f1: 0.3130
@20230813_1257 @20230813_1257 [EP 16/250] lr: 9.673518070485443e-05, took: 61.48s (avg: 61.48s), ETA: 0d:3h:57m:54s [TRAIN] loss: 688.4881, iou: 0.2945, f1: 0.4478 [EVAL] loss: 1305.3334, iou: 0.2329, f1: 0.3737
@20230813_1258 @20230813_1258 [EP 17/250] lr: 9.653813322074711e-05, took: 61.52s (avg: 61.52s), ETA: 0d:3h:56m:53s [TRAIN] loss: 681.8484, iou: 0.3025, f1: 0.4574 [EVAL] loss: 1561.2279, iou: 0.1793, f1: 0.3003
@20230813_1259 @20230813_1259 [EP 18/250] lr: 9.634190064389259e-05, took: 61.54s (avg: 61.54s), ETA: 0d:3h:55m:52s [TRAIN] loss: 627.8609, iou: 0.3202, f1: 0.4779 [EVAL] loss: 1947.7489, iou: 0.1966, f1: 0.3245
@20230813_1300 @20230813_1300 [EP 19/250] lr: 9.614645387046039e-05, took: 61.85s (avg: 61.85s), ETA: 0d:3h:54m:51s [TRAIN] loss: 605.5074, iou: 0.3319, f1: 0.4913 [EVAL] loss: 1641.0000, iou: 0.2026, f1: 0.3324
@20230813_1301 @20230813_1301 [EP 20/250] lr: 9.595179290045053e-05, took: 61.44s (avg: 61.44s), ETA: 0d:3h:53m:50s [TRAIN] loss: 648.6063, iou: 0.3360, f1: 0.4962 [EVAL] loss: 2433.6021, iou: 0.1265, f1: 0.2212
@20230813_1302 @20230813_1302 [EP 21/250] lr: 9.575792500982061e-05, took: 61.41s (avg: 61.41s), ETA: 0d:3h:52m:49s [TRAIN] loss: 599.1065, iou: 0.3521, f1: 0.5141 [EVAL] loss: 1149.3389, iou: 0.2957, f1: 0.4535
@20230813_1304 @20230813_1304 [EP 22/250] lr: 9.556483564665541e-05, took: 61.40s (avg: 61.40s), ETA: 0d:3h:51m:48s [TRAIN] loss: 596.3173, iou: 0.3603, f1: 0.5232 [EVAL] loss: 1194.4805, iou: 0.3011, f1: 0.4588
@20230813_1305 @20230813_1305 [EP 23/250] lr: 9.537252481095493e-05, took: 61.35s (avg: 61.35s), ETA: 0d:3h:50m:47s [TRAIN] loss: 599.7148, iou: 0.3648, f1: 0.5280 [EVAL] loss: 1805.3606, iou: 0.2083, f1: 0.3398
@20230813_1306 @20230813_1306 [EP 24/250] lr: 9.518098522676155e-05, took: 61.40s (avg: 61.40s), ETA: 0d:3h:49m:46s [TRAIN] loss: 592.5605, iou: 0.3757, f1: 0.5401 [EVAL] loss: 1642.1254, iou: 0.2606, f1: 0.4086
@20230813_1307 @20230813_1307 [EP 25/250] lr: 9.499021689407527e-05, took: 61.45s (avg: 61.45s), ETA: 0d:3h:48m:45s [TRAIN] loss: 559.2102, iou: 0.3939, f1: 0.5589 [EVAL] loss: 1549.5656, iou: 0.2246, f1: 0.3621
@20230813_1308 @20230813_1308 [EP 26/250] lr: 9.480020526098087e-05, took: 61.38s (avg: 61.38s), ETA: 0d:3h:47m:44s [TRAIN] loss: 548.3937, iou: 0.4066, f1: 0.5723 [EVAL] loss: 1408.5125, iou: 0.2621, f1: 0.4105
@20230813_1309 @20230813_1309 [EP 27/250] lr: 9.461095760343596e-05, took: 61.39s (avg: 61.39s), ETA: 0d:3h:46m:43s [TRAIN] loss: 545.0746, iou: 0.4129, f1: 0.5785 [EVAL] loss: 1686.5533, iou: 0.2549, f1: 0.4010
@20230813_1310 @20230813_1310 [EP 28/250] lr: 9.442246664548293e-05, took: 61.35s (avg: 61.35s), ETA: 0d:3h:45m:42s [TRAIN] loss: 527.7463, iou: 0.4266, f1: 0.5924 [EVAL] loss: 1493.9213, iou: 0.3012, f1: 0.4586
@20230813_1311 @20230813_1311 [EP 29/250] lr: 9.423471783520654e-05, took: 61.45s (avg: 61.45s), ETA: 0d:3h:44m:41s [TRAIN] loss: 529.2739, iou: 0.4350, f1: 0.6007 [EVAL] loss: 1961.8838, iou: 0.2301, f1: 0.3693
@20230813_1312 @20230813_1312 [EP 30/250] lr: 9.404771844856441e-05, took: 61.49s (avg: 61.49s), ETA: 0d:3h:43m:40s [TRAIN] loss: 518.1761, iou: 0.4445, f1: 0.6100 [EVAL] loss: 766.4433, iou: 0.4334, f1: 0.6023
@20230813_1314 @20230813_1314 [EP 31/250] lr: 9.386146120959893e-05, took: 61.46s (avg: 61.46s), ETA: 0d:3h:42m:39s [TRAIN] loss: 509.4515, iou: 0.4552, f1: 0.6203 [EVAL] loss: 1432.0911, iou: 0.3587, f1: 0.5249
@20230813_1315 @20230813_1315 [EP 32/250] lr: 9.367593156639487e-05, took: 61.47s (avg: 61.47s), ETA: 0d:3h:41m:38s [TRAIN] loss: 514.9724, iou: 0.4630, f1: 0.6278 [EVAL] loss: 1328.0303, iou: 0.3269, f1: 0.4891
@20230813_1316 @20230813_1316 [EP 33/250] lr: 9.349114407086745e-05, took: 61.52s (avg: 61.52s), ETA: 0d:3h:40m:37s [TRAIN] loss: 496.7748, iou: 0.4737, f1: 0.6380 [EVAL] loss: 1913.3281, iou: 0.2366, f1: 0.3765
@20230813_1317 @20230813_1317 [EP 34/250] lr: 9.330707689514384e-05, took: 61.48s (avg: 61.48s), ETA: 0d:3h:39m:36s [TRAIN] loss: 469.7332, iou: 0.4891, f1: 0.6522 [EVAL] loss: 1143.8625, iou: 0.3723, f1: 0.5390
@20230813_1318 @20230813_1318 [EP 35/250] lr: 9.312373731518164e-05, took: 61.51s (avg: 61.51s), ETA: 0d:3h:38m:35s [TRAIN] loss: 491.9075, iou: 0.4944, f1: 0.6573 [EVAL] loss: 1258.4902, iou: 0.3700, f1: 0.5366
@20230813_1319 @20230813_1319 [EP 36/250] lr: 9.294111805502325e-05, took: 61.35s (avg: 61.35s), ETA: 0d:3h:37m:34s [TRAIN] loss: 472.7672, iou: 0.5011, f1: 0.6632 [EVAL] loss: 1635.9363, iou: 0.2980, f1: 0.4542
@20230813_1320 @20230813_1320 [EP 37/250] lr: 9.275921183871105e-05, took: 61.44s (avg: 61.44s), ETA: 0d:3h:36m:33s [TRAIN] loss: 458.0680, iou: 0.5167, f1: 0.6771 [EVAL] loss: 1306.9740, iou: 0.3511, f1: 0.5156
@20230813_1321 @20230813_1321 [EP 38/250] lr: 9.257801139028743e-05, took: 61.43s (avg: 61.43s), ETA: 0d:3h:35m:32s [TRAIN] loss: 451.6031, iou: 0.5294, f1: 0.6883 [EVAL] loss: 2662.8323, iou: 0.2007, f1: 0.3274
@20230813_1322 @20230813_1322 [EP 39/250] lr: 9.239752398571e-05, took: 61.41s (avg: 61.41s), ETA: 0d:3h:34m:31s [TRAIN] loss: 466.4708, iou: 0.5137, f1: 0.6741 [EVAL] loss: 2100.2141, iou: 0.2141, f1: 0.3467
@20230813_1323 @20230813_1323 [EP 40/250] lr: 9.221773507306352e-05, took: 61.32s (avg: 61.32s), ETA: 0d:3h:33m:30s [TRAIN] loss: 465.5841, iou: 0.5376, f1: 0.6955 [EVAL] loss: 1519.2958, iou: 0.3637, f1: 0.5284
@20230813_1324 @20230813_1324 [EP 41/250] lr: 9.203865192830563e-05, took: 61.43s (avg: 61.43s), ETA: 0d:3h:32m:29s [TRAIN] loss: 472.8383, iou: 0.5476, f1: 0.7041 [EVAL] loss: 1261.7926, iou: 0.4117, f1: 0.5798
@20230813_1325 @20230813_1325 [EP 42/250] lr: 9.186025272356346e-05, took: 61.42s (avg: 61.42s), ETA: 0d:3h:31m:28s [TRAIN] loss: 462.2442, iou: 0.5569, f1: 0.7118 [EVAL] loss: 1428.6035, iou: 0.4183, f1: 0.5859
@20230813_1326 @20230813_1326 [EP 43/250] lr: 9.168255201075226e-05, took: 61.39s (avg: 61.39s), ETA: 0d:3h:30m:27s [TRAIN] loss: 444.5949, iou: 0.5702, f1: 0.7230 [EVAL] loss: 1757.2354, iou: 0.3537, f1: 0.5180
@20230813_1327 @20230813_1327 [EP 44/250] lr: 9.150553523795679e-05, took: 61.40s (avg: 61.40s), ETA: 0d:3h:29m:26s [TRAIN] loss: 449.5996, iou: 0.5764, f1: 0.7280 [EVAL] loss: 1489.2166, iou: 0.3809, f1: 0.5450
@20230813_1328 @20230813_1328 [EP 45/250] lr: 9.132920968113467e-05, took: 61.32s (avg: 61.32s), ETA: 0d:3h:28m:25s [TRAIN] loss: 446.9601, iou: 0.5728, f1: 0.7246 [EVAL] loss: 1552.5320, iou: 0.3259, f1: 0.4869
@20230813_1329 @20230813_1329 [EP 46/250] lr: 9.115355351241305e-05, took: 61.41s (avg: 61.41s), ETA: 0d:3h:27m:24s [TRAIN] loss: 425.9777, iou: 0.6011, f1: 0.7481 [EVAL] loss: 2151.7480, iou: 0.2887, f1: 0.4416
@20230813_1330 @20230813_1330 [EP 47/250] lr: 9.097856673179194e-05, took: 61.29s (avg: 61.29s), ETA: 0d:3h:26m:23s [TRAIN] loss: 409.1334, iou: 0.6081, f1: 0.7536 [EVAL] loss: 1359.4955, iou: 0.4249, f1: 0.5918
@20230813_1331 @20230813_1331 [EP 48/250] lr: 9.080425661522895e-05, took: 62.53s (avg: 62.53s), ETA: 0d:3h:28m:44s [TRAIN] loss: 406.4121, iou: 0.6198, f1: 0.7627 [EVAL] loss: 1568.4437, iou: 0.3457, f1: 0.5086
@20230813_1332 @20230813_1332 [EP 49/250] lr: 9.063060861080885e-05, took: 61.52s (avg: 61.52s), ETA: 0d:3h:24m:21s [TRAIN] loss: 402.5026, iou: 0.6274, f1: 0.7687 [EVAL] loss: 2075.8157, iou: 0.3314, f1: 0.4912
@20230813_1333 @20230813_1333 [EP 50/250] lr: 9.045762271853164e-05, took: 61.49s (avg: 61.49s), ETA: 0d:3h:23m:20s [TRAIN] loss: 403.8248, iou: 0.6348, f1: 0.7743 [EVAL] loss: 2227.8823, iou: 0.3054, f1: 0.4607
@20230813_1334 @20230813_1334 [EP 51/250] lr: 9.028529893839732e-05, took: 61.46s (avg: 61.46s), ETA: 0d:3h:22m:19s [TRAIN] loss: 421.9850, iou: 0.6391, f1: 0.7776 [EVAL] loss: 991.1509, iou: 0.5341, f1: 0.6939
@20230813_1336 @20230813_1336 [EP 52/250] lr: 9.011362999444827e-05, took: 61.43s (avg: 61.43s), ETA: 0d:3h:21m:18s [TRAIN] loss: 426.6592, iou: 0.6353, f1: 0.7746 [EVAL] loss: 1352.0509, iou: 0.4143, f1: 0.5827
@20230813_1337 @20230813_1337 [EP 53/250] lr: 8.994261588668451e-05, took: 61.41s (avg: 61.41s), ETA: 0d:3h:20m:17s [TRAIN] loss: 417.1386, iou: 0.6481, f1: 0.7844 [EVAL] loss: 1685.2037, iou: 0.3709, f1: 0.5357
@20230813_1338 @20230813_1338 [EP 54/250] lr: 8.97722493391484e-05, took: 61.46s (avg: 61.46s), ETA: 0d:3h:19m:16s [TRAIN] loss: 394.6078, iou: 0.6597, f1: 0.7929 [EVAL] loss: 1468.7874, iou: 0.4742, f1: 0.6390
@20230813_1339 @20230813_1339 [EP 55/250] lr: 8.960252307588235e-05, took: 61.45s (avg: 61.45s), ETA: 0d:3h:18m:15s [TRAIN] loss: 379.0020, iou: 0.6686, f1: 0.7995 [EVAL] loss: 1119.7804, iou: 0.5214, f1: 0.6830
@20230813_1340 @20230813_1340 [EP 56/250] lr: 8.943343709688634e-05, took: 61.35s (avg: 61.35s), ETA: 0d:3h:17m:14s [TRAIN] loss: 388.4304, iou: 0.6707, f1: 0.8003 [EVAL] loss: 3888.9265, iou: 0.0667, f1: 0.1216
@20230813_1341 @20230813_1341 [EP 57/250] lr: 8.926499140216038e-05, took: 61.29s (avg: 61.29s), ETA: 0d:3h:16m:13s [TRAIN] loss: 449.2315, iou: 0.6429, f1: 0.7798 [EVAL] loss: 1618.1953, iou: 0.3817, f1: 0.5470
@20230813_1342 @20230813_1342 [EP 58/250] lr: 8.909717871574685e-05, took: 61.36s (avg: 61.36s), ETA: 0d:3h:15m:12s [TRAIN] loss: 377.4682, iou: 0.6923, f1: 0.8167 [EVAL] loss: 1028.3044, iou: 0.5614, f1: 0.7166
@20230813_1343 @20230813_1343 [EP 59/250] lr: 8.892999176168814e-05, took: 61.61s (avg: 61.61s), ETA: 0d:3h:14m:11s [TRAIN] loss: 370.5116, iou: 0.7026, f1: 0.8240 [EVAL] loss: 1472.5564, iou: 0.4934, f1: 0.6570
@20230813_1344 @20230813_1344 [EP 60/250] lr: 8.876343053998426e-05, took: 61.56s (avg: 61.56s), ETA: 0d:3h:13m:10s [TRAIN] loss: 364.6181, iou: 0.7116, f1: 0.8299 [EVAL] loss: 3854.9019, iou: 0.0353, f1: 0.0653
@20230813_1345 @20230813_1345 [EP 61/250] lr: 8.859749505063519e-05, took: 61.47s (avg: 61.47s), ETA: 0d:3h:12m:9s [TRAIN] loss: 413.6830, iou: 0.6532, f1: 0.7879 [EVAL] loss: 2057.9705, iou: 0.3456, f1: 0.5067
@20230813_1346 @20230813_1346 [EP 62/250] lr: 8.843218529364094e-05, took: 61.44s (avg: 61.44s), ETA: 0d:3h:11m:8s [TRAIN] loss: 360.3657, iou: 0.7080, f1: 0.8276 [EVAL] loss: 1966.0795, iou: 0.3784, f1: 0.5429
@20230813_1347 @20230813_1347 [EP 63/250] lr: 8.826747944112867e-05, took: 61.49s (avg: 61.49s), ETA: 0d:3h:10m:7s [TRAIN] loss: 356.9453, iou: 0.7207, f1: 0.8365 [EVAL] loss: 2324.1541, iou: 0.3107, f1: 0.4663
@20230813_1348 @20230813_1348 [EP 64/250] lr: 8.81033920450136e-05, took: 61.42s (avg: 61.42s), ETA: 0d:3h:9m:6s [TRAIN] loss: 345.7792, iou: 0.7297, f1: 0.8426 [EVAL] loss: 2035.1017, iou: 0.3603, f1: 0.5258
@20230813_1349 @20230813_1349 [EP 65/250] lr: 8.793991582933813e-05, took: 61.38s (avg: 61.38s), ETA: 0d:3h:8m:5s [TRAIN] loss: 344.9252, iou: 0.7362, f1: 0.8470 [EVAL] loss: 1828.0471, iou: 0.3888, f1: 0.5548
@20230813_1351 @20230813_1350 [EP 66/250] lr: 8.777704351814464e-05, took: 61.45s (avg: 61.45s), ETA: 0d:3h:7m:4s [TRAIN] loss: 343.6519, iou: 0.7414, f1: 0.8505 [EVAL] loss: 2653.7617, iou: 0.2506, f1: 0.3911
@20230813_1352 @20230813_1352 [EP 67/250] lr: 8.76147678354755e-05, took: 61.49s (avg: 61.49s), ETA: 0d:3h:6m:3s [TRAIN] loss: 340.8636, iou: 0.7451, f1: 0.8529 [EVAL] loss: 1403.8131, iou: 0.5320, f1: 0.6914
@20230813_1353 @20230813_1353 [EP 68/250] lr: 8.745309605728835e-05, took: 61.33s (avg: 61.33s), ETA: 0d:3h:5m:2s [TRAIN] loss: 351.1707, iou: 0.7452, f1: 0.8530 [EVAL] loss: 1421.3131, iou: 0.5174, f1: 0.6789
@20230813_1354 @20230813_1354 [EP 69/250] lr: 8.729202090762556e-05, took: 61.48s (avg: 61.48s), ETA: 0d:3h:4m:1s [TRAIN] loss: 361.2799, iou: 0.7450, f1: 0.8529 [EVAL] loss: 1350.6130, iou: 0.5537, f1: 0.7096
@20230813_1355 @20230813_1355 [EP 70/250] lr: 8.713153511052951e-05, took: 61.43s (avg: 61.43s), ETA: 0d:3h:3m:0s [TRAIN] loss: 349.1295, iou: 0.7523, f1: 0.8577 [EVAL] loss: 1026.7313, iou: 0.6186, f1: 0.7625
@20230813_1356 @20230813_1356 [EP 71/250] lr: 8.697163866600022e-05, took: 61.51s (avg: 61.51s), ETA: 0d:3h:1m:59s [TRAIN] loss: 350.3091, iou: 0.7537, f1: 0.8586 [EVAL] loss: 1451.1198, iou: 0.5452, f1: 0.7027
@20230813_1357 @20230813_1357 [EP 72/250] lr: 8.681233157403767e-05, took: 61.48s (avg: 61.48s), ETA: 0d:3h:0m:58s [TRAIN] loss: 352.6310, iou: 0.7558, f1: 0.8600 [EVAL] loss: 2191.7727, iou: 0.3673, f1: 0.5301
@20230813_1358 @20230813_1358 [EP 73/250] lr: 8.665360655868426e-05, took: 61.46s (avg: 61.46s), ETA: 0d:2h:59m:57s [TRAIN] loss: 340.9992, iou: 0.7620, f1: 0.8640 [EVAL] loss: 1734.5377, iou: 0.4474, f1: 0.6133
@20230813_1359 @20230813_1359 [EP 74/250] lr: 8.649545634398237e-05, took: 61.50s (avg: 61.50s), ETA: 0d:2h:58m:56s [TRAIN] loss: 336.8505, iou: 0.7680, f1: 0.8680 [EVAL] loss: 1806.0573, iou: 0.4172, f1: 0.5835
@20230813_1400 @20230813_1400 [EP 75/250] lr: 8.633789548184723e-05, took: 61.50s (avg: 61.50s), ETA: 0d:2h:57m:55s [TRAIN] loss: 333.8125, iou: 0.7687, f1: 0.8684 [EVAL] loss: 2061.1333, iou: 0.3857, f1: 0.5505
@20230813_1401 @20230813_1401 [EP 76/250] lr: 8.618089486844838e-05, took: 61.59s (avg: 61.59s), ETA: 0d:2h:56m:54s [TRAIN] loss: 320.4977, iou: 0.7792, f1: 0.8752 [EVAL] loss: 1676.7246, iou: 0.4862, f1: 0.6497
@20230813_1402 @20230813_1402 [EP 77/250] lr: 8.602446905570105e-05, took: 61.38s (avg: 61.38s), ETA: 0d:2h:55m:53s [TRAIN] loss: 319.3477, iou: 0.7820, f1: 0.8770 [EVAL] loss: 1625.7347, iou: 0.5039, f1: 0.6659
@20230813_1403 @20230813_1403 [EP 78/250] lr: 8.586860349169001e-05, took: 61.41s (avg: 61.41s), ETA: 0d:2h:54m:52s [TRAIN] loss: 315.7132, iou: 0.7866, f1: 0.8799 [EVAL] loss: 1700.9746, iou: 0.4955, f1: 0.6578
@20230813_1404 @20230813_1404 [EP 79/250] lr: 8.571330545237288e-05, took: 61.49s (avg: 61.49s), ETA: 0d:2h:53m:51s [TRAIN] loss: 317.6084, iou: 0.7898, f1: 0.8820 [EVAL] loss: 1835.1967, iou: 0.4542, f1: 0.6195
@20230813_1405 @20230813_1405 [EP 80/250] lr: 8.555856766179204e-05, took: 61.39s (avg: 61.39s), ETA: 0d:2h:52m:50s [TRAIN] loss: 314.1497, iou: 0.7909, f1: 0.8826 [EVAL] loss: 2182.7490, iou: 0.3724, f1: 0.5345
@20230813_1406 @20230813_1406 [EP 81/250] lr: 8.540439011994749e-05, took: 61.40s (avg: 61.40s), ETA: 0d:2h:51m:49s [TRAIN] loss: 312.5795, iou: 0.7952, f1: 0.8853 [EVAL] loss: 2059.5916, iou: 0.4121, f1: 0.5770
@20230813_1407 @20230813_1407 [EP 82/250] lr: 8.525076555088162e-05, took: 61.40s (avg: 61.40s), ETA: 0d:2h:50m:48s [TRAIN] loss: 306.1844, iou: 0.7993, f1: 0.8879 [EVAL] loss: 1677.3510, iou: 0.4689, f1: 0.6340
@20230813_1408 @20230813_1408 [EP 83/250] lr: 8.509768667863682e-05, took: 61.53s (avg: 61.53s), ETA: 0d:2h:49m:47s [TRAIN] loss: 302.9461, iou: 0.8019, f1: 0.8895 [EVAL] loss: 2946.5142, iou: 0.2359, f1: 0.3732
@20230813_1409 @20230813_1409 [EP 84/250] lr: 8.49451680551283e-05, took: 61.43s (avg: 61.43s), ETA: 0d:2h:48m:46s [TRAIN] loss: 313.6625, iou: 0.8007, f1: 0.8888 [EVAL] loss: 1836.5847, iou: 0.4420, f1: 0.6077
@20230813_1411 @20230813_1411 [EP 85/250] lr: 8.479318785248324e-05, took: 61.45s (avg: 61.45s), ETA: 0d:2h:47m:45s [TRAIN] loss: 316.4938, iou: 0.7998, f1: 0.8882 [EVAL] loss: 2634.4836, iou: 0.2796, f1: 0.4279
