

** [alpha] Launch Training on 20230813_0338 HPO desc: alpha_0.25_lambda_weight_0.33
{
  "HOST": "alpha",
  "SAVE": true,
  "github_log": true,
  "plot": false,
  "architecture": "DLV3+",
  "baseModel": "ResNet50",
  "gpuIDs": "0,1,2,3",
  "modelSize": [
    512,
    512
  ],
  "initialWeight": [
    null,
    null
  ],
  "num_epochs": 250,
  "resume": false,
  "augmentation": true,
  "temperature_shift": 15,
  "Flag": true,
  "p": 0.2,
  "acc_thresh": 0.5,
  "batch_size": 14,
  "optimizer": "Adam",
  "loss": "combined_loss",
  "early_stop": false,
  "lr_scheduling": "exp",
  "lr": 0.0001,
  "stepwise_scheduling": true,
  "decay_steps": 1.0,
  "hpo_params": [
    "alpha",
    "lambda_weight"
  ],
  "lambda_weight": [
    0.1,
    0.2,
    0.33
  ],
  "alpha": [
    0.25,
    0.5,
    0.75
  ],
  "train_annotation": "./Annotations/consolidate_train_db_20230808_1942.txt",
  "eval_annotation": "./Annotations/consolidate_eval_db_20230808_1942.txt",
  "exp_comment": "* HPO test\n*   20230811: \n*   20230812: init lr -> 0.0001\n",
  "numGPUs": 4,
  "finalEPOCH": 250,
  "isCompleted": false,
  "config": "Config/TRAIN_DLV3_ResNet50_HPO.yaml",
  "numTrainDB": 11830,
  "numEvalDB": 3600,
  "numTrainSteps": 211,
  "numEvalSteps": 64,
  "train": {
    "loss": [],
    "iou": [],
    "f1": []
  },
  "eval": {
    "loss": [],
    "iou": [],
    "f1": []
  },
  "dbg_file_logging": "dbg_file_logging",
  "log_file": "<_io.TextIOWrapper name='logs/hpo_history_log/20230812_1837/hpo_log_DLV3+_ResNet50_alpha_0.25_lambda_weight_0.33.txt' mode='w' encoding='UTF-8'>",
  "github_logging": "github_logging",
  "github_log_file": "logs/hpo/DLV3+_ResNet50_alpha_0.25_lambda_weight_0.2.txt"
}
@20230813_0340 @20230813_0340 [EP 1/250] lr: 9.97904353425838e-05, took: 108.79s (avg: 108.79s), ETA: 0d:7h:28m:12s [TRAIN] loss: 18897.4863, iou: 0.0035, f1: 0.0070 [EVAL] loss: 12427.9199, iou: 0.0028, f1: 0.0056
@20230813_0353 @20230813_0353 [EP 12/250] lr: 9.753146878210828e-05, took: 61.55s (avg: 61.55s), ETA: 0d:4h:1m:58s [TRAIN] loss: 652.1249, iou: 0.2509, f1: 0.3940 [EVAL] loss: 1755.9161, iou: 0.1363, f1: 0.2372
@20230813_0354 @20230813_0354 [EP 13/250] lr: 9.733116894494742e-05, took: 61.53s (avg: 61.53s), ETA: 0d:4h:0m:57s [TRAIN] loss: 602.5980, iou: 0.2720, f1: 0.4205 [EVAL] loss: 1923.8407, iou: 0.1341, f1: 0.2339
@20230813_0355 @20230813_0355 [EP 14/250] lr: 9.713169129099697e-05, took: 61.62s (avg: 61.62s), ETA: 0d:3h:59m:56s [TRAIN] loss: 566.8194, iou: 0.2878, f1: 0.4396 [EVAL] loss: 1725.2948, iou: 0.1690, f1: 0.2865
@20230813_0357 @20230813_0357 [EP 15/250] lr: 9.69330285442993e-05, took: 61.53s (avg: 61.53s), ETA: 0d:3h:58m:55s [TRAIN] loss: 554.6414, iou: 0.2983, f1: 0.4521 [EVAL] loss: 1536.9144, iou: 0.1894, f1: 0.3145
@20230813_0358 @20230813_0358 [EP 16/250] lr: 9.673518070485443e-05, took: 61.45s (avg: 61.45s), ETA: 0d:3h:57m:54s [TRAIN] loss: 538.8181, iou: 0.3123, f1: 0.4688 [EVAL] loss: 1660.3944, iou: 0.1904, f1: 0.3152
@20230813_0359 @20230813_0359 [EP 17/250] lr: 9.653813322074711e-05, took: 61.44s (avg: 61.44s), ETA: 0d:3h:56m:53s [TRAIN] loss: 538.7524, iou: 0.3214, f1: 0.4793 [EVAL] loss: 1237.0541, iou: 0.2530, f1: 0.4006
@20230813_0401 @20230813_0401 [EP 18/250] lr: 9.634190064389259e-05, took: 61.47s (avg: 61.47s), ETA: 0d:3h:55m:52s [TRAIN] loss: 519.3520, iou: 0.3325, f1: 0.4919 [EVAL] loss: 1851.3722, iou: 0.1598, f1: 0.2706
@20230813_0402 @20230813_0402 [EP 19/250] lr: 9.614645387046039e-05, took: 61.63s (avg: 61.63s), ETA: 0d:3h:54m:51s [TRAIN] loss: 503.7542, iou: 0.3462, f1: 0.5073 [EVAL] loss: 1834.5612, iou: 0.1681, f1: 0.2819
@20230813_0403 @20230813_0403 [EP 20/250] lr: 9.595179290045053e-05, took: 61.46s (avg: 61.46s), ETA: 0d:3h:53m:50s [TRAIN] loss: 491.0618, iou: 0.3566, f1: 0.5187 [EVAL] loss: 1678.4160, iou: 0.2286, f1: 0.3688
@20230813_0404 @20230813_0404 [EP 21/250] lr: 9.575792500982061e-05, took: 61.61s (avg: 61.61s), ETA: 0d:3h:52m:49s [TRAIN] loss: 472.2117, iou: 0.3673, f1: 0.5305 [EVAL] loss: 1394.3821, iou: 0.2297, f1: 0.3693
@20230813_0405 @20230813_0405 [EP 22/250] lr: 9.556483564665541e-05, took: 61.50s (avg: 61.50s), ETA: 0d:3h:51m:48s [TRAIN] loss: 474.9416, iou: 0.3712, f1: 0.5346 [EVAL] loss: 2030.1412, iou: 0.1223, f1: 0.2134
@20230813_0406 @20230813_0406 [EP 23/250] lr: 9.537252481095493e-05, took: 61.62s (avg: 61.62s), ETA: 0d:3h:50m:47s [TRAIN] loss: 591.5748, iou: 0.3272, f1: 0.4838 [EVAL] loss: 23515.9727, iou: 0.0040, f1: 0.0080
@20230813_0407 @20230813_0407 [EP 24/250] lr: 9.518098522676155e-05, took: 61.39s (avg: 61.39s), ETA: 0d:3h:49m:46s [TRAIN] loss: 665.3437, iou: 0.3325, f1: 0.4922 [EVAL] loss: 1809.7930, iou: 0.1545, f1: 0.2620
@20230813_0408 @20230813_0408 [EP 25/250] lr: 9.499021689407527e-05, took: 61.48s (avg: 61.48s), ETA: 0d:3h:48m:45s [TRAIN] loss: 482.9000, iou: 0.3917, f1: 0.5565 [EVAL] loss: 3055.5085, iou: 0.0425, f1: 0.0783
@20230813_0409 @20230813_0409 [EP 26/250] lr: 9.480020526098087e-05, took: 61.39s (avg: 61.39s), ETA: 0d:3h:47m:44s [TRAIN] loss: 451.8313, iou: 0.4127, f1: 0.5782 [EVAL] loss: 1321.2273, iou: 0.2561, f1: 0.4033
@20230813_0410 @20230813_0410 [EP 27/250] lr: 9.461095760343596e-05, took: 61.55s (avg: 61.55s), ETA: 0d:3h:46m:43s [TRAIN] loss: 427.8344, iou: 0.4339, f1: 0.5995 [EVAL] loss: 1145.5906, iou: 0.3072, f1: 0.4663
@20230813_0411 @20230813_0411 [EP 28/250] lr: 9.442246664548293e-05, took: 61.47s (avg: 61.47s), ETA: 0d:3h:45m:42s [TRAIN] loss: 418.5305, iou: 0.4464, f1: 0.6116 [EVAL] loss: 1205.5164, iou: 0.3373, f1: 0.5010
@20230813_0413 @20230813_0413 [EP 29/250] lr: 9.423471783520654e-05, took: 61.44s (avg: 61.44s), ETA: 0d:3h:44m:41s [TRAIN] loss: 411.4520, iou: 0.4600, f1: 0.6247 [EVAL] loss: 1270.8594, iou: 0.3416, f1: 0.5053
@20230813_0414 @20230813_0414 [EP 30/250] lr: 9.404771844856441e-05, took: 61.59s (avg: 61.59s), ETA: 0d:3h:43m:40s [TRAIN] loss: 404.9243, iou: 0.4692, f1: 0.6333 [EVAL] loss: 737.8903, iou: 0.3951, f1: 0.5635
@20230813_0415 @20230813_0415 [EP 31/250] lr: 9.386146120959893e-05, took: 61.49s (avg: 61.49s), ETA: 0d:3h:42m:39s [TRAIN] loss: 395.5446, iou: 0.4789, f1: 0.6423 [EVAL] loss: 1551.9974, iou: 0.2638, f1: 0.4123
@20230813_0416 @20230813_0416 [EP 32/250] lr: 9.367593156639487e-05, took: 61.50s (avg: 61.50s), ETA: 0d:3h:41m:38s [TRAIN] loss: 398.6929, iou: 0.4883, f1: 0.6513 [EVAL] loss: 1863.9775, iou: 0.2233, f1: 0.3593
@20230813_0417 @20230813_0417 [EP 33/250] lr: 9.349114407086745e-05, took: 61.65s (avg: 61.65s), ETA: 0d:3h:40m:37s [TRAIN] loss: 392.0585, iou: 0.4973, f1: 0.6594 [EVAL] loss: 1102.0157, iou: 0.3561, f1: 0.5216
@20230813_0418 @20230813_0418 [EP 34/250] lr: 9.330707689514384e-05, took: 61.48s (avg: 61.48s), ETA: 0d:3h:39m:36s [TRAIN] loss: 393.1620, iou: 0.5042, f1: 0.6657 [EVAL] loss: 955.5325, iou: 0.3510, f1: 0.5167
@20230813_0420 @20230813_0419 [EP 35/250] lr: 9.312373731518164e-05, took: 61.52s (avg: 61.52s), ETA: 0d:3h:38m:35s [TRAIN] loss: 402.3114, iou: 0.5123, f1: 0.6730 [EVAL] loss: 1119.7067, iou: 0.3623, f1: 0.5277
@20230813_0421 @20230813_0421 [EP 36/250] lr: 9.294111805502325e-05, took: 61.52s (avg: 61.52s), ETA: 0d:3h:37m:34s [TRAIN] loss: 402.1785, iou: 0.5185, f1: 0.6785 [EVAL] loss: 1172.3297, iou: 0.3562, f1: 0.5217
@20230813_0422 @20230813_0422 [EP 37/250] lr: 9.275921183871105e-05, took: 61.51s (avg: 61.51s), ETA: 0d:3h:36m:33s [TRAIN] loss: 379.1881, iou: 0.5315, f1: 0.6898 [EVAL] loss: 1343.2594, iou: 0.3330, f1: 0.4947
@20230813_0423 @20230813_0423 [EP 38/250] lr: 9.257801139028743e-05, took: 61.49s (avg: 61.49s), ETA: 0d:3h:35m:32s [TRAIN] loss: 378.9950, iou: 0.5381, f1: 0.6956 [EVAL] loss: 3124.1997, iou: 0.0495, f1: 0.0899
@20230813_0424 @20230813_0424 [EP 39/250] lr: 9.239752398571e-05, took: 61.52s (avg: 61.52s), ETA: 0d:3h:34m:31s [TRAIN] loss: 373.9621, iou: 0.5280, f1: 0.6868 [EVAL] loss: 1423.7977, iou: 0.3010, f1: 0.4576
@20230813_0425 @20230813_0425 [EP 40/250] lr: 9.221773507306352e-05, took: 61.53s (avg: 61.53s), ETA: 0d:3h:33m:30s [TRAIN] loss: 348.2696, iou: 0.5598, f1: 0.7141 [EVAL] loss: 1722.7091, iou: 0.2442, f1: 0.3876
@20230813_0426 @20230813_0426 [EP 41/250] lr: 9.203865192830563e-05, took: 61.49s (avg: 61.49s), ETA: 0d:3h:32m:29s [TRAIN] loss: 342.2617, iou: 0.5749, f1: 0.7266 [EVAL] loss: 727.7324, iou: 0.5014, f1: 0.6660
@20230813_0427 @20230813_0427 [EP 42/250] lr: 9.186025272356346e-05, took: 61.62s (avg: 61.62s), ETA: 0d:3h:31m:28s [TRAIN] loss: 340.9963, iou: 0.5834, f1: 0.7335 [EVAL] loss: 1159.2943, iou: 0.4121, f1: 0.5799
@20230813_0428 @20230813_0428 [EP 43/250] lr: 9.168255201075226e-05, took: 61.66s (avg: 61.66s), ETA: 0d:3h:30m:27s [TRAIN] loss: 346.7724, iou: 0.5850, f1: 0.7348 [EVAL] loss: 2539.2144, iou: 0.1342, f1: 0.2293
@20230813_0429 @20230813_0429 [EP 44/250] lr: 9.150553523795679e-05, took: 61.61s (avg: 61.61s), ETA: 0d:3h:29m:26s [TRAIN] loss: 346.0827, iou: 0.5957, f1: 0.7435 [EVAL] loss: 1905.5795, iou: 0.2727, f1: 0.4223
@20230813_0430 @20230813_0430 [EP 45/250] lr: 9.132920968113467e-05, took: 61.65s (avg: 61.65s), ETA: 0d:3h:28m:25s [TRAIN] loss: 368.1618, iou: 0.5934, f1: 0.7417 [EVAL] loss: 1504.7578, iou: 0.3147, f1: 0.4744
@20230813_0431 @20230813_0431 [EP 46/250] lr: 9.115355351241305e-05, took: 61.52s (avg: 61.52s), ETA: 0d:3h:27m:24s [TRAIN] loss: 347.7327, iou: 0.6072, f1: 0.7527 [EVAL] loss: 1013.6190, iou: 0.4465, f1: 0.6146
@20230813_0432 @20230813_0432 [EP 47/250] lr: 9.097856673179194e-05, took: 61.45s (avg: 61.45s), ETA: 0d:3h:26m:23s [TRAIN] loss: 333.9497, iou: 0.6215, f1: 0.7639 [EVAL] loss: 1339.2711, iou: 0.3779, f1: 0.5452
@20230813_0433 @20230813_0433 [EP 48/250] lr: 9.080425661522895e-05, took: 61.53s (avg: 61.53s), ETA: 0d:3h:25m:22s [TRAIN] loss: 332.2232, iou: 0.6286, f1: 0.7694 [EVAL] loss: 717.3731, iou: 0.5471, f1: 0.7053
@20230813_0435 @20230813_0435 [EP 49/250] lr: 9.063060861080885e-05, took: 61.52s (avg: 61.52s), ETA: 0d:3h:24m:21s [TRAIN] loss: 309.1112, iou: 0.6423, f1: 0.7798 [EVAL] loss: 919.6629, iou: 0.4635, f1: 0.6309
@20230813_0436 @20230813_0436 [EP 50/250] lr: 9.045762271853164e-05, took: 61.61s (avg: 61.61s), ETA: 0d:3h:23m:20s [TRAIN] loss: 308.6334, iou: 0.6500, f1: 0.7857 [EVAL] loss: 1937.2455, iou: 0.2721, f1: 0.4204
@20230813_0437 @20230813_0437 [EP 51/250] lr: 9.028529893839732e-05, took: 61.44s (avg: 61.44s), ETA: 0d:3h:22m:19s [TRAIN] loss: 304.3846, iou: 0.6587, f1: 0.7920 [EVAL] loss: 1171.0684, iou: 0.4700, f1: 0.6356
@20230813_0438 @20230813_0438 [EP 52/250] lr: 9.011362999444827e-05, took: 62.49s (avg: 62.49s), ETA: 0d:3h:24m:36s [TRAIN] loss: 309.0451, iou: 0.6613, f1: 0.7940 [EVAL] loss: 1803.8109, iou: 0.3039, f1: 0.4605
@20230813_0439 @20230813_0439 [EP 53/250] lr: 8.994261588668451e-05, took: 61.67s (avg: 61.67s), ETA: 0d:3h:20m:17s [TRAIN] loss: 303.8160, iou: 0.6684, f1: 0.7991 [EVAL] loss: 1369.4893, iou: 0.4241, f1: 0.5913
@20230813_0440 @20230813_0440 [EP 54/250] lr: 8.97722493391484e-05, took: 61.74s (avg: 61.74s), ETA: 0d:3h:19m:16s [TRAIN] loss: 309.2327, iou: 0.6742, f1: 0.8035 [EVAL] loss: 1163.1284, iou: 0.4738, f1: 0.6399
@20230813_0441 @20230813_0441 [EP 55/250] lr: 8.960252307588235e-05, took: 61.50s (avg: 61.50s), ETA: 0d:3h:18m:15s [TRAIN] loss: 304.8927, iou: 0.6826, f1: 0.8095 [EVAL] loss: 1303.9205, iou: 0.4162, f1: 0.5840
@20230813_0442 @20230813_0442 [EP 56/250] lr: 8.943343709688634e-05, took: 61.62s (avg: 61.62s), ETA: 0d:3h:17m:14s [TRAIN] loss: 317.3571, iou: 0.6830, f1: 0.8099 [EVAL] loss: 1173.8702, iou: 0.4921, f1: 0.6569
@20230813_0443 @20230813_0443 [EP 57/250] lr: 8.926499140216038e-05, took: 61.59s (avg: 61.59s), ETA: 0d:3h:16m:13s [TRAIN] loss: 305.8364, iou: 0.6913, f1: 0.8158 [EVAL] loss: 2091.8713, iou: 0.2463, f1: 0.3884
@20230813_0444 @20230813_0444 [EP 58/250] lr: 8.909717871574685e-05, took: 61.54s (avg: 61.54s), ETA: 0d:3h:15m:12s [TRAIN] loss: 297.0753, iou: 0.6989, f1: 0.8211 [EVAL] loss: 505.2132, iou: 0.6462, f1: 0.7841
@20230813_0445 @20230813_0445 [EP 59/250] lr: 8.892999176168814e-05, took: 61.52s (avg: 61.52s), ETA: 0d:3h:14m:11s [TRAIN] loss: 302.0077, iou: 0.7034, f1: 0.8242 [EVAL] loss: 1251.9559, iou: 0.4585, f1: 0.6250
@20230813_0446 @20230813_0446 [EP 60/250] lr: 8.876343053998426e-05, took: 61.60s (avg: 61.60s), ETA: 0d:3h:13m:10s [TRAIN] loss: 297.4827, iou: 0.7120, f1: 0.8304 [EVAL] loss: 1460.8035, iou: 0.4227, f1: 0.5893
@20230813_0447 @20230813_0447 [EP 61/250] lr: 8.859749505063519e-05, took: 61.57s (avg: 61.57s), ETA: 0d:3h:12m:9s [TRAIN] loss: 280.6736, iou: 0.7200, f1: 0.8358 [EVAL] loss: 955.0435, iou: 0.5679, f1: 0.7219
@20230813_0448 @20230813_0448 [EP 62/250] lr: 8.843218529364094e-05, took: 61.51s (avg: 61.51s), ETA: 0d:3h:11m:8s [TRAIN] loss: 274.5263, iou: 0.7284, f1: 0.8416 [EVAL] loss: 2279.8201, iou: 0.2440, f1: 0.3841
@20230813_0449 @20230813_0449 [EP 63/250] lr: 8.826747944112867e-05, took: 61.58s (avg: 61.58s), ETA: 0d:3h:10m:7s [TRAIN] loss: 272.0925, iou: 0.7374, f1: 0.8476 [EVAL] loss: 1557.1526, iou: 0.4371, f1: 0.6034
@20230813_0450 @20230813_0450 [EP 64/250] lr: 8.81033920450136e-05, took: 61.46s (avg: 61.46s), ETA: 0d:3h:9m:6s [TRAIN] loss: 272.4857, iou: 0.7443, f1: 0.8523 [EVAL] loss: 1320.1107, iou: 0.4505, f1: 0.6176
@20230813_0452 @20230813_0452 [EP 65/250] lr: 8.793991582933813e-05, took: 61.64s (avg: 61.64s), ETA: 0d:3h:8m:5s [TRAIN] loss: 276.3147, iou: 0.7435, f1: 0.8518 [EVAL] loss: 1400.3640, iou: 0.4637, f1: 0.6293
@20230813_0453 @20230813_0453 [EP 66/250] lr: 8.777704351814464e-05, took: 61.55s (avg: 61.55s), ETA: 0d:3h:7m:4s [TRAIN] loss: 279.7465, iou: 0.7464, f1: 0.8537 [EVAL] loss: 2072.8152, iou: 0.2943, f1: 0.4469
@20230813_0454 @20230813_0454 [EP 67/250] lr: 8.76147678354755e-05, took: 61.57s (avg: 61.57s), ETA: 0d:3h:6m:3s [TRAIN] loss: 285.1585, iou: 0.7484, f1: 0.8550 [EVAL] loss: 2049.8835, iou: 0.3012, f1: 0.4565
@20230813_0455 @20230813_0455 [EP 68/250] lr: 8.745309605728835e-05, took: 61.52s (avg: 61.52s), ETA: 0d:3h:5m:2s [TRAIN] loss: 292.4326, iou: 0.7448, f1: 0.8527 [EVAL] loss: 1332.5753, iou: 0.4877, f1: 0.6514
@20230813_0456 @20230813_0456 [EP 69/250] lr: 8.729202090762556e-05, took: 61.42s (avg: 61.42s), ETA: 0d:3h:4m:1s [TRAIN] loss: 285.7664, iou: 0.7518, f1: 0.8572 [EVAL] loss: 1166.2922, iou: 0.5214, f1: 0.6822
@20230813_0457 @20230813_0457 [EP 70/250] lr: 8.713153511052951e-05, took: 61.38s (avg: 61.38s), ETA: 0d:3h:3m:0s [TRAIN] loss: 280.2295, iou: 0.7588, f1: 0.8619 [EVAL] loss: 851.6434, iou: 0.5765, f1: 0.7293
@20230813_0458 @20230813_0458 [EP 71/250] lr: 8.697163866600022e-05, took: 61.35s (avg: 61.35s), ETA: 0d:3h:1m:59s [TRAIN] loss: 268.6551, iou: 0.7673, f1: 0.8674 [EVAL] loss: 852.5091, iou: 0.6181, f1: 0.7621
@20230813_0459 @20230813_0459 [EP 72/250] lr: 8.681233157403767e-05, took: 61.31s (avg: 61.31s), ETA: 0d:3h:0m:58s [TRAIN] loss: 260.0675, iou: 0.7777, f1: 0.8742 [EVAL] loss: 1102.8889, iou: 0.5417, f1: 0.6998
@20230813_0500 @20230813_0500 [EP 73/250] lr: 8.665360655868426e-05, took: 61.37s (avg: 61.37s), ETA: 0d:2h:59m:57s [TRAIN] loss: 251.0497, iou: 0.7855, f1: 0.8791 [EVAL] loss: 1715.9834, iou: 0.4071, f1: 0.5723
@20230813_0501 @20230813_0501 [EP 74/250] lr: 8.649545634398237e-05, took: 61.45s (avg: 61.45s), ETA: 0d:2h:58m:56s [TRAIN] loss: 248.2934, iou: 0.7913, f1: 0.8828 [EVAL] loss: 544.4374, iou: 0.7143, f1: 0.8325
@20230813_0502 @20230813_0502 [EP 75/250] lr: 8.633789548184723e-05, took: 61.51s (avg: 61.51s), ETA: 0d:2h:57m:55s [TRAIN] loss: 243.5235, iou: 0.7942, f1: 0.8846 [EVAL] loss: 672.4398, iou: 0.6615, f1: 0.7951
@20230813_0503 @20230813_0503 [EP 76/250] lr: 8.618089486844838e-05, took: 61.58s (avg: 61.58s), ETA: 0d:2h:56m:54s [TRAIN] loss: 256.3531, iou: 0.7919, f1: 0.8832 [EVAL] loss: 1568.3542, iou: 0.4478, f1: 0.6146
@20230813_0504 @20230813_0504 [EP 77/250] lr: 8.602446905570105e-05, took: 61.54s (avg: 61.54s), ETA: 0d:2h:55m:53s [TRAIN] loss: 251.0174, iou: 0.7970, f1: 0.8864 [EVAL] loss: 1143.2590, iou: 0.5232, f1: 0.6838
@20230813_0505 @20230813_0505 [EP 78/250] lr: 8.586860349169001e-05, took: 61.53s (avg: 61.53s), ETA: 0d:2h:54m:52s [TRAIN] loss: 246.6156, iou: 0.8016, f1: 0.8893 [EVAL] loss: 1676.8269, iou: 0.3916, f1: 0.5572
@20230813_0506 @20230813_0506 [EP 79/250] lr: 8.571330545237288e-05, took: 61.38s (avg: 61.38s), ETA: 0d:2h:53m:51s [TRAIN] loss: 251.8158, iou: 0.8029, f1: 0.8901 [EVAL] loss: 1470.4298, iou: 0.4594, f1: 0.6252
@20230813_0507 @20230813_0507 [EP 80/250] lr: 8.555856766179204e-05, took: 61.49s (avg: 61.49s), ETA: 0d:2h:52m:50s [TRAIN] loss: 247.4379, iou: 0.8058, f1: 0.8919 [EVAL] loss: 1412.8671, iou: 0.4552, f1: 0.6212
@20230813_0508 @20230813_0508 [EP 81/250] lr: 8.540439011994749e-05, took: 61.48s (avg: 61.48s), ETA: 0d:2h:51m:49s [TRAIN] loss: 252.7695, iou: 0.8043, f1: 0.8910 [EVAL] loss: 977.2548, iou: 0.5914, f1: 0.7410
@20230813_0509 @20230813_0509 [EP 82/250] lr: 8.525076555088162e-05, took: 61.40s (avg: 61.40s), ETA: 0d:2h:50m:48s [TRAIN] loss: 260.6839, iou: 0.8030, f1: 0.8901 [EVAL] loss: 731.4329, iou: 0.6727, f1: 0.8031
@20230813_0510 @20230813_0510 [EP 83/250] lr: 8.509768667863682e-05, took: 61.54s (avg: 61.54s), ETA: 0d:2h:49m:47s [TRAIN] loss: 249.5338, iou: 0.8092, f1: 0.8940 [EVAL] loss: 971.6635, iou: 0.5986, f1: 0.7462
@20230813_0512 @20230813_0512 [EP 84/250] lr: 8.49451680551283e-05, took: 61.37s (avg: 61.37s), ETA: 0d:2h:48m:46s [TRAIN] loss: 237.4850, iou: 0.8162, f1: 0.8983 [EVAL] loss: 1193.3287, iou: 0.5110, f1: 0.6728
@20230813_0513 @20230813_0513 [EP 85/250] lr: 8.479318785248324e-05, took: 61.45s (avg: 61.45s), ETA: 0d:2h:47m:45s [TRAIN] loss: 237.7538, iou: 0.8193, f1: 0.9002 [EVAL] loss: 755.5405, iou: 0.6473, f1: 0.7843
