** [electron] Launch Training on 20230616_1511
{
  "HOST": "electron",
  "SAVE": true,
  "github_log": true,
  "architecture": "DLV3+",
  "baseModel": "EffNet",
  "modelSize": [
    512,
    512
  ],
  "initialWeight": [
    null,
    null
  ],
  "num_epochs": 500,
  "resume": false,
  "prevEPOCH": 178,
  "resumeWeight": "./model_weights/EffNet/20230612_1842_DLV3PP_EffNet_BEST_AUG/variables/variables",
  "augmentation": true,
  "temperature_shift": 10,
  "Flag": true,
  "p": 0.2,
  "acc_thresh": 0.5,
  "batch_size": 8,
  "lr_scheduling": "exp",
  "lr": 0.01,
  "decay_steps": 0.6,
  "train_annotation": "./Annotations/train_base_db_20230523.txt",
  "eval_annotation": "./Annotations/eval_base_db_20230523.txt",
  "exp_comment": "* Augmentation Reinforced\n  - Image Blur Feature Added \n* New Exp on exp Lr\n  - Due to frequent network error, there was unexpected termination over the last two exp. \n  - This makes hard to observe the behavior of exponetial decay lr scheduling.\n  - So, this time, we decided to start it over gain, \n  -  Also, we change the decay_steps from 1.0 to .6 (hard coded value), which makes lr curve more steeper .\n",
  "isCompleted": false,
  "config": "./Config/TRAIN_DLV3.yaml"
}
@20230616_1528 [EP 1/500] lr: 0.009999999776482582, took: 0h:16m:23s, ETA: 5d:16h:15m:17s [TRAIN] loss: 0.2650, accu-50: 35.17%, iou: 59.58%, f1: 73.50% 444.45ms [EVAL] [518/518 step] loss: 0.9992, accu-50: 0.08%, iou: 0.04%, f1: 0.08%, 77.42ms
@20230616_1826 [EP 12/500] lr: 0.008321468718349934, took: 0h:16m:14s, ETA: 5d:12h:1m:52s [TRAIN] loss: 0.0962, accu-50: 90.35%, iou: 82.57%, f1: 90.38% 439.77ms [EVAL] [518/518 step] loss: 0.9780, accu-50: 1.18%, iou: 1.13%, f1: 2.20%, 76.03ms
@20230616_1843 [EP 13/500] lr: 0.008195019327104092, took: 0h:16m:16s, ETA: 5d:12h:1m:52s [TRAIN] loss: 0.0924, accu-50: 90.56%, iou: 83.17%, f1: 90.76% 439.87ms [EVAL] [518/518 step] loss: 0.9737, accu-50: 1.29%, iou: 1.34%, f1: 2.63%, 76.36ms
@20230616_1900 [EP 14/500] lr: 0.008070492185652256, took: 0h:16m:17s, ETA: 5d:11h:53m:42s [TRAIN] loss: 0.0888, accu-50: 91.05%, iou: 83.76%, f1: 91.12% 439.54ms [EVAL] [518/518 step] loss: 0.9445, accu-50: 2.89%, iou: 2.86%, f1: 5.55%, 75.98ms
@20230616_1916 [EP 15/500] lr: 0.007947856560349464, took: 0h:16m:19s, ETA: 5d:11h:53m:35s [TRAIN] loss: 0.0890, accu-50: 90.77%, iou: 83.75%, f1: 91.10% 439.53ms [EVAL] [518/518 step] loss: 0.7613, accu-50: 85.28%, iou: 14.21%, f1: 23.87%, 76.04ms
@20230616_1932 [EP 16/500] lr: 0.007827084511518478, took: 0h:16m:18s, ETA: 5d:11h:29m:12s [TRAIN] loss: 0.0863, accu-50: 91.10%, iou: 84.19%, f1: 91.37% 439.13ms [EVAL] [518/518 step] loss: 0.9970, accu-50: 14.38%, iou: 0.17%, f1: 0.30%, 76.14ms
@20230616_1949 [EP 17/500] lr: 0.007708147168159485, took: 0h:16m:18s, ETA: 5d:11h:12m:54s [TRAIN] loss: 0.0855, accu-50: 91.32%, iou: 84.33%, f1: 91.45% 439.73ms [EVAL] [518/518 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 76.11ms
@20230616_2005 [EP 18/500] lr: 0.00759101752191782, took: 0h:16m:18s, ETA: 5d:10h:56m:36s [TRAIN] loss: 0.0842, accu-50: 91.43%, iou: 84.54%, f1: 91.58% 439.78ms [EVAL] [518/518 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 76.18ms
@20230616_2021 [EP 19/500] lr: 0.007475668098777533, took: 0h:16m:17s, ETA: 5d:10h:32m:17s [TRAIN] loss: 0.0822, accu-50: 91.71%, iou: 84.88%, f1: 91.78% 438.36ms [EVAL] [518/518 step] loss: 0.9073, accu-50: 9.91%, iou: 5.09%, f1: 9.27%, 76.19ms
@20230616_2037 [EP 20/500] lr: 0.007362070959061384, took: 0h:16m:17s, ETA: 5d:10h:16m:0s [TRAIN] loss: 0.0807, accu-50: 91.86%, iou: 85.14%, f1: 91.93% 440.03ms [EVAL] [518/518 step] loss: 0.9945, accu-50: 0.30%, iou: 0.28%, f1: 0.55%, 76.18ms
@20230616_2053 [EP 21/500] lr: 0.007250200025737286, took: 0h:16m:17s, ETA: 5d:9h:59m:43s [TRAIN] loss: 0.0798, accu-50: 91.92%, iou: 85.29%, f1: 92.02% 438.41ms [EVAL] [518/518 step] loss: 0.9764, accu-50: 1.19%, iou: 1.20%, f1: 2.36%, 75.94ms
@20230616_2110 [EP 22/500] lr: 0.007140029221773148, took: 0h:16m:16s, ETA: 5d:9h:35m:28s [TRAIN] loss: 0.0786, accu-50: 92.18%, iou: 85.49%, f1: 92.14% 438.14ms [EVAL] [518/518 step] loss: 0.9855, accu-50: 48.16%, iou: 0.79%, f1: 1.45%, 76.16ms
@20230616_2126 [EP 23/500] lr: 0.007031532470136881, took: 0h:16m:16s, ETA: 5d:9h:19m:12s [TRAIN] loss: 0.0781, accu-50: 92.09%, iou: 85.57%, f1: 92.19% 437.90ms [EVAL] [518/518 step] loss: 0.9854, accu-50: 0.72%, iou: 0.74%, f1: 1.46%, 76.41ms
@20230616_2142 [EP 24/500] lr: 0.006924684625118971, took: 0h:16m:16s, ETA: 5d:9h:2m:56s [TRAIN] loss: 0.0773, accu-50: 92.26%, iou: 85.71%, f1: 92.27% 439.16ms [EVAL] [518/518 step] loss: 0.9839, accu-50: 2.79%, iou: 0.89%, f1: 1.61%, 76.08ms
@20230616_2158 [EP 25/500] lr: 0.006819460075348616, took: 0h:16m:16s, ETA: 5d:8h:46m:40s [TRAIN] loss: 0.0773, accu-50: 92.10%, iou: 85.71%, f1: 92.27% 442.17ms [EVAL] [518/518 step] loss: 0.7622, accu-50: 61.22%, iou: 14.12%, f1: 23.78%, 76.26ms
@20230616_2214 [EP 26/500] lr: 0.006715834606438875, took: 0h:16m:16s, ETA: 5d:8h:30m:24s [TRAIN] loss: 0.0751, accu-50: 92.36%, iou: 86.08%, f1: 92.49% 440.73ms [EVAL] [518/518 step] loss: 0.7750, accu-50: 15.23%, iou: 13.10%, f1: 22.50%, 76.16ms
@20230616_2231 [EP 27/500] lr: 0.0066137840040028095, took: 0h:16m:16s, ETA: 5d:8h:14m:8s [TRAIN] loss: 0.0751, accu-50: 92.35%, iou: 86.09%, f1: 92.49% 441.14ms [EVAL] [518/518 step] loss: 0.9999, accu-50: 0.00%, iou: 0.00%, f1: 0.01%, 76.00ms
@20230616_2247 [EP 28/500] lr: 0.006513283587992191, took: 0h:16m:15s, ETA: 5d:7h:50m:0s [TRAIN] loss: 0.0735, accu-50: 92.51%, iou: 86.35%, f1: 92.65% 440.14ms [EVAL] [518/518 step] loss: 0.9965, accu-50: 15.80%, iou: 0.20%, f1: 0.35%, 76.42ms
@20230616_2304 [EP 29/500] lr: 0.00641431100666523, took: 0h:16m:15s, ETA: 5d:7h:33m:45s [TRAIN] loss: 0.0732, accu-50: 92.56%, iou: 86.42%, f1: 92.68% 441.94ms [EVAL] [518/518 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 76.07ms
@20230616_2320 [EP 30/500] lr: 0.006316841579973698, took: 0h:16m:15s, ETA: 5d:7h:17m:30s [TRAIN] loss: 0.0729, accu-50: 92.67%, iou: 86.46%, f1: 92.71% 440.32ms [EVAL] [518/518 step] loss: 0.9601, accu-50: 2.92%, iou: 2.08%, f1: 3.99%, 76.07ms
@20230616_2336 [EP 31/500] lr: 0.006220853887498379, took: 0h:16m:15s, ETA: 5d:7h:1m:15s [TRAIN] loss: 0.0719, accu-50: 92.56%, iou: 86.64%, f1: 92.81% 438.74ms [EVAL] [518/518 step] loss: 0.9831, accu-50: 0.91%, iou: 0.86%, f1: 1.69%, 76.31ms
@20230616_2352 [EP 32/500] lr: 0.006126324646174908, took: 0h:16m:15s, ETA: 5d:6h:45m:0s [TRAIN] loss: 0.0715, accu-50: 92.82%, iou: 86.71%, f1: 92.85% 440.41ms [EVAL] [518/518 step] loss: 0.9929, accu-50: 0.36%, iou: 0.36%, f1: 0.71%, 76.09ms
@20230617_0009 [EP 33/500] lr: 0.006033231504261494, took: 0h:16m:15s, ETA: 5d:6h:28m:45s [TRAIN] loss: 0.0713, accu-50: 92.74%, iou: 86.73%, f1: 92.87% 440.26ms [EVAL] [518/518 step] loss: 0.9886, accu-50: 0.56%, iou: 0.57%, f1: 1.14%, 76.26ms
@20230617_0025 [EP 34/500] lr: 0.005941553507000208, took: 0h:16m:15s, ETA: 5d:6h:12m:30s [TRAIN] loss: 0.0701, accu-50: 93.03%, iou: 86.94%, f1: 92.99% 439.94ms [EVAL] [518/518 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 76.38ms
@20230617_0041 [EP 35/500] lr: 0.00585126830264926, took: 0h:16m:15s, ETA: 5d:5h:56m:15s [TRAIN] loss: 0.0703, accu-50: 92.98%, iou: 86.91%, f1: 92.97% 441.46ms [EVAL] [518/518 step] loss: 0.8455, accu-50: 10.56%, iou: 8.64%, f1: 15.45%, 76.29ms
@20230617_0058 [EP 36/500] lr: 0.00576235493645072, took: 0h:16m:15s, ETA: 5d:5h:40m:0s [TRAIN] loss: 0.0695, accu-50: 92.99%, iou: 87.06%, f1: 93.05% 440.82ms [EVAL] [518/518 step] loss: 0.9888, accu-50: 0.56%, iou: 0.56%, f1: 1.12%, 76.22ms
@20230617_0114 [EP 37/500] lr: 0.00567479245364666, took: 0h:16m:15s, ETA: 5d:5h:23m:45s [TRAIN] loss: 0.0695, accu-50: 92.96%, iou: 87.06%, f1: 93.05% 440.31ms [EVAL] [518/518 step] loss: 0.9998, accu-50: 84.67%, iou: 0.01%, f1: 0.02%, 76.01ms
@20230617_0130 [EP 38/500] lr: 0.005588560830801725, took: 0h:16m:15s, ETA: 5d:5h:7m:30s [TRAIN] loss: 0.0687, accu-50: 93.00%, iou: 87.19%, f1: 93.13% 440.92ms [EVAL] [518/518 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 76.06ms
@20230617_0147 [EP 39/500] lr: 0.005503639578819275, took: 0h:16m:15s, ETA: 5d:4h:51m:15s [TRAIN] loss: 0.0684, accu-50: 93.11%, iou: 87.25%, f1: 93.16% 441.17ms [EVAL] [518/518 step] loss: 0.9873, accu-50: 0.65%, iou: 0.64%, f1: 1.27%, 76.19ms
@20230617_0203 [EP 40/500] lr: 0.005420008674263954, took: 0h:16m:15s, ETA: 5d:4h:35m:0s [TRAIN] loss: 0.0678, accu-50: 93.20%, iou: 87.34%, f1: 93.22% 440.53ms [EVAL] [518/518 step] loss: 0.9628, accu-50: 1.83%, iou: 1.91%, f1: 3.72%, 76.34ms
@20230617_0219 [EP 41/500] lr: 0.0053376490250229836, took: 0h:16m:15s, ETA: 5d:4h:18m:45s [TRAIN] loss: 0.0673, accu-50: 93.25%, iou: 87.43%, f1: 93.27% 438.16ms [EVAL] [518/518 step] loss: 0.9255, accu-50: 4.97%, iou: 3.95%, f1: 7.45%, 76.23ms
@20230617_0236 [EP 42/500] lr: 0.0052565401419997215, took: 0h:16m:15s, ETA: 5d:4h:2m:30s [TRAIN] loss: 0.0672, accu-50: 93.20%, iou: 87.46%, f1: 93.28% 438.38ms [EVAL] [518/518 step] loss: 0.9874, accu-50: 0.62%, iou: 0.63%, f1: 1.26%, 76.16ms
@20230617_0253 [EP 43/500] lr: 0.00517666433006525, took: 0h:16m:15s, ETA: 5d:3h:46m:15s [TRAIN] loss: 0.0668, accu-50: 93.28%, iou: 87.52%, f1: 93.32% 441.66ms [EVAL] [518/518 step] loss: 0.5372, accu-50: 35.22%, iou: 30.97%, f1: 46.28%, 76.37ms
@20230617_0309 [EP 44/500] lr: 0.005098002031445503, took: 0h:16m:15s, ETA: 5d:3h:30m:0s [TRAIN] loss: 0.0667, accu-50: 93.33%, iou: 87.53%, f1: 93.33% 438.74ms [EVAL] [518/518 step] loss: 0.9522, accu-50: 71.10%, iou: 2.65%, f1: 4.78%, 76.17ms
@20230617_0325 [EP 45/500] lr: 0.005020535085350275, took: 0h:16m:15s, ETA: 5d:3h:13m:45s [TRAIN] loss: 0.0661, accu-50: 93.32%, iou: 87.64%, f1: 93.39% 442.40ms [EVAL] [518/518 step] loss: 0.9174, accu-50: 4.26%, iou: 4.45%, f1: 8.26%, 76.27ms
@20230617_0342 [EP 46/500] lr: 0.004944245330989361, took: 0h:16m:15s, ETA: 5d:2h:57m:30s [TRAIN] loss: 0.0658, accu-50: 93.42%, iou: 87.69%, f1: 93.42% 444.07ms [EVAL] [518/518 step] loss: 0.9962, accu-50: 7.25%, iou: 0.20%, f1: 0.38%, 76.22ms
@20230617_0358 [EP 47/500] lr: 0.0048691146075725555, took: 0h:16m:15s, ETA: 5d:2h:41m:15s [TRAIN] loss: 0.0657, accu-50: 93.42%, iou: 87.72%, f1: 93.43% 442.91ms [EVAL] [518/518 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 76.25ms
@20230617_0414 [EP 48/500] lr: 0.004795125685632229, took: 0h:16m:15s, ETA: 5d:2h:25m:0s [TRAIN] loss: 0.0651, accu-50: 93.39%, iou: 87.81%, f1: 93.49% 442.23ms [EVAL] [518/518 step] loss: 1.0000, accu-50: 37.19%, iou: 0.00%, f1: 0.00%, 76.01ms
@20230617_0431 [EP 49/500] lr: 0.00472226133570075, took: 0h:16m:15s, ETA: 5d:2h:8m:45s [TRAIN] loss: 0.0648, accu-50: 93.52%, iou: 87.87%, f1: 93.52% 442.10ms [EVAL] [518/518 step] loss: 0.9919, accu-50: 0.41%, iou: 0.41%, f1: 0.81%, 76.28ms
@20230617_0448 [EP 50/500] lr: 0.004650503862649202, took: 0h:16m:16s, ETA: 5d:2h:0m:0s [TRAIN] loss: 0.0648, accu-50: 93.48%, iou: 87.88%, f1: 93.52% 442.05ms [EVAL] [518/518 step] loss: 0.2568, accu-50: 58.60%, iou: 59.80%, f1: 74.32%, 76.11ms
@20230617_0504 [EP 51/500] lr: 0.004579836968332529, took: 0h:16m:16s, ETA: 5d:1h:43m:44s [TRAIN] loss: 0.0643, accu-50: 93.54%, iou: 87.96%, f1: 93.57% 441.16ms [EVAL] [518/518 step] loss: 0.9952, accu-50: 0.22%, iou: 0.24%, f1: 0.48%, 75.92ms
@20230617_0521 [EP 52/500] lr: 0.0045102434232831, took: 0h:16m:16s, ETA: 5d:1h:27m:28s [TRAIN] loss: 0.0639, accu-50: 93.55%, iou: 88.03%, f1: 93.61% 443.22ms [EVAL] [518/518 step] loss: 0.9836, accu-50: 0.84%, iou: 0.83%, f1: 1.64%, 76.09ms
@20230617_0537 [EP 53/500] lr: 0.004441707860678434, took: 0h:16m:16s, ETA: 5d:1h:11m:12s [TRAIN] loss: 0.0635, accu-50: 93.58%, iou: 88.09%, f1: 93.65% 442.74ms [EVAL] [518/518 step] loss: 0.2780, accu-50: 85.36%, iou: 57.25%, f1: 72.20%, 76.23ms
@20230617_0553 [EP 54/500] lr: 0.004374213516712189, took: 0h:16m:16s, ETA: 5d:0h:54m:56s [TRAIN] loss: 0.0634, accu-50: 93.64%, iou: 88.11%, f1: 93.66% 441.00ms [EVAL] [518/518 step] loss: 0.9834, accu-50: 0.86%, iou: 0.84%, f1: 1.66%, 76.13ms
@20230617_0610 [EP 55/500] lr: 0.004307745024561882, took: 0h:16m:16s, ETA: 5d:0h:38m:40s [TRAIN] loss: 0.0632, accu-50: 93.63%, iou: 88.15%, f1: 93.68% 442.00ms [EVAL] [518/518 step] loss: 0.7184, accu-50: 19.97%, iou: 16.97%, f1: 28.16%, 76.06ms
@20230617_0626 [EP 56/500] lr: 0.004242286551743746, took: 0h:16m:16s, ETA: 5d:0h:22m:24s [TRAIN] loss: 0.0630, accu-50: 93.69%, iou: 88.19%, f1: 93.70% 442.17ms [EVAL] [518/518 step] loss: 0.9994, accu-50: 74.61%, iou: 0.03%, f1: 0.06%, 76.16ms
@20230617_0642 [EP 57/500] lr: 0.004177822731435299, took: 0h:16m:16s, ETA: 5d:0h:6m:8s [TRAIN] loss: 0.0626, accu-50: 93.64%, iou: 88.26%, f1: 93.74% 442.12ms [EVAL] [518/518 step] loss: 0.6424, accu-50: 70.13%, iou: 22.67%, f1: 35.76%, 76.44ms
@20230617_0659 [EP 58/500] lr: 0.00411433819681406, took: 0h:16m:16s, ETA: 4d:23h:49m:52s [TRAIN] loss: 0.0626, accu-50: 93.76%, iou: 88.26%, f1: 93.74% 442.39ms [EVAL] [518/518 step] loss: 0.9566, accu-50: 3.04%, iou: 2.26%, f1: 4.34%, 76.21ms
@20230617_0716 [EP 59/500] lr: 0.004051818512380123, took: 0h:16m:17s, ETA: 4d:23h:40m:57s [TRAIN] loss: 0.0622, accu-50: 93.76%, iou: 88.32%, f1: 93.78% 442.54ms [EVAL] [518/518 step] loss: 0.1981, accu-50: 75.70%, iou: 67.47%, f1: 80.19%, 76.37ms
@20230617_0732 [EP 60/500] lr: 0.003990249242633581, took: 0h:16m:17s, ETA: 4d:23h:24m:40s [TRAIN] loss: 0.0620, accu-50: 93.72%, iou: 88.36%, f1: 93.80% 441.98ms [EVAL] [518/518 step] loss: 0.9804, accu-50: 0.98%, iou: 0.99%, f1: 1.96%, 76.08ms
@20230617_0748 [EP 61/500] lr: 0.003929615020751953, took: 0h:16m:17s, ETA: 4d:23h:8m:23s [TRAIN] loss: 0.0620, accu-50: 93.79%, iou: 88.37%, f1: 93.80% 442.79ms [EVAL] [518/518 step] loss: 0.9216, accu-50: 13.71%, iou: 4.24%, f1: 7.84%, 76.42ms
@20230617_0805 [EP 62/500] lr: 0.003869902342557907, took: 0h:16m:17s, ETA: 4d:22h:52m:6s [TRAIN] loss: 0.0613, accu-50: 93.78%, iou: 88.49%, f1: 93.87% 442.23ms [EVAL] [518/518 step] loss: 0.5130, accu-50: 90.02%, iou: 33.02%, f1: 48.70%, 76.20ms
@20230617_0821 [EP 63/500] lr: 0.00381109700538218, took: 0h:16m:17s, ETA: 4d:22h:35m:49s [TRAIN] loss: 0.0613, accu-50: 93.82%, iou: 88.48%, f1: 93.87% 442.25ms [EVAL] [518/518 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 76.46ms
@20230617_0838 [EP 64/500] lr: 0.003753185272216797, took: 0h:16m:17s, ETA: 4d:22h:19m:32s [TRAIN] loss: 0.0610, accu-50: 93.88%, iou: 88.54%, f1: 93.90% 443.09ms [EVAL] [518/518 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 76.24ms
@20230617_0854 [EP 65/500] lr: 0.0036961534060537815, took: 0h:16m:17s, ETA: 4d:22h:3m:15s [TRAIN] loss: 0.0605, accu-50: 94.00%, iou: 88.63%, f1: 93.95% 443.19ms [EVAL] [518/518 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 76.36ms
@20230617_0911 [EP 66/500] lr: 0.0036399883683770895, took: 0h:16m:17s, ETA: 4d:21h:46m:58s [TRAIN] loss: 0.0605, accu-50: 93.99%, iou: 88.62%, f1: 93.95% 443.49ms [EVAL] [518/518 step] loss: 1.0000, accu-50: 32.26%, iou: 0.00%, f1: 0.00%, 76.27ms
@20230617_0927 [EP 67/500] lr: 0.003584676655009389, took: 0h:16m:17s, ETA: 4d:21h:30m:41s [TRAIN] loss: 0.0604, accu-50: 93.93%, iou: 88.64%, f1: 93.96% 443.15ms [EVAL] [518/518 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 76.23ms
@20230617_0943 [EP 68/500] lr: 0.0035302056930959225, took: 0h:16m:17s, ETA: 4d:21h:14m:24s [TRAIN] loss: 0.0603, accu-50: 93.96%, iou: 88.67%, f1: 93.97% 442.65ms [EVAL] [518/518 step] loss: 0.9233, accu-50: 91.81%, iou: 4.05%, f1: 7.67%, 76.55ms
@20230617_1000 [EP 69/500] lr: 0.003476562211290002, took: 0h:16m:17s, ETA: 4d:20h:58m:7s [TRAIN] loss: 0.0601, accu-50: 93.94%, iou: 88.70%, f1: 93.99% 443.30ms [EVAL] [518/518 step] loss: 0.9864, accu-50: 0.69%, iou: 0.69%, f1: 1.36%, 76.32ms
@20230617_1016 [EP 70/500] lr: 0.0034237338695675135, took: 0h:16m:17s, ETA: 4d:20h:41m:50s [TRAIN] loss: 0.0598, accu-50: 94.01%, iou: 88.74%, f1: 94.02% 442.92ms [EVAL] [518/518 step] loss: 0.8631, accu-50: 82.18%, iou: 7.65%, f1: 13.69%, 76.51ms
@20230617_1033 [EP 71/500] lr: 0.0033717083279043436, took: 0h:16m:17s, ETA: 4d:20h:25m:33s [TRAIN] loss: 0.0597, accu-50: 93.98%, iou: 88.78%, f1: 94.03% 443.09ms [EVAL] [518/518 step] loss: 0.5072, accu-50: 30.02%, iou: 33.98%, f1: 49.28%, 76.73ms
@20230617_1049 [EP 72/500] lr: 0.0033204732462763786, took: 0h:16m:17s, ETA: 4d:20h:9m:16s [TRAIN] loss: 0.0597, accu-50: 94.00%, iou: 88.76%, f1: 94.03% 447.15ms [EVAL] [518/518 step] loss: 0.8257, accu-50: 47.31%, iou: 10.27%, f1: 17.43%, 76.70ms
@20230617_1106 [EP 73/500] lr: 0.003270016983151436, took: 0h:16m:17s, ETA: 4d:19h:52m:59s [TRAIN] loss: 0.0592, accu-50: 94.09%, iou: 88.85%, f1: 94.08% 442.90ms [EVAL] [518/518 step] loss: 0.4979, accu-50: 83.39%, iou: 34.46%, f1: 50.21%, 76.55ms
@20230617_1122 [EP 74/500] lr: 0.0032203271985054016, took: 0h:16m:17s, ETA: 4d:19h:36m:42s [TRAIN] loss: 0.0592, accu-50: 94.03%, iou: 88.86%, f1: 94.08% 442.55ms [EVAL] [518/518 step] loss: 0.8863, accu-50: 10.78%, iou: 6.44%, f1: 11.37%, 76.49ms
@20230617_1138 [EP 75/500] lr: 0.003171392483636737, took: 0h:16m:17s, ETA: 4d:19h:20m:25s [TRAIN] loss: 0.0592, accu-50: 94.05%, iou: 88.86%, f1: 94.08% 444.21ms [EVAL] [518/518 step] loss: 0.9983, accu-50: 87.02%, iou: 0.09%, f1: 0.17%, 76.76ms
@20230617_1155 [EP 76/500] lr: 0.0031232014298439026, took: 0h:16m:17s, ETA: 4d:19h:4m:8s [TRAIN] loss: 0.0589, accu-50: 94.10%, iou: 88.92%, f1: 94.11% 442.51ms [EVAL] [518/518 step] loss: 0.9836, accu-50: 0.83%, iou: 0.83%, f1: 1.64%, 76.41ms
