

** [alpha] Launch Training on 20230701_1957
{
  "HOST": "alpha",
  "SAVE": true,
  "github_log": true,
  "architecture": "DLV3+",
  "baseModel": "ResNet50",
  "gpuIDs": [
    0
  ],
  "modelSize": [
    512,
    512
  ],
  "initialWeight": [
    null,
    null
  ],
  "num_epochs": 500,
  "resume": false,
  "prevEPOCH": 172,
  "resumeWeight": "./model_weights/ResNet50/20230605_1912_DLV3PP_ResNet50_BEST_AUG/variables/variables",
  "augmentation": true,
  "temperature_shift": 15,
  "Flag": true,
  "p": 0.2,
  "acc_thresh": 0.5,
  "batch_size": 14,
  "lr_scheduling": "exp",
  "lr": 0.01,
  "decay_steps": 1.0,
  "train_annotation": "./Annotations/consolidate_train_db_20230630.txt",
  "eval_annotation": "./Annotations/consolidate_eval_db_20230630.txt",
  "exp_comment": "* New Merged DB used\n* temperature_shift value changed from 5 15\n",
  "isCompleted": false,
  "config": "Config/TRAIN_DLV3_ResNet50_NEWDB.yaml"
}
@20230701_2001 [EP 1/500] lr: 0.009999999776482582, took: 0h:3m:46s, ETA: 1d:7h:19m:34s [TRAIN] loss: 0.3765, accu-50: 11.95%, iou: 48.26%, f1: 62.35% 239.53ms [EVAL] [247/247 step] loss: 0.5895, accu-50: 42.30%, iou: 26.66%, f1: 41.05%, 69.20ms
@20230701_2108 [EP 22/500] lr: 0.008169961161911488, took: 0h:3m:13s, ETA: 1d:1h:37m:34s [TRAIN] loss: 0.0743, accu-50: 92.66%, iou: 86.22%, f1: 92.57% 210.64ms [EVAL] [247/247 step] loss: 0.1063, accu-50: 93.70%, iou: 80.87%, f1: 89.37%, 63.58ms
@20230701_2112 [EP 23/500] lr: 0.008095244877040386, took: 0h:3m:13s, ETA: 1d:1h:34m:21s [TRAIN] loss: 0.0732, accu-50: 92.58%, iou: 86.41%, f1: 92.68% 210.55ms [EVAL] [247/247 step] loss: 0.0950, accu-50: 91.60%, iou: 82.76%, f1: 90.50%, 63.89ms
@20230701_2115 [EP 24/500] lr: 0.008021212182939053, took: 0h:3m:13s, ETA: 1d:1h:31m:8s [TRAIN] loss: 0.0716, accu-50: 92.88%, iou: 86.69%, f1: 92.84% 210.82ms [EVAL] [247/247 step] loss: 0.1054, accu-50: 91.79%, iou: 81.03%, f1: 89.46%, 63.57ms
@20230701_2118 [EP 25/500] lr: 0.007947856560349464, took: 0h:3m:13s, ETA: 1d:1h:27m:55s [TRAIN] loss: 0.0699, accu-50: 93.03%, iou: 86.99%, f1: 93.01% 210.61ms [EVAL] [247/247 step] loss: 0.1937, accu-50: 80.73%, iou: 67.79%, f1: 80.63%, 63.50ms
@20230701_2121 [EP 26/500] lr: 0.0078751714900136, took: 0h:3m:13s, ETA: 1d:1h:24m:42s [TRAIN] loss: 0.0693, accu-50: 93.06%, iou: 87.09%, f1: 93.07% 210.88ms [EVAL] [247/247 step] loss: 0.1153, accu-50: 86.51%, iou: 79.42%, f1: 88.47%, 63.69ms
@20230701_2124 [EP 27/500] lr: 0.0078031509183347225, took: 0h:3m:13s, ETA: 1d:1h:21m:29s [TRAIN] loss: 0.0692, accu-50: 93.01%, iou: 87.10%, f1: 93.08% 210.52ms [EVAL] [247/247 step] loss: 0.1571, accu-50: 84.01%, iou: 73.01%, f1: 84.29%, 63.57ms
@20230701_2127 [EP 28/500] lr: 0.007731789257377386, took: 0h:3m:13s, ETA: 1d:1h:18m:16s [TRAIN] loss: 0.0681, accu-50: 93.12%, iou: 87.30%, f1: 93.19% 210.53ms [EVAL] [247/247 step] loss: 0.1052, accu-50: 87.60%, iou: 81.05%, f1: 89.48%, 63.53ms
@20230701_2131 [EP 29/500] lr: 0.007661079987883568, took: 0h:3m:13s, ETA: 1d:1h:15m:3s [TRAIN] loss: 0.0667, accu-50: 93.32%, iou: 87.54%, f1: 93.33% 210.64ms [EVAL] [247/247 step] loss: 0.1172, accu-50: 89.50%, iou: 79.13%, f1: 88.28%, 63.61ms
@20230701_2134 [EP 30/500] lr: 0.00759101752191782, took: 0h:3m:13s, ETA: 1d:1h:11m:50s [TRAIN] loss: 0.0657, accu-50: 93.43%, iou: 87.71%, f1: 93.43% 210.78ms [EVAL] [247/247 step] loss: 0.0991, accu-50: 90.25%, iou: 82.06%, f1: 90.09%, 63.42ms
@20230701_2137 [EP 31/500] lr: 0.007521595805883408, took: 0h:3m:12s, ETA: 1d:1h:0m:48s [TRAIN] loss: 0.0655, accu-50: 93.44%, iou: 87.75%, f1: 93.45% 210.56ms [EVAL] [247/247 step] loss: 0.1392, accu-50: 85.26%, iou: 75.74%, f1: 86.08%, 63.68ms
@20230701_2140 [EP 32/500] lr: 0.007452809251844883, took: 0h:3m:12s, ETA: 1d:0h:57m:36s [TRAIN] loss: 0.0628, accu-50: 93.82%, iou: 88.21%, f1: 93.72% 210.81ms [EVAL] [247/247 step] loss: 0.2330, accu-50: 69.38%, iou: 62.52%, f1: 76.70%, 63.65ms
@20230701_2144 [EP 33/500] lr: 0.007384651340544224, took: 0h:3m:13s, ETA: 1d:1h:2m:11s [TRAIN] loss: 0.0638, accu-50: 93.61%, iou: 88.04%, f1: 93.62% 210.60ms [EVAL] [247/247 step] loss: 0.0925, accu-50: 90.76%, iou: 83.15%, f1: 90.75%, 63.58ms
@20230701_2147 [EP 34/500] lr: 0.00731711694970727, took: 0h:3m:12s, ETA: 1d:0h:51m:12s [TRAIN] loss: 0.0621, accu-50: 93.89%, iou: 88.35%, f1: 93.79% 210.78ms [EVAL] [247/247 step] loss: 0.1046, accu-50: 94.88%, iou: 81.17%, f1: 89.54%, 63.49ms
@20230701_2150 [EP 35/500] lr: 0.007250200025737286, took: 0h:3m:12s, ETA: 1d:0h:48m:0s [TRAIN] loss: 0.0617, accu-50: 93.70%, iou: 88.41%, f1: 93.83% 210.81ms [EVAL] [247/247 step] loss: 0.1863, accu-50: 90.56%, iou: 68.98%, f1: 81.37%, 63.61ms
@20230701_2153 [EP 36/500] lr: 0.007183895446360111, took: 0h:3m:12s, ETA: 1d:0h:44m:48s [TRAIN] loss: 0.0615, accu-50: 93.88%, iou: 88.45%, f1: 93.85% 210.54ms [EVAL] [247/247 step] loss: 0.1252, accu-50: 92.18%, iou: 77.86%, f1: 87.48%, 63.64ms
