

** [alpha] Launch Training on 20230716_1615
{
  "HOST": "alpha",
  "SAVE": true,
  "github_log": true,
  "architecture": "DLV3+",
  "baseModel": "EffNetV2",
  "numGPUs": 4,
  "modelSize": [
    512,
    512
  ],
  "initialWeight": [
    null,
    null
  ],
  "num_epochs": 500,
  "resume": true,
  "prevEPOCH": 70,
  "resumeWeight": "/home/alpha/WorkSpace/GasDetectionProj/ModelDev/ModelTraining/multi_gpu_logs/model_weights/EffNetV2/20230714_1850_DLV3+_EffNetV2/20230714_1850_DLV3+_EffNetV2_BEST_070/variables/variables",
  "augmentation": true,
  "temperature_shift": 15,
  "Flag": true,
  "p": 0.2,
  "acc_thresh": 0.5,
  "batch_size": 10,
  "lr_scheduling": "cos",
  "lr": 0.01,
  "decay_steps": 1.0,
  "train_annotation": "./Annotations/consolidate_train_db_20230711_1637.txt",
  "eval_annotation": "./Annotations/consolidate_eval_db_20230711_1637.txt",
  "exp_comment": "* Updated Annotations are used\n* Updated consolidate DB used (0711_1637 version) - Updated DB \n* This consolidate DB is updated from 0703_2119 version \n* 4 GPUs are used to train models\n* EffNet Test\n",
  "isCompleted": false,
  "config": "./Config/TRAIN_DLV3_EffNetV2_20230711_resume.yaml",
  "numTrainDB": 11530,
  "numEvalDB": 3524
}
@20230716_1621 @20230716_1621 [EP 71/500] lr: 0.009524134919047356, took: 300.50s (avg: 300.50s), ETA: 1d:11h:45m:0s [TRAIN] loss: 0.1097, iou: 0.8035, f1: 0.8903 [EVAL] loss: 0.1367, iou: 0.7608, f1: 0.8633
@20230716_1716 @20230716_1716 [EP 94/500] lr: 0.009170392528176308, took: 119.41s (avg: 119.41s), ETA: 0d:13h:25m:14s [TRAIN] loss: 0.0995, iou: 0.8200, f1: 0.9005 [EVAL] loss: 0.1331, iou: 0.7663, f1: 0.8669
@20230716_1718 @20230716_1718 [EP 95/500] lr: 0.009152979589998722, took: 116.92s (avg: 116.92s), ETA: 0d:13h:3m:0s [TRAIN] loss: 0.1014, iou: 0.8169, f1: 0.8986 [EVAL] loss: 0.1307, iou: 0.7703, f1: 0.8693
@20230716_1720 @20230716_1720 [EP 96/500] lr: 0.009135402739048004, took: 118.72s (avg: 118.72s), ETA: 0d:13h:14m:32s [TRAIN] loss: 0.1014, iou: 0.8169, f1: 0.8986 [EVAL] loss: 0.1280, iou: 0.7742, f1: 0.8720
@20230716_1722 @20230716_1722 [EP 97/500] lr: 0.009117662906646729, took: 117.68s (avg: 117.68s), ETA: 0d:13h:5m:51s [TRAIN] loss: 0.0999, iou: 0.8194, f1: 0.9001 [EVAL] loss: 0.1205, iou: 0.7861, f1: 0.8795
@20230716_1725 @20230716_1725 [EP 98/500] lr: 0.009099760092794895, took: 116.14s (avg: 116.14s), ETA: 0d:12h:57m:12s [TRAIN] loss: 0.0994, iou: 0.8203, f1: 0.9006 [EVAL] loss: 0.1271, iou: 0.7756, f1: 0.8729
@20230716_1727 @20230716_1727 [EP 99/500] lr: 0.009081696160137653, took: 118.44s (avg: 118.44s), ETA: 0d:13h:8m:38s [TRAIN] loss: 0.0985, iou: 0.8216, f1: 0.9015 [EVAL] loss: 0.1241, iou: 0.7804, f1: 0.8759
@20230716_1729 @20230716_1729 [EP 100/500] lr: 0.009063471108675003, took: 118.26s (avg: 118.26s), ETA: 0d:13h:6m:40s [TRAIN] loss: 0.1035, iou: 0.8136, f1: 0.8965 [EVAL] loss: 0.1236, iou: 0.7812, f1: 0.8764
@20230716_1731 @20230716_1731 [EP 101/500] lr: 0.009045084938406944, took: 107.72s (avg: 107.72s), ETA: 0d:11h:51m:33s [TRAIN] loss: 0.0989, iou: 0.8211, f1: 0.9011 [EVAL] loss: 0.1267, iou: 0.7763, f1: 0.8733
@20230716_1733 @20230716_1733 [EP 102/500] lr: 0.009026539511978626, took: 101.12s (avg: 101.12s), ETA: 0d:11h:9m:58s [TRAIN] loss: 0.0987, iou: 0.8213, f1: 0.9013 [EVAL] loss: 0.1298, iou: 0.7715, f1: 0.8702
@20230716_1734 @20230716_1734 [EP 103/500] lr: 0.009007834829390049, took: 102.24s (avg: 102.24s), ETA: 0d:11h:14m:54s [TRAIN] loss: 0.0985, iou: 0.8216, f1: 0.9015 [EVAL] loss: 0.1228, iou: 0.7826, f1: 0.8772
@20230716_1736 @20230716_1736 [EP 104/500] lr: 0.008988971821963787, took: 117.35s (avg: 117.35s), ETA: 0d:12h:52m:12s [TRAIN] loss: 0.0962, iou: 0.8254, f1: 0.9038 [EVAL] loss: 0.1237, iou: 0.7811, f1: 0.8763
@20230716_1738 @20230716_1738 [EP 105/500] lr: 0.00896995235234499, took: 117.63s (avg: 117.63s), ETA: 0d:12h:50m:15s [TRAIN] loss: 0.0968, iou: 0.8244, f1: 0.9032 [EVAL] loss: 0.1213, iou: 0.7849, f1: 0.8787
@20230716_1740 @20230716_1740 [EP 106/500] lr: 0.008950775489211082, took: 116.48s (avg: 116.48s), ETA: 0d:12h:41m:44s [TRAIN] loss: 0.0987, iou: 0.8214, f1: 0.9013 [EVAL] loss: 0.1222, iou: 0.7835, f1: 0.8778
@20230716_1742 @20230716_1742 [EP 107/500] lr: 0.00893144216388464, took: 116.68s (avg: 116.68s), ETA: 0d:12h:39m:48s [TRAIN] loss: 0.0982, iou: 0.8222, f1: 0.9018 [EVAL] loss: 0.1222, iou: 0.7835, f1: 0.8778
@20230716_1744 @20230716_1744 [EP 108/500] lr: 0.00891195423901081, took: 116.98s (avg: 116.98s), ETA: 0d:12h:37m:52s [TRAIN] loss: 0.0978, iou: 0.8229, f1: 0.9022 [EVAL] loss: 0.1188, iou: 0.7888, f1: 0.8812
@20230716_1747 @20230716_1747 [EP 109/500] lr: 0.008892311714589596, took: 118.71s (avg: 118.71s), ETA: 0d:12h:48m:58s [TRAIN] loss: 0.0972, iou: 0.8239, f1: 0.9028 [EVAL] loss: 0.1227, iou: 0.7828, f1: 0.8773
@20230716_1749 @20230716_1749 [EP 110/500] lr: 0.00887251552194357, took: 118.51s (avg: 118.51s), ETA: 0d:12h:47m:0s [TRAIN] loss: 0.0959, iou: 0.8260, f1: 0.9041 [EVAL] loss: 0.1231, iou: 0.7820, f1: 0.8769
@20230716_1751 @20230716_1751 [EP 111/500] lr: 0.008852566592395306, took: 118.15s (avg: 118.15s), ETA: 0d:12h:45m:2s [TRAIN] loss: 0.0952, iou: 0.8270, f1: 0.9048 [EVAL] loss: 0.1192, iou: 0.7881, f1: 0.8808
@20230716_1753 @20230716_1753 [EP 112/500] lr: 0.008832464925944805, took: 117.89s (avg: 117.89s), ETA: 0d:12h:36m:36s [TRAIN] loss: 0.0954, iou: 0.8268, f1: 0.9046 [EVAL] loss: 0.1204, iou: 0.7863, f1: 0.8796
@20230716_1755 @20230716_1755 [EP 113/500] lr: 0.008812212385237217, took: 118.68s (avg: 118.68s), ETA: 0d:12h:41m:6s [TRAIN] loss: 0.0963, iou: 0.8254, f1: 0.9037 [EVAL] loss: 0.1192, iou: 0.7881, f1: 0.8808
@20230716_1757 @20230716_1757 [EP 114/500] lr: 0.008791809901595116, took: 117.71s (avg: 117.71s), ETA: 0d:12h:32m:42s [TRAIN] loss: 0.0955, iou: 0.8265, f1: 0.9045 [EVAL] loss: 0.1206, iou: 0.7860, f1: 0.8794
@20230716_1759 @20230716_1759 [EP 115/500] lr: 0.008771256543695927, took: 117.71s (avg: 117.71s), ETA: 0d:12h:30m:45s [TRAIN] loss: 0.0945, iou: 0.8282, f1: 0.9055 [EVAL] loss: 0.1291, iou: 0.7728, f1: 0.8709
@20230716_1801 @20230716_1801 [EP 116/500] lr: 0.008750555105507374, took: 117.57s (avg: 117.57s), ETA: 0d:12h:28m:48s [TRAIN] loss: 0.0963, iou: 0.8254, f1: 0.9037 [EVAL] loss: 0.1216, iou: 0.7844, f1: 0.8784
@20230716_1803 @20230716_1803 [EP 117/500] lr: 0.008729705587029457, took: 116.40s (avg: 116.40s), ETA: 0d:12h:20m:28s [TRAIN] loss: 0.0958, iou: 0.8261, f1: 0.9042 [EVAL] loss: 0.1209, iou: 0.7854, f1: 0.8791
@20230716_1805 @20230716_1805 [EP 118/500] lr: 0.008708708919584751, took: 116.54s (avg: 116.54s), ETA: 0d:12h:18m:32s [TRAIN] loss: 0.0940, iou: 0.8291, f1: 0.9060 [EVAL] loss: 0.1177, iou: 0.7905, f1: 0.8823
@20230716_1809 @20230716_1809 [EP 119/500] lr: 0.00868756603449583, took: 117.28s (avg: 117.28s), ETA: 0d:12h:22m:57s [TRAIN] loss: 0.0936, iou: 0.8297, f1: 0.9064 [EVAL] loss: 0.1183, iou: 0.7896, f1: 0.8817
@20230716_1811 @20230716_1811 [EP 120/500] lr: 0.008666276931762695, took: 117.66s (avg: 117.66s), ETA: 0d:12h:21m:0s [TRAIN] loss: 0.0941, iou: 0.8289, f1: 0.9059 [EVAL] loss: 0.1197, iou: 0.7872, f1: 0.8803
@20230716_1813 @20230716_1813 [EP 121/500] lr: 0.008644843474030495, took: 117.80s (avg: 117.80s), ETA: 0d:12h:19m:3s [TRAIN] loss: 0.0950, iou: 0.8274, f1: 0.9050 [EVAL] loss: 0.1197, iou: 0.7873, f1: 0.8803
@20230716_1815 @20230716_1815 [EP 122/500] lr: 0.008623265661299229, took: 117.20s (avg: 117.20s), ETA: 0d:12h:17m:6s [TRAIN] loss: 0.0937, iou: 0.8295, f1: 0.9063 [EVAL] loss: 0.1211, iou: 0.7851, f1: 0.8789
@20230716_1816 @20230716_1816 [EP 123/500] lr: 0.008601545356214046, took: 117.47s (avg: 117.47s), ETA: 0d:12h:15m:9s [TRAIN] loss: 0.0940, iou: 0.8291, f1: 0.9060 [EVAL] loss: 0.1177, iou: 0.7905, f1: 0.8823
@20230716_1818 @20230716_1818 [EP 124/500] lr: 0.008579682558774948, took: 117.53s (avg: 117.53s), ETA: 0d:12h:13m:12s [TRAIN] loss: 0.0937, iou: 0.8296, f1: 0.9063 [EVAL] loss: 0.1193, iou: 0.7879, f1: 0.8807
@20230716_1820 @20230716_1820 [EP 125/500] lr: 0.008557678200304508, took: 116.81s (avg: 116.81s), ETA: 0d:12h:5m:0s [TRAIN] loss: 0.0944, iou: 0.8284, f1: 0.9056 [EVAL] loss: 0.1187, iou: 0.7889, f1: 0.8813
@20230716_1822 @20230716_1822 [EP 126/500] lr: 0.008535534143447876, took: 116.26s (avg: 116.26s), ETA: 0d:12h:3m:4s [TRAIN] loss: 0.0935, iou: 0.8299, f1: 0.9065 [EVAL] loss: 0.1193, iou: 0.7880, f1: 0.8807
@20230716_1824 @20230716_1824 [EP 127/500] lr: 0.008513249456882477, took: 117.65s (avg: 117.65s), ETA: 0d:12h:7m:21s [TRAIN] loss: 0.0939, iou: 0.8292, f1: 0.9061 [EVAL] loss: 0.1203, iou: 0.7866, f1: 0.8797
@20230716_1826 @20230716_1826 [EP 128/500] lr: 0.008490826934576035, took: 115.91s (avg: 115.91s), ETA: 0d:11h:53m:0s [TRAIN] loss: 0.0925, iou: 0.8316, f1: 0.9075 [EVAL] loss: 0.1215, iou: 0.7845, f1: 0.8785
@20230716_1828 @20230716_1828 [EP 129/500] lr: 0.00846826657652855, took: 117.95s (avg: 117.95s), ETA: 0d:12h:3m:27s [TRAIN] loss: 0.0947, iou: 0.8280, f1: 0.9053 [EVAL] loss: 0.1192, iou: 0.7880, f1: 0.8808
@20230716_1830 @20230716_1830 [EP 130/500] lr: 0.008445569314062595, took: 116.44s (avg: 116.44s), ETA: 0d:11h:55m:20s [TRAIN] loss: 0.0930, iou: 0.8308, f1: 0.9070 [EVAL] loss: 0.1208, iou: 0.7859, f1: 0.8792
@20230716_1832 @20230716_1832 [EP 131/500] lr: 0.008422735147178173, took: 116.86s (avg: 116.86s), ETA: 0d:11h:53m:24s [TRAIN] loss: 0.0923, iou: 0.8319, f1: 0.9077 [EVAL] loss: 0.1169, iou: 0.7918, f1: 0.8831
@20230716_1836 @20230716_1836 [EP 132/500] lr: 0.008399766869843006, took: 118.99s (avg: 118.99s), ETA: 0d:12h:3m:44s [TRAIN] loss: 0.0927, iou: 0.8312, f1: 0.9073 [EVAL] loss: 0.1170, iou: 0.7916, f1: 0.8830
@20230716_1838 @20230716_1838 [EP 133/500] lr: 0.008376664482057095, took: 118.08s (avg: 118.08s), ETA: 0d:12h:1m:46s [TRAIN] loss: 0.0921, iou: 0.8322, f1: 0.9079 [EVAL] loss: 0.1210, iou: 0.7854, f1: 0.8790
@20230716_1840 @20230716_1840 [EP 134/500] lr: 0.008353427983820438, took: 118.43s (avg: 118.43s), ETA: 0d:11h:59m:48s [TRAIN] loss: 0.0918, iou: 0.8327, f1: 0.9082 [EVAL] loss: 0.1190, iou: 0.7884, f1: 0.8810
@20230716_1842 @20230716_1842 [EP 135/500] lr: 0.008330059237778187, took: 118.91s (avg: 118.91s), ETA: 0d:11h:57m:50s [TRAIN] loss: 0.0922, iou: 0.8320, f1: 0.9078 [EVAL] loss: 0.1182, iou: 0.7898, f1: 0.8818
@20230716_1843 @20230716_1843 [EP 136/500] lr: 0.008306559175252914, took: 116.74s (avg: 116.74s), ETA: 0d:11h:43m:44s [TRAIN] loss: 0.0916, iou: 0.8331, f1: 0.9084 [EVAL] loss: 0.1222, iou: 0.7835, f1: 0.8778
@20230716_1845 @20230716_1845 [EP 137/500] lr: 0.008282928727567196, took: 104.42s (avg: 104.42s), ETA: 0d:10h:29m:12s [TRAIN] loss: 0.0907, iou: 0.8346, f1: 0.9093 [EVAL] loss: 0.1211, iou: 0.7851, f1: 0.8789
@20230716_1847 @20230716_1847 [EP 138/500] lr: 0.008259168826043606, took: 101.54s (avg: 101.54s), ETA: 0d:10h:9m:22s [TRAIN] loss: 0.0896, iou: 0.8365, f1: 0.9104 [EVAL] loss: 0.1190, iou: 0.7885, f1: 0.8810
@20230716_1849 @20230716_1849 [EP 139/500] lr: 0.008235279470682144, took: 101.59s (avg: 101.59s), ETA: 0d:10h:7m:41s [TRAIN] loss: 0.0911, iou: 0.8340, f1: 0.9089 [EVAL] loss: 0.1210, iou: 0.7852, f1: 0.8790
@20230716_1850 @20230716_1850 [EP 140/500] lr: 0.008211263455450535, took: 101.36s (avg: 101.36s), ETA: 0d:10h:6m:0s [TRAIN] loss: 0.0902, iou: 0.8353, f1: 0.9098 [EVAL] loss: 0.1175, iou: 0.7909, f1: 0.8825
@20230716_1852 @20230716_1852 [EP 141/500] lr: 0.008187119849026203, took: 101.40s (avg: 101.40s), ETA: 0d:10h:4m:19s [TRAIN] loss: 0.0899, iou: 0.8360, f1: 0.9101 [EVAL] loss: 0.1224, iou: 0.7832, f1: 0.8776
@20230716_1854 @20230716_1854 [EP 142/500] lr: 0.008162850514054298, took: 101.37s (avg: 101.37s), ETA: 0d:10h:2m:38s [TRAIN] loss: 0.0915, iou: 0.8333, f1: 0.9085 [EVAL] loss: 0.1204, iou: 0.7866, f1: 0.8796
@20230716_1856 @20230716_1856 [EP 143/500] lr: 0.008138456381857395, took: 101.04s (avg: 101.04s), ETA: 0d:10h:0m:57s [TRAIN] loss: 0.0907, iou: 0.8346, f1: 0.9093 [EVAL] loss: 0.1175, iou: 0.7909, f1: 0.8825
@20230716_1857 @20230716_1857 [EP 144/500] lr: 0.008113939315080643, took: 101.22s (avg: 101.22s), ETA: 0d:9h:59m:16s [TRAIN] loss: 0.0906, iou: 0.8348, f1: 0.9094 [EVAL] loss: 0.1161, iou: 0.7930, f1: 0.8839
@20230716_1900 @20230716_1900 [EP 145/500] lr: 0.008089298382401466, took: 101.28s (avg: 101.28s), ETA: 0d:9h:57m:35s [TRAIN] loss: 0.0907, iou: 0.8345, f1: 0.9093 [EVAL] loss: 0.1160, iou: 0.7933, f1: 0.8840
@20230716_1903 @20230716_1903 [EP 146/500] lr: 0.008064535446465015, took: 101.02s (avg: 101.02s), ETA: 0d:9h:55m:54s [TRAIN] loss: 0.0895, iou: 0.8365, f1: 0.9105 [EVAL] loss: 0.1164, iou: 0.7927, f1: 0.8836
@20230716_1905 @20230716_1905 [EP 147/500] lr: 0.008039651438593864, took: 101.47s (avg: 101.47s), ETA: 0d:9h:54m:13s [TRAIN] loss: 0.0893, iou: 0.8369, f1: 0.9107 [EVAL] loss: 0.1172, iou: 0.7914, f1: 0.8828
@20230716_1907 @20230716_1907 [EP 148/500] lr: 0.008014647290110588, took: 101.47s (avg: 101.47s), ETA: 0d:9h:52m:32s [TRAIN] loss: 0.0896, iou: 0.8363, f1: 0.9104 [EVAL] loss: 0.1191, iou: 0.7883, f1: 0.8809
@20230716_1909 @20230716_1909 [EP 149/500] lr: 0.007989524863660336, took: 101.24s (avg: 101.24s), ETA: 0d:9h:50m:51s [TRAIN] loss: 0.0887, iou: 0.8379, f1: 0.9113 [EVAL] loss: 0.1155, iou: 0.7940, f1: 0.8845
@20230716_1912 @20230716_1912 [EP 150/500] lr: 0.007964284159243107, took: 101.32s (avg: 101.32s), ETA: 0d:9h:49m:10s [TRAIN] loss: 0.0898, iou: 0.8361, f1: 0.9102 [EVAL] loss: 0.1164, iou: 0.7926, f1: 0.8836
@20230716_1913 @20230716_1913 [EP 151/500] lr: 0.007938926108181477, took: 101.27s (avg: 101.27s), ETA: 0d:9h:47m:29s [TRAIN] loss: 0.0881, iou: 0.8390, f1: 0.9119 [EVAL] loss: 0.1147, iou: 0.7953, f1: 0.8853
@20230716_1916 @20230716_1916 [EP 152/500] lr: 0.007913452573120594, took: 101.52s (avg: 101.52s), ETA: 0d:9h:45m:48s [TRAIN] loss: 0.0889, iou: 0.8376, f1: 0.9111 [EVAL] loss: 0.1152, iou: 0.7945, f1: 0.8848
@20230716_1918 @20230716_1918 [EP 153/500] lr: 0.00788786355406046, took: 101.39s (avg: 101.39s), ETA: 0d:9h:44m:7s [TRAIN] loss: 0.0889, iou: 0.8376, f1: 0.9111 [EVAL] loss: 0.1160, iou: 0.7934, f1: 0.8840
@20230716_1920 @20230716_1920 [EP 154/500] lr: 0.007862160913646221, took: 101.43s (avg: 101.43s), ETA: 0d:9h:42m:26s [TRAIN] loss: 0.0891, iou: 0.8372, f1: 0.9109 [EVAL] loss: 0.1198, iou: 0.7871, f1: 0.8802
@20230716_1921 @20230716_1921 [EP 155/500] lr: 0.00783634465187788, took: 101.22s (avg: 101.22s), ETA: 0d:9h:40m:45s [TRAIN] loss: 0.0880, iou: 0.8390, f1: 0.9120 [EVAL] loss: 0.1191, iou: 0.7883, f1: 0.8809
@20230716_1923 @20230716_1923 [EP 156/500] lr: 0.0078104170970618725, took: 101.33s (avg: 101.33s), ETA: 0d:9h:39m:4s [TRAIN] loss: 0.0879, iou: 0.8393, f1: 0.9121 [EVAL] loss: 0.1208, iou: 0.7859, f1: 0.8792
@20230716_1925 @20230716_1925 [EP 157/500] lr: 0.007784378249198198, took: 101.45s (avg: 101.45s), ETA: 0d:9h:37m:23s [TRAIN] loss: 0.0874, iou: 0.8400, f1: 0.9126 [EVAL] loss: 0.1157, iou: 0.7938, f1: 0.8843
@20230716_1927 @20230716_1927 [EP 158/500] lr: 0.0077582295052707195, took: 101.50s (avg: 101.50s), ETA: 0d:9h:35m:42s [TRAIN] loss: 0.0890, iou: 0.8374, f1: 0.9110 [EVAL] loss: 0.1200, iou: 0.7869, f1: 0.8800
@20230716_1928 @20230716_1928 [EP 159/500] lr: 0.007731971796602011, took: 101.27s (avg: 101.27s), ETA: 0d:9h:34m:1s [TRAIN] loss: 0.0892, iou: 0.8371, f1: 0.9108 [EVAL] loss: 0.1170, iou: 0.7919, f1: 0.8830
@20230716_1930 @20230716_1930 [EP 160/500] lr: 0.0077056060545146465, took: 101.48s (avg: 101.48s), ETA: 0d:9h:32m:20s [TRAIN] loss: 0.0889, iou: 0.8377, f1: 0.9111 [EVAL] loss: 0.1165, iou: 0.7926, f1: 0.8835
@20230716_1932 @20230716_1932 [EP 161/500] lr: 0.007679134141653776, took: 101.37s (avg: 101.37s), ETA: 0d:9h:30m:39s [TRAIN] loss: 0.0873, iou: 0.8402, f1: 0.9127 [EVAL] loss: 0.1159, iou: 0.7933, f1: 0.8841
