

** [alpha] Launch Training on 20230807_1121
{
  "HOST": "alpha",
  "SAVE": true,
  "github_log": true,
  "plot": true,
  "architecture": "SEGFORMER",
  "baseModel": "MITB2",
  "gpuIDs": "0,1,2,3",
  "modelSize": [
    512,
    512
  ],
  "initialWeight": [
    null,
    null
  ],
  "num_epochs": 500,
  "resume": false,
  "prevEPOCH": 172,
  "resumeWeight": "./model_weights/ResNet50/20230605_1912_DLV3PP_ResNet50_BEST_AUG/variables/variables",
  "augmentation": true,
  "temperature_shift": 15,
  "Flag": true,
  "p": 0.2,
  "acc_thresh": 0.5,
  "batch_size": 10,
  "early_stop": false,
  "patience": 50,
  "lr_scheduling": "wcos",
  "stepwise_scheduling": true,
  "lr": 0.0004,
  "optimizer": "AdamW",
  "decay_steps": 1.0,
  "warmup": 30,
  "train_annotation": "./Annotations/consolidate_train_db_20230711_1637.txt",
  "eval_annotation": "./Annotations/consolidate_eval_db_20230711_1637.txt",
  "exp_comment": "* Updated Annotations are used\n* Updated consolidate DB used (0711_1637 version) - Updated DB \n* This consolidate DB is updated from 0703_2119 version \n* 4 GPUs are used to train models\n* SEGFORMER Model W/ MIT B2 Pretrained Wegiths\n* Optimize perf: AdamW is used. w/ lr=0.001\n",
  "numGPUs": 4,
  "isCompleted": false,
  "config": "Config/TRAIN_SEGFORMER_NEWDB_20230711_lr.yaml",
  "numTrainDB": 11530,
  "numEvalDB": 3524
}
@20230807_1126 @20230807_1126 [EP 1/500] lr: 1.3333332390175201e-05, took: 249.60s (avg: 249.60s), ETA: 1d:10h:30m:51s [TRAIN] loss: 0.9785, iou: 0.0111, f1: 0.0215 [EVAL] loss: 0.9591, iou: 0.0210, f1: 0.0409
@20230807_1149 @20230807_1149 [EP 12/500] lr: 0.00015999999595806003, took: 127.11s (avg: 127.11s), ETA: 0d:17h:12m:56s [TRAIN] loss: 0.3326, iou: 0.5094, f1: 0.6674 [EVAL] loss: 0.3359, iou: 0.5039, f1: 0.6641
@20230807_1151 @20230807_1151 [EP 13/500] lr: 0.0001733333192532882, took: 126.53s (avg: 126.53s), ETA: 0d:17h:2m:42s [TRAIN] loss: 0.3195, iou: 0.5245, f1: 0.6805 [EVAL] loss: 0.3150, iou: 0.5285, f1: 0.6850
@20230807_1153 @20230807_1153 [EP 14/500] lr: 0.00018666665710043162, took: 126.49s (avg: 126.49s), ETA: 0d:17h:0m:36s [TRAIN] loss: 0.3106, iou: 0.5351, f1: 0.6894 [EVAL] loss: 0.3133, iou: 0.5306, f1: 0.6867
@20230807_1155 @20230807_1155 [EP 15/500] lr: 0.0001999999803956598, took: 126.03s (avg: 126.03s), ETA: 0d:16h:58m:30s [TRAIN] loss: 0.3016, iou: 0.5454, f1: 0.6984 [EVAL] loss: 0.3069, iou: 0.5387, f1: 0.6931
@20230807_1157 @20230807_1157 [EP 16/500] lr: 0.00021333331824280322, took: 126.21s (avg: 126.21s), ETA: 0d:16h:56m:24s [TRAIN] loss: 0.3003, iou: 0.5470, f1: 0.6997 [EVAL] loss: 0.3074, iou: 0.5376, f1: 0.6926
@20230807_1200 @20230807_1200 [EP 17/500] lr: 0.00022666665608994663, took: 131.24s (avg: 131.24s), ETA: 0d:17h:34m:33s [TRAIN] loss: 0.2930, iou: 0.5557, f1: 0.7070 [EVAL] loss: 0.3054, iou: 0.5396, f1: 0.6946
@20230807_1202 @20230807_1202 [EP 18/500] lr: 0.0002399999793851748, took: 127.43s (avg: 127.43s), ETA: 0d:17h:0m:14s [TRAIN] loss: 0.2874, iou: 0.5627, f1: 0.7126 [EVAL] loss: 0.3018, iou: 0.5442, f1: 0.6982
@20230807_1204 @20230807_1204 [EP 19/500] lr: 0.000253333302680403, took: 126.99s (avg: 126.99s), ETA: 0d:16h:50m:6s [TRAIN] loss: 0.2804, iou: 0.5713, f1: 0.7196 [EVAL] loss: 0.2893, iou: 0.5595, f1: 0.7107
@20230807_1206 @20230807_1206 [EP 20/500] lr: 0.0002666666405275464, took: 127.16s (avg: 127.16s), ETA: 0d:16h:56m:0s [TRAIN] loss: 0.2820, iou: 0.5695, f1: 0.7180 [EVAL] loss: 0.3314, iou: 0.5100, f1: 0.6686
@20230807_1208 @20230807_1208 [EP 21/500] lr: 0.0002799999783746898, took: 126.45s (avg: 126.45s), ETA: 0d:16h:45m:54s [TRAIN] loss: 0.2976, iou: 0.5511, f1: 0.7024 [EVAL] loss: 0.2979, iou: 0.5493, f1: 0.7021
@20230807_1210 @20230807_1210 [EP 22/500] lr: 0.00029333331622183323, took: 127.09s (avg: 127.09s), ETA: 0d:16h:51m:46s [TRAIN] loss: 0.2893, iou: 0.5607, f1: 0.7107 [EVAL] loss: 0.2890, iou: 0.5597, f1: 0.7110
@20230807_1212 @20230807_1212 [EP 23/500] lr: 0.00030666665406897664, took: 120.02s (avg: 120.02s), ETA: 0d:15h:54m:0s [TRAIN] loss: 0.2688, iou: 0.5864, f1: 0.7312 [EVAL] loss: 0.3070, iou: 0.5383, f1: 0.6930
@20230807_1214 @20230807_1214 [EP 24/500] lr: 0.00031999999191612005, took: 118.42s (avg: 118.42s), ETA: 0d:15h:36m:8s [TRAIN] loss: 0.2706, iou: 0.5834, f1: 0.7294 [EVAL] loss: 0.2809, iou: 0.5704, f1: 0.7191
@20230807_1216 @20230807_1216 [EP 25/500] lr: 0.000333333300659433, took: 118.25s (avg: 118.25s), ETA: 0d:15h:34m:10s [TRAIN] loss: 0.2599, iou: 0.5971, f1: 0.7401 [EVAL] loss: 0.2739, iou: 0.5791, f1: 0.7261
@20230807_1218 @20230807_1218 [EP 26/500] lr: 0.0003466666385065764, took: 118.22s (avg: 118.22s), ETA: 0d:15h:32m:12s [TRAIN] loss: 0.2572, iou: 0.6007, f1: 0.7428 [EVAL] loss: 0.2740, iou: 0.5788, f1: 0.7260
@20230807_1220 @20230807_1220 [EP 27/500] lr: 0.00035999997635371983, took: 118.40s (avg: 118.40s), ETA: 0d:15h:30m:14s [TRAIN] loss: 0.2578, iou: 0.6000, f1: 0.7422 [EVAL] loss: 0.2783, iou: 0.5737, f1: 0.7217
@20230807_1222 @20230807_1222 [EP 28/500] lr: 0.00037333331420086324, took: 118.10s (avg: 118.10s), ETA: 0d:15h:28m:16s [TRAIN] loss: 0.2860, iou: 0.5652, f1: 0.7140 [EVAL] loss: 0.2784, iou: 0.5731, f1: 0.7216
@20230807_1224 @20230807_1224 [EP 29/500] lr: 0.00038666665204800665, took: 117.91s (avg: 117.91s), ETA: 0d:15h:18m:27s [TRAIN] loss: 0.2672, iou: 0.5887, f1: 0.7328 [EVAL] loss: 0.2867, iou: 0.5626, f1: 0.7133
@20230807_1226 @20230807_1226 [EP 30/500] lr: 0.0003999999607913196, took: 117.93s (avg: 117.93s), ETA: 0d:15h:16m:30s [TRAIN] loss: 0.2677, iou: 0.5881, f1: 0.7323 [EVAL] loss: 0.2805, iou: 0.5709, f1: 0.7195
@20230807_1228 @20230807_1228 [EP 31/500] lr: 0.0003999961481895298, took: 118.33s (avg: 118.33s), ETA: 0d:15h:22m:22s [TRAIN] loss: 0.2587, iou: 0.5988, f1: 0.7413 [EVAL] loss: 0.2649, iou: 0.5903, f1: 0.7351
@20230807_1230 @20230807_1230 [EP 32/500] lr: 0.000399984564865008, took: 118.24s (avg: 118.24s), ETA: 0d:15h:20m:24s [TRAIN] loss: 0.2495, iou: 0.6110, f1: 0.7505 [EVAL] loss: 0.2651, iou: 0.5904, f1: 0.7349
@20230807_1232 @20230807_1232 [EP 33/500] lr: 0.0003999652399215847, took: 118.17s (avg: 118.17s), ETA: 0d:15h:18m:26s [TRAIN] loss: 0.2460, iou: 0.6154, f1: 0.7540 [EVAL] loss: 0.2728, iou: 0.5811, f1: 0.7272
@20230807_1234 @20230807_1234 [EP 34/500] lr: 0.0003999382024630904, took: 118.11s (avg: 118.11s), ETA: 0d:15h:16m:28s [TRAIN] loss: 0.2452, iou: 0.6168, f1: 0.7548 [EVAL] loss: 0.2703, iou: 0.5839, f1: 0.7297
@20230807_1236 @20230807_1236 [EP 35/500] lr: 0.00039990339428186417, took: 118.14s (avg: 118.14s), ETA: 0d:15h:14m:30s [TRAIN] loss: 0.2408, iou: 0.6226, f1: 0.7592 [EVAL] loss: 0.2706, iou: 0.5844, f1: 0.7294
@20230807_1238 @20230807_1238 [EP 36/500] lr: 0.0003998608444817364, took: 118.39s (avg: 118.39s), ETA: 0d:15h:12m:32s [TRAIN] loss: 0.3047, iou: 0.5469, f1: 0.6953 [EVAL] loss: 0.3367, iou: 0.5039, f1: 0.6633
@20230807_1240 @20230807_1240 [EP 37/500] lr: 0.00039981058216653764, took: 118.21s (avg: 118.21s), ETA: 0d:15h:10m:34s [TRAIN] loss: 0.2870, iou: 0.5649, f1: 0.7130 [EVAL] loss: 0.2695, iou: 0.5845, f1: 0.7305
@20230807_1242 @20230807_1242 [EP 38/500] lr: 0.0003997525491286069, took: 118.29s (avg: 118.29s), ETA: 0d:15h:8m:36s [TRAIN] loss: 0.2459, iou: 0.6155, f1: 0.7541 [EVAL] loss: 0.2543, iou: 0.6042, f1: 0.7457
@20230807_1244 @20230807_1244 [EP 39/500] lr: 0.00039968686178326607, took: 118.08s (avg: 118.08s), ETA: 0d:15h:6m:38s [TRAIN] loss: 0.2369, iou: 0.6277, f1: 0.7631 [EVAL] loss: 0.2529, iou: 0.6063, f1: 0.7471
@20230807_1246 @20230807_1246 [EP 40/500] lr: 0.0003996133746113628, took: 118.42s (avg: 118.42s), ETA: 0d:15h:4m:40s [TRAIN] loss: 0.2359, iou: 0.6291, f1: 0.7641 [EVAL] loss: 0.2503, iou: 0.6098, f1: 0.7497
@20230807_1248 @20230807_1248 [EP 41/500] lr: 0.00039953217492438853, took: 118.16s (avg: 118.16s), ETA: 0d:15h:2m:42s [TRAIN] loss: 0.2377, iou: 0.6269, f1: 0.7623 [EVAL] loss: 0.2495, iou: 0.6104, f1: 0.7505
@20230807_1250 @20230807_1250 [EP 42/500] lr: 0.00039944329182617366, took: 118.40s (avg: 118.40s), ETA: 0d:15h:0m:44s [TRAIN] loss: 0.2314, iou: 0.6353, f1: 0.7686 [EVAL] loss: 0.2466, iou: 0.6146, f1: 0.7534
@20230807_1252 @20230807_1252 [EP 43/500] lr: 0.00039934663800522685, took: 118.37s (avg: 118.37s), ETA: 0d:14h:58m:46s [TRAIN] loss: 0.2310, iou: 0.6358, f1: 0.7690 [EVAL] loss: 0.2458, iou: 0.6155, f1: 0.7542
@20230807_1254 @20230807_1254 [EP 44/500] lr: 0.0003992423298768699, took: 118.12s (avg: 118.12s), ETA: 0d:14h:56m:48s [TRAIN] loss: 0.2346, iou: 0.6310, f1: 0.7654 [EVAL] loss: 0.2516, iou: 0.6077, f1: 0.7484
@20230807_1256 @20230807_1256 [EP 45/500] lr: 0.00039913025102578104, took: 118.09s (avg: 118.09s), ETA: 0d:14h:54m:50s [TRAIN] loss: 0.2290, iou: 0.6386, f1: 0.7710 [EVAL] loss: 0.2461, iou: 0.6152, f1: 0.7539
@20230807_1258 @20230807_1258 [EP 46/500] lr: 0.00039901051786728203, took: 118.19s (avg: 118.19s), ETA: 0d:14h:52m:52s [TRAIN] loss: 0.2272, iou: 0.6411, f1: 0.7728 [EVAL] loss: 0.2461, iou: 0.6152, f1: 0.7539
@20230807_1300 @20230807_1300 [EP 47/500] lr: 0.00039888304308988154, took: 118.00s (avg: 118.00s), ETA: 0d:14h:50m:54s [TRAIN] loss: 0.2274, iou: 0.6406, f1: 0.7726 [EVAL] loss: 0.2523, iou: 0.6072, f1: 0.7477
@20230807_1302 @20230807_1302 [EP 48/500] lr: 0.00039874788490124047, took: 119.35s (avg: 119.35s), ETA: 0d:14h:56m:28s [TRAIN] loss: 0.2296, iou: 0.6377, f1: 0.7704 [EVAL] loss: 0.2509, iou: 0.6088, f1: 0.7491
@20230807_1304 @20230807_1304 [EP 49/500] lr: 0.0003986050433013588, took: 118.58s (avg: 118.58s), ETA: 0d:14h:46m:58s [TRAIN] loss: 0.2251, iou: 0.6440, f1: 0.7749 [EVAL] loss: 0.2454, iou: 0.6158, f1: 0.7546
@20230807_1306 @20230807_1306 [EP 50/500] lr: 0.0003984545182902366, took: 118.53s (avg: 118.53s), ETA: 0d:14h:45m:0s [TRAIN] loss: 0.2544, iou: 0.6069, f1: 0.7456 [EVAL] loss: 0.3230, iou: 0.5207, f1: 0.6770
@20230807_1308 @20230807_1308 [EP 51/500] lr: 0.0003982963098678738, took: 118.41s (avg: 118.41s), ETA: 0d:14h:43m:2s [TRAIN] loss: 0.2466, iou: 0.6153, f1: 0.7534 [EVAL] loss: 0.2473, iou: 0.6134, f1: 0.7527
@20230807_1310 @20230807_1310 [EP 52/500] lr: 0.0003981304180342704, took: 118.48s (avg: 118.48s), ETA: 0d:14h:41m:4s [TRAIN] loss: 0.2321, iou: 0.6341, f1: 0.7679 [EVAL] loss: 0.2454, iou: 0.6153, f1: 0.7546
@20230807_1312 @20230807_1312 [EP 53/500] lr: 0.00039795684278942645, took: 118.29s (avg: 118.29s), ETA: 0d:14h:39m:6s [TRAIN] loss: 0.2200, iou: 0.6490, f1: 0.7800 [EVAL] loss: 0.2524, iou: 0.6057, f1: 0.7476
@20230807_1314 @20230807_1314 [EP 54/500] lr: 0.00039777561323717237, took: 126.27s (avg: 126.27s), ETA: 0d:15h:36m:36s [TRAIN] loss: 0.2140, iou: 0.6573, f1: 0.7860 [EVAL] loss: 0.2318, iou: 0.6330, f1: 0.7682
@20230807_1316 @20230807_1316 [EP 55/500] lr: 0.00039758672937750816, took: 126.70s (avg: 126.70s), ETA: 0d:15h:34m:30s [TRAIN] loss: 0.2130, iou: 0.6589, f1: 0.7870 [EVAL] loss: 0.2345, iou: 0.6295, f1: 0.7655
@20230807_1319 @20230807_1319 [EP 56/500] lr: 0.0003973902203142643, took: 126.05s (avg: 126.05s), ETA: 0d:15h:32m:24s [TRAIN] loss: 0.2097, iou: 0.6633, f1: 0.7903 [EVAL] loss: 0.2324, iou: 0.6327, f1: 0.7676
@20230807_1321 @20230807_1321 [EP 57/500] lr: 0.00039718608604744077, took: 127.21s (avg: 127.21s), ETA: 0d:15h:37m:41s [TRAIN] loss: 0.2087, iou: 0.6647, f1: 0.7913 [EVAL] loss: 0.2327, iou: 0.6320, f1: 0.7673
@20230807_1323 @20230807_1323 [EP 58/500] lr: 0.00039697426836937666, took: 126.35s (avg: 126.35s), ETA: 0d:15h:28m:12s [TRAIN] loss: 0.2089, iou: 0.6644, f1: 0.7911 [EVAL] loss: 0.2372, iou: 0.6261, f1: 0.7628
@20230807_1325 @20230807_1325 [EP 59/500] lr: 0.0003967548836953938, took: 127.12s (avg: 127.12s), ETA: 0d:15h:33m:27s [TRAIN] loss: 0.2071, iou: 0.6670, f1: 0.7929 [EVAL] loss: 0.2347, iou: 0.6296, f1: 0.7653
@20230807_1327 @20230807_1327 [EP 60/500] lr: 0.0003965278447140008, took: 126.34s (avg: 126.34s), ETA: 0d:15h:24m:0s [TRAIN] loss: 0.2109, iou: 0.6617, f1: 0.7891 [EVAL] loss: 0.2602, iou: 0.5958, f1: 0.7398
@20230807_1329 @20230807_1329 [EP 61/500] lr: 0.00039629320963285863, took: 126.69s (avg: 126.69s), ETA: 0d:15h:21m:54s [TRAIN] loss: 0.2144, iou: 0.6567, f1: 0.7856 [EVAL] loss: 0.2402, iou: 0.6223, f1: 0.7598
@20230807_1331 @20230807_1331 [EP 62/500] lr: 0.00039605097845196724, took: 126.72s (avg: 126.72s), ETA: 0d:15h:19m:48s [TRAIN] loss: 0.2119, iou: 0.6602, f1: 0.7881 [EVAL] loss: 0.2334, iou: 0.6313, f1: 0.7666
@20230807_1334 @20230807_1334 [EP 63/500] lr: 0.00039580115117132664, took: 126.91s (avg: 126.91s), ETA: 0d:15h:17m:42s [TRAIN] loss: 0.2049, iou: 0.6700, f1: 0.7951 [EVAL] loss: 0.2295, iou: 0.6366, f1: 0.7705
@20230807_1336 @20230807_1336 [EP 64/500] lr: 0.0003955437568947673, took: 127.36s (avg: 127.36s), ETA: 0d:15h:22m:52s [TRAIN] loss: 0.2063, iou: 0.6680, f1: 0.7937 [EVAL] loss: 0.2287, iou: 0.6377, f1: 0.7713
@20230807_1338 @20230807_1338 [EP 65/500] lr: 0.0003952787956222892, took: 125.84s (avg: 125.84s), ETA: 0d:15h:6m:15s [TRAIN] loss: 0.2081, iou: 0.6659, f1: 0.7919 [EVAL] loss: 0.2392, iou: 0.6233, f1: 0.7608
@20230807_1340 @20230807_1340 [EP 66/500] lr: 0.0003950062964577228, took: 119.69s (avg: 119.69s), ETA: 0d:14h:20m:46s [TRAIN] loss: 0.2291, iou: 0.6380, f1: 0.7709 [EVAL] loss: 0.2301, iou: 0.6355, f1: 0.7699
@20230807_1342 @20230807_1342 [EP 67/500] lr: 0.00039472623029723763, took: 118.84s (avg: 118.84s), ETA: 0d:14h:11m:34s [TRAIN] loss: 0.2034, iou: 0.6721, f1: 0.7966 [EVAL] loss: 0.2288, iou: 0.6374, f1: 0.7712
@20230807_1344 @20230807_1344 [EP 68/500] lr: 0.0003944386262446642, took: 118.47s (avg: 118.47s), ETA: 0d:14h:9m:36s [TRAIN] loss: 0.1984, iou: 0.6793, f1: 0.8016 [EVAL] loss: 0.2263, iou: 0.6408, f1: 0.7737
@20230807_1346 @20230807_1346 [EP 69/500] lr: 0.00039414348430000246, took: 118.46s (avg: 118.46s), ETA: 0d:14h:7m:38s [TRAIN] loss: 0.1978, iou: 0.6802, f1: 0.8022 [EVAL] loss: 0.2259, iou: 0.6415, f1: 0.7741
@20230807_1348 @20230807_1348 [EP 70/500] lr: 0.00039384086267091334, took: 118.39s (avg: 118.39s), ETA: 0d:14h:5m:40s [TRAIN] loss: 0.1981, iou: 0.6798, f1: 0.8019 [EVAL] loss: 0.2324, iou: 0.6328, f1: 0.7676
@20230807_1350 @20230807_1350 [EP 71/500] lr: 0.00039353070314973593, took: 118.65s (avg: 118.65s), ETA: 0d:14h:3m:42s [TRAIN] loss: 0.2024, iou: 0.6739, f1: 0.7976 [EVAL] loss: 0.2282, iou: 0.6379, f1: 0.7718
@20230807_1352 @20230807_1352 [EP 72/500] lr: 0.00039321306394413114, took: 118.46s (avg: 118.46s), ETA: 0d:14h:1m:44s [TRAIN] loss: 0.2031, iou: 0.6729, f1: 0.7969 [EVAL] loss: 0.2286, iou: 0.6379, f1: 0.7714
@20230807_1354 @20230807_1354 [EP 73/500] lr: 0.0003928879741579294, took: 118.36s (avg: 118.36s), ETA: 0d:13h:59m:46s [TRAIN] loss: 0.1993, iou: 0.6782, f1: 0.8007 [EVAL] loss: 0.2261, iou: 0.6413, f1: 0.7739
@20230807_1356 @20230807_1356 [EP 74/500] lr: 0.0003925554046873003, took: 118.22s (avg: 118.22s), ETA: 0d:13h:57m:48s [TRAIN] loss: 0.1987, iou: 0.6789, f1: 0.8013 [EVAL] loss: 0.2276, iou: 0.6393, f1: 0.7724
@20230807_1358 @20230807_1358 [EP 75/500] lr: 0.0003922153846360743, took: 121.36s (avg: 121.36s), ETA: 0d:14h:17m:5s [TRAIN] loss: 0.1981, iou: 0.6798, f1: 0.8019 [EVAL] loss: 0.2282, iou: 0.6383, f1: 0.7718
@20230807_1400 @20230807_1400 [EP 76/500] lr: 0.00039186791400425136, took: 126.34s (avg: 126.34s), ETA: 0d:14h:50m:24s [TRAIN] loss: 0.1991, iou: 0.6785, f1: 0.8009 [EVAL] loss: 0.2310, iou: 0.6340, f1: 0.7690
@20230807_1402 @20230807_1402 [EP 77/500] lr: 0.0003915129927918315, took: 127.02s (avg: 127.02s), ETA: 0d:14h:55m:21s [TRAIN] loss: 0.2012, iou: 0.6756, f1: 0.7988 [EVAL] loss: 0.2325, iou: 0.6317, f1: 0.7675
@20230807_1404 @20230807_1404 [EP 78/500] lr: 0.00039115070831030607, took: 126.91s (avg: 126.91s), ETA: 0d:14h:46m:12s [TRAIN] loss: 0.1993, iou: 0.6783, f1: 0.8007 [EVAL] loss: 0.2331, iou: 0.6312, f1: 0.7669
@20230807_1407 @20230807_1407 [EP 79/500] lr: 0.0003907810023520142, took: 126.66s (avg: 126.66s), ETA: 0d:14h:44m:6s [TRAIN] loss: 0.2016, iou: 0.6751, f1: 0.7984 [EVAL] loss: 0.2274, iou: 0.6394, f1: 0.7726
@20230807_1409 @20230807_1409 [EP 80/500] lr: 0.00039040393312461674, took: 127.86s (avg: 127.86s), ETA: 0d:14h:49m:0s [TRAIN] loss: 0.1982, iou: 0.6798, f1: 0.8018 [EVAL] loss: 0.2246, iou: 0.6430, f1: 0.7754
@20230807_1411 @20230807_1411 [EP 81/500] lr: 0.0003900194715242833, took: 126.69s (avg: 126.69s), ETA: 0d:14h:39m:54s [TRAIN] loss: 0.1942, iou: 0.6855, f1: 0.8058 [EVAL] loss: 0.2268, iou: 0.6401, f1: 0.7732
@20230807_1413 @20230807_1413 [EP 82/500] lr: 0.00038962767575867474, took: 126.81s (avg: 126.81s), ETA: 0d:14h:37m:48s [TRAIN] loss: 0.1933, iou: 0.6868, f1: 0.8067 [EVAL] loss: 0.2267, iou: 0.6401, f1: 0.7733
@20230807_1415 @20230807_1415 [EP 83/500] lr: 0.00038922851672396064, took: 128.80s (avg: 128.80s), ETA: 0d:14h:49m:36s [TRAIN] loss: 0.1978, iou: 0.6805, f1: 0.8022 [EVAL] loss: 0.2509, iou: 0.6089, f1: 0.7491
@20230807_1417 @20230807_1417 [EP 84/500] lr: 0.00038882208173163235, took: 126.68s (avg: 126.68s), ETA: 0d:14h:33m:36s [TRAIN] loss: 0.2089, iou: 0.6650, f1: 0.7911 [EVAL] loss: 0.2249, iou: 0.6427, f1: 0.7751
@20230807_1419 @20230807_1419 [EP 85/500] lr: 0.0003884082834701985, took: 126.85s (avg: 126.85s), ETA: 0d:14h:31m:30s [TRAIN] loss: 0.2197, iou: 0.6508, f1: 0.7803 [EVAL] loss: 0.2529, iou: 0.6056, f1: 0.7471
@20230807_1422 @20230807_1422 [EP 86/500] lr: 0.0003879872092511505, took: 127.00s (avg: 127.00s), ETA: 0d:14h:29m:24s [TRAIN] loss: 0.2052, iou: 0.6695, f1: 0.7948 [EVAL] loss: 0.2231, iou: 0.6452, f1: 0.7769
@20230807_1424 @20230807_1424 [EP 87/500] lr: 0.00038755888817831874, took: 126.53s (avg: 126.53s), ETA: 0d:14h:27m:18s [TRAIN] loss: 0.1951, iou: 0.6844, f1: 0.8049 [EVAL] loss: 0.2207, iou: 0.6484, f1: 0.7793
@20230807_1426 @20230807_1426 [EP 88/500] lr: 0.0003871232911478728, took: 126.17s (avg: 126.17s), ETA: 0d:14h:25m:12s [TRAIN] loss: 0.1906, iou: 0.6907, f1: 0.8094 [EVAL] loss: 0.2186, iou: 0.6516, f1: 0.7814
@20230807_1428 @20230807_1428 [EP 89/500] lr: 0.00038668044726364315, took: 119.75s (avg: 119.75s), ETA: 0d:13h:35m:9s [TRAIN] loss: 0.1892, iou: 0.6928, f1: 0.8108 [EVAL] loss: 0.2226, iou: 0.6463, f1: 0.7774
