

** [alpha] Launch Training on 20230723_1846
{
  "HOST": "alpha",
  "SAVE": true,
  "github_log": true,
  "architecture": "UNET",
  "baseModel": "ResNet50",
  "numGPUs": 4,
  "modelSize": [
    512,
    512
  ],
  "initialWeight": [
    null,
    null
  ],
  "num_epochs": 500,
  "resume": false,
  "prevEPOCH": 172,
  "resumeWeight": "./model_weights/ResNet50/20230605_1912_DLV3PP_ResNet50_BEST_AUG/variables/variables",
  "augmentation": true,
  "temperature_shift": 15,
  "Flag": true,
  "p": 0.2,
  "acc_thresh": 0.5,
  "batch_size": 16,
  "lr_scheduling": "exp",
  "lr": 0.01,
  "decay_steps": 1.0,
  "train_annotation": "./Annotations/consolidate_train_db_20230711_1637.txt",
  "eval_annotation": "./Annotations/consolidate_eval_db_20230711_1637.txt",
  "exp_comment": "* Updated Annotations are used\n* Updated consolidate DB used (0711_1637 version) - Updated DB \n* This consolidate DB is updated from 0703_2119 version \n* 4 GPUs are used to train models\n",
  "isCompleted": false,
  "config": "Config/TRAIN_UNET_ResNet50_NEWDB_20230711.yaml",
  "numTrainDB": 11530,
  "numEvalDB": 3524
}
@20230723_1849 @20230723_1849 [EP 1/500] lr: 0.009999999776482582, took: 151.72s (avg: 151.72s), ETA: 0d:20h:55m:49s [TRAIN] loss: 0.6193, iou: 0.2586, f1: 0.3807 [EVAL] loss: 0.9948, iou: 0.0026, f1: 0.0052
@20230723_1904 @20230723_1904 [EP 12/500] lr: 0.009038783609867096, took: 83.37s (avg: 83.37s), ETA: 0d:11h:15m:4s [TRAIN] loss: 0.1111, iou: 0.8013, f1: 0.8889 [EVAL] loss: 0.8359, iou: 0.0923, f1: 0.1641
@20230723_1906 @20230723_1906 [EP 13/500] lr: 0.00895612221211195, took: 83.43s (avg: 83.43s), ETA: 0d:11h:13m:41s [TRAIN] loss: 0.1029, iou: 0.8145, f1: 0.8971 [EVAL] loss: 0.5637, iou: 0.2830, f1: 0.4363
@20230723_1907 @20230723_1907 [EP 14/500] lr: 0.008874216116964817, took: 83.80s (avg: 83.80s), ETA: 0d:11h:12m:18s [TRAIN] loss: 0.0992, iou: 0.8207, f1: 0.9008 [EVAL] loss: 0.9326, iou: 0.0385, f1: 0.0674
@20230723_1908 @20230723_1908 [EP 15/500] lr: 0.008793058805167675, took: 83.40s (avg: 83.40s), ETA: 0d:11h:10m:55s [TRAIN] loss: 0.0949, iou: 0.8277, f1: 0.9051 [EVAL] loss: 0.9501, iou: 0.0277, f1: 0.0499
@20230723_1910 @20230723_1910 [EP 16/500] lr: 0.008712644688785076, took: 83.31s (avg: 83.31s), ETA: 0d:11h:9m:32s [TRAIN] loss: 0.0877, iou: 0.8395, f1: 0.9123 [EVAL] loss: 0.4774, iou: 0.3624, f1: 0.5226
@20230723_1911 @20230723_1911 [EP 17/500] lr: 0.008632965385913849, took: 83.55s (avg: 83.55s), ETA: 0d:11h:8m:9s [TRAIN] loss: 0.0908, iou: 0.8344, f1: 0.9092 [EVAL] loss: 0.8307, iou: 0.0949, f1: 0.1693
@20230723_1913 @20230723_1913 [EP 18/500] lr: 0.008554015308618546, took: 83.30s (avg: 83.30s), ETA: 0d:11h:6m:46s [TRAIN] loss: 0.1176, iou: 0.7966, f1: 0.8824 [EVAL] loss: 0.9753, iou: 0.0129, f1: 0.0247
@20230723_1914 @20230723_1914 [EP 19/500] lr: 0.008475786074995995, took: 84.24s (avg: 84.24s), ETA: 0d:11h:13m:24s [TRAIN] loss: 0.1154, iou: 0.7960, f1: 0.8846 [EVAL] loss: 0.1961, iou: 0.6750, f1: 0.8039
@20230723_1915 @20230723_1915 [EP 20/500] lr: 0.008398273028433323, took: 83.69s (avg: 83.69s), ETA: 0d:11h:4m:0s [TRAIN] loss: 0.0916, iou: 0.8332, f1: 0.9084 [EVAL] loss: 0.7358, iou: 0.1618, f1: 0.2642
@20230723_1917 @20230723_1917 [EP 21/500] lr: 0.008321468718349934, took: 83.53s (avg: 83.53s), ETA: 0d:11h:2m:37s [TRAIN] loss: 0.0828, iou: 0.8479, f1: 0.9172 [EVAL] loss: 0.5425, iou: 0.3067, f1: 0.4575
@20230723_1918 @20230723_1918 [EP 22/500] lr: 0.008245367556810379, took: 83.60s (avg: 83.60s), ETA: 0d:11h:1m:14s [TRAIN] loss: 0.0795, iou: 0.8535, f1: 0.9205 [EVAL] loss: 0.7622, iou: 0.1431, f1: 0.2378
@20230723_1920 @20230723_1920 [EP 23/500] lr: 0.008169961161911488, took: 83.35s (avg: 83.35s), ETA: 0d:10h:59m:51s [TRAIN] loss: 0.0775, iou: 0.8569, f1: 0.9225 [EVAL] loss: 0.5347, iou: 0.3133, f1: 0.4653
@20230723_1921 @20230723_1921 [EP 24/500] lr: 0.008095244877040386, took: 83.42s (avg: 83.42s), ETA: 0d:10h:58m:28s [TRAIN] loss: 0.0744, iou: 0.8621, f1: 0.9256 [EVAL] loss: 0.2087, iou: 0.6621, f1: 0.7913
@20230723_1922 @20230723_1922 [EP 25/500] lr: 0.008021212182939053, took: 83.59s (avg: 83.59s), ETA: 0d:10h:57m:5s [TRAIN] loss: 0.0745, iou: 0.8620, f1: 0.9255 [EVAL] loss: 0.8544, iou: 0.0879, f1: 0.1456
@20230723_1924 @20230723_1924 [EP 26/500] lr: 0.007947856560349464, took: 83.37s (avg: 83.37s), ETA: 0d:10h:55m:42s [TRAIN] loss: 0.0723, iou: 0.8658, f1: 0.9277 [EVAL] loss: 0.7953, iou: 0.1211, f1: 0.2047
@20230723_1925 @20230723_1925 [EP 27/500] lr: 0.0078751714900136, took: 83.36s (avg: 83.36s), ETA: 0d:10h:54m:19s [TRAIN] loss: 0.0746, iou: 0.8620, f1: 0.9254 [EVAL] loss: 0.1182, iou: 0.7920, f1: 0.8818
@20230723_1927 @20230723_1927 [EP 28/500] lr: 0.0078031509183347225, took: 83.43s (avg: 83.43s), ETA: 0d:10h:52m:56s [TRAIN] loss: 0.0767, iou: 0.8583, f1: 0.9233 [EVAL] loss: 0.3325, iou: 0.5107, f1: 0.6675
@20230723_1928 @20230723_1928 [EP 29/500] lr: 0.007731789257377386, took: 83.79s (avg: 83.79s), ETA: 0d:10h:51m:33s [TRAIN] loss: 0.0715, iou: 0.8672, f1: 0.9285 [EVAL] loss: 0.2115, iou: 0.6553, f1: 0.7885
@20230723_1929 @20230723_1929 [EP 30/500] lr: 0.007661079987883568, took: 83.35s (avg: 83.35s), ETA: 0d:10h:50m:10s [TRAIN] loss: 0.0677, iou: 0.8738, f1: 0.9323 [EVAL] loss: 0.4205, iou: 0.4163, f1: 0.5795
@20230723_1931 @20230723_1931 [EP 31/500] lr: 0.00759101752191782, took: 83.33s (avg: 83.33s), ETA: 0d:10h:48m:47s [TRAIN] loss: 0.0682, iou: 0.8729, f1: 0.9318 [EVAL] loss: 0.6192, iou: 0.2442, f1: 0.3808
@20230723_1932 @20230723_1932 [EP 32/500] lr: 0.007521595805883408, took: 83.37s (avg: 83.37s), ETA: 0d:10h:47m:24s [TRAIN] loss: 0.0683, iou: 0.8728, f1: 0.9317 [EVAL] loss: 0.2779, iou: 0.5681, f1: 0.7221
@20230723_1934 @20230723_1934 [EP 33/500] lr: 0.007452809251844883, took: 83.34s (avg: 83.34s), ETA: 0d:10h:46m:1s [TRAIN] loss: 0.0690, iou: 0.8715, f1: 0.9310 [EVAL] loss: 0.6507, iou: 0.2205, f1: 0.3493
@20230723_1935 @20230723_1935 [EP 34/500] lr: 0.007384651340544224, took: 83.43s (avg: 83.43s), ETA: 0d:10h:44m:38s [TRAIN] loss: 0.0651, iou: 0.8783, f1: 0.9349 [EVAL] loss: 0.2057, iou: 0.6634, f1: 0.7943
@20230723_1937 @20230723_1937 [EP 35/500] lr: 0.00731711694970727, took: 83.37s (avg: 83.37s), ETA: 0d:10h:43m:15s [TRAIN] loss: 0.0623, iou: 0.8833, f1: 0.9377 [EVAL] loss: 0.6697, iou: 0.2058, f1: 0.3303
@20230723_1938 @20230723_1938 [EP 36/500] lr: 0.007250200025737286, took: 83.33s (avg: 83.33s), ETA: 0d:10h:41m:52s [TRAIN] loss: 0.0596, iou: 0.8880, f1: 0.9404 [EVAL] loss: 0.2164, iou: 0.6480, f1: 0.7836
@20230723_1939 @20230723_1939 [EP 37/500] lr: 0.007183895446360111, took: 83.48s (avg: 83.48s), ETA: 0d:10h:40m:29s [TRAIN] loss: 0.0583, iou: 0.8902, f1: 0.9417 [EVAL] loss: 0.1473, iou: 0.7471, f1: 0.8527
@20230723_1941 @20230723_1941 [EP 38/500] lr: 0.0071181971579790115, took: 83.39s (avg: 83.39s), ETA: 0d:10h:39m:6s [TRAIN] loss: 0.0598, iou: 0.8877, f1: 0.9402 [EVAL] loss: 0.3908, iou: 0.4430, f1: 0.6092
@20230723_1942 @20230723_1942 [EP 39/500] lr: 0.0070530991069972515, took: 83.39s (avg: 83.39s), ETA: 0d:10h:37m:43s [TRAIN] loss: 0.0591, iou: 0.8890, f1: 0.9409 [EVAL] loss: 0.2633, iou: 0.5886, f1: 0.7367
@20230723_1944 @20230723_1944 [EP 40/500] lr: 0.006988597102463245, took: 83.26s (avg: 83.26s), ETA: 0d:10h:36m:20s [TRAIN] loss: 0.0607, iou: 0.8861, f1: 0.9393 [EVAL] loss: 0.7166, iou: 0.1717, f1: 0.2834
@20230723_1945 @20230723_1945 [EP 41/500] lr: 0.006924684625118971, took: 83.31s (avg: 83.31s), ETA: 0d:10h:34m:57s [TRAIN] loss: 0.0581, iou: 0.8906, f1: 0.9419 [EVAL] loss: 0.4866, iou: 0.3518, f1: 0.5134
@20230723_1946 @20230723_1946 [EP 42/500] lr: 0.0068613565526902676, took: 83.35s (avg: 83.35s), ETA: 0d:10h:33m:34s [TRAIN] loss: 0.0570, iou: 0.8927, f1: 0.9430 [EVAL] loss: 0.5968, iou: 0.2568, f1: 0.4032
@20230723_1948 @20230723_1948 [EP 43/500] lr: 0.006798607762902975, took: 83.31s (avg: 83.31s), ETA: 0d:10h:32m:11s [TRAIN] loss: 0.0561, iou: 0.8943, f1: 0.9439 [EVAL] loss: 0.6787, iou: 0.1948, f1: 0.3213
@20230723_1949 @20230723_1949 [EP 44/500] lr: 0.006736433133482933, took: 83.44s (avg: 83.44s), ETA: 0d:10h:30m:48s [TRAIN] loss: 0.0570, iou: 0.8926, f1: 0.9430 [EVAL] loss: 0.8798, iou: 0.0645, f1: 0.1202
@20230723_1951 @20230723_1951 [EP 45/500] lr: 0.0066748266108334064, took: 84.13s (avg: 84.13s), ETA: 0d:10h:37m:0s [TRAIN] loss: 0.0588, iou: 0.8894, f1: 0.9412 [EVAL] loss: 0.1929, iou: 0.6822, f1: 0.8071
@20230723_1952 @20230723_1952 [EP 46/500] lr: 0.0066137840040028095, took: 83.40s (avg: 83.40s), ETA: 0d:10h:28m:2s [TRAIN] loss: 0.0559, iou: 0.8945, f1: 0.9441 [EVAL] loss: 0.1530, iou: 0.7381, f1: 0.8470
@20230723_1953 @20230723_1953 [EP 47/500] lr: 0.006553299259394407, took: 83.31s (avg: 83.31s), ETA: 0d:10h:26m:39s [TRAIN] loss: 0.0571, iou: 0.8925, f1: 0.9429 [EVAL] loss: 0.4765, iou: 0.3611, f1: 0.5235
@20230723_1955 @20230723_1955 [EP 48/500] lr: 0.006493367720395327, took: 83.30s (avg: 83.30s), ETA: 0d:10h:25m:16s [TRAIN] loss: 0.0579, iou: 0.8910, f1: 0.9421 [EVAL] loss: 0.2803, iou: 0.5704, f1: 0.7197
@20230723_1956 @20230723_1956 [EP 49/500] lr: 0.006433984264731407, took: 83.46s (avg: 83.46s), ETA: 0d:10h:23m:53s [TRAIN] loss: 0.0567, iou: 0.8931, f1: 0.9433 [EVAL] loss: 0.3269, iou: 0.5110, f1: 0.6731
@20230723_1958 @20230723_1958 [EP 50/500] lr: 0.006375144235789776, took: 83.27s (avg: 83.27s), ETA: 0d:10h:22m:30s [TRAIN] loss: 0.0620, iou: 0.8838, f1: 0.9380 [EVAL] loss: 0.4009, iou: 0.4348, f1: 0.5991
@20230723_1959 @20230723_1959 [EP 51/500] lr: 0.006316841579973698, took: 83.28s (avg: 83.28s), ETA: 0d:10h:21m:7s [TRAIN] loss: 0.0605, iou: 0.8864, f1: 0.9395 [EVAL] loss: 0.1511, iou: 0.7408, f1: 0.8489
@20230723_2000 @20230723_2000 [EP 52/500] lr: 0.006259072571992874, took: 84.20s (avg: 84.20s), ETA: 0d:10h:27m:12s [TRAIN] loss: 0.0569, iou: 0.8929, f1: 0.9431 [EVAL] loss: 0.3942, iou: 0.4380, f1: 0.6058
@20230723_2002 @20230723_2002 [EP 53/500] lr: 0.006201832089573145, took: 83.51s (avg: 83.51s), ETA: 0d:10h:18m:21s [TRAIN] loss: 0.0530, iou: 0.8998, f1: 0.9470 [EVAL] loss: 0.5968, iou: 0.2557, f1: 0.4032
@20230723_2003 @20230723_2003 [EP 54/500] lr: 0.00614511501044035, took: 83.53s (avg: 83.53s), ETA: 0d:10h:16m:58s [TRAIN] loss: 0.0525, iou: 0.9006, f1: 0.9475 [EVAL] loss: 0.6163, iou: 0.2478, f1: 0.3837
@20230723_2005 @20230723_2005 [EP 55/500] lr: 0.006088916212320328, took: 83.62s (avg: 83.62s), ETA: 0d:10h:15m:35s [TRAIN] loss: 0.0514, iou: 0.9026, f1: 0.9486 [EVAL] loss: 0.5612, iou: 0.2858, f1: 0.4388
@20230723_2006 @20230723_2006 [EP 56/500] lr: 0.006033231504261494, took: 83.83s (avg: 83.83s), ETA: 0d:10h:14m:12s [TRAIN] loss: 0.0509, iou: 0.9035, f1: 0.9491 [EVAL] loss: 0.9718, iou: 0.0143, f1: 0.0282
@20230723_2008 @20230723_2007 [EP 57/500] lr: 0.005978056229650974, took: 83.35s (avg: 83.35s), ETA: 0d:10h:12m:49s [TRAIN] loss: 0.0500, iou: 0.9051, f1: 0.9500 [EVAL] loss: 0.4796, iou: 0.3572, f1: 0.5204
@20230723_2009 @20230723_2009 [EP 58/500] lr: 0.0059233857318758965, took: 83.36s (avg: 83.36s), ETA: 0d:10h:11m:26s [TRAIN] loss: 0.0480, iou: 0.9088, f1: 0.9520 [EVAL] loss: 0.1579, iou: 0.7306, f1: 0.8421
@20230723_2010 @20230723_2010 [EP 59/500] lr: 0.0058692148886621, took: 83.48s (avg: 83.48s), ETA: 0d:10h:10m:3s [TRAIN] loss: 0.0488, iou: 0.9074, f1: 0.9512 [EVAL] loss: 0.8071, iou: 0.1076, f1: 0.1929
@20230723_2012 @20230723_2012 [EP 60/500] lr: 0.005815539509057999, took: 83.53s (avg: 83.53s), ETA: 0d:10h:8m:40s [TRAIN] loss: 0.0476, iou: 0.9095, f1: 0.9524 [EVAL] loss: 0.7722, iou: 0.1324, f1: 0.2278
@20230723_2013 @20230723_2013 [EP 61/500] lr: 0.00576235493645072, took: 83.71s (avg: 83.71s), ETA: 0d:10h:7m:17s [TRAIN] loss: 0.0468, iou: 0.9110, f1: 0.9532 [EVAL] loss: 0.4183, iou: 0.4163, f1: 0.5817
@20230723_2015 @20230723_2015 [EP 62/500] lr: 0.00570965651422739, took: 83.39s (avg: 83.39s), ETA: 0d:10h:5m:54s [TRAIN] loss: 0.0466, iou: 0.9113, f1: 0.9534 [EVAL] loss: 0.4964, iou: 0.3468, f1: 0.5036
@20230723_2016 @20230723_2016 [EP 63/500] lr: 0.0056574405170977116, took: 83.34s (avg: 83.34s), ETA: 0d:10h:4m:31s [TRAIN] loss: 0.0472, iou: 0.9102, f1: 0.9528 [EVAL] loss: 0.2245, iou: 0.6412, f1: 0.7755
@20230723_2017 @20230723_2017 [EP 64/500] lr: 0.005605701822787523, took: 83.36s (avg: 83.36s), ETA: 0d:10h:3m:8s [TRAIN] loss: 0.0482, iou: 0.9084, f1: 0.9518 [EVAL] loss: 0.2220, iou: 0.6411, f1: 0.7780
@20230723_2019 @20230723_2019 [EP 65/500] lr: 0.00555443624034524, took: 83.31s (avg: 83.31s), ETA: 0d:10h:1m:45s [TRAIN] loss: 0.0495, iou: 0.9060, f1: 0.9505 [EVAL] loss: 0.7159, iou: 0.1683, f1: 0.2841
@20230723_2020 @20230723_2020 [EP 66/500] lr: 0.005503639578819275, took: 83.33s (avg: 83.33s), ETA: 0d:10h:0m:22s [TRAIN] loss: 0.0482, iou: 0.9084, f1: 0.9518 [EVAL] loss: 0.7348, iou: 0.1547, f1: 0.2652
@20230723_2022 @20230723_2022 [EP 67/500] lr: 0.005453307647258043, took: 83.42s (avg: 83.42s), ETA: 0d:9h:58m:59s [TRAIN] loss: 0.0485, iou: 0.9079, f1: 0.9515 [EVAL] loss: 0.6446, iou: 0.2263, f1: 0.3554
@20230723_2023 @20230723_2023 [EP 68/500] lr: 0.005403435789048672, took: 83.33s (avg: 83.33s), ETA: 0d:9h:57m:36s [TRAIN] loss: 0.0467, iou: 0.9111, f1: 0.9533 [EVAL] loss: 0.2776, iou: 0.5718, f1: 0.7224
@20230723_2024 @20230723_2024 [EP 69/500] lr: 0.005354020278900862, took: 83.45s (avg: 83.45s), ETA: 0d:9h:56m:13s [TRAIN] loss: 0.0476, iou: 0.9095, f1: 0.9524 [EVAL] loss: 0.8077, iou: 0.1072, f1: 0.1923
@20230723_2026 @20230723_2026 [EP 70/500] lr: 0.00530505646020174, took: 83.29s (avg: 83.29s), ETA: 0d:9h:54m:50s [TRAIN] loss: 0.0491, iou: 0.9069, f1: 0.9509 [EVAL] loss: 0.0768, iou: 0.8592, f1: 0.9232
@20230723_2027 @20230723_2027 [EP 71/500] lr: 0.0052565401419997215, took: 83.32s (avg: 83.32s), ETA: 0d:9h:53m:27s [TRAIN] loss: 0.0472, iou: 0.9103, f1: 0.9528 [EVAL] loss: 0.0898, iou: 0.8370, f1: 0.9102
@20230723_2029 @20230723_2029 [EP 72/500] lr: 0.005208468064665794, took: 83.52s (avg: 83.52s), ETA: 0d:9h:52m:4s [TRAIN] loss: 0.0451, iou: 0.9141, f1: 0.9549 [EVAL] loss: 0.1219, iou: 0.7861, f1: 0.8781
@20230723_2030 @20230723_2030 [EP 73/500] lr: 0.005160835105925798, took: 83.60s (avg: 83.60s), ETA: 0d:9h:50m:41s [TRAIN] loss: 0.0453, iou: 0.9137, f1: 0.9547 [EVAL] loss: 0.2425, iou: 0.6142, f1: 0.7575
@20230723_2032 @20230723_2032 [EP 74/500] lr: 0.0051136380061507225, took: 83.49s (avg: 83.49s), ETA: 0d:9h:49m:18s [TRAIN] loss: 0.0465, iou: 0.9114, f1: 0.9535 [EVAL] loss: 0.5101, iou: 0.3275, f1: 0.4899
@20230723_2033 @20230723_2033 [EP 75/500] lr: 0.005066872574388981, took: 83.29s (avg: 83.29s), ETA: 0d:9h:47m:55s [TRAIN] loss: 0.0483, iou: 0.9082, f1: 0.9517 [EVAL] loss: 0.1049, iou: 0.8125, f1: 0.8951
@20230723_2034 @20230723_2034 [EP 76/500] lr: 0.005020535085350275, took: 83.54s (avg: 83.54s), ETA: 0d:9h:46m:32s [TRAIN] loss: 0.0487, iou: 0.9076, f1: 0.9513 [EVAL] loss: 0.1041, iou: 0.8151, f1: 0.8959
@20230723_2036 @20230723_2036 [EP 77/500] lr: 0.004974620882421732, took: 84.29s (avg: 84.29s), ETA: 0d:9h:52m:12s [TRAIN] loss: 0.0478, iou: 0.9091, f1: 0.9522 [EVAL] loss: 0.0757, iou: 0.8614, f1: 0.9243
@20230723_2038 @20230723_2038 [EP 78/500] lr: 0.0049291267059743404, took: 83.45s (avg: 83.45s), ETA: 0d:9h:43m:46s [TRAIN] loss: 0.0462, iou: 0.9120, f1: 0.9538 [EVAL] loss: 0.6010, iou: 0.2570, f1: 0.3990
@20230723_2039 @20230723_2039 [EP 79/500] lr: 0.004884048830717802, took: 83.54s (avg: 83.54s), ETA: 0d:9h:42m:23s [TRAIN] loss: 0.0436, iou: 0.9168, f1: 0.9564 [EVAL] loss: 0.4339, iou: 0.4040, f1: 0.5661
@20230723_2040 @20230723_2040 [EP 80/500] lr: 0.004839383065700531, took: 83.73s (avg: 83.73s), ETA: 0d:9h:41m:0s [TRAIN] loss: 0.0434, iou: 0.9171, f1: 0.9566 [EVAL] loss: 0.2362, iou: 0.6253, f1: 0.7638
@20230723_2042 @20230723_2042 [EP 81/500] lr: 0.004795125685632229, took: 83.44s (avg: 83.44s), ETA: 0d:9h:39m:37s [TRAIN] loss: 0.0436, iou: 0.9167, f1: 0.9564 [EVAL] loss: 0.1553, iou: 0.7374, f1: 0.8447
@20230723_2043 @20230723_2043 [EP 82/500] lr: 0.004751272965222597, took: 83.44s (avg: 83.44s), ETA: 0d:9h:38m:14s [TRAIN] loss: 0.0429, iou: 0.9180, f1: 0.9571 [EVAL] loss: 0.1757, iou: 0.7063, f1: 0.8243
@20230723_2045 @20230723_2045 [EP 83/500] lr: 0.004707821644842625, took: 83.40s (avg: 83.40s), ETA: 0d:9h:36m:51s [TRAIN] loss: 0.0441, iou: 0.9158, f1: 0.9559 [EVAL] loss: 0.6586, iou: 0.2075, f1: 0.3414
@20230723_2046 @20230723_2046 [EP 84/500] lr: 0.004664767533540726, took: 83.59s (avg: 83.59s), ETA: 0d:9h:35m:28s [TRAIN] loss: 0.0449, iou: 0.9144, f1: 0.9551 [EVAL] loss: 0.4249, iou: 0.4091, f1: 0.5751
@20230723_2047 @20230723_2047 [EP 85/500] lr: 0.004622106906026602, took: 83.40s (avg: 83.40s), ETA: 0d:9h:34m:5s [TRAIN] loss: 0.0435, iou: 0.9170, f1: 0.9565 [EVAL] loss: 0.3131, iou: 0.5304, f1: 0.6869
@20230723_2049 @20230723_2049 [EP 86/500] lr: 0.004579836968332529, took: 83.27s (avg: 83.27s), ETA: 0d:9h:32m:42s [TRAIN] loss: 0.0417, iou: 0.9203, f1: 0.9583 [EVAL] loss: 0.3432, iou: 0.4959, f1: 0.6568
@20230723_2050 @20230723_2050 [EP 87/500] lr: 0.0045379530638456345, took: 83.21s (avg: 83.21s), ETA: 0d:9h:31m:19s [TRAIN] loss: 0.0414, iou: 0.9207, f1: 0.9586 [EVAL] loss: 0.1368, iou: 0.7628, f1: 0.8632
@20230723_2052 @20230723_2052 [EP 88/500] lr: 0.004496452398598194, took: 83.20s (avg: 83.20s), ETA: 0d:9h:29m:56s [TRAIN] loss: 0.0416, iou: 0.9203, f1: 0.9584 [EVAL] loss: 0.3892, iou: 0.4451, f1: 0.6108
@20230723_2053 @20230723_2053 [EP 89/500] lr: 0.00445533124729991, took: 83.52s (avg: 83.52s), ETA: 0d:9h:28m:33s [TRAIN] loss: 0.0414, iou: 0.9208, f1: 0.9586 [EVAL] loss: 0.5507, iou: 0.2955, f1: 0.4493
@20230723_2054 @20230723_2054 [EP 90/500] lr: 0.00441458635032177, took: 83.36s (avg: 83.36s), ETA: 0d:9h:27m:10s [TRAIN] loss: 0.0414, iou: 0.9208, f1: 0.9586 [EVAL] loss: 0.1003, iou: 0.8196, f1: 0.8997
@20230723_2056 @20230723_2056 [EP 91/500] lr: 0.004374213516712189, took: 83.28s (avg: 83.28s), ETA: 0d:9h:25m:47s [TRAIN] loss: 0.0421, iou: 0.9195, f1: 0.9579 [EVAL] loss: 0.1969, iou: 0.6758, f1: 0.8031
@20230723_2057 @20230723_2057 [EP 92/500] lr: 0.00433421041816473, took: 83.39s (avg: 83.39s), ETA: 0d:9h:24m:24s [TRAIN] loss: 0.0431, iou: 0.9177, f1: 0.9569 [EVAL] loss: 0.0760, iou: 0.8610, f1: 0.9240
