

** [electron] Launch Training on 20230612_1842
{
  "HOST": "electron",
  "SAVE": true,
  "github_log": true,
  "architecture": "DLV3+",
  "baseModel": "EffNet",
  "modelSize": [
    512,
    512
  ],
  "initialWeight": [
    null,
    null
  ],
  "num_epochs": 500,
  "resume": false,
  "prevEPOCH": 216,
  "resumeWeight": "./model_weights/EffNet/20230607_2015_DLV3PP_EffNet_BEST_AUG/variables/variables",
  "augmentation": true,
  "temperature_shift": 10,
  "Flag": true,
  "p": 0.2,
  "acc_thresh": 0.5,
  "batch_size": 8,
  "lr_scheduling": "exp",
  "lr": 0.01,
  "decay_steps": 1.0,
  "train_annotation": "./Annotations/train_base_db_20230523.txt",
  "eval_annotation": "./Annotations/eval_base_db_20230523.txt",
  "exp_comment": "* EffNet Base \n  - weight saved on eval f1 \n  - resume from EP216\n  - lr changed the value at EP216: 0.006253\n  - decay_step changed from 2.0 to 2.3 \n",
  "isCompleted": false,
  "config": "./Config/TRAIN_DLV3.yaml"
}
@20230612_1859 [EP 1/500] lr: 0.009999999776482582, took: 0h:16m:50s, ETA: 5d:19h:59m:50s [TRAIN] loss: 0.2648, accu-50: 35.38%, iou: 59.63%, f1: 73.52% 444.52ms [EVAL] [518/518 step] loss: 0.9701, accu-50: 78.12%, iou: 1.64%, f1: 2.99%, 78.45ms
@20230613_0007 [EP 20/500] lr: 0.008321468718349934, took: 0h:16m:13s, ETA: 5d:9h:44m:0s [TRAIN] loss: 0.0827, accu-50: 91.41%, iou: 84.79%, f1: 91.73% 440.77ms [EVAL] [518/518 step] loss: 0.5220, accu-50: 91.34%, iou: 31.97%, f1: 47.80%, 76.73ms
@20230613_0023 [EP 21/500] lr: 0.008245367556810379, took: 0h:16m:14s, ETA: 5d:9h:35m:46s [TRAIN] loss: 0.0814, accu-50: 91.79%, iou: 85.02%, f1: 91.86% 441.01ms [EVAL] [518/518 step] loss: 0.1092, accu-50: 91.46%, iou: 80.43%, f1: 89.08%, 76.37ms
@20230613_0040 [EP 22/500] lr: 0.008169961161911488, took: 0h:16m:14s, ETA: 5d:9h:19m:32s [TRAIN] loss: 0.0797, accu-50: 92.01%, iou: 85.30%, f1: 92.03% 441.91ms [EVAL] [518/518 step] loss: 0.8558, accu-50: 31.17%, iou: 8.48%, f1: 14.42%, 76.41ms
@20230613_0056 [EP 23/500] lr: 0.008095244877040386, took: 0h:16m:14s, ETA: 5d:9h:3m:18s [TRAIN] loss: 0.0789, accu-50: 91.94%, iou: 85.43%, f1: 92.11% 438.42ms [EVAL] [518/518 step] loss: 0.9819, accu-50: 60.18%, iou: 0.99%, f1: 1.81%, 76.47ms
@20230613_0112 [EP 24/500] lr: 0.008021212182939053, took: 0h:16m:14s, ETA: 5d:8h:47m:4s [TRAIN] loss: 0.0786, accu-50: 92.11%, iou: 85.49%, f1: 92.14% 440.68ms [EVAL] [518/518 step] loss: 0.6951, accu-50: 22.02%, iou: 18.30%, f1: 30.49%, 76.39ms
@20230613_0128 [EP 25/500] lr: 0.007947856560349464, took: 0h:16m:14s, ETA: 5d:8h:30m:50s [TRAIN] loss: 0.0776, accu-50: 92.19%, iou: 85.66%, f1: 92.24% 438.87ms [EVAL] [518/518 step] loss: 0.8886, accu-50: 5.21%, iou: 6.07%, f1: 11.14%, 76.37ms
@20230613_0145 [EP 26/500] lr: 0.0078751714900136, took: 0h:16m:14s, ETA: 5d:8h:14m:36s [TRAIN] loss: 0.0791, accu-50: 92.07%, iou: 85.42%, f1: 92.09% 439.76ms [EVAL] [518/518 step] loss: 0.9261, accu-50: 26.03%, iou: 4.07%, f1: 7.39%, 76.58ms
@20230613_0201 [EP 27/500] lr: 0.0078031509183347225, took: 0h:16m:14s, ETA: 5d:7h:58m:22s [TRAIN] loss: 0.0758, accu-50: 92.43%, iou: 85.96%, f1: 92.42% 439.05ms [EVAL] [518/518 step] loss: 0.6354, accu-50: 39.34%, iou: 22.83%, f1: 36.46%, 76.33ms
@20230613_0217 [EP 28/500] lr: 0.007731789257377386, took: 0h:16m:14s, ETA: 5d:7h:42m:8s [TRAIN] loss: 0.0758, accu-50: 92.26%, iou: 85.97%, f1: 92.42% 439.45ms [EVAL] [518/518 step] loss: 0.8098, accu-50: 78.02%, iou: 11.64%, f1: 19.02%, 76.47ms
@20230613_0233 [EP 29/500] lr: 0.007661079987883568, took: 0h:16m:14s, ETA: 5d:7h:25m:54s [TRAIN] loss: 0.0749, accu-50: 92.36%, iou: 86.12%, f1: 92.51% 439.34ms [EVAL] [518/518 step] loss: 0.8407, accu-50: 31.49%, iou: 8.97%, f1: 15.93%, 76.52ms
@20230613_0249 [EP 30/500] lr: 0.00759101752191782, took: 0h:16m:14s, ETA: 5d:7h:9m:40s [TRAIN] loss: 0.0743, accu-50: 92.51%, iou: 86.23%, f1: 92.57% 440.30ms [EVAL] [518/518 step] loss: 0.4689, accu-50: 75.19%, iou: 37.08%, f1: 53.11%, 76.48ms
@20230613_0306 [EP 31/500] lr: 0.007521595805883408, took: 0h:16m:13s, ETA: 5d:6h:45m:37s [TRAIN] loss: 0.0738, accu-50: 92.44%, iou: 86.30%, f1: 92.62% 438.99ms [EVAL] [518/518 step] loss: 0.3058, accu-50: 90.48%, iou: 53.88%, f1: 69.42%, 76.54ms
@20230613_0322 [EP 32/500] lr: 0.007452809251844883, took: 0h:16m:13s, ETA: 5d:6h:29m:24s [TRAIN] loss: 0.0732, accu-50: 92.53%, iou: 86.42%, f1: 92.68% 439.41ms [EVAL] [518/518 step] loss: 0.9413, accu-50: 96.29%, iou: 3.27%, f1: 5.87%, 76.25ms
@20230613_0338 [EP 33/500] lr: 0.007384651340544224, took: 0h:16m:13s, ETA: 5d:6h:13m:11s [TRAIN] loss: 0.0724, accu-50: 92.68%, iou: 86.55%, f1: 92.76% 441.88ms [EVAL] [518/518 step] loss: 0.9767, accu-50: 75.04%, iou: 1.33%, f1: 2.33%, 76.82ms
@20230613_0354 [EP 34/500] lr: 0.00731711694970727, took: 0h:16m:13s, ETA: 5d:5h:56m:58s [TRAIN] loss: 0.0721, accu-50: 92.67%, iou: 86.60%, f1: 92.79% 438.65ms [EVAL] [518/518 step] loss: 0.7158, accu-50: 24.40%, iou: 17.10%, f1: 28.42%, 76.49ms
@20230613_0410 [EP 35/500] lr: 0.007250200025737286, took: 0h:16m:13s, ETA: 5d:5h:40m:45s [TRAIN] loss: 0.0718, accu-50: 92.73%, iou: 86.66%, f1: 92.82% 437.40ms [EVAL] [518/518 step] loss: 0.8257, accu-50: 86.37%, iou: 10.22%, f1: 17.43%, 76.16ms
@20230613_0427 [EP 36/500] lr: 0.007183895446360111, took: 0h:16m:13s, ETA: 5d:5h:24m:32s [TRAIN] loss: 0.0717, accu-50: 92.73%, iou: 86.67%, f1: 92.83% 437.40ms [EVAL] [518/518 step] loss: 0.2352, accu-50: 88.61%, iou: 62.44%, f1: 76.48%, 76.23ms
@20230613_0443 [EP 37/500] lr: 0.0071181971579790115, took: 0h:16m:13s, ETA: 5d:5h:8m:19s [TRAIN] loss: 0.0708, accu-50: 92.84%, iou: 86.82%, f1: 92.92% 437.09ms [EVAL] [518/518 step] loss: 0.8251, accu-50: 69.78%, iou: 10.27%, f1: 17.49%, 76.31ms
@20230613_0459 [EP 38/500] lr: 0.0070530991069972515, took: 0h:16m:13s, ETA: 5d:4h:52m:6s [TRAIN] loss: 0.0701, accu-50: 92.67%, iou: 86.95%, f1: 92.99% 435.89ms [EVAL] [518/518 step] loss: 0.9472, accu-50: 91.82%, iou: 3.15%, f1: 5.28%, 76.40ms
@20230613_0515 [EP 39/500] lr: 0.006988597102463245, took: 0h:16m:12s, ETA: 5d:4h:28m:12s [TRAIN] loss: 0.0706, accu-50: 92.82%, iou: 86.86%, f1: 92.94% 436.81ms [EVAL] [518/518 step] loss: 0.3193, accu-50: 74.39%, iou: 52.23%, f1: 68.07%, 76.48ms
@20230613_0531 [EP 40/500] lr: 0.006924684625118971, took: 0h:16m:12s, ETA: 5d:4h:12m:0s [TRAIN] loss: 0.0700, accu-50: 92.96%, iou: 86.96%, f1: 93.00% 436.75ms [EVAL] [518/518 step] loss: 0.3332, accu-50: 63.58%, iou: 50.94%, f1: 66.68%, 76.47ms
@20230613_0547 [EP 41/500] lr: 0.0068613565526902676, took: 0h:16m:12s, ETA: 5d:3h:55m:48s [TRAIN] loss: 0.0687, accu-50: 93.01%, iou: 87.18%, f1: 93.13% 435.73ms [EVAL] [518/518 step] loss: 0.9843, accu-50: 96.73%, iou: 0.86%, f1: 1.57%, 76.53ms
@20230613_0603 [EP 42/500] lr: 0.006798607762902975, took: 0h:16m:12s, ETA: 5d:3h:39m:36s [TRAIN] loss: 0.0690, accu-50: 93.12%, iou: 87.14%, f1: 93.10% 438.21ms [EVAL] [518/518 step] loss: 0.7734, accu-50: 28.40%, iou: 13.30%, f1: 22.66%, 76.49ms
@20230613_0619 [EP 43/500] lr: 0.006736433133482933, took: 0h:16m:12s, ETA: 5d:3h:23m:24s [TRAIN] loss: 0.0686, accu-50: 93.07%, iou: 87.21%, f1: 93.14% 436.61ms [EVAL] [518/518 step] loss: 0.9848, accu-50: 0.74%, iou: 0.79%, f1: 1.52%, 76.32ms
@20230613_0635 [EP 44/500] lr: 0.0066748266108334064, took: 0h:16m:12s, ETA: 5d:3h:7m:12s [TRAIN] loss: 0.0681, accu-50: 93.11%, iou: 87.30%, f1: 93.19% 437.13ms [EVAL] [518/518 step] loss: 0.9531, accu-50: 64.67%, iou: 2.65%, f1: 4.69%, 76.43ms
@20230613_0652 [EP 45/500] lr: 0.0066137840040028095, took: 0h:16m:12s, ETA: 5d:2h:51m:0s [TRAIN] loss: 0.0681, accu-50: 93.08%, iou: 87.30%, f1: 93.19% 436.97ms [EVAL] [518/518 step] loss: 0.8754, accu-50: 7.48%, iou: 6.90%, f1: 12.46%, 76.54ms
@20230613_0708 [EP 46/500] lr: 0.006553299259394407, took: 0h:16m:11s, ETA: 5d:2h:27m:14s [TRAIN] loss: 0.0674, accu-50: 93.13%, iou: 87.41%, f1: 93.26% 438.24ms [EVAL] [518/518 step] loss: 0.9220, accu-50: 5.14%, iou: 4.13%, f1: 7.80%, 76.51ms
@20230613_0724 [EP 47/500] lr: 0.006493367720395327, took: 0h:16m:11s, ETA: 5d:2h:11m:3s [TRAIN] loss: 0.0672, accu-50: 93.21%, iou: 87.45%, f1: 93.28% 436.16ms [EVAL] [518/518 step] loss: 0.9154, accu-50: 78.92%, iou: 4.81%, f1: 8.46%, 76.23ms
@20230613_0740 [EP 48/500] lr: 0.006433984264731407, took: 0h:16m:11s, ETA: 5d:1h:54m:52s [TRAIN] loss: 0.0666, accu-50: 93.28%, iou: 87.56%, f1: 93.34% 438.49ms [EVAL] [518/518 step] loss: 0.4572, accu-50: 63.93%, iou: 38.00%, f1: 54.28%, 76.63ms
@20230613_0756 [EP 49/500] lr: 0.006375144235789776, took: 0h:16m:11s, ETA: 5d:1h:38m:41s [TRAIN] loss: 0.0671, accu-50: 93.31%, iou: 87.47%, f1: 93.29% 436.53ms [EVAL] [518/518 step] loss: 0.5323, accu-50: 88.54%, iou: 31.54%, f1: 46.77%, 76.44ms
@20230613_0812 [EP 50/500] lr: 0.006316841579973698, took: 0h:16m:11s, ETA: 5d:1h:22m:30s [TRAIN] loss: 0.0661, accu-50: 93.31%, iou: 87.64%, f1: 93.39% 436.31ms [EVAL] [518/518 step] loss: 0.5908, accu-50: 42.54%, iou: 26.46%, f1: 40.92%, 76.45ms
@20230613_0828 [EP 51/500] lr: 0.006259072571992874, took: 0h:16m:11s, ETA: 5d:1h:6m:19s [TRAIN] loss: 0.0660, accu-50: 93.31%, iou: 87.66%, f1: 93.40% 436.95ms [EVAL] [518/518 step] loss: 0.8725, accu-50: 48.73%, iou: 7.12%, f1: 12.75%, 76.54ms
@20230613_0844 [EP 52/500] lr: 0.006201832089573145, took: 0h:16m:11s, ETA: 5d:0h:50m:8s [TRAIN] loss: 0.0659, accu-50: 93.38%, iou: 87.68%, f1: 93.41% 435.84ms [EVAL] [518/518 step] loss: 0.4679, accu-50: 62.77%, iou: 37.11%, f1: 53.21%, 76.15ms
@20230613_0901 [EP 53/500] lr: 0.00614511501044035, took: 0h:16m:11s, ETA: 5d:0h:33m:57s [TRAIN] loss: 0.0658, accu-50: 93.33%, iou: 87.69%, f1: 93.42% 438.76ms [EVAL] [518/518 step] loss: 0.3008, accu-50: 56.93%, iou: 55.72%, f1: 69.92%, 76.28ms
@20230613_0917 [EP 54/500] lr: 0.006088916212320328, took: 0h:16m:11s, ETA: 5d:0h:17m:46s [TRAIN] loss: 0.0652, accu-50: 93.47%, iou: 87.80%, f1: 93.48% 435.53ms [EVAL] [518/518 step] loss: 0.7476, accu-50: 85.92%, iou: 15.31%, f1: 25.24%, 76.11ms
@20230613_0933 [EP 55/500] lr: 0.006033231504261494, took: 0h:16m:11s, ETA: 5d:0h:1m:35s [TRAIN] loss: 0.0652, accu-50: 93.35%, iou: 87.80%, f1: 93.48% 440.00ms [EVAL] [518/518 step] loss: 0.6748, accu-50: 28.23%, iou: 19.90%, f1: 32.52%, 76.42ms
@20230613_0949 [EP 56/500] lr: 0.005978056229650974, took: 0h:16m:11s, ETA: 4d:23h:45m:24s [TRAIN] loss: 0.0648, accu-50: 93.51%, iou: 87.87%, f1: 93.52% 439.79ms [EVAL] [518/518 step] loss: 0.9228, accu-50: 15.43%, iou: 4.37%, f1: 7.72%, 76.30ms
@20230613_1005 [EP 57/500] lr: 0.0059233857318758965, took: 0h:16m:11s, ETA: 4d:23h:29m:13s [TRAIN] loss: 0.0646, accu-50: 93.42%, iou: 87.91%, f1: 93.54% 438.34ms [EVAL] [518/518 step] loss: 0.9834, accu-50: 34.09%, iou: 0.87%, f1: 1.66%, 76.39ms
@20230613_1021 [EP 58/500] lr: 0.0058692148886621, took: 0h:16m:11s, ETA: 4d:23h:13m:2s [TRAIN] loss: 0.0647, accu-50: 93.43%, iou: 87.90%, f1: 93.53% 436.23ms [EVAL] [518/518 step] loss: 0.6614, accu-50: 41.69%, iou: 21.12%, f1: 33.86%, 76.20ms
@20230613_1038 [EP 59/500] lr: 0.005815539509057999, took: 0h:16m:10s, ETA: 4d:22h:49m:30s [TRAIN] loss: 0.0642, accu-50: 93.56%, iou: 87.97%, f1: 93.58% 435.56ms [EVAL] [518/518 step] loss: 0.8442, accu-50: 14.70%, iou: 8.80%, f1: 15.58%, 76.27ms
@20230613_1054 [EP 60/500] lr: 0.00576235493645072, took: 0h:16m:10s, ETA: 4d:22h:33m:20s [TRAIN] loss: 0.0640, accu-50: 93.55%, iou: 88.01%, f1: 93.60% 440.25ms [EVAL] [518/518 step] loss: 0.2919, accu-50: 77.25%, iou: 55.45%, f1: 70.81%, 76.15ms
@20230613_1110 [EP 61/500] lr: 0.00570965651422739, took: 0h:16m:10s, ETA: 4d:22h:17m:10s [TRAIN] loss: 0.0638, accu-50: 93.60%, iou: 88.05%, f1: 93.62% 438.94ms [EVAL] [518/518 step] loss: 0.9233, accu-50: 4.22%, iou: 4.03%, f1: 7.67%, 76.01ms
@20230613_1126 [EP 62/500] lr: 0.0056574405170977116, took: 0h:16m:10s, ETA: 4d:22h:1m:0s [TRAIN] loss: 0.0636, accu-50: 93.63%, iou: 88.08%, f1: 93.64% 436.57ms [EVAL] [518/518 step] loss: 0.2944, accu-50: 87.25%, iou: 55.25%, f1: 70.56%, 76.04ms
@20230613_1142 [EP 63/500] lr: 0.005605701822787523, took: 0h:16m:10s, ETA: 4d:21h:44m:50s [TRAIN] loss: 0.0634, accu-50: 93.61%, iou: 88.11%, f1: 93.66% 441.02ms [EVAL] [518/518 step] loss: 0.8590, accu-50: 87.27%, iou: 8.36%, f1: 14.10%, 76.16ms
@20230613_1159 [EP 64/500] lr: 0.00555443624034524, took: 0h:16m:11s, ETA: 4d:21h:35m:56s [TRAIN] loss: 0.0632, accu-50: 93.64%, iou: 88.15%, f1: 93.68% 440.03ms [EVAL] [518/518 step] loss: 0.1003, accu-50: 87.95%, iou: 81.85%, f1: 89.97%, 76.10ms
@20230613_1215 [EP 65/500] lr: 0.005503639578819275, took: 0h:16m:11s, ETA: 4d:21h:19m:45s [TRAIN] loss: 0.0628, accu-50: 93.68%, iou: 88.22%, f1: 93.72% 439.67ms [EVAL] [518/518 step] loss: 0.8942, accu-50: 87.97%, iou: 6.09%, f1: 10.58%, 76.03ms
@20230613_1231 [EP 66/500] lr: 0.005453307647258043, took: 0h:16m:11s, ETA: 4d:21h:3m:34s [TRAIN] loss: 0.0627, accu-50: 93.69%, iou: 88.24%, f1: 93.73% 439.03ms [EVAL] [518/518 step] loss: 0.5009, accu-50: 54.98%, iou: 34.16%, f1: 49.91%, 76.23ms
@20230613_1248 [EP 67/500] lr: 0.005403435789048672, took: 0h:16m:11s, ETA: 4d:20h:47m:23s [TRAIN] loss: 0.0626, accu-50: 93.73%, iou: 88.25%, f1: 93.74% 438.90ms [EVAL] [518/518 step] loss: 0.6581, accu-50: 55.98%, iou: 21.33%, f1: 34.19%, 76.28ms
@20230613_1304 [EP 68/500] lr: 0.005354020278900862, took: 0h:16m:11s, ETA: 4d:20h:31m:12s [TRAIN] loss: 0.0624, accu-50: 93.77%, iou: 88.28%, f1: 93.76% 439.96ms [EVAL] [518/518 step] loss: 0.9302, accu-50: 93.73%, iou: 4.01%, f1: 6.98%, 76.21ms
@20230613_1320 [EP 69/500] lr: 0.00530505646020174, took: 0h:16m:11s, ETA: 4d:20h:15m:1s [TRAIN] loss: 0.0622, accu-50: 93.78%, iou: 88.33%, f1: 93.78% 439.76ms [EVAL] [518/518 step] loss: 0.8126, accu-50: 89.80%, iou: 11.09%, f1: 18.74%, 76.27ms
@20230613_1336 [EP 70/500] lr: 0.0052565401419997215, took: 0h:16m:11s, ETA: 4d:19h:58m:50s [TRAIN] loss: 0.0620, accu-50: 93.75%, iou: 88.36%, f1: 93.80% 439.42ms [EVAL] [518/518 step] loss: 0.8351, accu-50: 9.75%, iou: 9.16%, f1: 16.49%, 76.14ms
@20230613_1352 [EP 71/500] lr: 0.005208468064665794, took: 0h:16m:11s, ETA: 4d:19h:42m:39s [TRAIN] loss: 0.0619, accu-50: 93.80%, iou: 88.38%, f1: 93.81% 439.86ms [EVAL] [518/518 step] loss: 0.5298, accu-50: 58.18%, iou: 31.65%, f1: 47.02%, 76.13ms
@20230613_1409 [EP 72/500] lr: 0.005160835105925798, took: 0h:16m:11s, ETA: 4d:19h:26m:28s [TRAIN] loss: 0.0618, accu-50: 93.85%, iou: 88.39%, f1: 93.82% 440.08ms [EVAL] [518/518 step] loss: 0.8054, accu-50: 12.87%, iou: 11.01%, f1: 19.46%, 76.06ms
@20230613_1425 [EP 73/500] lr: 0.0051136380061507225, took: 0h:16m:11s, ETA: 4d:19h:10m:17s [TRAIN] loss: 0.0615, accu-50: 93.81%, iou: 88.45%, f1: 93.85% 439.51ms [EVAL] [518/518 step] loss: 0.1738, accu-50: 89.32%, iou: 70.81%, f1: 82.62%, 76.19ms
@20230613_1441 [EP 74/500] lr: 0.005066872574388981, took: 0h:16m:11s, ETA: 4d:18h:54m:6s [TRAIN] loss: 0.0614, accu-50: 93.75%, iou: 88.47%, f1: 93.86% 441.16ms [EVAL] [518/518 step] loss: 0.9809, accu-50: 74.15%, iou: 1.03%, f1: 1.91%, 75.88ms
@20230613_1457 [EP 75/500] lr: 0.005020535085350275, took: 0h:16m:11s, ETA: 4d:18h:37m:55s [TRAIN] loss: 0.0612, accu-50: 93.83%, iou: 88.51%, f1: 93.88% 439.15ms [EVAL] [518/518 step] loss: 0.6185, accu-50: 35.08%, iou: 24.54%, f1: 38.15%, 76.18ms
@20230613_1514 [EP 76/500] lr: 0.004974620882421732, took: 0h:16m:11s, ETA: 4d:18h:21m:44s [TRAIN] loss: 0.0612, accu-50: 93.84%, iou: 88.51%, f1: 93.88% 441.56ms [EVAL] [518/518 step] loss: 0.8469, accu-50: 9.94%, iou: 8.52%, f1: 15.31%, 76.39ms
@20230613_1530 [EP 77/500] lr: 0.0049291267059743404, took: 0h:16m:11s, ETA: 4d:18h:5m:33s [TRAIN] loss: 0.0607, accu-50: 93.91%, iou: 88.58%, f1: 93.93% 440.06ms [EVAL] [518/518 step] loss: 0.6371, accu-50: 89.84%, iou: 23.23%, f1: 36.29%, 76.07ms
