

** [alpha] Launch Training on 20230701_2049
{
  "HOST": "alpha",
  "SAVE": true,
  "github_log": true,
  "architecture": "DLV3+",
  "baseModel": "ResNet50",
  "gpuIDs": [
    1
  ],
  "modelSize": [
    512,
    512
  ],
  "initialWeight": [
    "./model_weights/ResNet50/20230630_1724_DLV3PP_ResNet50_FINAL_EPOCH_500_AUG",
    null
  ],
  "num_epochs": 500,
  "resume": false,
  "prevEPOCH": 172,
  "resumeWeight": "./model_weights/ResNet50/20230605_1912_DLV3PP_ResNet50_BEST_AUG/variables/variables",
  "augmentation": true,
  "temperature_shift": 15,
  "Flag": true,
  "p": 0.3,
  "acc_thresh": 0.5,
  "batch_size": 14,
  "lr_scheduling": "exp",
  "lr": 0.01,
  "decay_steps": 1.0,
  "train_annotation": "./Annotations/consolidate_train_db_20230701.txt",
  "eval_annotation": "./Annotations/consolidate_eval_db_20230701.txt",
  "exp_comment": "* New Consolidate DB (0701 version) used \n* Train is performed over the final model with 0630 version.\n* temperature_shift value changed from 5 15\n* Augmenation occurence p = .3 (.2 previously)\n",
  "isCompleted": false,
  "config": "Config/TRAIN_DLV3_ResNet50_NEWDB_20230701.yaml"
}
@20230701_2053 [EP 1/500] lr: 0.009999999776482582, took: 0h:3m:53s, ETA: 1d:8h:17m:47s [TRAIN] loss: 0.0578, accu-50: 94.91%, iou: 89.11%, f1: 94.22% 239.77ms [EVAL] [259/259 step] loss: 0.1176, accu-50: 95.40%, iou: 79.13%, f1: 88.24%, 69.03ms
@20230701_2130 [EP 12/500] lr: 0.00895612221211195, took: 0h:3m:21s, ETA: 1d:3h:14m:48s [TRAIN] loss: 0.0537, accu-50: 94.89%, iou: 89.83%, f1: 94.63% 210.80ms [EVAL] [259/259 step] loss: 0.0721, accu-50: 92.30%, iou: 86.59%, f1: 92.79%, 63.91ms
@20230701_2133 [EP 13/500] lr: 0.008874216116964817, took: 0h:3m:20s, ETA: 1d:3h:3m:20s [TRAIN] loss: 0.0533, accu-50: 95.03%, iou: 89.91%, f1: 94.67% 210.85ms [EVAL] [259/259 step] loss: 0.0821, accu-50: 90.13%, iou: 84.87%, f1: 91.79%, 63.89ms
@20230701_2136 [EP 14/500] lr: 0.008793058805167675, took: 0h:3m:20s, ETA: 1d:3h:0m:0s [TRAIN] loss: 0.0532, accu-50: 95.02%, iou: 89.94%, f1: 94.68% 210.81ms [EVAL] [259/259 step] loss: 0.0879, accu-50: 95.40%, iou: 83.90%, f1: 91.21%, 64.13ms
@20230701_2139 [EP 15/500] lr: 0.008712644688785076, took: 0h:3m:20s, ETA: 1d:2h:56m:40s [TRAIN] loss: 0.0536, accu-50: 94.80%, iou: 89.87%, f1: 94.64% 210.84ms [EVAL] [259/259 step] loss: 0.0720, accu-50: 91.31%, iou: 86.61%, f1: 92.80%, 63.97ms
@20230701_2143 [EP 16/500] lr: 0.008632965385913849, took: 0h:3m:19s, ETA: 1d:2h:45m:16s [TRAIN] loss: 0.0520, accu-50: 95.14%, iou: 90.15%, f1: 94.80% 210.77ms [EVAL] [259/259 step] loss: 0.1306, accu-50: 96.75%, iou: 77.02%, f1: 86.94%, 63.80ms
@20230701_2146 [EP 17/500] lr: 0.008554015308618546, took: 0h:3m:19s, ETA: 1d:2h:41m:57s [TRAIN] loss: 0.0516, accu-50: 95.06%, iou: 90.21%, f1: 94.84% 210.82ms [EVAL] [259/259 step] loss: 0.1070, accu-50: 93.44%, iou: 80.82%, f1: 89.30%, 63.98ms
@20230701_2149 [EP 18/500] lr: 0.008475786074995995, took: 0h:3m:19s, ETA: 1d:2h:38m:38s [TRAIN] loss: 0.0513, accu-50: 95.10%, iou: 90.27%, f1: 94.87% 210.79ms [EVAL] [259/259 step] loss: 0.0753, accu-50: 92.30%, iou: 86.03%, f1: 92.47%, 63.84ms
@20230701_2153 [EP 19/500] lr: 0.008398273028433323, took: 0h:3m:19s, ETA: 1d:2h:35m:19s [TRAIN] loss: 0.0510, accu-50: 95.19%, iou: 90.33%, f1: 94.90% 210.87ms [EVAL] [259/259 step] loss: 0.0839, accu-50: 97.22%, iou: 84.56%, f1: 91.61%, 63.90ms
@20230701_2156 [EP 20/500] lr: 0.008321468718349934, took: 0h:3m:19s, ETA: 1d:2h:32m:0s [TRAIN] loss: 0.0513, accu-50: 95.27%, iou: 90.27%, f1: 94.87% 210.82ms [EVAL] [259/259 step] loss: 0.0947, accu-50: 94.65%, iou: 82.78%, f1: 90.53%, 63.93ms
@20230701_2159 [EP 21/500] lr: 0.008245367556810379, took: 0h:3m:19s, ETA: 1d:2h:28m:41s [TRAIN] loss: 0.0502, accu-50: 95.26%, iou: 90.47%, f1: 94.98% 210.77ms [EVAL] [259/259 step] loss: 0.0815, accu-50: 94.42%, iou: 85.00%, f1: 91.85%, 63.78ms
@20230701_2202 [EP 22/500] lr: 0.008169961161911488, took: 0h:3m:18s, ETA: 1d:2h:17m:24s [TRAIN] loss: 0.0501, accu-50: 95.39%, iou: 90.48%, f1: 94.99% 210.75ms [EVAL] [259/259 step] loss: 0.0715, accu-50: 91.92%, iou: 86.71%, f1: 92.85%, 63.91ms
@20230701_2206 [EP 23/500] lr: 0.008095244877040386, took: 0h:3m:19s, ETA: 1d:2h:22m:3s [TRAIN] loss: 0.0502, accu-50: 95.34%, iou: 90.46%, f1: 94.98% 210.84ms [EVAL] [259/259 step] loss: 0.0698, accu-50: 93.37%, iou: 86.98%, f1: 93.02%, 63.73ms
@20230701_2209 [EP 24/500] lr: 0.008021212182939053, took: 0h:3m:19s, ETA: 1d:2h:18m:44s [TRAIN] loss: 0.0497, accu-50: 95.34%, iou: 90.55%, f1: 95.03% 210.75ms [EVAL] [259/259 step] loss: 0.0809, accu-50: 94.23%, iou: 85.09%, f1: 91.91%, 65.03ms
@20230701_2213 [EP 25/500] lr: 0.007947856560349464, took: 0h:3m:19s, ETA: 1d:2h:15m:25s [TRAIN] loss: 0.0491, accu-50: 95.38%, iou: 90.66%, f1: 95.09% 210.75ms [EVAL] [259/259 step] loss: 0.0679, accu-50: 91.40%, iou: 87.32%, f1: 93.21%, 64.64ms
@20230701_2216 [EP 26/500] lr: 0.0078751714900136, took: 0h:3m:19s, ETA: 1d:2h:12m:6s [TRAIN] loss: 0.0487, accu-50: 95.41%, iou: 90.73%, f1: 95.13% 210.82ms [EVAL] [259/259 step] loss: 0.1332, accu-50: 96.78%, iou: 76.61%, f1: 86.68%, 64.25ms
@20230701_2219 [EP 27/500] lr: 0.0078031509183347225, took: 0h:3m:19s, ETA: 1d:2h:8m:47s [TRAIN] loss: 0.0484, accu-50: 95.42%, iou: 90.78%, f1: 95.16% 210.90ms [EVAL] [259/259 step] loss: 0.0713, accu-50: 92.51%, iou: 86.73%, f1: 92.87%, 63.85ms
@20230701_2222 [EP 28/500] lr: 0.007731789257377386, took: 0h:3m:19s, ETA: 1d:2h:5m:28s [TRAIN] loss: 0.0480, accu-50: 95.49%, iou: 90.86%, f1: 95.20% 210.80ms [EVAL] [259/259 step] loss: 0.0736, accu-50: 95.21%, iou: 86.37%, f1: 92.64%, 64.00ms
@20230701_2226 [EP 29/500] lr: 0.007661079987883568, took: 0h:3m:19s, ETA: 1d:2h:2m:9s [TRAIN] loss: 0.0479, accu-50: 95.42%, iou: 90.87%, f1: 95.21% 210.90ms [EVAL] [259/259 step] loss: 0.0648, accu-50: 94.63%, iou: 87.88%, f1: 93.52%, 63.91ms
@20230701_2229 [EP 30/500] lr: 0.00759101752191782, took: 0h:3m:19s, ETA: 1d:1h:58m:50s [TRAIN] loss: 0.0474, accu-50: 95.64%, iou: 90.97%, f1: 95.26% 210.84ms [EVAL] [259/259 step] loss: 0.0997, accu-50: 93.13%, iou: 82.00%, f1: 90.03%, 63.97ms
@20230701_2233 [EP 31/500] lr: 0.007521595805883408, took: 0h:3m:19s, ETA: 1d:1h:55m:31s [TRAIN] loss: 0.0472, accu-50: 95.62%, iou: 91.00%, f1: 95.28% 210.90ms [EVAL] [259/259 step] loss: 0.1385, accu-50: 89.04%, iou: 76.17%, f1: 86.15%, 64.00ms
@20230701_2236 [EP 32/500] lr: 0.007452809251844883, took: 0h:3m:19s, ETA: 1d:1h:52m:12s [TRAIN] loss: 0.0473, accu-50: 95.56%, iou: 90.99%, f1: 95.27% 210.81ms [EVAL] [259/259 step] loss: 0.0797, accu-50: 92.77%, iou: 85.29%, f1: 92.03%, 63.90ms
@20230701_2239 [EP 33/500] lr: 0.007384651340544224, took: 0h:3m:19s, ETA: 1d:1h:48m:53s [TRAIN] loss: 0.0470, accu-50: 95.58%, iou: 91.04%, f1: 95.30% 210.85ms [EVAL] [259/259 step] loss: 0.1003, accu-50: 88.79%, iou: 81.91%, f1: 89.97%, 64.15ms
@20230701_2242 [EP 34/500] lr: 0.00731711694970727, took: 0h:3m:19s, ETA: 1d:1h:45m:34s [TRAIN] loss: 0.0465, accu-50: 95.59%, iou: 91.14%, f1: 95.35% 210.88ms [EVAL] [259/259 step] loss: 0.0872, accu-50: 96.40%, iou: 84.01%, f1: 91.28%, 63.96ms
@20230701_2246 [EP 35/500] lr: 0.007250200025737286, took: 0h:3m:18s, ETA: 1d:1h:34m:30s [TRAIN] loss: 0.0468, accu-50: 95.64%, iou: 91.07%, f1: 95.32% 210.94ms [EVAL] [259/259 step] loss: 0.0690, accu-50: 91.69%, iou: 87.12%, f1: 93.10%, 63.96ms
@20230701_2249 [EP 36/500] lr: 0.007183895446360111, took: 0h:3m:18s, ETA: 1d:1h:31m:12s [TRAIN] loss: 0.0463, accu-50: 95.73%, iou: 91.16%, f1: 95.37% 210.90ms [EVAL] [259/259 step] loss: 0.0686, accu-50: 94.10%, iou: 87.21%, f1: 93.14%, 64.03ms
@20230701_2252 [EP 37/500] lr: 0.0071181971579790115, took: 0h:3m:18s, ETA: 1d:1h:27m:54s [TRAIN] loss: 0.0458, accu-50: 95.77%, iou: 91.25%, f1: 95.42% 210.85ms [EVAL] [259/259 step] loss: 0.0648, accu-50: 94.06%, iou: 87.86%, f1: 93.52%, 63.82ms
@20230701_2256 [EP 38/500] lr: 0.0070530991069972515, took: 0h:3m:18s, ETA: 1d:1h:24m:36s [TRAIN] loss: 0.0458, accu-50: 95.71%, iou: 91.26%, f1: 95.42% 210.89ms [EVAL] [259/259 step] loss: 0.0665, accu-50: 92.07%, iou: 87.58%, f1: 93.35%, 63.91ms
@20230701_2259 [EP 39/500] lr: 0.006988597102463245, took: 0h:3m:18s, ETA: 1d:1h:21m:18s [TRAIN] loss: 0.0458, accu-50: 95.62%, iou: 91.26%, f1: 95.42% 210.92ms [EVAL] [259/259 step] loss: 0.0668, accu-50: 93.60%, iou: 87.52%, f1: 93.32%, 63.92ms
@20230701_2302 [EP 40/500] lr: 0.006924684625118971, took: 0h:3m:18s, ETA: 1d:1h:18m:0s [TRAIN] loss: 0.0453, accu-50: 95.81%, iou: 91.35%, f1: 95.47% 210.87ms [EVAL] [259/259 step] loss: 0.1328, accu-50: 93.79%, iou: 76.76%, f1: 86.72%, 63.95ms
@20230701_2305 [EP 41/500] lr: 0.0068613565526902676, took: 0h:3m:18s, ETA: 1d:1h:14m:42s [TRAIN] loss: 0.0451, accu-50: 95.84%, iou: 91.38%, f1: 95.49% 210.88ms [EVAL] [259/259 step] loss: 0.0639, accu-50: 94.01%, iou: 88.03%, f1: 93.61%, 63.82ms
@20230701_2309 [EP 42/500] lr: 0.006798607762902975, took: 0h:3m:18s, ETA: 1d:1h:11m:24s [TRAIN] loss: 0.0446, accu-50: 95.79%, iou: 91.48%, f1: 95.54% 210.98ms [EVAL] [259/259 step] loss: 0.0589, accu-50: 94.50%, iou: 88.90%, f1: 94.11%, 63.86ms
@20230701_2312 [EP 43/500] lr: 0.006736433133482933, took: 0h:3m:18s, ETA: 1d:1h:8m:6s [TRAIN] loss: 0.0444, accu-50: 95.86%, iou: 91.51%, f1: 95.56% 211.00ms [EVAL] [259/259 step] loss: 0.0819, accu-50: 88.91%, iou: 84.90%, f1: 91.81%, 63.99ms
@20230701_2315 [EP 44/500] lr: 0.0066748266108334064, took: 0h:3m:18s, ETA: 1d:1h:4m:48s [TRAIN] loss: 0.0446, accu-50: 95.81%, iou: 91.49%, f1: 95.54% 210.94ms [EVAL] [259/259 step] loss: 0.0715, accu-50: 94.19%, iou: 86.70%, f1: 92.85%, 63.88ms
@20230701_2319 [EP 45/500] lr: 0.0066137840040028095, took: 0h:3m:18s, ETA: 1d:1h:1m:30s [TRAIN] loss: 0.0444, accu-50: 95.83%, iou: 91.52%, f1: 95.56% 211.01ms [EVAL] [259/259 step] loss: 0.0636, accu-50: 92.46%, iou: 88.07%, f1: 93.64%, 63.88ms
@20230701_2322 [EP 46/500] lr: 0.006553299259394407, took: 0h:3m:18s, ETA: 1d:0h:58m:12s [TRAIN] loss: 0.0439, accu-50: 95.89%, iou: 91.62%, f1: 95.61% 210.96ms [EVAL] [259/259 step] loss: 0.0646, accu-50: 92.73%, iou: 87.91%, f1: 93.54%, 64.10ms
@20230701_2325 [EP 47/500] lr: 0.006493367720395327, took: 0h:3m:18s, ETA: 1d:0h:54m:54s [TRAIN] loss: 0.0437, accu-50: 95.92%, iou: 91.65%, f1: 95.63% 211.05ms [EVAL] [259/259 step] loss: 0.0600, accu-50: 93.42%, iou: 88.71%, f1: 94.00%, 63.89ms
@20230701_2329 [EP 48/500] lr: 0.006433984264731407, took: 0h:3m:18s, ETA: 1d:0h:51m:36s [TRAIN] loss: 0.0437, accu-50: 95.95%, iou: 91.65%, f1: 95.63% 210.95ms [EVAL] [259/259 step] loss: 0.0648, accu-50: 94.22%, iou: 87.86%, f1: 93.52%, 64.11ms
@20230701_2332 [EP 49/500] lr: 0.006375144235789776, took: 0h:3m:18s, ETA: 1d:0h:48m:18s [TRAIN] loss: 0.0436, accu-50: 95.95%, iou: 91.67%, f1: 95.64% 210.98ms [EVAL] [259/259 step] loss: 0.0670, accu-50: 94.13%, iou: 87.48%, f1: 93.30%, 63.74ms
@20230701_2335 [EP 50/500] lr: 0.006316841579973698, took: 0h:3m:18s, ETA: 1d:0h:45m:0s [TRAIN] loss: 0.0430, accu-50: 96.01%, iou: 91.78%, f1: 95.70% 210.99ms [EVAL] [259/259 step] loss: 0.0606, accu-50: 93.42%, iou: 88.60%, f1: 93.94%, 64.24ms
@20230701_2338 [EP 51/500] lr: 0.006259072571992874, took: 0h:3m:18s, ETA: 1d:0h:41m:42s [TRAIN] loss: 0.0429, accu-50: 95.95%, iou: 91.78%, f1: 95.71% 211.07ms [EVAL] [259/259 step] loss: 0.0603, accu-50: 93.47%, iou: 88.66%, f1: 93.97%, 63.86ms
@20230701_2342 [EP 52/500] lr: 0.006201832089573145, took: 0h:3m:18s, ETA: 1d:0h:38m:24s [TRAIN] loss: 0.0428, accu-50: 95.99%, iou: 91.82%, f1: 95.72% 211.02ms [EVAL] [259/259 step] loss: 0.0897, accu-50: 93.46%, iou: 83.63%, f1: 91.03%, 64.08ms
@20230701_2345 [EP 53/500] lr: 0.00614511501044035, took: 0h:3m:18s, ETA: 1d:0h:35m:6s [TRAIN] loss: 0.0426, accu-50: 96.01%, iou: 91.85%, f1: 95.74% 210.95ms [EVAL] [259/259 step] loss: 0.0619, accu-50: 94.47%, iou: 88.37%, f1: 93.81%, 64.09ms
@20230701_2348 [EP 54/500] lr: 0.006088916212320328, took: 0h:3m:18s, ETA: 1d:0h:31m:48s [TRAIN] loss: 0.0424, accu-50: 96.02%, iou: 91.87%, f1: 95.76% 210.97ms [EVAL] [259/259 step] loss: 0.0618, accu-50: 95.62%, iou: 88.39%, f1: 93.82%, 64.66ms
@20230701_2352 [EP 55/500] lr: 0.006033231504261494, took: 0h:3m:18s, ETA: 1d:0h:28m:30s [TRAIN] loss: 0.0420, accu-50: 96.07%, iou: 91.95%, f1: 95.80% 210.97ms [EVAL] [259/259 step] loss: 0.0603, accu-50: 93.82%, iou: 88.66%, f1: 93.97%, 65.05ms
@20230701_2355 [EP 56/500] lr: 0.005978056229650974, took: 0h:3m:18s, ETA: 1d:0h:25m:12s [TRAIN] loss: 0.0421, accu-50: 96.08%, iou: 91.94%, f1: 95.79% 210.92ms [EVAL] [259/259 step] loss: 0.1054, accu-50: 85.96%, iou: 81.26%, f1: 89.46%, 64.62ms
@20230701_2358 [EP 57/500] lr: 0.0059233857318758965, took: 0h:3m:18s, ETA: 1d:0h:21m:54s [TRAIN] loss: 0.0422, accu-50: 96.11%, iou: 91.92%, f1: 95.78% 210.95ms [EVAL] [259/259 step] loss: 0.0693, accu-50: 96.55%, iou: 87.09%, f1: 93.07%, 65.20ms
@20230702_0001 [EP 58/500] lr: 0.0058692148886621, took: 0h:3m:18s, ETA: 1d:0h:18m:36s [TRAIN] loss: 0.0416, accu-50: 96.09%, iou: 92.03%, f1: 95.84% 210.92ms [EVAL] [259/259 step] loss: 0.0674, accu-50: 92.16%, iou: 87.42%, f1: 93.26%, 64.94ms
@20230702_0005 [EP 59/500] lr: 0.005815539509057999, took: 0h:3m:18s, ETA: 1d:0h:15m:18s [TRAIN] loss: 0.0414, accu-50: 96.11%, iou: 92.07%, f1: 95.86% 210.96ms [EVAL] [259/259 step] loss: 0.0652, accu-50: 95.50%, iou: 87.80%, f1: 93.48%, 65.18ms
@20230702_0008 [EP 60/500] lr: 0.00576235493645072, took: 0h:3m:18s, ETA: 1d:0h:12m:0s [TRAIN] loss: 0.0412, accu-50: 96.18%, iou: 92.11%, f1: 95.88% 210.92ms [EVAL] [259/259 step] loss: 0.0963, accu-50: 94.17%, iou: 82.57%, f1: 90.37%, 64.93ms
@20230702_0011 [EP 61/500] lr: 0.00570965651422739, took: 0h:3m:18s, ETA: 1d:0h:8m:42s [TRAIN] loss: 0.0411, accu-50: 96.19%, iou: 92.13%, f1: 95.89% 210.97ms [EVAL] [259/259 step] loss: 0.1136, accu-50: 93.73%, iou: 79.69%, f1: 88.64%, 64.12ms
@20230702_0015 [EP 62/500] lr: 0.0056574405170977116, took: 0h:3m:18s, ETA: 1d:0h:5m:24s [TRAIN] loss: 0.0412, accu-50: 96.16%, iou: 92.10%, f1: 95.88% 210.98ms [EVAL] [259/259 step] loss: 0.0771, accu-50: 94.37%, iou: 85.74%, f1: 92.29%, 63.92ms
@20230702_0018 [EP 63/500] lr: 0.005605701822787523, took: 0h:3m:18s, ETA: 1d:0h:2m:6s [TRAIN] loss: 0.0409, accu-50: 96.18%, iou: 92.16%, f1: 95.91% 211.02ms [EVAL] [259/259 step] loss: 0.0679, accu-50: 94.73%, iou: 87.33%, f1: 93.21%, 64.03ms
@20230702_0021 [EP 64/500] lr: 0.00555443624034524, took: 0h:3m:17s, ETA: 0d:23h:51m:32s [TRAIN] loss: 0.0410, accu-50: 96.16%, iou: 92.14%, f1: 95.90% 210.99ms [EVAL] [259/259 step] loss: 0.0698, accu-50: 95.69%, iou: 86.99%, f1: 93.02%, 64.23ms
@20230702_0025 [EP 65/500] lr: 0.005503639578819275, took: 0h:3m:17s, ETA: 0d:23h:48m:15s [TRAIN] loss: 0.0408, accu-50: 96.16%, iou: 92.17%, f1: 95.92% 210.92ms [EVAL] [259/259 step] loss: 0.0609, accu-50: 95.21%, iou: 88.55%, f1: 93.91%, 63.98ms
@20230702_0028 [EP 66/500] lr: 0.005453307647258043, took: 0h:3m:17s, ETA: 0d:23h:44m:58s [TRAIN] loss: 0.0404, accu-50: 96.24%, iou: 92.25%, f1: 95.96% 210.97ms [EVAL] [259/259 step] loss: 0.0702, accu-50: 96.41%, iou: 86.93%, f1: 92.98%, 63.93ms
@20230702_0031 [EP 67/500] lr: 0.005403435789048672, took: 0h:3m:17s, ETA: 0d:23h:41m:41s [TRAIN] loss: 0.0405, accu-50: 96.21%, iou: 92.24%, f1: 95.95% 211.01ms [EVAL] [259/259 step] loss: 0.0988, accu-50: 93.66%, iou: 82.10%, f1: 90.12%, 64.04ms
@20230702_0034 [EP 68/500] lr: 0.005354020278900862, took: 0h:3m:17s, ETA: 0d:23h:38m:24s [TRAIN] loss: 0.0402, accu-50: 96.25%, iou: 92.29%, f1: 95.98% 211.00ms [EVAL] [259/259 step] loss: 0.0585, accu-50: 93.56%, iou: 88.97%, f1: 94.15%, 64.07ms
@20230702_0038 [EP 69/500] lr: 0.00530505646020174, took: 0h:3m:17s, ETA: 0d:23h:35m:7s [TRAIN] loss: 0.0401, accu-50: 96.27%, iou: 92.29%, f1: 95.99% 210.99ms [EVAL] [259/259 step] loss: 0.0678, accu-50: 94.83%, iou: 87.35%, f1: 93.22%, 64.05ms
@20230702_0041 [EP 70/500] lr: 0.0052565401419997215, took: 0h:3m:17s, ETA: 0d:23h:31m:50s [TRAIN] loss: 0.0399, accu-50: 96.31%, iou: 92.34%, f1: 96.01% 210.97ms [EVAL] [259/259 step] loss: 0.0581, accu-50: 93.81%, iou: 89.06%, f1: 94.19%, 63.98ms
@20230702_0044 [EP 71/500] lr: 0.005208468064665794, took: 0h:3m:17s, ETA: 0d:23h:28m:33s [TRAIN] loss: 0.0396, accu-50: 96.25%, iou: 92.39%, f1: 96.04% 210.96ms [EVAL] [259/259 step] loss: 0.0674, accu-50: 95.72%, iou: 87.42%, f1: 93.26%, 64.04ms
@20230702_0048 [EP 72/500] lr: 0.005160835105925798, took: 0h:3m:17s, ETA: 0d:23h:25m:16s [TRAIN] loss: 0.0395, accu-50: 96.38%, iou: 92.42%, f1: 96.05% 210.98ms [EVAL] [259/259 step] loss: 0.0588, accu-50: 93.44%, iou: 88.94%, f1: 94.12%, 64.14ms
@20230702_0051 [EP 73/500] lr: 0.0051136380061507225, took: 0h:3m:17s, ETA: 0d:23h:21m:59s [TRAIN] loss: 0.0395, accu-50: 96.33%, iou: 92.41%, f1: 96.05% 210.91ms [EVAL] [259/259 step] loss: 0.0574, accu-50: 94.94%, iou: 89.18%, f1: 94.26%, 63.83ms
@20230702_0054 [EP 74/500] lr: 0.005066872574388981, took: 0h:3m:17s, ETA: 0d:23h:18m:42s [TRAIN] loss: 0.0392, accu-50: 96.35%, iou: 92.47%, f1: 96.08% 210.88ms [EVAL] [259/259 step] loss: 0.0644, accu-50: 92.66%, iou: 87.94%, f1: 93.56%, 64.17ms
@20230702_0058 [EP 75/500] lr: 0.005020535085350275, took: 0h:3m:17s, ETA: 0d:23h:15m:25s [TRAIN] loss: 0.0391, accu-50: 96.34%, iou: 92.49%, f1: 96.09% 210.89ms [EVAL] [259/259 step] loss: 0.0629, accu-50: 93.78%, iou: 88.20%, f1: 93.71%, 64.05ms
@20230702_0101 [EP 76/500] lr: 0.004974620882421732, took: 0h:3m:17s, ETA: 0d:23h:12m:8s [TRAIN] loss: 0.0390, accu-50: 96.36%, iou: 92.51%, f1: 96.10% 210.89ms [EVAL] [259/259 step] loss: 0.0660, accu-50: 93.04%, iou: 87.67%, f1: 93.40%, 63.99ms
