

** [etri] Launch Training on 20230806_2052
{
  "HOST": "etri",
  "SAVE": true,
  "github_log": true,
  "plot": true,
  "architecture": "DLV3+",
  "baseModel": "ResNet50",
  "modelSize": [
    512,
    512
  ],
  "initialWeight": [
    null,
    null
  ],
  "num_epochs": 500,
  "resume": false,
  "prevEPOCH": 172,
  "resumeWeight": "./model_weights/ResNet50/20230605_1912_DLV3PP_ResNet50_BEST_AUG/variables/variables",
  "augmentation": true,
  "temperature_shift": 15,
  "Flag": true,
  "p": 0.2,
  "acc_thresh": 0.5,
  "batch_size": 30,
  "early_stop": false,
  "patience": 50,
  "lr_scheduling": "exp",
  "stepwise_scheduling": true,
  "warmup": 50,
  "lr": 0.008,
  "decay_steps": 1.0,
  "train_annotation": "./Annotations/consolidate_train_db_20230711_1637.txt",
  "eval_annotation": "./Annotations/consolidate_eval_db_20230711_1637.txt",
  "exp_comment": "* Updated Annotations are used\n* Updated consolidate DB used (0711_1637 version) - Updated DB \n* This consolidate DB is updated from 0703_2119 version \n",
  "finalEPOCH": 0,
  "isCompleted": false,
  "optimizer": "Adam",
  "config": "Config/TRAIN_DLV3_ResNet50_NEWDB_20230711_exp.yaml",
  "numTrainDB": 11530,
  "numEvalDB": 3524
}
@20230806_2057 @20230806_2057 [EP 1/500] lr: 0.006123698782175779, took: 337.32s (avg: 337.32s), ETA: 1d:22h:42m:43s [TRAIN] loss: 0.3669, iou: 0.4857, f1: 0.6331 [EVAL] loss: 0.9904, iou: 0.0055, f1: 0.0096
@20230806_2151 @20230806_2151 [EP 12/500] lr: 0.0017073587514460087, took: 288.13s (avg: 288.13s), ETA: 1d:15h:2m:24s [TRAIN] loss: 0.0788, iou: 0.8544, f1: 0.9212 [EVAL] loss: 0.5578, iou: 0.2886, f1: 0.4422
@20230806_2156 @20230806_2156 [EP 13/500] lr: 0.0016023073112592101, took: 288.00s (avg: 288.00s), ETA: 1d:14h:57m:36s [TRAIN] loss: 0.0748, iou: 0.8611, f1: 0.9252 [EVAL] loss: 0.9392, iou: 0.0332, f1: 0.0608
@20230806_2201 @20230806_2201 [EP 14/500] lr: 0.0015094339614734054, took: 288.18s (avg: 288.18s), ETA: 1d:14h:52m:48s [TRAIN] loss: 0.0725, iou: 0.8652, f1: 0.9275 [EVAL] loss: 0.6842, iou: 0.1926, f1: 0.3158
@20230806_2206 @20230806_2206 [EP 15/500] lr: 0.0014267370570451021, took: 287.92s (avg: 287.92s), ETA: 1d:14h:39m:55s [TRAIN] loss: 0.0710, iou: 0.8676, f1: 0.9290 [EVAL] loss: 0.8317, iou: 0.0949, f1: 0.1683
@20230806_2211 @20230806_2211 [EP 16/500] lr: 0.0013526309048756957, took: 288.25s (avg: 288.25s), ETA: 1d:14h:43m:12s [TRAIN] loss: 0.0690, iou: 0.8711, f1: 0.9310 [EVAL] loss: 0.4539, iou: 0.3803, f1: 0.5461
@20230806_2215 @20230806_2215 [EP 17/500] lr: 0.001285842969082296, took: 288.21s (avg: 288.21s), ETA: 1d:14h:38m:24s [TRAIN] loss: 0.0686, iou: 0.8720, f1: 0.9314 [EVAL] loss: 0.8228, iou: 0.1004, f1: 0.1772
@20230806_2220 @20230806_2220 [EP 18/500] lr: 0.0012253399472683668, took: 288.14s (avg: 288.14s), ETA: 1d:14h:33m:36s [TRAIN] loss: 0.0658, iou: 0.8768, f1: 0.9342 [EVAL] loss: 0.3107, iou: 0.5293, f1: 0.6893
@20230806_2225 @20230806_2225 [EP 19/500] lr: 0.0011702750343829393, took: 288.13s (avg: 288.13s), ETA: 1d:14h:28m:48s [TRAIN] loss: 0.0655, iou: 0.8773, f1: 0.9345 [EVAL] loss: 0.2930, iou: 0.5501, f1: 0.7070
@20230806_2230 @20230806_2230 [EP 20/500] lr: 0.001119946246035397, took: 288.25s (avg: 288.25s), ETA: 1d:14h:24m:0s [TRAIN] loss: 0.0633, iou: 0.8811, f1: 0.9367 [EVAL] loss: 0.5455, iou: 0.2992, f1: 0.4545
@20230806_2235 @20230806_2235 [EP 21/500] lr: 0.0010737678967416286, took: 288.12s (avg: 288.12s), ETA: 1d:14h:19m:12s [TRAIN] loss: 0.0623, iou: 0.8829, f1: 0.9377 [EVAL] loss: 0.4132, iou: 0.4199, f1: 0.5868
@20230806_2240 @20230806_2240 [EP 22/500] lr: 0.0010312467347830534, took: 288.07s (avg: 288.07s), ETA: 1d:14h:14m:24s [TRAIN] loss: 0.0616, iou: 0.8842, f1: 0.9384 [EVAL] loss: 0.7997, iou: 0.1146, f1: 0.2003
@20230806_2244 @20230806_2244 [EP 23/500] lr: 0.0009919650619849563, took: 288.15s (avg: 288.15s), ETA: 1d:14h:9m:36s [TRAIN] loss: 0.0613, iou: 0.8847, f1: 0.9387 [EVAL] loss: 0.5980, iou: 0.2568, f1: 0.4020
@20230806_2249 @20230806_2249 [EP 24/500] lr: 0.0009555662400089204, took: 288.05s (avg: 288.05s), ETA: 1d:14h:4m:48s [TRAIN] loss: 0.0605, iou: 0.8862, f1: 0.9395 [EVAL] loss: 0.4843, iou: 0.3528, f1: 0.5157
@20230806_2254 @20230806_2254 [EP 25/500] lr: 0.0009217439801432192, took: 288.04s (avg: 288.04s), ETA: 1d:14h:0m:0s [TRAIN] loss: 0.0596, iou: 0.8878, f1: 0.9404 [EVAL] loss: 0.3352, iou: 0.5019, f1: 0.6648
@20230806_2259 @20230806_2259 [EP 26/500] lr: 0.0008902341360226274, took: 288.14s (avg: 288.14s), ETA: 1d:13h:55m:12s [TRAIN] loss: 0.0589, iou: 0.8889, f1: 0.9411 [EVAL] loss: 0.2770, iou: 0.5695, f1: 0.7230
@20230806_2304 @20230806_2304 [EP 27/500] lr: 0.0008608074858784676, took: 288.20s (avg: 288.20s), ETA: 1d:13h:50m:24s [TRAIN] loss: 0.0581, iou: 0.8904, f1: 0.9419 [EVAL] loss: 0.3810, iou: 0.4531, f1: 0.6190
@20230806_2309 @20230806_2309 [EP 28/500] lr: 0.0008332639117725194, took: 288.00s (avg: 288.00s), ETA: 1d:13h:45m:36s [TRAIN] loss: 0.0578, iou: 0.8909, f1: 0.9422 [EVAL] loss: 0.1420, iou: 0.7524, f1: 0.8580
@20230806_2314 @20230806_2314 [EP 29/500] lr: 0.0008074283832684159, took: 288.14s (avg: 288.14s), ETA: 1d:13h:40m:48s [TRAIN] loss: 0.0568, iou: 0.8927, f1: 0.9432 [EVAL] loss: 0.2911, iou: 0.5524, f1: 0.7089
@20230806_2318 @20230806_2318 [EP 30/500] lr: 0.0007831467082723975, took: 287.94s (avg: 287.94s), ETA: 1d:13h:28m:10s [TRAIN] loss: 0.0567, iou: 0.8928, f1: 0.9433 [EVAL] loss: 0.3684, iou: 0.4662, f1: 0.6316
@20230806_2323 @20230806_2323 [EP 31/500] lr: 0.0007602827972732484, took: 288.06s (avg: 288.06s), ETA: 1d:13h:31m:12s [TRAIN] loss: 0.0554, iou: 0.8952, f1: 0.9446 [EVAL] loss: 0.3212, iou: 0.5180, f1: 0.6788
@20230806_2328 @20230806_2328 [EP 32/500] lr: 0.0007387161022052169, took: 288.08s (avg: 288.08s), ETA: 1d:13h:26m:24s [TRAIN] loss: 0.0550, iou: 0.8960, f1: 0.9450 [EVAL] loss: 0.0811, iou: 0.8503, f1: 0.9189
@20230806_2333 @20230806_2333 [EP 33/500] lr: 0.0007183391717262566, took: 288.66s (avg: 288.66s), ETA: 1d:13h:21m:36s [TRAIN] loss: 0.0542, iou: 0.8973, f1: 0.9458 [EVAL] loss: 0.1479, iou: 0.7433, f1: 0.8521
@20230806_2338 @20230806_2338 [EP 34/500] lr: 0.0006990563124418259, took: 288.22s (avg: 288.22s), ETA: 1d:13h:16m:48s [TRAIN] loss: 0.0533, iou: 0.8990, f1: 0.9467 [EVAL] loss: 0.0966, iou: 0.8243, f1: 0.9034
@20230806_2343 @20230806_2343 [EP 35/500] lr: 0.0006807815516367555, took: 288.21s (avg: 288.21s), ETA: 1d:13h:12m:0s [TRAIN] loss: 0.0533, iou: 0.8990, f1: 0.9467 [EVAL] loss: 0.1933, iou: 0.6779, f1: 0.8067
@20230806_2347 @20230806_2347 [EP 36/500] lr: 0.0006634379387833178, took: 288.20s (avg: 288.20s), ETA: 1d:13h:7m:12s [TRAIN] loss: 0.0522, iou: 0.9009, f1: 0.9478 [EVAL] loss: 0.1575, iou: 0.7292, f1: 0.8425
@20230806_2352 @20230806_2352 [EP 37/500] lr: 0.000646956090349704, took: 288.31s (avg: 288.31s), ETA: 1d:13h:2m:24s [TRAIN] loss: 0.0520, iou: 0.9014, f1: 0.9480 [EVAL] loss: 0.0772, iou: 0.8569, f1: 0.9228
@20230806_2357 @20230806_2357 [EP 38/500] lr: 0.0006312732584774494, took: 288.18s (avg: 288.18s), ETA: 1d:12h:57m:36s [TRAIN] loss: 0.0516, iou: 0.9020, f1: 0.9484 [EVAL] loss: 0.0906, iou: 0.8343, f1: 0.9094
@20230807_0002 @20230807_0002 [EP 39/500] lr: 0.0006163328071124852, took: 288.03s (avg: 288.03s), ETA: 1d:12h:52m:48s [TRAIN] loss: 0.0519, iou: 0.9016, f1: 0.9481 [EVAL] loss: 0.1545, iou: 0.7343, f1: 0.8455
@20230807_0007 @20230807_0007 [EP 40/500] lr: 0.0006020832224749029, took: 288.07s (avg: 288.07s), ETA: 1d:12h:48m:0s [TRAIN] loss: 0.0513, iou: 0.9026, f1: 0.9487 [EVAL] loss: 0.0832, iou: 0.8468, f1: 0.9168
@20230807_0012 @20230807_0012 [EP 41/500] lr: 0.0005884776473976672, took: 288.09s (avg: 288.09s), ETA: 1d:12h:43m:12s [TRAIN] loss: 0.0511, iou: 0.9029, f1: 0.9489 [EVAL] loss: 0.1058, iou: 0.8092, f1: 0.8942
@20230807_0017 @20230807_0017 [EP 42/500] lr: 0.0005754732992500067, took: 288.05s (avg: 288.05s), ETA: 1d:12h:38m:24s [TRAIN] loss: 0.0515, iou: 0.9022, f1: 0.9485 [EVAL] loss: 0.1812, iou: 0.6947, f1: 0.8188
@20230807_0021 @20230807_0021 [EP 43/500] lr: 0.0005630313535220921, took: 288.14s (avg: 288.14s), ETA: 1d:12h:33m:36s [TRAIN] loss: 0.0511, iou: 0.9029, f1: 0.9489 [EVAL] loss: 0.1075, iou: 0.8063, f1: 0.8925
@20230807_0026 @20230807_0026 [EP 44/500] lr: 0.0005511160125024617, took: 288.27s (avg: 288.27s), ETA: 1d:12h:28m:48s [TRAIN] loss: 0.0502, iou: 0.9045, f1: 0.9498 [EVAL] loss: 0.1062, iou: 0.8086, f1: 0.8938
@20230807_0031 @20230807_0031 [EP 45/500] lr: 0.000539694563485682, took: 288.09s (avg: 288.09s), ETA: 1d:12h:24m:0s [TRAIN] loss: 0.0498, iou: 0.9053, f1: 0.9502 [EVAL] loss: 0.1388, iou: 0.7576, f1: 0.8612
@20230807_0036 @20230807_0036 [EP 46/500] lr: 0.0005287368549033999, took: 288.12s (avg: 288.12s), ETA: 1d:12h:19m:12s [TRAIN] loss: 0.0494, iou: 0.9061, f1: 0.9506 [EVAL] loss: 0.1009, iou: 0.8173, f1: 0.8991
@20230807_0041 @20230807_0041 [EP 47/500] lr: 0.0005182152381166816, took: 288.41s (avg: 288.41s), ETA: 1d:12h:14m:24s [TRAIN] loss: 0.0487, iou: 0.9072, f1: 0.9513 [EVAL] loss: 0.0911, iou: 0.8335, f1: 0.9089
@20230807_0045 @20230807_0045 [EP 48/500] lr: 0.0005081042763777077, took: 288.31s (avg: 288.31s), ETA: 1d:12h:9m:36s [TRAIN] loss: 0.0480, iou: 0.9085, f1: 0.9520 [EVAL] loss: 0.0903, iou: 0.8348, f1: 0.9097
@20230807_0050 @20230807_0050 [EP 49/500] lr: 0.0004983802209608257, took: 288.14s (avg: 288.14s), ETA: 1d:12h:4m:48s [TRAIN] loss: 0.0478, iou: 0.9090, f1: 0.9522 [EVAL] loss: 0.0897, iou: 0.8358, f1: 0.9103
@20230807_0055 @20230807_0055 [EP 50/500] lr: 0.0004890214768238366, took: 288.20s (avg: 288.20s), ETA: 1d:12h:0m:0s [TRAIN] loss: 0.0474, iou: 0.9097, f1: 0.9526 [EVAL] loss: 0.1195, iou: 0.7874, f1: 0.8805
@20230807_0100 @20230807_0100 [EP 51/500] lr: 0.00048000767128542066, took: 288.05s (avg: 288.05s), ETA: 1d:11h:55m:12s [TRAIN] loss: 0.0469, iou: 0.9106, f1: 0.9531 [EVAL] loss: 0.1115, iou: 0.8001, f1: 0.8885
@20230807_0105 @20230807_0105 [EP 52/500] lr: 0.00047132017789408565, took: 288.17s (avg: 288.17s), ETA: 1d:11h:50m:24s [TRAIN] loss: 0.0468, iou: 0.9107, f1: 0.9532 [EVAL] loss: 0.0915, iou: 0.8327, f1: 0.9085
@20230807_0110 @20230807_0110 [EP 53/500] lr: 0.00046294156345538795, took: 288.08s (avg: 288.08s), ETA: 1d:11h:45m:36s [TRAIN] loss: 0.0468, iou: 0.9108, f1: 0.9532 [EVAL] loss: 0.0781, iou: 0.8554, f1: 0.9219
@20230807_0114 @20230807_0114 [EP 54/500] lr: 0.00045485555892810225, took: 288.22s (avg: 288.22s), ETA: 1d:11h:40m:48s [TRAIN] loss: 0.0464, iou: 0.9115, f1: 0.9536 [EVAL] loss: 0.0736, iou: 0.8631, f1: 0.9264
@20230807_0119 @20230807_0119 [EP 55/500] lr: 0.0004470472631510347, took: 288.24s (avg: 288.24s), ETA: 1d:11h:36m:0s [TRAIN] loss: 0.0461, iou: 0.9121, f1: 0.9539 [EVAL] loss: 0.0778, iou: 0.8559, f1: 0.9222
@20230807_0124 @20230807_0124 [EP 56/500] lr: 0.0004395025025587529, took: 288.22s (avg: 288.22s), ETA: 1d:11h:31m:12s [TRAIN] loss: 0.0457, iou: 0.9128, f1: 0.9543 [EVAL] loss: 0.0844, iou: 0.8448, f1: 0.9156
@20230807_0129 @20230807_0129 [EP 57/500] lr: 0.00043220812221989036, took: 288.27s (avg: 288.27s), ETA: 1d:11h:26m:24s [TRAIN] loss: 0.0456, iou: 0.9129, f1: 0.9544 [EVAL] loss: 0.0914, iou: 0.8329, f1: 0.9086
@20230807_0134 @20230807_0134 [EP 58/500] lr: 0.00042515198583714664, took: 288.35s (avg: 288.35s), ETA: 1d:11h:21m:36s [TRAIN] loss: 0.0457, iou: 0.9127, f1: 0.9543 [EVAL] loss: 0.2007, iou: 0.6685, f1: 0.7993
@20230807_0139 @20230807_0139 [EP 59/500] lr: 0.0004183225391898304, took: 288.26s (avg: 288.26s), ETA: 1d:11h:16m:48s [TRAIN] loss: 0.0459, iou: 0.9124, f1: 0.9541 [EVAL] loss: 0.0789, iou: 0.8540, f1: 0.9211
@20230807_0143 @20230807_0143 [EP 60/500] lr: 0.0004117090138606727, took: 288.23s (avg: 288.23s), ETA: 1d:11h:12m:0s [TRAIN] loss: 0.0456, iou: 0.9129, f1: 0.9544 [EVAL] loss: 0.1410, iou: 0.7539, f1: 0.8590
@20230807_0148 @20230807_0148 [EP 61/500] lr: 0.0004053013399243355, took: 288.32s (avg: 288.32s), ETA: 1d:11h:7m:12s [TRAIN] loss: 0.0459, iou: 0.9124, f1: 0.9541 [EVAL] loss: 0.0888, iou: 0.8373, f1: 0.9112
@20230807_0153 @20230807_0153 [EP 62/500] lr: 0.00039909008773975074, took: 288.23s (avg: 288.23s), ETA: 1d:11h:2m:24s [TRAIN] loss: 0.0455, iou: 0.9131, f1: 0.9545 [EVAL] loss: 0.1096, iou: 0.8032, f1: 0.8904
@20230807_0158 @20230807_0158 [EP 63/500] lr: 0.0003930663224309683, took: 288.36s (avg: 288.36s), ETA: 1d:10h:57m:36s [TRAIN] loss: 0.0452, iou: 0.9137, f1: 0.9548 [EVAL] loss: 0.0786, iou: 0.8546, f1: 0.9214
@20230807_0203 @20230807_0203 [EP 64/500] lr: 0.00038722166209481657, took: 288.29s (avg: 288.29s), ETA: 1d:10h:52m:48s [TRAIN] loss: 0.0448, iou: 0.9144, f1: 0.9552 [EVAL] loss: 0.0831, iou: 0.8469, f1: 0.9169
@20230807_0208 @20230807_0208 [EP 65/500] lr: 0.0003815483069047332, took: 288.36s (avg: 288.36s), ETA: 1d:10h:48m:0s [TRAIN] loss: 0.0445, iou: 0.9150, f1: 0.9555 [EVAL] loss: 0.0675, iou: 0.8738, f1: 0.9325
@20230807_0213 @20230807_0213 [EP 66/500] lr: 0.0003760388062801212, took: 288.24s (avg: 288.24s), ETA: 1d:10h:43m:12s [TRAIN] loss: 0.0443, iou: 0.9153, f1: 0.9557 [EVAL] loss: 0.1126, iou: 0.7982, f1: 0.8874
@20230807_0217 @20230807_0217 [EP 67/500] lr: 0.00037068614619784057, took: 288.19s (avg: 288.19s), ETA: 1d:10h:38m:24s [TRAIN] loss: 0.0443, iou: 0.9152, f1: 0.9557 [EVAL] loss: 0.0747, iou: 0.8612, f1: 0.9253
@20230807_0222 @20230807_0222 [EP 68/500] lr: 0.0003654837200883776, took: 288.14s (avg: 288.14s), ETA: 1d:10h:33m:36s [TRAIN] loss: 0.0439, iou: 0.9160, f1: 0.9561 [EVAL] loss: 0.0711, iou: 0.8676, f1: 0.9289
@20230807_0227 @20230807_0227 [EP 69/500] lr: 0.00036042529973201454, took: 288.19s (avg: 288.19s), ETA: 1d:10h:28m:48s [TRAIN] loss: 0.0441, iou: 0.9157, f1: 0.9559 [EVAL] loss: 0.0714, iou: 0.8670, f1: 0.9286
@20230807_0232 @20230807_0232 [EP 70/500] lr: 0.00035550500615499914, took: 288.15s (avg: 288.15s), ETA: 1d:10h:24m:0s [TRAIN] loss: 0.0436, iou: 0.9166, f1: 0.9564 [EVAL] loss: 0.0726, iou: 0.8650, f1: 0.9274
@20230807_0237 @20230807_0237 [EP 71/500] lr: 0.0003507171932142228, took: 288.13s (avg: 288.13s), ETA: 1d:10h:19m:12s [TRAIN] loss: 0.0434, iou: 0.9170, f1: 0.9566 [EVAL] loss: 0.0737, iou: 0.8630, f1: 0.9263
@20230807_0241 @20230807_0241 [EP 72/500] lr: 0.0003460566804278642, took: 288.14s (avg: 288.14s), ETA: 1d:10h:14m:24s [TRAIN] loss: 0.0434, iou: 0.9170, f1: 0.9566 [EVAL] loss: 0.0703, iou: 0.8688, f1: 0.9297
@20230807_0246 @20230807_0246 [EP 73/500] lr: 0.0003415184037294239, took: 288.10s (avg: 288.10s), ETA: 1d:10h:9m:36s [TRAIN] loss: 0.0433, iou: 0.9171, f1: 0.9567 [EVAL] loss: 0.1016, iou: 0.8161, f1: 0.8984
@20230807_0251 @20230807_0251 [EP 74/500] lr: 0.00033709759009070694, took: 288.12s (avg: 288.12s), ETA: 1d:10h:4m:48s [TRAIN] loss: 0.0433, iou: 0.9172, f1: 0.9567 [EVAL] loss: 0.1021, iou: 0.8152, f1: 0.8979
@20230807_0256 @20230807_0256 [EP 75/500] lr: 0.00033278975752182305, took: 288.14s (avg: 288.14s), ETA: 1d:10h:0m:0s [TRAIN] loss: 0.0432, iou: 0.9174, f1: 0.9568 [EVAL] loss: 0.0678, iou: 0.8733, f1: 0.9322
@20230807_0301 @20230807_0301 [EP 76/500] lr: 0.00032859068596735597, took: 288.50s (avg: 288.50s), ETA: 1d:9h:55m:12s [TRAIN] loss: 0.0433, iou: 0.9171, f1: 0.9567 [EVAL] loss: 0.0638, iou: 0.8803, f1: 0.9362
@20230807_0306 @20230807_0306 [EP 77/500] lr: 0.0003244962135795504, took: 288.30s (avg: 288.30s), ETA: 1d:9h:50m:24s [TRAIN] loss: 0.0434, iou: 0.9170, f1: 0.9566 [EVAL] loss: 0.0677, iou: 0.8734, f1: 0.9323
@20230807_0311 @20230807_0311 [EP 78/500] lr: 0.0003205025277566165, took: 288.30s (avg: 288.30s), ETA: 1d:9h:45m:36s [TRAIN] loss: 0.0430, iou: 0.9177, f1: 0.9570 [EVAL] loss: 0.0736, iou: 0.8631, f1: 0.9264
@20230807_0315 @20230807_0315 [EP 79/500] lr: 0.00031660599051974714, took: 288.18s (avg: 288.18s), ETA: 1d:9h:40m:48s [TRAIN] loss: 0.0429, iou: 0.9178, f1: 0.9571 [EVAL] loss: 0.0760, iou: 0.8590, f1: 0.9240
@20230807_0320 @20230807_0320 [EP 80/500] lr: 0.0003128030220977962, took: 288.24s (avg: 288.24s), ETA: 1d:9h:36m:0s [TRAIN] loss: 0.0427, iou: 0.9183, f1: 0.9573 [EVAL] loss: 0.0619, iou: 0.8836, f1: 0.9381
@20230807_0325 @20230807_0325 [EP 81/500] lr: 0.0003090903628617525, took: 288.35s (avg: 288.35s), ETA: 1d:9h:31m:12s [TRAIN] loss: 0.0425, iou: 0.9186, f1: 0.9575 [EVAL] loss: 0.0783, iou: 0.8552, f1: 0.9217
@20230807_0330 @20230807_0330 [EP 82/500] lr: 0.0003054647531826049, took: 288.23s (avg: 288.23s), ETA: 1d:9h:26m:24s [TRAIN] loss: 0.0419, iou: 0.9197, f1: 0.9581 [EVAL] loss: 0.0702, iou: 0.8691, f1: 0.9298
@20230807_0335 @20230807_0335 [EP 83/500] lr: 0.00030192325357347727, took: 288.22s (avg: 288.22s), ETA: 1d:9h:21m:36s [TRAIN] loss: 0.0416, iou: 0.9202, f1: 0.9584 [EVAL] loss: 0.0862, iou: 0.8416, f1: 0.9138
@20230807_0340 @20230807_0340 [EP 84/500] lr: 0.00029846292454749346, took: 288.16s (avg: 288.16s), ETA: 1d:9h:16m:48s [TRAIN] loss: 0.0413, iou: 0.9207, f1: 0.9587 [EVAL] loss: 0.0623, iou: 0.8829, f1: 0.9377
@20230807_0344 @20230807_0344 [EP 85/500] lr: 0.0002950810012407601, took: 288.32s (avg: 288.32s), ETA: 1d:9h:12m:0s [TRAIN] loss: 0.0412, iou: 0.9210, f1: 0.9588 [EVAL] loss: 0.0625, iou: 0.8825, f1: 0.9375
@20230807_0349 @20230807_0349 [EP 86/500] lr: 0.00029177486430853605, took: 288.23s (avg: 288.23s), ETA: 1d:9h:7m:12s [TRAIN] loss: 0.0411, iou: 0.9211, f1: 0.9589 [EVAL] loss: 0.0657, iou: 0.8769, f1: 0.9343
@20230807_0354 @20230807_0354 [EP 87/500] lr: 0.0002885420108214021, took: 288.19s (avg: 288.19s), ETA: 1d:9h:2m:24s [TRAIN] loss: 0.0408, iou: 0.9217, f1: 0.9592 [EVAL] loss: 0.0719, iou: 0.8662, f1: 0.9281
@20230807_0359 @20230807_0359 [EP 88/500] lr: 0.0002853799960575998, took: 288.24s (avg: 288.24s), ETA: 1d:8h:57m:36s [TRAIN] loss: 0.0407, iou: 0.9219, f1: 0.9593 [EVAL] loss: 0.0618, iou: 0.8838, f1: 0.9382
@20230807_0404 @20230807_0404 [EP 89/500] lr: 0.0002822865208145231, took: 288.70s (avg: 288.70s), ETA: 1d:8h:52m:48s [TRAIN] loss: 0.0407, iou: 0.9219, f1: 0.9593 [EVAL] loss: 0.0661, iou: 0.8762, f1: 0.9339
@20230807_0409 @20230807_0409 [EP 90/500] lr: 0.00027925940230488777, took: 288.47s (avg: 288.47s), ETA: 1d:8h:48m:0s [TRAIN] loss: 0.0406, iou: 0.9220, f1: 0.9594 [EVAL] loss: 0.0674, iou: 0.8739, f1: 0.9326
@20230807_0414 @20230807_0414 [EP 91/500] lr: 0.00027629651594907045, took: 288.45s (avg: 288.45s), ETA: 1d:8h:43m:12s [TRAIN] loss: 0.0406, iou: 0.9220, f1: 0.9594 [EVAL] loss: 0.0636, iou: 0.8806, f1: 0.9364
