

** [alpha] Launch Training on 20230626_1405
{
  "HOST": "alpha",
  "SAVE": true,
  "github_log": true,
  "architecture": "DLV3+",
  "baseModel": "EffNetV2",
  "modelSize": [
    512,
    512
  ],
  "initialWeight": [
    null,
    null
  ],
  "num_epochs": 500,
  "resume": false,
  "prevEPOCH": 99,
  "resumeWeight": "./model_weights/EffNet/20230613_1524_DLV3PP_EffNet_BEST_AUG/variables/variables",
  "augmentation": true,
  "temperature_shift": 5,
  "Flag": true,
  "p": 0.2,
  "acc_thresh": 0.5,
  "batch_size": 10,
  "lr_scheduling": "cos",
  "lr": 0.01,
  "decay_steps": 1.0,
  "train_annotation": "./Annotations/train_base_db_20230523.txt",
  "eval_annotation": "./Annotations/eval_base_db_20230523.txt",
  "exp_comment": "* Augmentation Reinforced\n  - Image Blur Feature Added \n* New Exp on Cos Lr\n  - Due to frequent network error, there was unexpected termination over the last two exp. \n  - This makes hard to observe the behavior of cos annealing lr scheduling.\n  - So, this time, we decided to start it over gain, \n  -  Also, we change the n_cycles from num_epochs/100 to 2.5 (hard coded value).\n  - n_cycles changed from 2.5 to 2\n",
  "isCompleted": false,
  "config": "Config/TRAIN_DLV3_EffNetV2.yaml"
}
@20230626_1413 [EP 1/500] lr: 0.009999999776482582, took: 0h:7m:36s, ETA: 2d:15h:12m:24s [TRAIN] loss: 0.4726, accu-50: 9.80%, iou: 39.45%, f1: 52.74% 252.94ms [EVAL] [414/414 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 60.20ms
@20230626_1533 [EP 12/500] lr: 0.009943258948624134, took: 0h:7m:19s, ETA: 2d:11h:30m:32s [TRAIN] loss: 0.1372, accu-50: 86.21%, iou: 76.09%, f1: 86.28% 214.02ms [EVAL] [414/414 step] loss: 0.2225, accu-50: 69.81%, iou: 63.90%, f1: 77.75%, 55.78ms
@20230626_1541 [EP 13/500] lr: 0.009933429770171642, took: 0h:7m:20s, ETA: 2d:11h:31m:20s [TRAIN] loss: 0.1344, accu-50: 86.79%, iou: 76.52%, f1: 86.56% 213.99ms [EVAL] [414/414 step] loss: 0.1692, accu-50: 79.37%, iou: 71.32%, f1: 83.08%, 55.34ms
@20230626_1547 [EP 14/500] lr: 0.009922822006046772, took: 0h:7m:17s, ETA: 2d:10h:59m:42s [TRAIN] loss: 0.1302, accu-50: 86.93%, iou: 77.16%, f1: 86.98% 214.09ms [EVAL] [414/414 step] loss: 0.2022, accu-50: 75.13%, iou: 66.72%, f1: 79.78%, 56.07ms
@20230626_1554 [EP 15/500] lr: 0.009911436587572098, took: 0h:7m:13s, ETA: 2d:10h:20m:5s [TRAIN] loss: 0.1297, accu-50: 87.22%, iou: 77.25%, f1: 87.03% 214.20ms [EVAL] [414/414 step] loss: 0.1796, accu-50: 78.75%, iou: 69.84%, f1: 82.04%, 55.83ms
@20230626_1600 [EP 16/500] lr: 0.009899275377392769, took: 0h:7m:11s, ETA: 2d:9h:56m:44s [TRAIN] loss: 0.1286, accu-50: 87.41%, iou: 77.42%, f1: 87.14% 214.01ms [EVAL] [414/414 step] loss: 0.1863, accu-50: 77.26%, iou: 68.90%, f1: 81.37%, 55.64ms
@20230626_1607 [EP 17/500] lr: 0.009886340238153934, took: 0h:7m:8s, ETA: 2d:9h:25m:24s [TRAIN] loss: 0.1232, accu-50: 87.78%, iou: 78.22%, f1: 87.68% 214.14ms [EVAL] [414/414 step] loss: 0.1990, accu-50: 74.78%, iou: 67.44%, f1: 80.10%, 56.19ms
@20230626_1613 [EP 18/500] lr: 0.009872633963823318, took: 0h:7m:6s, ETA: 2d:9h:2m:12s [TRAIN] loss: 0.1236, accu-50: 87.81%, iou: 78.16%, f1: 87.64% 214.09ms [EVAL] [414/414 step] loss: 0.1707, accu-50: 79.22%, iou: 71.14%, f1: 82.93%, 55.67ms
@20230626_1621 [EP 19/500] lr: 0.00985815841704607, took: 0h:7m:7s, ETA: 2d:9h:3m:7s [TRAIN] loss: 0.1206, accu-50: 88.02%, iou: 78.62%, f1: 87.94% 214.21ms [EVAL] [414/414 step] loss: 0.1586, accu-50: 81.32%, iou: 72.90%, f1: 84.14%, 55.74ms
@20230626_1629 [EP 20/500] lr: 0.009842915460467339, took: 0h:7m:9s, ETA: 2d:9h:12m:0s [TRAIN] loss: 0.1187, accu-50: 88.22%, iou: 78.92%, f1: 88.13% 214.34ms [EVAL] [414/414 step] loss: 0.1563, accu-50: 81.68%, iou: 73.20%, f1: 84.37%, 56.05ms
@20230626_1636 [EP 21/500] lr: 0.009826907888054848, took: 0h:7m:10s, ETA: 2d:9h:12m:50s [TRAIN] loss: 0.1173, accu-50: 88.28%, iou: 79.14%, f1: 88.27% 214.20ms [EVAL] [414/414 step] loss: 0.1542, accu-50: 82.32%, iou: 73.60%, f1: 84.58%, 56.67ms
@20230626_1644 [EP 22/500] lr: 0.009810138493776321, took: 0h:7m:12s, ETA: 2d:9h:21m:36s [TRAIN] loss: 0.1155, accu-50: 88.51%, iou: 79.42%, f1: 88.45% 214.20ms [EVAL] [414/414 step] loss: 0.1470, accu-50: 84.12%, iou: 74.65%, f1: 85.30%, 56.14ms
@20230626_1650 [EP 23/500] lr: 0.009792609140276909, took: 0h:7m:10s, ETA: 2d:8h:58m:30s [TRAIN] loss: 0.1138, accu-50: 88.64%, iou: 79.69%, f1: 88.62% 214.38ms [EVAL] [414/414 step] loss: 0.1502, accu-50: 84.98%, iou: 74.16%, f1: 84.98%, 55.81ms
@20230626_1657 [EP 24/500] lr: 0.009774322621524334, took: 0h:7m:8s, ETA: 2d:8h:35m:28s [TRAIN] loss: 0.1154, accu-50: 88.51%, iou: 79.46%, f1: 88.46% 214.19ms [EVAL] [414/414 step] loss: 0.1548, accu-50: 80.46%, iou: 73.45%, f1: 84.52%, 56.05ms
@20230626_1705 [EP 25/500] lr: 0.009755282662808895, took: 0h:7m:9s, ETA: 2d:8h:36m:15s [TRAIN] loss: 0.1120, accu-50: 89.04%, iou: 79.99%, f1: 88.80% 214.29ms [EVAL] [414/414 step] loss: 0.1363, accu-50: 83.36%, iou: 76.22%, f1: 86.37%, 55.82ms
@20230626_1711 [EP 26/500] lr: 0.009735491126775742, took: 0h:7m:8s, ETA: 2d:8h:21m:12s [TRAIN] loss: 0.1119, accu-50: 88.63%, iou: 80.00%, f1: 88.81% 214.17ms [EVAL] [414/414 step] loss: 0.1479, accu-50: 84.04%, iou: 74.48%, f1: 85.21%, 56.70ms
@20230626_1718 [EP 27/500] lr: 0.009714952670037746, took: 0h:7m:6s, ETA: 2d:7h:58m:18s [TRAIN] loss: 0.1116, accu-50: 88.95%, iou: 80.06%, f1: 88.84% 214.12ms [EVAL] [414/414 step] loss: 0.1493, accu-50: 81.34%, iou: 74.26%, f1: 85.07%, 55.71ms
@20230626_1724 [EP 28/500] lr: 0.009693669155240059, took: 0h:7m:5s, ETA: 2d:7h:43m:20s [TRAIN] loss: 0.1092, accu-50: 89.11%, iou: 80.42%, f1: 89.08% 214.15ms [EVAL] [414/414 step] loss: 0.1379, accu-50: 82.92%, iou: 75.99%, f1: 86.21%, 56.24ms
@20230626_1731 [EP 29/500] lr: 0.009671644307672977, took: 0h:7m:4s, ETA: 2d:7h:28m:24s [TRAIN] loss: 0.1104, accu-50: 89.07%, iou: 80.24%, f1: 88.96% 214.12ms [EVAL] [414/414 step] loss: 0.1439, accu-50: 81.19%, iou: 75.04%, f1: 85.61%, 55.70ms
@20230626_1737 [EP 30/500] lr: 0.009648882783949375, took: 0h:7m:2s, ETA: 2d:7h:5m:40s [TRAIN] loss: 0.1077, accu-50: 89.30%, iou: 80.68%, f1: 89.23% 214.13ms [EVAL] [414/414 step] loss: 0.1384, accu-50: 83.59%, iou: 75.89%, f1: 86.16%, 55.81ms
@20230626_1745 [EP 31/500] lr: 0.009625386446714401, took: 0h:7m:4s, ETA: 2d:7h:14m:16s [TRAIN] loss: 0.1071, accu-50: 89.31%, iou: 80.76%, f1: 89.29% 214.13ms [EVAL] [414/414 step] loss: 0.1302, accu-50: 85.14%, iou: 77.17%, f1: 86.98%, 55.47ms
@20230626_1751 [EP 32/500] lr: 0.009601159021258354, took: 0h:7m:2s, ETA: 2d:6h:51m:36s [TRAIN] loss: 0.1066, accu-50: 89.50%, iou: 80.85%, f1: 89.34% 214.26ms [EVAL] [414/414 step] loss: 0.1374, accu-50: 85.34%, iou: 76.08%, f1: 86.26%, 55.85ms
@20230626_1758 [EP 33/500] lr: 0.009576206095516682, took: 0h:7m:1s, ETA: 2d:6h:36m:47s [TRAIN] loss: 0.1058, accu-50: 89.49%, iou: 80.97%, f1: 89.42% 214.15ms [EVAL] [414/414 step] loss: 0.1301, accu-50: 84.85%, iou: 77.21%, f1: 86.99%, 55.66ms
@20230626_1805 [EP 34/500] lr: 0.009550529532134533, took: 0h:7m:2s, ETA: 2d:6h:37m:32s [TRAIN] loss: 0.1036, accu-50: 89.70%, iou: 81.33%, f1: 89.64% 214.23ms [EVAL] [414/414 step] loss: 0.1234, accu-50: 86.65%, iou: 78.24%, f1: 87.66%, 55.53ms
@20230626_1812 [EP 35/500] lr: 0.009524134919047356, took: 0h:7m:1s, ETA: 2d:6h:22m:45s [TRAIN] loss: 0.1049, accu-50: 89.43%, iou: 81.12%, f1: 89.51% 214.40ms [EVAL] [414/414 step] loss: 0.1246, accu-50: 86.88%, iou: 78.04%, f1: 87.54%, 55.72ms
@20230626_1819 [EP 36/500] lr: 0.009497025981545448, took: 0h:7m:3s, ETA: 2d:6h:31m:12s [TRAIN] loss: 0.1034, accu-50: 89.71%, iou: 81.37%, f1: 89.66% 214.39ms [EVAL] [414/414 step] loss: 0.1215, accu-50: 86.45%, iou: 78.53%, f1: 87.85%, 55.62ms
@20230626_1826 [EP 37/500] lr: 0.009469207376241684, took: 0h:7m:2s, ETA: 2d:6h:16m:26s [TRAIN] loss: 0.1032, accu-50: 89.95%, iou: 81.40%, f1: 89.68% 214.11ms [EVAL] [414/414 step] loss: 0.1322, accu-50: 87.95%, iou: 76.91%, f1: 86.78%, 55.69ms
@20230626_1832 [EP 38/500] lr: 0.009440681897103786, took: 0h:7m:1s, ETA: 2d:6h:1m:42s [TRAIN] loss: 0.1016, accu-50: 89.93%, iou: 81.65%, f1: 89.84% 214.07ms [EVAL] [414/414 step] loss: 0.1282, accu-50: 86.39%, iou: 77.45%, f1: 87.18%, 55.71ms
@20230626_1839 [EP 39/500] lr: 0.009411456063389778, took: 0h:7m:0s, ETA: 2d:5h:47m:0s [TRAIN] loss: 0.1008, accu-50: 90.02%, iou: 81.79%, f1: 89.92% 214.12ms [EVAL] [414/414 step] loss: 0.1294, accu-50: 85.94%, iou: 77.37%, f1: 87.06%, 55.72ms
@20230626_1847 [EP 40/500] lr: 0.009381533600389957, took: 0h:7m:1s, ETA: 2d:5h:47m:40s [TRAIN] loss: 0.1008, accu-50: 90.13%, iou: 81.78%, f1: 89.92% 214.10ms [EVAL] [414/414 step] loss: 0.1187, accu-50: 88.41%, iou: 78.98%, f1: 88.13%, 55.66ms
@20230626_1854 [EP 41/500] lr: 0.009350919164717197, took: 0h:7m:2s, ETA: 2d:5h:48m:18s [TRAIN] loss: 0.1007, accu-50: 90.23%, iou: 81.80%, f1: 89.93% 214.45ms [EVAL] [414/414 step] loss: 0.1172, accu-50: 88.27%, iou: 79.23%, f1: 88.28%, 55.60ms
@20230626_1901 [EP 42/500] lr: 0.009319617412984371, took: 0h:7m:1s, ETA: 2d:5h:33m:38s [TRAIN] loss: 0.1014, accu-50: 90.04%, iou: 81.72%, f1: 89.86% 214.26ms [EVAL] [414/414 step] loss: 0.1221, accu-50: 88.42%, iou: 78.43%, f1: 87.79%, 55.84ms
@20230626_1907 [EP 43/500] lr: 0.009287633001804352, took: 0h:7m:0s, ETA: 2d:5h:19m:0s [TRAIN] loss: 0.0993, accu-50: 90.02%, iou: 82.03%, f1: 90.07% 214.23ms [EVAL] [414/414 step] loss: 0.1234, accu-50: 86.91%, iou: 78.28%, f1: 87.66%, 55.88ms
@20230626_1915 [EP 44/500] lr: 0.009254972450435162, took: 0h:7m:1s, ETA: 2d:5h:19m:36s [TRAIN] loss: 0.0987, accu-50: 90.17%, iou: 82.13%, f1: 90.13% 214.28ms [EVAL] [414/414 step] loss: 0.1161, accu-50: 88.06%, iou: 79.40%, f1: 88.39%, 55.97ms
@20230626_1921 [EP 45/500] lr: 0.009221639484167099, took: 0h:7m:0s, ETA: 2d:5h:5m:0s [TRAIN] loss: 0.0986, accu-50: 90.28%, iou: 82.14%, f1: 90.14% 214.40ms [EVAL] [414/414 step] loss: 0.1301, accu-50: 85.26%, iou: 77.23%, f1: 86.99%, 55.94ms
@20230626_1928 [EP 46/500] lr: 0.009187640622258186, took: 0h:7m:0s, ETA: 2d:4h:58m:0s [TRAIN] loss: 0.0978, accu-50: 90.22%, iou: 82.28%, f1: 90.22% 214.41ms [EVAL] [414/414 step] loss: 0.1166, accu-50: 88.35%, iou: 79.33%, f1: 88.34%, 55.79ms
@20230626_1934 [EP 47/500] lr: 0.009152979589998722, took: 0h:6m:59s, ETA: 2d:4h:43m:27s [TRAIN] loss: 0.0971, accu-50: 90.37%, iou: 82.39%, f1: 90.29% 214.38ms [EVAL] [414/414 step] loss: 0.1168, accu-50: 89.17%, iou: 79.28%, f1: 88.32%, 56.28ms
@20230626_1941 [EP 48/500] lr: 0.009117662906646729, took: 0h:6m:58s, ETA: 2d:4h:28m:56s [TRAIN] loss: 0.0964, accu-50: 90.36%, iou: 82.50%, f1: 90.36% 214.43ms [EVAL] [414/414 step] loss: 0.1253, accu-50: 90.01%, iou: 77.96%, f1: 87.47%, 56.00ms
@20230626_1947 [EP 49/500] lr: 0.009081696160137653, took: 0h:6m:58s, ETA: 2d:4h:21m:58s [TRAIN] loss: 0.0964, accu-50: 90.49%, iou: 82.50%, f1: 90.36% 214.44ms [EVAL] [414/414 step] loss: 0.1260, accu-50: 87.45%, iou: 77.85%, f1: 87.40%, 55.92ms
@20230626_1955 [EP 50/500] lr: 0.009045084938406944, took: 0h:6m:59s, ETA: 2d:4h:22m:30s [TRAIN] loss: 0.0954, accu-50: 90.49%, iou: 82.66%, f1: 90.46% 214.43ms [EVAL] [414/414 step] loss: 0.1145, accu-50: 88.00%, iou: 79.64%, f1: 88.55%, 55.60ms
@20230626_2002 [EP 51/500] lr: 0.009007834829390049, took: 0h:6m:58s, ETA: 2d:4h:8m:2s [TRAIN] loss: 0.0953, accu-50: 90.57%, iou: 82.69%, f1: 90.47% 214.58ms [EVAL] [414/414 step] loss: 0.1164, accu-50: 87.37%, iou: 79.33%, f1: 88.36%, 55.81ms
@20230626_2008 [EP 52/500] lr: 0.00896995235234499, took: 0h:6m:57s, ETA: 2d:3h:53m:36s [TRAIN] loss: 0.0957, accu-50: 90.39%, iou: 82.63%, f1: 90.43% 214.58ms [EVAL] [414/414 step] loss: 0.1158, accu-50: 89.57%, iou: 79.46%, f1: 88.42%, 56.05ms
@20230626_2015 [EP 53/500] lr: 0.00893144216388464, took: 0h:6m:57s, ETA: 2d:3h:46m:39s [TRAIN] loss: 0.0948, accu-50: 90.56%, iou: 82.78%, f1: 90.52% 214.61ms [EVAL] [414/414 step] loss: 0.1141, accu-50: 90.54%, iou: 79.73%, f1: 88.59%, 56.13ms
@20230626_2021 [EP 54/500] lr: 0.008892311714589596, took: 0h:6m:56s, ETA: 2d:3h:32m:16s [TRAIN] loss: 0.0939, accu-50: 90.65%, iou: 82.93%, f1: 90.61% 214.64ms [EVAL] [414/414 step] loss: 0.1172, accu-50: 88.59%, iou: 79.23%, f1: 88.28%, 55.64ms
@20230626_2028 [EP 55/500] lr: 0.008852566592395306, took: 0h:6m:56s, ETA: 2d:3h:25m:20s [TRAIN] loss: 0.0936, accu-50: 90.66%, iou: 82.97%, f1: 90.64% 214.67ms [EVAL] [414/414 step] loss: 0.1168, accu-50: 87.05%, iou: 79.24%, f1: 88.32%, 55.81ms
@20230626_2034 [EP 56/500] lr: 0.008812212385237217, took: 0h:6m:55s, ETA: 2d:3h:11m:0s [TRAIN] loss: 0.0929, accu-50: 90.65%, iou: 83.08%, f1: 90.71% 214.78ms [EVAL] [414/414 step] loss: 0.1185, accu-50: 86.88%, iou: 79.02%, f1: 88.15%, 55.78ms
@20230626_2042 [EP 57/500] lr: 0.008771256543695927, took: 0h:6m:56s, ETA: 2d:3h:11m:28s [TRAIN] loss: 0.0926, accu-50: 90.70%, iou: 83.13%, f1: 90.74% 215.05ms [EVAL] [414/414 step] loss: 0.1129, accu-50: 87.68%, iou: 79.90%, f1: 88.71%, 56.35ms
@20230626_2050 [EP 58/500] lr: 0.008729705587029457, took: 0h:6m:57s, ETA: 2d:3h:11m:54s [TRAIN] loss: 0.0930, accu-50: 90.77%, iou: 83.08%, f1: 90.70% 214.41ms [EVAL] [414/414 step] loss: 0.1116, accu-50: 89.86%, iou: 80.11%, f1: 88.84%, 55.67ms
@20230626_2057 [EP 59/500] lr: 0.00868756603449583, took: 0h:6m:58s, ETA: 2d:3h:12m:18s [TRAIN] loss: 0.0932, accu-50: 90.74%, iou: 83.05%, f1: 90.68% 214.21ms [EVAL] [414/414 step] loss: 0.1100, accu-50: 89.31%, iou: 80.34%, f1: 89.00%, 56.25ms
@20230626_2104 [EP 60/500] lr: 0.008644843474030495, took: 0h:6m:57s, ETA: 2d:2h:58m:0s [TRAIN] loss: 0.0916, accu-50: 90.87%, iou: 83.30%, f1: 90.84% 214.08ms [EVAL] [414/414 step] loss: 0.1102, accu-50: 87.64%, iou: 80.32%, f1: 88.98%, 55.68ms
@20230626_2110 [EP 61/500] lr: 0.008601545356214046, took: 0h:6m:57s, ETA: 2d:2h:51m:3s [TRAIN] loss: 0.0912, accu-50: 90.86%, iou: 83.37%, f1: 90.88% 214.00ms [EVAL] [414/414 step] loss: 0.1136, accu-50: 89.55%, iou: 79.78%, f1: 88.64%, 56.10ms
@20230626_2117 [EP 62/500] lr: 0.008557678200304508, took: 0h:6m:56s, ETA: 2d:2h:36m:48s [TRAIN] loss: 0.0911, accu-50: 91.01%, iou: 83.39%, f1: 90.89% 213.97ms [EVAL] [414/414 step] loss: 0.1117, accu-50: 88.22%, iou: 80.08%, f1: 88.83%, 55.51ms
@20230626_2123 [EP 63/500] lr: 0.008513249456882477, took: 0h:6m:56s, ETA: 2d:2h:29m:52s [TRAIN] loss: 0.0908, accu-50: 90.95%, iou: 83.44%, f1: 90.92% 214.00ms [EVAL] [414/414 step] loss: 0.1094, accu-50: 88.91%, iou: 80.47%, f1: 89.06%, 55.53ms
@20230626_2130 [EP 64/500] lr: 0.00846826657652855, took: 0h:6m:55s, ETA: 2d:2h:15m:40s [TRAIN] loss: 0.0907, accu-50: 90.91%, iou: 83.45%, f1: 90.93% 214.12ms [EVAL] [414/414 step] loss: 0.1148, accu-50: 89.61%, iou: 79.61%, f1: 88.52%, 55.96ms
@20230626_2136 [EP 65/500] lr: 0.008422735147178173, took: 0h:6m:55s, ETA: 2d:2h:8m:45s [TRAIN] loss: 0.0904, accu-50: 90.93%, iou: 83.50%, f1: 90.96% 213.97ms [EVAL] [414/414 step] loss: 0.1097, accu-50: 89.97%, iou: 80.41%, f1: 89.03%, 55.71ms
@20230626_2143 [EP 66/500] lr: 0.008376664482057095, took: 0h:6m:54s, ETA: 2d:1h:54m:36s [TRAIN] loss: 0.0896, accu-50: 91.13%, iou: 83.64%, f1: 91.04% 214.04ms [EVAL] [414/414 step] loss: 0.1208, accu-50: 89.85%, iou: 78.72%, f1: 87.92%, 55.94ms
@20230626_2149 [EP 67/500] lr: 0.008330059237778187, took: 0h:6m:54s, ETA: 2d:1h:47m:42s [TRAIN] loss: 0.0897, accu-50: 90.98%, iou: 83.62%, f1: 91.03% 214.01ms [EVAL] [414/414 step] loss: 0.1130, accu-50: 92.13%, iou: 79.92%, f1: 88.70%, 55.60ms
@20230626_2156 [EP 68/500] lr: 0.008282928727567196, took: 0h:6m:54s, ETA: 2d:1h:40m:48s [TRAIN] loss: 0.0890, accu-50: 91.14%, iou: 83.72%, f1: 91.10% 214.08ms [EVAL] [414/414 step] loss: 0.1098, accu-50: 88.06%, iou: 80.37%, f1: 89.02%, 55.49ms
@20230626_2203 [EP 69/500] lr: 0.008235279470682144, took: 0h:6m:54s, ETA: 2d:1h:33m:54s [TRAIN] loss: 0.0896, accu-50: 91.23%, iou: 83.65%, f1: 91.04% 214.05ms [EVAL] [414/414 step] loss: 0.1083, accu-50: 89.52%, iou: 80.63%, f1: 89.17%, 55.88ms
@20230626_2210 [EP 70/500] lr: 0.008187119849026203, took: 0h:6m:54s, ETA: 2d:1h:27m:0s [TRAIN] loss: 0.0880, accu-50: 91.20%, iou: 83.91%, f1: 91.20% 214.29ms [EVAL] [414/414 step] loss: 0.1103, accu-50: 87.63%, iou: 80.29%, f1: 88.97%, 55.50ms
@20230626_2216 [EP 71/500] lr: 0.008138456381857395, took: 0h:6m:54s, ETA: 2d:1h:20m:6s [TRAIN] loss: 0.0880, accu-50: 91.15%, iou: 83.91%, f1: 91.20% 214.31ms [EVAL] [414/414 step] loss: 0.1081, accu-50: 90.24%, iou: 80.69%, f1: 89.19%, 55.98ms
@20230626_2223 [EP 72/500] lr: 0.008089298382401466, took: 0h:6m:53s, ETA: 2d:1h:6m:4s [TRAIN] loss: 0.0879, accu-50: 91.18%, iou: 83.91%, f1: 91.21% 214.39ms [EVAL] [414/414 step] loss: 0.1138, accu-50: 88.70%, iou: 79.78%, f1: 88.62%, 55.81ms
@20230626_2229 [EP 73/500] lr: 0.008039651438593864, took: 0h:6m:53s, ETA: 2d:0h:59m:11s [TRAIN] loss: 0.0873, accu-50: 91.27%, iou: 84.02%, f1: 91.27% 214.40ms [EVAL] [414/414 step] loss: 0.1132, accu-50: 88.77%, iou: 79.89%, f1: 88.68%, 56.04ms
@20230626_2236 [EP 74/500] lr: 0.007989524863660336, took: 0h:6m:53s, ETA: 2d:0h:52m:18s [TRAIN] loss: 0.0869, accu-50: 91.22%, iou: 84.09%, f1: 91.31% 214.33ms [EVAL] [414/414 step] loss: 0.1081, accu-50: 88.80%, iou: 80.66%, f1: 89.19%, 56.19ms
@20230626_2242 [EP 75/500] lr: 0.007938926108181477, took: 0h:6m:52s, ETA: 2d:0h:38m:20s [TRAIN] loss: 0.0874, accu-50: 91.25%, iou: 84.00%, f1: 91.26% 214.32ms [EVAL] [414/414 step] loss: 0.1074, accu-50: 89.55%, iou: 80.79%, f1: 89.26%, 56.36ms
@20230626_2249 [EP 76/500] lr: 0.00788786355406046, took: 0h:6m:52s, ETA: 2d:0h:31m:28s [TRAIN] loss: 0.0867, accu-50: 91.27%, iou: 84.12%, f1: 91.33% 214.31ms [EVAL] [414/414 step] loss: 0.1106, accu-50: 89.65%, iou: 80.29%, f1: 88.94%, 55.67ms
