** [etri] Launch Training on 20230616_1532
{
  "HOST": "etri",
  "SAVE": true,
  "github_log": true,
  "architecture": "DLV3+",
  "baseModel": "EffNet",
  "modelSize": [
    512,
    512
  ],
  "initialWeight": [
    null,
    null
  ],
  "num_epochs": 500,
  "resume": false,
  "prevEPOCH": 99,
  "resumeWeight": "./model_weights/EffNet/20230613_1524_DLV3PP_EffNet_BEST_AUG/variables/variables",
  "augmentation": true,
  "temperature_shift": 5,
  "Flag": true,
  "p": 0.2,
  "acc_thresh": 0.5,
  "batch_size": 15,
  "lr_scheduling": "cos",
  "lr": 0.01,
  "decay_steps": 1.0,
  "train_annotation": "./Annotations/train_base_db_20230523.txt",
  "eval_annotation": "./Annotations/eval_base_db_20230523.txt",
  "exp_comment": "* Augmentation Reinforced\n  - Image Blur Feature Added \n* New Exp on Cos Lr\n  - Due to frequent network error, there was unexpected termination over the last two exp. \n  - This makes hard to observe the behavior of cos annealing lr scheduling.\n  - So, this time, we decided to start it over gain, \n  -  Also, we change the n_cycles from num_epochs/100 to 2.5 (hard coded value).\n",
  "isCompleted": false,
  "config": "./Config/TRAIN_DLV3_EffNet.yaml"
}
@20230616_1550 [EP 1/500] lr: 0.009999999776482582, took: 0h:17m:30s, ETA: 6d:1h:32m:30s [TRAIN] loss: 0.2701, accu-50: 26.07%, iou: 58.92%, f1: 72.99% 892.62ms [EVAL] [276/276 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 153.83ms
@20230616_1859 [EP 12/500] lr: 0.009911436587572098, took: 0h:17m:12s, ETA: 5d:19h:53m:36s [TRAIN] loss: 0.0928, accu-50: 90.34%, iou: 83.08%, f1: 90.72% 873.56ms [EVAL] [276/276 step] loss: 0.5684, accu-50: 58.79%, iou: 28.15%, f1: 43.16%, 151.85ms
@20230616_1916 [EP 13/500] lr: 0.009896114468574524, took: 0h:17m:11s, ETA: 5d:19h:28m:17s [TRAIN] loss: 0.0892, accu-50: 90.89%, iou: 83.69%, f1: 91.08% 871.92ms [EVAL] [276/276 step] loss: 0.8889, accu-50: 35.20%, iou: 6.32%, f1: 11.11%, 147.41ms
@20230616_1934 [EP 14/500] lr: 0.0098795834928751, took: 0h:17m:11s, ETA: 5d:19h:11m:6s [TRAIN] loss: 0.0930, accu-50: 90.23%, iou: 83.06%, f1: 90.70% 877.70ms [EVAL] [276/276 step] loss: 0.9778, accu-50: 1.15%, iou: 1.13%, f1: 2.22%, 162.00ms
@20230616_1951 [EP 15/500] lr: 0.009861849248409271, took: 0h:17m:13s, ETA: 5d:19h:10m:5s [TRAIN] loss: 0.0843, accu-50: 91.16%, iou: 84.51%, f1: 91.57% 901.14ms [EVAL] [276/276 step] loss: 0.8922, accu-50: 5.32%, iou: 5.83%, f1: 10.78%, 147.26ms
@20230616_2008 [EP 16/500] lr: 0.009842915460467339, took: 0h:17m:11s, ETA: 5d:18h:36m:44s [TRAIN] loss: 0.0839, accu-50: 91.40%, iou: 84.57%, f1: 91.61% 850.88ms [EVAL] [276/276 step] loss: 0.4239, accu-50: 71.37%, iou: 41.13%, f1: 57.61%, 147.30ms
@20230616_2025 [EP 17/500] lr: 0.009822786785662174, took: 0h:17m:10s, ETA: 5d:18h:11m:30s [TRAIN] loss: 0.0832, accu-50: 91.32%, iou: 84.69%, f1: 91.68% 854.92ms [EVAL] [276/276 step] loss: 0.6524, accu-50: 72.86%, iou: 21.64%, f1: 34.76%, 147.29ms
@20230616_2042 [EP 18/500] lr: 0.009801468811929226, took: 0h:17m:8s, ETA: 5d:17h:38m:16s [TRAIN] loss: 0.0849, accu-50: 91.34%, iou: 84.43%, f1: 91.51% 857.05ms [EVAL] [276/276 step] loss: 0.9712, accu-50: 2.07%, iou: 1.47%, f1: 2.88%, 147.27ms
@20230616_2058 [EP 19/500] lr: 0.009778965264558792, took: 0h:17m:7s, ETA: 5d:17h:13m:7s [TRAIN] loss: 0.0824, accu-50: 91.33%, iou: 84.82%, f1: 91.76% 857.57ms [EVAL] [276/276 step] loss: 0.8506, accu-50: 78.78%, iou: 8.68%, f1: 14.94%, 147.03ms
@20230616_2115 [EP 20/500] lr: 0.009755282662808895, took: 0h:17m:6s, ETA: 5d:16h:48m:0s [TRAIN] loss: 0.0790, accu-50: 91.69%, iou: 85.40%, f1: 92.10% 856.57ms [EVAL] [276/276 step] loss: 0.9983, accu-50: 0.49%, iou: 0.09%, f1: 0.17%, 147.19ms
@20230616_2132 [EP 21/500] lr: 0.009730426594614983, took: 0h:17m:5s, ETA: 5d:16h:22m:55s [TRAIN] loss: 0.0800, accu-50: 91.83%, iou: 85.24%, f1: 92.00% 857.53ms [EVAL] [276/276 step] loss: 0.9805, accu-50: 1.10%, iou: 0.98%, f1: 1.95%, 147.13ms
@20230616_2149 [EP 22/500] lr: 0.009704403579235077, took: 0h:17m:5s, ETA: 5d:16h:5m:50s [TRAIN] loss: 0.0767, accu-50: 91.97%, iou: 85.80%, f1: 92.33% 858.21ms [EVAL] [276/276 step] loss: 0.9836, accu-50: 0.84%, iou: 0.83%, f1: 1.64%, 147.27ms
@20230616_2206 [EP 23/500] lr: 0.0096772201359272, took: 0h:17m:4s, ETA: 5d:15h:40m:48s [TRAIN] loss: 0.0776, accu-50: 92.07%, iou: 85.66%, f1: 92.24% 858.31ms [EVAL] [276/276 step] loss: 0.9958, accu-50: 30.56%, iou: 0.21%, f1: 0.42%, 147.25ms
@20230616_2223 [EP 24/500] lr: 0.009648882783949375, took: 0h:17m:3s, ETA: 5d:15h:15m:48s [TRAIN] loss: 0.0789, accu-50: 91.70%, iou: 85.43%, f1: 92.11% 858.01ms [EVAL] [276/276 step] loss: 0.9241, accu-50: 6.45%, iou: 4.05%, f1: 7.59%, 147.03ms
@20230616_2239 [EP 25/500] lr: 0.009619398042559624, took: 0h:17m:3s, ETA: 5d:14h:58m:45s [TRAIN] loss: 0.0753, accu-50: 92.16%, iou: 86.03%, f1: 92.47% 856.87ms [EVAL] [276/276 step] loss: 0.9845, accu-50: 0.80%, iou: 0.78%, f1: 1.55%, 147.32ms
@20230616_2256 [EP 26/500] lr: 0.009588773362338543, took: 0h:17m:2s, ETA: 5d:14h:33m:48s [TRAIN] loss: 0.0748, accu-50: 92.16%, iou: 86.13%, f1: 92.52% 859.60ms [EVAL] [276/276 step] loss: 0.3874, accu-50: 52.86%, iou: 44.53%, f1: 61.26%, 147.30ms
@20230616_2313 [EP 27/500] lr: 0.00955701619386673, took: 0h:17m:2s, ETA: 5d:14h:16m:46s [TRAIN] loss: 0.0743, accu-50: 92.29%, iou: 86.20%, f1: 92.57% 855.55ms [EVAL] [276/276 step] loss: 0.9965, accu-50: 0.16%, iou: 0.18%, f1: 0.35%, 147.04ms
@20230616_2330 [EP 28/500] lr: 0.009524134919047356, took: 0h:17m:1s, ETA: 5d:13h:51m:52s [TRAIN] loss: 0.0742, accu-50: 92.33%, iou: 86.24%, f1: 92.58% 857.33ms [EVAL] [276/276 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 147.12ms
@20230616_2347 [EP 29/500] lr: 0.009490137919783592, took: 0h:17m:1s, ETA: 5d:13h:34m:51s [TRAIN] loss: 0.0744, accu-50: 92.16%, iou: 86.19%, f1: 92.56% 858.38ms [EVAL] [276/276 step] loss: 0.9996, accu-50: 0.02%, iou: 0.02%, f1: 0.04%, 147.11ms
@20230617_0004 [EP 30/500] lr: 0.009455032646656036, took: 0h:17m:0s, ETA: 5d:13h:10m:0s [TRAIN] loss: 0.0742, accu-50: 92.33%, iou: 86.24%, f1: 92.58% 855.98ms [EVAL] [276/276 step] loss: 0.8725, accu-50: 20.37%, iou: 7.12%, f1: 12.75%, 147.15ms
@20230617_0021 [EP 31/500] lr: 0.009418828412890434, took: 0h:17m:0s, ETA: 5d:12h:53m:0s [TRAIN] loss: 0.0746, accu-50: 92.47%, iou: 86.18%, f1: 92.54% 857.00ms [EVAL] [276/276 step] loss: 0.9950, accu-50: 0.25%, iou: 0.25%, f1: 0.50%, 147.10ms
@20230617_0038 [EP 32/500] lr: 0.009381533600389957, took: 0h:16m:59s, ETA: 5d:12h:28m:12s [TRAIN] loss: 0.0717, accu-50: 92.57%, iou: 86.66%, f1: 92.83% 854.41ms [EVAL] [276/276 step] loss: 0.9913, accu-50: 0.43%, iou: 0.44%, f1: 0.87%, 147.34ms
@20230617_0055 [EP 33/500] lr: 0.009343157522380352, took: 0h:16m:59s, ETA: 5d:12h:11m:13s [TRAIN] loss: 0.0705, accu-50: 92.66%, iou: 86.86%, f1: 92.95% 857.00ms [EVAL] [276/276 step] loss: 0.9053, accu-50: 11.47%, iou: 5.13%, f1: 9.47%, 147.36ms
@20230617_0111 [EP 34/500] lr: 0.009303710423409939, took: 0h:16m:59s, ETA: 5d:11h:54m:14s [TRAIN] loss: 0.0713, accu-50: 92.57%, iou: 86.73%, f1: 92.87% 856.98ms [EVAL] [276/276 step] loss: 0.9848, accu-50: 2.58%, iou: 0.80%, f1: 1.52%, 147.39ms
@20230617_0128 [EP 35/500] lr: 0.00926320068538189, took: 0h:16m:58s, ETA: 5d:11h:29m:30s [TRAIN] loss: 0.0700, accu-50: 92.73%, iou: 86.94%, f1: 93.00% 856.38ms [EVAL] [276/276 step] loss: 0.8551, accu-50: 30.86%, iou: 8.02%, f1: 14.49%, 147.25ms
@20230617_0145 [EP 36/500] lr: 0.009221639484167099, took: 0h:16m:58s, ETA: 5d:11h:12m:32s [TRAIN] loss: 0.0703, accu-50: 92.67%, iou: 86.90%, f1: 92.97% 856.80ms [EVAL] [276/276 step] loss: 0.4464, accu-50: 46.05%, iou: 38.58%, f1: 55.36%, 147.10ms
@20230617_0202 [EP 37/500] lr: 0.009179037064313889, took: 0h:16m:58s, ETA: 5d:10h:55m:34s [TRAIN] loss: 0.0700, accu-50: 92.72%, iou: 86.95%, f1: 93.00% 853.33ms [EVAL] [276/276 step] loss: 0.4549, accu-50: 42.23%, iou: 37.86%, f1: 54.51%, 147.25ms
@20230617_0219 [EP 38/500] lr: 0.009135402739048004, took: 0h:16m:57s, ETA: 5d:10h:30m:54s [TRAIN] loss: 0.0689, accu-50: 92.84%, iou: 87.13%, f1: 93.11% 856.06ms [EVAL] [276/276 step] loss: 0.8885, accu-50: 6.39%, iou: 5.94%, f1: 11.15%, 147.12ms
@20230617_0236 [EP 39/500] lr: 0.009090748615562916, took: 0h:16m:57s, ETA: 5d:10h:13m:57s [TRAIN] loss: 0.0686, accu-50: 92.84%, iou: 87.19%, f1: 93.14% 855.32ms [EVAL] [276/276 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 147.05ms
@20230617_0253 [EP 40/500] lr: 0.009045084938406944, took: 0h:16m:57s, ETA: 5d:9h:57m:0s [TRAIN] loss: 0.0678, accu-50: 92.98%, iou: 87.34%, f1: 93.22% 856.53ms [EVAL] [276/276 step] loss: 0.7233, accu-50: 59.62%, iou: 16.97%, f1: 27.67%, 147.57ms
@20230617_0309 [EP 41/500] lr: 0.008998422883450985, took: 0h:16m:57s, ETA: 5d:9h:40m:3s [TRAIN] loss: 0.0683, accu-50: 92.93%, iou: 87.25%, f1: 93.17% 853.08ms [EVAL] [276/276 step] loss: 0.9998, accu-50: 0.01%, iou: 0.01%, f1: 0.02%, 147.19ms
@20230617_0326 [EP 42/500] lr: 0.008950775489211082, took: 0h:16m:56s, ETA: 5d:9h:15m:28s [TRAIN] loss: 0.0680, accu-50: 92.88%, iou: 87.31%, f1: 93.20% 855.46ms [EVAL] [276/276 step] loss: 0.9571, accu-50: 2.28%, iou: 2.20%, f1: 4.29%, 147.05ms
@20230617_0343 [EP 43/500] lr: 0.008902152068912983, took: 0h:16m:56s, ETA: 5d:8h:58m:32s [TRAIN] loss: 0.0668, accu-50: 93.15%, iou: 87.51%, f1: 93.32% 858.01ms [EVAL] [276/276 step] loss: 0.7585, accu-50: 51.41%, iou: 14.66%, f1: 24.15%, 147.18ms
@20230617_0400 [EP 44/500] lr: 0.008852566592395306, took: 0h:16m:56s, ETA: 5d:8h:41m:36s [TRAIN] loss: 0.0665, accu-50: 93.19%, iou: 87.56%, f1: 93.35% 853.61ms [EVAL] [276/276 step] loss: 0.9593, accu-50: 2.04%, iou: 2.09%, f1: 4.07%, 147.19ms
@20230617_0417 [EP 45/500] lr: 0.008802030235528946, took: 0h:16m:56s, ETA: 5d:8h:24m:40s [TRAIN] loss: 0.0663, accu-50: 93.18%, iou: 87.59%, f1: 93.37% 852.03ms [EVAL] [276/276 step] loss: 0.9832, accu-50: 0.86%, iou: 0.85%, f1: 1.68%, 147.11ms
@20230617_0434 [EP 46/500] lr: 0.008750555105507374, took: 0h:16m:55s, ETA: 5d:8h:0m:10s [TRAIN] loss: 0.0662, accu-50: 93.21%, iou: 87.61%, f1: 93.38% 857.68ms [EVAL] [276/276 step] loss: 0.7448, accu-50: 16.73%, iou: 14.83%, f1: 25.52%, 147.22ms
@20230617_0451 [EP 47/500] lr: 0.008698155172169209, took: 0h:16m:55s, ETA: 5d:7h:43m:15s [TRAIN] loss: 0.0663, accu-50: 93.05%, iou: 87.59%, f1: 93.37% 856.12ms [EVAL] [276/276 step] loss: 0.4168, accu-50: 73.85%, iou: 41.97%, f1: 58.32%, 147.24ms
@20230617_0507 [EP 48/500] lr: 0.008644843474030495, took: 0h:16m:55s, ETA: 5d:7h:26m:20s [TRAIN] loss: 0.0659, accu-50: 93.14%, iou: 87.66%, f1: 93.41% 853.37ms [EVAL] [276/276 step] loss: 0.8522, accu-50: 8.46%, iou: 8.07%, f1: 14.78%, 147.29ms
@20230617_0524 [EP 49/500] lr: 0.008590631186962128, took: 0h:16m:55s, ETA: 5d:7h:9m:25s [TRAIN] loss: 0.0653, accu-50: 93.30%, iou: 87.78%, f1: 93.47% 851.34ms [EVAL] [276/276 step] loss: 0.9998, accu-50: 97.72%, iou: 0.01%, f1: 0.02%, 147.19ms
@20230617_0541 [EP 50/500] lr: 0.008535534143447876, took: 0h:16m:55s, ETA: 5d:6h:52m:30s [TRAIN] loss: 0.0646, accu-50: 93.25%, iou: 87.89%, f1: 93.54% 854.58ms [EVAL] [276/276 step] loss: 0.5364, accu-50: 87.98%, iou: 31.24%, f1: 46.36%, 147.33ms
@20230617_0558 [EP 51/500] lr: 0.008479563519358635, took: 0h:16m:54s, ETA: 5d:6h:28m:6s [TRAIN] loss: 0.0651, accu-50: 93.30%, iou: 87.81%, f1: 93.49% 855.08ms [EVAL] [276/276 step] loss: 0.9975, accu-50: 0.11%, iou: 0.13%, f1: 0.25%, 147.16ms
@20230617_0615 [EP 52/500] lr: 0.008422735147178173, took: 0h:16m:54s, ETA: 5d:6h:11m:12s [TRAIN] loss: 0.0646, accu-50: 93.18%, iou: 87.88%, f1: 93.54% 851.73ms [EVAL] [276/276 step] loss: 0.8727, accu-50: 8.24%, iou: 6.92%, f1: 12.73%, 147.08ms
@20230617_0631 [EP 53/500] lr: 0.00836506299674511, took: 0h:16m:54s, ETA: 5d:5h:54m:18s [TRAIN] loss: 0.0644, accu-50: 93.34%, iou: 87.93%, f1: 93.56% 852.02ms [EVAL] [276/276 step] loss: 0.9547, accu-50: 2.22%, iou: 2.33%, f1: 4.53%, 147.07ms
@20230617_0648 [EP 54/500] lr: 0.008306559175252914, took: 0h:16m:54s, ETA: 5d:5h:37m:24s [TRAIN] loss: 0.0641, accu-50: 93.40%, iou: 87.99%, f1: 93.59% 858.27ms [EVAL] [276/276 step] loss: 0.9190, accu-50: 5.87%, iou: 4.37%, f1: 8.10%, 147.10ms
@20230617_0705 [EP 55/500] lr: 0.00824724044650793, took: 0h:16m:54s, ETA: 5d:5h:20m:30s [TRAIN] loss: 0.0640, accu-50: 93.37%, iou: 88.01%, f1: 93.60% 856.60ms [EVAL] [276/276 step] loss: 0.9518, accu-50: 2.48%, iou: 2.48%, f1: 4.82%, 147.18ms
@20230617_0722 [EP 56/500] lr: 0.008187119849026203, took: 0h:16m:54s, ETA: 5d:5h:3m:36s [TRAIN] loss: 0.0633, accu-50: 93.53%, iou: 88.12%, f1: 93.67% 853.31ms [EVAL] [276/276 step] loss: 0.1953, accu-50: 79.71%, iou: 67.49%, f1: 80.47%, 147.29ms
@20230617_0739 [EP 57/500] lr: 0.0081262132152915, took: 0h:16m:54s, ETA: 5d:4h:46m:42s [TRAIN] loss: 0.0633, accu-50: 93.57%, iou: 88.12%, f1: 93.67% 853.48ms [EVAL] [276/276 step] loss: 0.4153, accu-50: 48.55%, iou: 41.67%, f1: 58.47%, 147.13ms
@20230617_0756 [EP 58/500] lr: 0.008064535446465015, took: 0h:16m:54s, ETA: 5d:4h:29m:48s [TRAIN] loss: 0.0628, accu-50: 93.50%, iou: 88.21%, f1: 93.72% 854.29ms [EVAL] [276/276 step] loss: 0.5192, accu-50: 88.96%, iou: 32.37%, f1: 48.08%, 146.95ms
@20230617_0813 [EP 59/500] lr: 0.008002101443707943, took: 0h:16m:54s, ETA: 5d:4h:12m:54s [TRAIN] loss: 0.0635, accu-50: 93.54%, iou: 88.08%, f1: 93.65% 853.15ms [EVAL] [276/276 step] loss: 0.9638, accu-50: 1.90%, iou: 1.85%, f1: 3.62%, 147.07ms
@20230617_0830 [EP 60/500] lr: 0.007938926108181477, took: 0h:16m:53s, ETA: 5d:3h:48m:40s [TRAIN] loss: 0.0625, accu-50: 93.49%, iou: 88.27%, f1: 93.75% 850.66ms [EVAL] [276/276 step] loss: 0.9974, accu-50: 0.11%, iou: 0.13%, f1: 0.26%, 147.09ms
@20230617_0847 [EP 61/500] lr: 0.00787502620369196, took: 0h:16m:54s, ETA: 5d:3h:39m:6s [TRAIN] loss: 0.0619, accu-50: 93.70%, iou: 88.37%, f1: 93.81% 853.11ms [EVAL] [276/276 step] loss: 0.1709, accu-50: 81.60%, iou: 70.95%, f1: 82.91%, 147.08ms
@20230617_0904 [EP 62/500] lr: 0.0078104170970618725, took: 0h:16m:53s, ETA: 5d:3h:14m:54s [TRAIN] loss: 0.0619, accu-50: 93.65%, iou: 88.37%, f1: 93.81% 853.47ms [EVAL] [276/276 step] loss: 0.9909, accu-50: 0.44%, iou: 0.46%, f1: 0.91%, 147.14ms
@20230617_0921 [EP 63/500] lr: 0.007745114155113697, took: 0h:16m:53s, ETA: 5d:2h:58m:1s [TRAIN] loss: 0.0617, accu-50: 93.57%, iou: 88.40%, f1: 93.83% 851.75ms [EVAL] [276/276 step] loss: 0.8960, accu-50: 5.24%, iou: 5.53%, f1: 10.40%, 147.29ms
@20230617_0937 [EP 64/500] lr: 0.007679134141653776, took: 0h:16m:53s, ETA: 5d:2h:41m:8s [TRAIN] loss: 0.0613, accu-50: 93.72%, iou: 88.48%, f1: 93.87% 850.41ms [EVAL] [276/276 step] loss: 0.9189, accu-50: 4.31%, iou: 4.25%, f1: 8.11%, 147.07ms
@20230617_0955 [EP 65/500] lr: 0.007612492889165878, took: 0h:16m:53s, ETA: 5d:2h:24m:15s [TRAIN] loss: 0.0610, accu-50: 93.66%, iou: 88.53%, f1: 93.90% 853.19ms [EVAL] [276/276 step] loss: 0.1089, accu-50: 85.68%, iou: 80.45%, f1: 89.11%, 147.05ms
@20230617_1011 [EP 66/500] lr: 0.0075452071614563465, took: 0h:16m:53s, ETA: 5d:2h:7m:22s [TRAIN] loss: 0.0615, accu-50: 93.76%, iou: 88.44%, f1: 93.85% 852.42ms [EVAL] [276/276 step] loss: 0.9348, accu-50: 3.34%, iou: 3.38%, f1: 6.52%, 147.20ms
@20230617_1028 [EP 67/500] lr: 0.007477293256670237, took: 0h:16m:53s, ETA: 5d:1h:50m:29s [TRAIN] loss: 0.0611, accu-50: 93.65%, iou: 88.51%, f1: 93.89% 851.69ms [EVAL] [276/276 step] loss: 0.3128, accu-50: 59.52%, iou: 52.58%, f1: 68.72%, 147.12ms
@20230617_1045 [EP 68/500] lr: 0.007408768404275179, took: 0h:16m:53s, ETA: 5d:1h:33m:36s [TRAIN] loss: 0.0605, accu-50: 93.69%, iou: 88.61%, f1: 93.95% 853.48ms [EVAL] [276/276 step] loss: 0.9874, accu-50: 0.63%, iou: 0.64%, f1: 1.26%, 147.18ms
@20230617_1102 [EP 69/500] lr: 0.007339648902416229, took: 0h:16m:53s, ETA: 5d:1h:16m:43s [TRAIN] loss: 0.0605, accu-50: 93.79%, iou: 88.62%, f1: 93.95% 851.44ms [EVAL] [276/276 step] loss: 0.7581, accu-50: 49.88%, iou: 14.36%, f1: 24.19%, 147.14ms
@20230617_1119 [EP 70/500] lr: 0.007269952446222305, took: 0h:16m:53s, ETA: 5d:0h:59m:50s [TRAIN] loss: 0.0602, accu-50: 93.87%, iou: 88.66%, f1: 93.98% 853.36ms [EVAL] [276/276 step] loss: 0.9030, accu-50: 5.01%, iou: 5.13%, f1: 9.70%, 147.43ms
@20230617_1135 [EP 71/500] lr: 0.00719969579949975, took: 0h:16m:52s, ETA: 5d:0h:35m:48s [TRAIN] loss: 0.0605, accu-50: 93.71%, iou: 88.61%, f1: 93.95% 849.01ms [EVAL] [276/276 step] loss: 0.8587, accu-50: 7.93%, iou: 7.70%, f1: 14.13%, 147.27ms
@20230617_1152 [EP 72/500] lr: 0.0071288966573774815, took: 0h:16m:52s, ETA: 5d:0h:18m:56s [TRAIN] loss: 0.0600, accu-50: 93.82%, iou: 88.71%, f1: 94.00% 851.61ms [EVAL] [276/276 step] loss: 0.9438, accu-50: 2.84%, iou: 2.91%, f1: 5.62%, 147.23ms
@20230617_1209 [EP 73/500] lr: 0.007057571783661842, took: 0h:16m:52s, ETA: 5d:0h:2m:4s [TRAIN] loss: 0.0597, accu-50: 93.80%, iou: 88.75%, f1: 94.03% 851.73ms [EVAL] [276/276 step] loss: 0.8986, accu-50: 5.34%, iou: 5.37%, f1: 10.14%, 147.30ms
@20230617_1226 [EP 74/500] lr: 0.006985739339143038, took: 0h:16m:52s, ETA: 4d:23h:45m:12s [TRAIN] loss: 0.0601, accu-50: 93.84%, iou: 88.69%, f1: 93.99% 853.80ms [EVAL] [276/276 step] loss: 0.9883, accu-50: 0.58%, iou: 0.59%, f1: 1.17%, 147.32ms
@20230617_1242 [EP 75/500] lr: 0.0069134170189499855, took: 0h:16m:52s, ETA: 4d:23h:28m:20s [TRAIN] loss: 0.0594, accu-50: 93.77%, iou: 88.81%, f1: 94.06% 851.53ms [EVAL] [276/276 step] loss: 0.2544, accu-50: 75.48%, iou: 59.71%, f1: 74.56%, 147.22ms
@20230617_1259 [EP 76/500] lr: 0.0068406229838728905, took: 0h:16m:52s, ETA: 4d:23h:11m:28s [TRAIN] loss: 0.0590, accu-50: 93.94%, iou: 88.88%, f1: 94.10% 853.27ms [EVAL] [276/276 step] loss: 0.9045, accu-50: 5.12%, iou: 5.09%, f1: 9.55%, 147.34ms
