

** [alpha] Launch Training on 20230717_1800
{
  "HOST": "alpha",
  "SAVE": true,
  "github_log": true,
  "architecture": "UNETR",
  "baseModel": "TRANSFORMER",
  "numGPUs": 4,
  "modelSize": [
    256,
    256
  ],
  "initialWeight": [
    null,
    null
  ],
  "num_epochs": 500,
  "image_size": 256,
  "num_layers": 12,
  "hidden_dim": 768,
  "mlp_dim": 3072,
  "num_heads": 12,
  "dropout_rate": 0.1,
  "num_patches": 256,
  "patch_size": 16,
  "num_channels": 3,
  "resume": false,
  "prevEPOCH": 172,
  "resumeWeight": "./model_weights/ResNet50/20230605_1912_DLV3PP_ResNet50_BEST_AUG/variables/variables",
  "augmentation": true,
  "temperature_shift": 15,
  "Flag": true,
  "p": 0.2,
  "acc_thresh": 0.5,
  "batch_size": 14,
  "lr_scheduling": "exp",
  "lr": 0.01,
  "decay_steps": 1.0,
  "train_annotation": "./Annotations/consolidate_train_db_20230711_1637.txt",
  "eval_annotation": "./Annotations/consolidate_eval_db_20230711_1637.txt",
  "exp_comment": "* Updated Annotations are used\n* Updated consolidate DB used (0711_1637 version) - Updated DB \n* This consolidate DB is updated from 0703_2119 version \n* 4 GPUs are used to train models\n",
  "isCompleted": false,
  "config": "Config/TRAIN_UNETR_NEWDB_20230711.yaml",
  "numTrainDB": 11530,
  "numEvalDB": 3524
}
@20230717_1806 @20230717_1806 [EP 1/500] lr: 0.009999999776482582, took: 311.22s (avg: 311.22s), ETA: 1d:19h:6m:29s [TRAIN] loss: 0.8394, iou: 0.0905, f1: 0.1606 [EVAL] loss: 0.9847, iou: 0.0077, f1: 0.0153
@20230717_1845 @20230717_1845 [EP 12/500] lr: 0.009038783609867096, took: 202.08s (avg: 202.08s), ETA: 1d:3h:22m:56s [TRAIN] loss: 0.3934, iou: 0.4420, f1: 0.6066 [EVAL] loss: 0.9345, iou: 0.0343, f1: 0.0655
@20230717_1849 @20230717_1849 [EP 13/500] lr: 0.00895612221211195, took: 202.21s (avg: 202.21s), ETA: 1d:3h:19m:34s [TRAIN] loss: 0.3906, iou: 0.4452, f1: 0.6094 [EVAL] loss: 0.9845, iou: 0.0079, f1: 0.0155
@20230717_1852 @20230717_1852 [EP 14/500] lr: 0.008874216116964817, took: 202.15s (avg: 202.15s), ETA: 1d:3h:16m:12s [TRAIN] loss: 0.3905, iou: 0.4458, f1: 0.6095 [EVAL] loss: 0.8872, iou: 0.0611, f1: 0.1128
@20230717_1856 @20230717_1856 [EP 15/500] lr: 0.008793058805167675, took: 202.39s (avg: 202.39s), ETA: 1d:3h:12m:50s [TRAIN] loss: 0.3730, iou: 0.4638, f1: 0.6270 [EVAL] loss: 0.9034, iou: 0.0521, f1: 0.0966
@20230717_1859 @20230717_1859 [EP 16/500] lr: 0.008712644688785076, took: 201.88s (avg: 201.88s), ETA: 1d:3h:1m:24s [TRAIN] loss: 0.3666, iou: 0.4704, f1: 0.6334 [EVAL] loss: 0.8743, iou: 0.0682, f1: 0.1257
@20230717_1902 @20230717_1902 [EP 17/500] lr: 0.008632965385913849, took: 201.98s (avg: 201.98s), ETA: 1d:2h:58m:3s [TRAIN] loss: 0.3542, iou: 0.4836, f1: 0.6458 [EVAL] loss: 0.8515, iou: 0.0817, f1: 0.1485
@20230717_1906 @20230717_1906 [EP 18/500] lr: 0.008554015308618546, took: 202.26s (avg: 202.26s), ETA: 1d:3h:2m:44s [TRAIN] loss: 0.3563, iou: 0.4816, f1: 0.6437 [EVAL] loss: 0.8687, iou: 0.0723, f1: 0.1313
@20230717_1909 @20230717_1909 [EP 19/500] lr: 0.008475786074995995, took: 202.46s (avg: 202.46s), ETA: 1d:2h:59m:22s [TRAIN] loss: 0.3470, iou: 0.4918, f1: 0.6530 [EVAL] loss: 0.8640, iou: 0.0754, f1: 0.1360
@20230717_1912 @20230717_1912 [EP 20/500] lr: 0.008398273028433323, took: 202.40s (avg: 202.40s), ETA: 1d:2h:56m:0s [TRAIN] loss: 0.3421, iou: 0.4971, f1: 0.6579 [EVAL] loss: 0.8862, iou: 0.0622, f1: 0.1138
@20230717_1916 @20230717_1916 [EP 21/500] lr: 0.008321468718349934, took: 202.36s (avg: 202.36s), ETA: 1d:2h:52m:38s [TRAIN] loss: 0.3406, iou: 0.4990, f1: 0.6594 [EVAL] loss: 0.7632, iou: 0.1378, f1: 0.2368
@20230717_1919 @20230717_1919 [EP 22/500] lr: 0.008245367556810379, took: 202.14s (avg: 202.14s), ETA: 1d:2h:49m:16s [TRAIN] loss: 0.3355, iou: 0.5043, f1: 0.6645 [EVAL] loss: 0.8815, iou: 0.0649, f1: 0.1185
@20230717_1923 @20230717_1923 [EP 23/500] lr: 0.008169961161911488, took: 202.03s (avg: 202.03s), ETA: 1d:2h:45m:54s [TRAIN] loss: 0.3333, iou: 0.5069, f1: 0.6667 [EVAL] loss: 0.9077, iou: 0.0498, f1: 0.0923
@20230717_1926 @20230717_1926 [EP 24/500] lr: 0.008095244877040386, took: 202.18s (avg: 202.18s), ETA: 1d:2h:42m:32s [TRAIN] loss: 0.3250, iou: 0.5150, f1: 0.6750 [EVAL] loss: 0.9776, iou: 0.0115, f1: 0.0224
@20230717_1930 @20230717_1930 [EP 25/500] lr: 0.008021212182939053, took: 207.39s (avg: 207.39s), ETA: 1d:3h:18m:45s [TRAIN] loss: 0.3202, iou: 0.5200, f1: 0.6798 [EVAL] loss: 0.7869, iou: 0.1219, f1: 0.2131
@20230717_1934 @20230717_1934 [EP 26/500] lr: 0.007947856560349464, took: 246.06s (avg: 246.06s), ETA: 1d:8h:23m:24s [TRAIN] loss: 0.3182, iou: 0.5221, f1: 0.6818 [EVAL] loss: 0.9526, iou: 0.0248, f1: 0.0474
@20230717_1938 @20230717_1938 [EP 27/500] lr: 0.0078751714900136, took: 236.89s (avg: 236.89s), ETA: 1d:7h:0m:28s [TRAIN] loss: 0.3347, iou: 0.5039, f1: 0.6653 [EVAL] loss: 0.8565, iou: 0.0789, f1: 0.1435
@20230717_1942 @20230717_1942 [EP 28/500] lr: 0.0078031509183347225, took: 238.33s (avg: 238.33s), ETA: 1d:7h:12m:16s [TRAIN] loss: 0.3120, iou: 0.5298, f1: 0.6880 [EVAL] loss: 0.5659, iou: 0.2815, f1: 0.4341
@20230717_1946 @20230717_1946 [EP 29/500] lr: 0.007731789257377386, took: 239.55s (avg: 239.55s), ETA: 1d:7h:16m:9s [TRAIN] loss: 0.3074, iou: 0.5344, f1: 0.6926 [EVAL] loss: 0.8724, iou: 0.0697, f1: 0.1276
@20230717_1950 @20230717_1950 [EP 30/500] lr: 0.007661079987883568, took: 235.67s (avg: 235.67s), ETA: 1d:6h:40m:50s [TRAIN] loss: 0.3074, iou: 0.5345, f1: 0.6926 [EVAL] loss: 0.6984, iou: 0.1812, f1: 0.3016
@20230717_1954 @20230717_1954 [EP 31/500] lr: 0.00759101752191782, took: 236.96s (avg: 236.96s), ETA: 1d:6h:44m:44s [TRAIN] loss: 0.2979, iou: 0.5452, f1: 0.7021 [EVAL] loss: 0.7841, iou: 0.1241, f1: 0.2159
@20230717_1958 @20230717_1958 [EP 32/500] lr: 0.007521595805883408, took: 238.96s (avg: 238.96s), ETA: 1d:6h:56m:24s [TRAIN] loss: 0.2947, iou: 0.5486, f1: 0.7053 [EVAL] loss: 0.6156, iou: 0.2416, f1: 0.3844
@20230717_2002 @20230717_2002 [EP 33/500] lr: 0.007452809251844883, took: 239.12s (avg: 239.12s), ETA: 1d:7h:0m:13s [TRAIN] loss: 0.2924, iou: 0.5514, f1: 0.7076 [EVAL] loss: 0.5119, iou: 0.3252, f1: 0.4881
@20230717_2006 @20230717_2006 [EP 34/500] lr: 0.007384651340544224, took: 236.52s (avg: 236.52s), ETA: 1d:6h:32m:56s [TRAIN] loss: 0.2898, iou: 0.5544, f1: 0.7102 [EVAL] loss: 0.8313, iou: 0.0946, f1: 0.1687
@20230717_2010 @20230717_2010 [EP 35/500] lr: 0.00731711694970727, took: 235.14s (avg: 235.14s), ETA: 1d:6h:21m:15s [TRAIN] loss: 0.2918, iou: 0.5526, f1: 0.7082 [EVAL] loss: 0.5748, iou: 0.2740, f1: 0.4252
@20230717_2013 @20230717_2013 [EP 36/500] lr: 0.007250200025737286, took: 235.38s (avg: 235.38s), ETA: 1d:6h:17m:20s [TRAIN] loss: 0.2877, iou: 0.5571, f1: 0.7123 [EVAL] loss: 0.8673, iou: 0.0725, f1: 0.1327
@20230717_2017 @20230717_2017 [EP 37/500] lr: 0.007183895446360111, took: 237.23s (avg: 237.23s), ETA: 1d:6h:28m:51s [TRAIN] loss: 0.2919, iou: 0.5521, f1: 0.7081 [EVAL] loss: 0.8658, iou: 0.0742, f1: 0.1342
@20230717_2021 @20230717_2021 [EP 38/500] lr: 0.0071181971579790115, took: 235.99s (avg: 235.99s), ETA: 1d:6h:9m:30s [TRAIN] loss: 0.2950, iou: 0.5488, f1: 0.7050 [EVAL] loss: 0.3655, iou: 0.4685, f1: 0.6345
@20230717_2025 @20230717_2025 [EP 39/500] lr: 0.0070530991069972515, took: 237.60s (avg: 237.60s), ETA: 1d:6h:20m:57s [TRAIN] loss: 0.2876, iou: 0.5572, f1: 0.7124 [EVAL] loss: 0.7643, iou: 0.1365, f1: 0.2357
@20230717_2029 @20230717_2029 [EP 40/500] lr: 0.006988597102463245, took: 233.49s (avg: 233.49s), ETA: 1d:5h:46m:20s [TRAIN] loss: 0.2820, iou: 0.5637, f1: 0.7180 [EVAL] loss: 0.6975, iou: 0.1801, f1: 0.3025
@20230717_2033 @20230717_2033 [EP 41/500] lr: 0.006924684625118971, took: 235.93s (avg: 235.93s), ETA: 1d:5h:57m:45s [TRAIN] loss: 0.2816, iou: 0.5645, f1: 0.7184 [EVAL] loss: 0.3895, iou: 0.4448, f1: 0.6105
@20230717_2037 @20230717_2037 [EP 42/500] lr: 0.0068613565526902676, took: 233.02s (avg: 233.02s), ETA: 1d:5h:38m:34s [TRAIN] loss: 0.2788, iou: 0.5679, f1: 0.7212 [EVAL] loss: 0.6211, iou: 0.2370, f1: 0.3789
@20230717_2041 @20230717_2041 [EP 43/500] lr: 0.006798607762902975, took: 206.70s (avg: 206.70s), ETA: 1d:2h:9m:2s [TRAIN] loss: 0.2696, iou: 0.5787, f1: 0.7304 [EVAL] loss: 0.5259, iou: 0.3156, f1: 0.4741
@20230717_2045 @20230717_2045 [EP 44/500] lr: 0.006736433133482933, took: 235.95s (avg: 235.95s), ETA: 1d:5h:46m:0s [TRAIN] loss: 0.2754, iou: 0.5722, f1: 0.7246 [EVAL] loss: 0.4869, iou: 0.3495, f1: 0.5131
@20230717_2048 @20230717_2048 [EP 45/500] lr: 0.0066748266108334064, took: 235.30s (avg: 235.30s), ETA: 1d:5h:42m:5s [TRAIN] loss: 0.2663, iou: 0.5830, f1: 0.7337 [EVAL] loss: 0.3455, iou: 0.4922, f1: 0.6545
@20230717_2052 @20230717_2052 [EP 46/500] lr: 0.0066137840040028095, took: 235.45s (avg: 235.45s), ETA: 1d:5h:38m:10s [TRAIN] loss: 0.2635, iou: 0.5863, f1: 0.7365 [EVAL] loss: 0.5014, iou: 0.3387, f1: 0.4986
@20230717_2056 @20230717_2056 [EP 47/500] lr: 0.006553299259394407, took: 236.00s (avg: 236.00s), ETA: 1d:5h:41m:48s [TRAIN] loss: 0.2658, iou: 0.5837, f1: 0.7342 [EVAL] loss: 0.3838, iou: 0.4552, f1: 0.6162
@20230717_2100 @20230717_2100 [EP 48/500] lr: 0.006493367720395327, took: 224.93s (avg: 224.93s), ETA: 1d:4h:7m:28s [TRAIN] loss: 0.2647, iou: 0.5850, f1: 0.7353 [EVAL] loss: 0.5825, iou: 0.2694, f1: 0.4175
@20230717_2104 @20230717_2104 [EP 49/500] lr: 0.006433984264731407, took: 202.37s (avg: 202.37s), ETA: 1d:1h:18m:22s [TRAIN] loss: 0.2616, iou: 0.5887, f1: 0.7384 [EVAL] loss: 0.6598, iou: 0.2090, f1: 0.3402
@20230717_2107 @20230717_2107 [EP 50/500] lr: 0.006375144235789776, took: 205.59s (avg: 205.59s), ETA: 1d:1h:37m:30s [TRAIN] loss: 0.2650, iou: 0.5847, f1: 0.7350 [EVAL] loss: 0.8764, iou: 0.0680, f1: 0.1236
@20230717_2110 @20230717_2110 [EP 51/500] lr: 0.006316841579973698, took: 202.30s (avg: 202.30s), ETA: 1d:1h:11m:38s [TRAIN] loss: 0.2582, iou: 0.5932, f1: 0.7418 [EVAL] loss: 0.8509, iou: 0.0836, f1: 0.1491
@20230717_2114 @20230717_2114 [EP 52/500] lr: 0.006259072571992874, took: 202.44s (avg: 202.44s), ETA: 1d:1h:8m:16s [TRAIN] loss: 0.2561, iou: 0.5959, f1: 0.7439 [EVAL] loss: 0.5866, iou: 0.2641, f1: 0.4134
@20230717_2117 @20230717_2117 [EP 53/500] lr: 0.006201832089573145, took: 202.40s (avg: 202.40s), ETA: 1d:1h:4m:54s [TRAIN] loss: 0.2538, iou: 0.5986, f1: 0.7462 [EVAL] loss: 0.5578, iou: 0.2882, f1: 0.4422
@20230717_2121 @20230717_2121 [EP 54/500] lr: 0.00614511501044035, took: 202.57s (avg: 202.57s), ETA: 1d:1h:1m:32s [TRAIN] loss: 0.2581, iou: 0.5933, f1: 0.7419 [EVAL] loss: 0.5769, iou: 0.2721, f1: 0.4231
@20230717_2124 @20230717_2124 [EP 55/500] lr: 0.006088916212320328, took: 202.24s (avg: 202.24s), ETA: 1d:0h:58m:10s [TRAIN] loss: 0.2528, iou: 0.5997, f1: 0.7472 [EVAL] loss: 0.3676, iou: 0.4744, f1: 0.6324
@20230717_2127 @20230717_2127 [EP 56/500] lr: 0.006033231504261494, took: 202.37s (avg: 202.37s), ETA: 1d:0h:54m:48s [TRAIN] loss: 0.2542, iou: 0.5981, f1: 0.7458 [EVAL] loss: 0.3606, iou: 0.4750, f1: 0.6394
@20230717_2131 @20230717_2131 [EP 57/500] lr: 0.005978056229650974, took: 202.38s (avg: 202.38s), ETA: 1d:0h:51m:26s [TRAIN] loss: 0.2702, iou: 0.5786, f1: 0.7298 [EVAL] loss: 0.5530, iou: 0.2920, f1: 0.4470
@20230717_2134 @20230717_2134 [EP 58/500] lr: 0.0059233857318758965, took: 202.47s (avg: 202.47s), ETA: 1d:0h:48m:4s [TRAIN] loss: 0.2653, iou: 0.5844, f1: 0.7347 [EVAL] loss: 0.6104, iou: 0.2444, f1: 0.3896
@20230717_2138 @20230717_2138 [EP 59/500] lr: 0.0058692148886621, took: 202.07s (avg: 202.07s), ETA: 1d:0h:44m:42s [TRAIN] loss: 0.2645, iou: 0.5852, f1: 0.7355 [EVAL] loss: 0.5081, iou: 0.3319, f1: 0.4919
@20230717_2141 @20230717_2141 [EP 60/500] lr: 0.005815539509057999, took: 202.40s (avg: 202.40s), ETA: 1d:0h:41m:20s [TRAIN] loss: 0.2529, iou: 0.5997, f1: 0.7471 [EVAL] loss: 0.6654, iou: 0.2061, f1: 0.3346
@20230717_2144 @20230717_2144 [EP 61/500] lr: 0.00576235493645072, took: 202.20s (avg: 202.20s), ETA: 1d:0h:37m:58s [TRAIN] loss: 0.2488, iou: 0.6051, f1: 0.7512 [EVAL] loss: 0.5032, iou: 0.3356, f1: 0.4968
@20230717_2148 @20230717_2148 [EP 62/500] lr: 0.00570965651422739, took: 202.26s (avg: 202.26s), ETA: 1d:0h:34m:36s [TRAIN] loss: 0.2461, iou: 0.6085, f1: 0.7539 [EVAL] loss: 0.5715, iou: 0.2773, f1: 0.4285
@20230717_2151 @20230717_2151 [EP 63/500] lr: 0.0056574405170977116, took: 202.24s (avg: 202.24s), ETA: 1d:0h:31m:14s [TRAIN] loss: 0.2459, iou: 0.6085, f1: 0.7541 [EVAL] loss: 0.3175, iou: 0.5292, f1: 0.6825
@20230717_2155 @20230717_2155 [EP 64/500] lr: 0.005605701822787523, took: 202.43s (avg: 202.43s), ETA: 1d:0h:27m:52s [TRAIN] loss: 0.2442, iou: 0.6105, f1: 0.7558 [EVAL] loss: 0.4540, iou: 0.3913, f1: 0.5460
@20230717_2158 @20230717_2158 [EP 65/500] lr: 0.00555443624034524, took: 202.04s (avg: 202.04s), ETA: 1d:0h:24m:30s [TRAIN] loss: 0.2374, iou: 0.6194, f1: 0.7626 [EVAL] loss: 0.4367, iou: 0.3965, f1: 0.5633
@20230717_2201 @20230717_2201 [EP 66/500] lr: 0.005503639578819275, took: 202.11s (avg: 202.11s), ETA: 1d:0h:21m:8s [TRAIN] loss: 0.2392, iou: 0.6171, f1: 0.7608 [EVAL] loss: 0.3499, iou: 0.4885, f1: 0.6501
@20230717_2205 @20230717_2205 [EP 67/500] lr: 0.005453307647258043, took: 201.93s (avg: 201.93s), ETA: 1d:0h:10m:33s [TRAIN] loss: 0.2393, iou: 0.6174, f1: 0.7607 [EVAL] loss: 0.4277, iou: 0.4065, f1: 0.5723
@20230717_2208 @20230717_2208 [EP 68/500] lr: 0.005403435789048672, took: 202.35s (avg: 202.35s), ETA: 1d:0h:14m:24s [TRAIN] loss: 0.2357, iou: 0.6214, f1: 0.7643 [EVAL] loss: 0.3671, iou: 0.4713, f1: 0.6329
@20230717_2211 @20230717_2211 [EP 69/500] lr: 0.005354020278900862, took: 202.04s (avg: 202.04s), ETA: 1d:0h:11m:2s [TRAIN] loss: 0.2333, iou: 0.6249, f1: 0.7667 [EVAL] loss: 0.5155, iou: 0.3250, f1: 0.4845
@20230717_2215 @20230717_2215 [EP 70/500] lr: 0.00530505646020174, took: 202.17s (avg: 202.17s), ETA: 1d:0h:7m:40s [TRAIN] loss: 0.2356, iou: 0.6219, f1: 0.7644 [EVAL] loss: 0.4499, iou: 0.3842, f1: 0.5501
@20230717_2218 @20230717_2218 [EP 71/500] lr: 0.0052565401419997215, took: 201.87s (avg: 201.87s), ETA: 0d:23h:57m:9s [TRAIN] loss: 0.2336, iou: 0.6243, f1: 0.7664 [EVAL] loss: 0.3991, iou: 0.4377, f1: 0.6009
@20230717_2222 @20230717_2222 [EP 72/500] lr: 0.005208468064665794, took: 202.28s (avg: 202.28s), ETA: 1d:0h:0m:56s [TRAIN] loss: 0.2283, iou: 0.6314, f1: 0.7717 [EVAL] loss: 0.3236, iou: 0.5178, f1: 0.6764
@20230717_2226 @20230717_2226 [EP 73/500] lr: 0.005160835105925798, took: 202.42s (avg: 202.42s), ETA: 0d:23h:57m:34s [TRAIN] loss: 0.2304, iou: 0.6289, f1: 0.7696 [EVAL] loss: 0.3533, iou: 0.4843, f1: 0.6467
@20230717_2229 @20230717_2229 [EP 74/500] lr: 0.0051136380061507225, took: 202.55s (avg: 202.55s), ETA: 0d:23h:54m:12s [TRAIN] loss: 0.2281, iou: 0.6317, f1: 0.7719 [EVAL] loss: 0.4906, iou: 0.3474, f1: 0.5094
@20230717_2233 @20230717_2233 [EP 75/500] lr: 0.005066872574388981, took: 202.36s (avg: 202.36s), ETA: 0d:23h:50m:50s [TRAIN] loss: 0.2268, iou: 0.6334, f1: 0.7732 [EVAL] loss: 0.3395, iou: 0.5003, f1: 0.6605
@20230717_2236 @20230717_2236 [EP 76/500] lr: 0.005020535085350275, took: 202.18s (avg: 202.18s), ETA: 0d:23h:47m:28s [TRAIN] loss: 0.2270, iou: 0.6330, f1: 0.7730 [EVAL] loss: 0.2948, iou: 0.5518, f1: 0.7052
@20230717_2240 @20230717_2240 [EP 77/500] lr: 0.004974620882421732, took: 202.75s (avg: 202.75s), ETA: 0d:23h:44m:6s [TRAIN] loss: 0.2274, iou: 0.6327, f1: 0.7726 [EVAL] loss: 0.3266, iou: 0.5175, f1: 0.6734
@20230717_2243 @20230717_2243 [EP 78/500] lr: 0.0049291267059743404, took: 202.63s (avg: 202.63s), ETA: 0d:23h:40m:44s [TRAIN] loss: 0.2237, iou: 0.6374, f1: 0.7763 [EVAL] loss: 0.4163, iou: 0.4196, f1: 0.5837
@20230717_2247 @20230717_2246 [EP 79/500] lr: 0.004884048830717802, took: 202.67s (avg: 202.67s), ETA: 0d:23h:37m:22s [TRAIN] loss: 0.2227, iou: 0.6387, f1: 0.7773 [EVAL] loss: 0.5050, iou: 0.3335, f1: 0.4950
@20230717_2250 @20230717_2250 [EP 80/500] lr: 0.004839383065700531, took: 202.47s (avg: 202.47s), ETA: 0d:23h:34m:0s [TRAIN] loss: 0.2257, iou: 0.6347, f1: 0.7743 [EVAL] loss: 0.4183, iou: 0.4170, f1: 0.5817
@20230717_2253 @20230717_2253 [EP 81/500] lr: 0.004795125685632229, took: 202.51s (avg: 202.51s), ETA: 0d:23h:30m:38s [TRAIN] loss: 0.2219, iou: 0.6399, f1: 0.7781 [EVAL] loss: 0.2882, iou: 0.5606, f1: 0.7118
@20230717_2257 @20230717_2257 [EP 82/500] lr: 0.004751272965222597, took: 202.37s (avg: 202.37s), ETA: 0d:23h:27m:16s [TRAIN] loss: 0.2192, iou: 0.6434, f1: 0.7808 [EVAL] loss: 0.4034, iou: 0.4311, f1: 0.5966
@20230717_2300 @20230717_2300 [EP 83/500] lr: 0.004707821644842625, took: 202.47s (avg: 202.47s), ETA: 0d:23h:23m:54s [TRAIN] loss: 0.2168, iou: 0.6467, f1: 0.7832 [EVAL] loss: 0.3447, iou: 0.4945, f1: 0.6553
@20230717_2304 @20230717_2304 [EP 84/500] lr: 0.004664767533540726, took: 202.31s (avg: 202.31s), ETA: 0d:23h:20m:32s [TRAIN] loss: 0.2163, iou: 0.6474, f1: 0.7837 [EVAL] loss: 0.3880, iou: 0.4470, f1: 0.6120
@20230717_2307 @20230717_2307 [EP 85/500] lr: 0.004622106906026602, took: 202.37s (avg: 202.37s), ETA: 0d:23h:17m:10s [TRAIN] loss: 0.2174, iou: 0.6456, f1: 0.7826 [EVAL] loss: 0.3739, iou: 0.4619, f1: 0.6261
@20230717_2311 @20230717_2311 [EP 86/500] lr: 0.004579836968332529, took: 202.32s (avg: 202.32s), ETA: 0d:23h:13m:48s [TRAIN] loss: 0.2213, iou: 0.6407, f1: 0.7787 [EVAL] loss: 0.5524, iou: 0.2937, f1: 0.4476
@20230717_2314 @20230717_2314 [EP 87/500] lr: 0.0045379530638456345, took: 202.53s (avg: 202.53s), ETA: 0d:23h:10m:26s [TRAIN] loss: 0.2162, iou: 0.6475, f1: 0.7838 [EVAL] loss: 0.2871, iou: 0.5612, f1: 0.7129
@20230717_2318 @20230717_2318 [EP 88/500] lr: 0.004496452398598194, took: 202.32s (avg: 202.32s), ETA: 0d:23h:7m:4s [TRAIN] loss: 0.2146, iou: 0.6496, f1: 0.7854 [EVAL] loss: 0.2681, iou: 0.5853, f1: 0.7319
@20230717_2321 @20230717_2321 [EP 89/500] lr: 0.00445533124729991, took: 202.52s (avg: 202.52s), ETA: 0d:23h:3m:42s [TRAIN] loss: 0.2127, iou: 0.6522, f1: 0.7873 [EVAL] loss: 0.4049, iou: 0.4296, f1: 0.5951
@20230717_2325 @20230717_2325 [EP 90/500] lr: 0.00441458635032177, took: 202.22s (avg: 202.22s), ETA: 0d:23h:0m:20s [TRAIN] loss: 0.2097, iou: 0.6563, f1: 0.7903 [EVAL] loss: 0.2820, iou: 0.5661, f1: 0.7180
@20230717_2328 @20230717_2328 [EP 91/500] lr: 0.004374213516712189, took: 202.13s (avg: 202.13s), ETA: 0d:22h:56m:58s [TRAIN] loss: 0.2107, iou: 0.6551, f1: 0.7893 [EVAL] loss: 0.3237, iou: 0.5176, f1: 0.6763
