

** [alpha] Launch Training on 20230810_1711
{
  "HOST": "alpha",
  "SAVE": true,
  "github_log": true,
  "plot": true,
  "architecture": "DLV3+",
  "baseModel": "ResNet50",
  "gpuIDs": "0,1,2,3",
  "modelSize": [
    512,
    512
  ],
  "initialWeight": [
    null,
    null
  ],
  "num_epochs": 500,
  "resume": false,
  "prevEPOCH": 172,
  "resumeWeight": "./model_weights/ResNet50/20230605_1912_DLV3PP_ResNet50_BEST_AUG/variables/variables",
  "augmentation": true,
  "temperature_shift": 15,
  "Flag": true,
  "p": 0.2,
  "acc_thresh": 0.5,
  "batch_size": 14,
  "optimizer": "Adam",
  "loss": "combined_loss",
  "early_stop": false,
  "lr_scheduling": "exp",
  "lr": 0.0008,
  "stepwise_scheduling": true,
  "decay_steps": 1.0,
  "train_annotation": "./Annotations/consolidate_train_db_20230808_1942.txt",
  "eval_annotation": "./Annotations/consolidate_eval_db_20230808_1942.txt",
  "exp_comment": "* Updated Annotations are used\n* Updated consolidate DB used (20230808_1942 version) - Updated DB \n* 4 GPUs are used to train models\n* It's observed that initLr = 0.008 (stepwise) doesn't show good convergence. \n* So, new experiments on LR have been initiated. \n*   1st (0809_1052):    lr  0.004 : Doesn't seem to work\n*   2nd (0809_1202):    lr  0.001 \n* To improve the accuracy, we perform experiments on loss functions:\n*    We compare: dice loss only vs combined_loss (dice_loss (.7) + focal loss (.3) )\n*                For focal loss alpha of 0.25 and gamma of 2.0, lambda_weight of .3 are used \n*      lr (0810_1613) : 0.001\n*      lr (0810_1711): 0.0008\n",
  "numGPUs": 4,
  "finalEPOCH": 0,
  "isCompleted": false,
  "config": "Config/TRAIN_DLV3_ResNet50_NEWDB_20230808.yaml",
  "numTrainDB": 11830,
  "numEvalDB": 3600
}
@20230810_1713 @20230810_1713 [EP 1/500] lr: 0.0007867820095270872, took: 114.79s (avg: 114.79s), ETA: 0d:15h:48m:6s [TRAIN] loss: 0.2679, iou: 0.5140, f1: 0.6315 [EVAL] loss: 0.7093, iou: 0.0001, f1: 0.0001
@20230810_1726 @20230810_1726 [EP 12/500] lr: 0.000665291678160429, took: 61.70s (avg: 61.70s), ETA: 0d:8h:16m:8s [TRAIN] loss: 0.0627, iou: 0.8559, f1: 0.9220 [EVAL] loss: 0.2277, iou: 0.5276, f1: 0.6867
@20230810_1727 @20230810_1727 [EP 13/500] lr: 0.0006560818874277174, took: 61.72s (avg: 61.72s), ETA: 0d:8h:15m:7s [TRAIN] loss: 0.0629, iou: 0.8552, f1: 0.9216 [EVAL] loss: 0.1153, iou: 0.7357, f1: 0.8466
@20230810_1728 @20230810_1728 [EP 14/500] lr: 0.0006471234955824912, took: 61.79s (avg: 61.79s), ETA: 0d:8h:14m:6s [TRAIN] loss: 0.0598, iou: 0.8629, f1: 0.9261 [EVAL] loss: 0.0972, iou: 0.7749, f1: 0.8724
@20230810_1729 @20230810_1729 [EP 15/500] lr: 0.0006384065491147339, took: 61.74s (avg: 61.74s), ETA: 0d:8h:13m:5s [TRAIN] loss: 0.0575, iou: 0.8685, f1: 0.9294 [EVAL] loss: 0.1601, iou: 0.6473, f1: 0.7829
@20230810_1730 @20230810_1730 [EP 16/500] lr: 0.0006299212691374123, took: 61.75s (avg: 61.75s), ETA: 0d:8h:12m:4s [TRAIN] loss: 0.0567, iou: 0.8704, f1: 0.9305 [EVAL] loss: 0.2273, iou: 0.5314, f1: 0.6873
@20230810_1731 @20230810_1731 [EP 17/500] lr: 0.0006216585752554238, took: 61.66s (avg: 61.66s), ETA: 0d:8h:11m:3s [TRAIN] loss: 0.0546, iou: 0.8755, f1: 0.9334 [EVAL] loss: 0.1122, iou: 0.7432, f1: 0.8511
@20230810_1732 @20230810_1732 [EP 18/500] lr: 0.0006136098527349532, took: 61.79s (avg: 61.79s), ETA: 0d:8h:10m:2s [TRAIN] loss: 0.0529, iou: 0.8798, f1: 0.9358 [EVAL] loss: 0.1466, iou: 0.6765, f1: 0.8022
@20230810_1733 @20230810_1733 [EP 19/500] lr: 0.0006057668360881507, took: 61.73s (avg: 61.73s), ETA: 0d:8h:9m:1s [TRAIN] loss: 0.0525, iou: 0.8809, f1: 0.9364 [EVAL] loss: 0.1517, iou: 0.6625, f1: 0.7951
@20230810_1734 @20230810_1734 [EP 20/500] lr: 0.0005981219001114368, took: 61.72s (avg: 61.72s), ETA: 0d:8h:8m:0s [TRAIN] loss: 0.0533, iou: 0.8789, f1: 0.9353 [EVAL] loss: 0.1506, iou: 0.6644, f1: 0.7964
@20230810_1735 @20230810_1735 [EP 21/500] lr: 0.0005906674196012318, took: 61.77s (avg: 61.77s), ETA: 0d:8h:6m:59s [TRAIN] loss: 0.0534, iou: 0.8785, f1: 0.9351 [EVAL] loss: 0.1214, iou: 0.7240, f1: 0.8381
@20230810_1736 @20230810_1736 [EP 22/500] lr: 0.0005833965260535479, took: 61.57s (avg: 61.57s), ETA: 0d:8h:5m:58s [TRAIN] loss: 0.0547, iou: 0.8755, f1: 0.9334 [EVAL] loss: 0.1000, iou: 0.7686, f1: 0.8683
@20230810_1737 @20230810_1737 [EP 23/500] lr: 0.0005763024091720581, took: 61.87s (avg: 61.87s), ETA: 0d:8h:4m:57s [TRAIN] loss: 0.0540, iou: 0.8771, f1: 0.9343 [EVAL] loss: 0.1528, iou: 0.6597, f1: 0.7933
@20230810_1738 @20230810_1738 [EP 24/500] lr: 0.0005693787825293839, took: 61.58s (avg: 61.58s), ETA: 0d:8h:3m:56s [TRAIN] loss: 0.0522, iou: 0.8817, f1: 0.9369 [EVAL] loss: 0.1218, iou: 0.7218, f1: 0.8373
@20230810_1739 @20230810_1739 [EP 25/500] lr: 0.0005626195343211293, took: 61.73s (avg: 61.73s), ETA: 0d:8h:2m:55s [TRAIN] loss: 0.0488, iou: 0.8902, f1: 0.9417 [EVAL] loss: 0.1278, iou: 0.7095, f1: 0.8289
@20230810_1741 @20230810_1741 [EP 26/500] lr: 0.000556018843781203, took: 61.82s (avg: 61.82s), ETA: 0d:8h:1m:54s [TRAIN] loss: 0.0476, iou: 0.8932, f1: 0.9434 [EVAL] loss: 0.1629, iou: 0.6406, f1: 0.7788
@20230810_1742 @20230810_1742 [EP 27/500] lr: 0.0005495712975971401, took: 61.61s (avg: 61.61s), ETA: 0d:8h:0m:53s [TRAIN] loss: 0.0477, iou: 0.8929, f1: 0.9432 [EVAL] loss: 0.1285, iou: 0.7086, f1: 0.8278
@20230810_1743 @20230810_1743 [EP 28/500] lr: 0.0005432715406641364, took: 61.66s (avg: 61.66s), ETA: 0d:7h:59m:52s [TRAIN] loss: 0.0483, iou: 0.8914, f1: 0.9424 [EVAL] loss: 0.1193, iou: 0.7274, f1: 0.8409
@20230810_1744 @20230810_1744 [EP 29/500] lr: 0.0005371146253310144, took: 61.68s (avg: 61.68s), ETA: 0d:7h:58m:51s [TRAIN] loss: 0.0506, iou: 0.8855, f1: 0.9391 [EVAL] loss: 0.0859, iou: 0.8006, f1: 0.8886
@20230810_1745 @20230810_1745 [EP 30/500] lr: 0.0005310956621542573, took: 61.72s (avg: 61.72s), ETA: 0d:7h:57m:50s [TRAIN] loss: 0.0502, iou: 0.8866, f1: 0.9397 [EVAL] loss: 0.0799, iou: 0.8143, f1: 0.8971
@20230810_1746 @20230810_1746 [EP 31/500] lr: 0.000525210052728653, took: 61.49s (avg: 61.49s), ETA: 0d:7h:56m:49s [TRAIN] loss: 0.0471, iou: 0.8944, f1: 0.9441 [EVAL] loss: 0.1083, iou: 0.7511, f1: 0.8566
@20230810_1747 @20230810_1747 [EP 32/500] lr: 0.0005194534896872938, took: 61.68s (avg: 61.68s), ETA: 0d:7h:55m:48s [TRAIN] loss: 0.0449, iou: 0.9000, f1: 0.9472 [EVAL] loss: 0.0781, iou: 0.8188, f1: 0.8997
@20230810_1749 @20230810_1749 [EP 33/500] lr: 0.000513821782078594, took: 61.65s (avg: 61.65s), ETA: 0d:7h:54m:47s [TRAIN] loss: 0.0436, iou: 0.9032, f1: 0.9490 [EVAL] loss: 0.1444, iou: 0.6770, f1: 0.8052
@20230810_1750 @20230810_1750 [EP 34/500] lr: 0.0005083108553662896, took: 61.53s (avg: 61.53s), ETA: 0d:7h:53m:46s [TRAIN] loss: 0.0443, iou: 0.9015, f1: 0.9481 [EVAL] loss: 0.0871, iou: 0.7980, f1: 0.8868
@20230810_1751 @20230810_1751 [EP 35/500] lr: 0.0005029168678447604, took: 61.72s (avg: 61.72s), ETA: 0d:7h:52m:45s [TRAIN] loss: 0.0445, iou: 0.9010, f1: 0.9478 [EVAL] loss: 0.1046, iou: 0.7589, f1: 0.8619
@20230810_1752 @20230810_1752 [EP 36/500] lr: 0.0004976362106390297, took: 61.57s (avg: 61.57s), ETA: 0d:7h:51m:44s [TRAIN] loss: 0.0438, iou: 0.9028, f1: 0.9488 [EVAL] loss: 0.0797, iou: 0.8152, f1: 0.8975
@20230810_1753 @20230810_1753 [EP 37/500] lr: 0.000492465274874121, took: 61.67s (avg: 61.67s), ETA: 0d:7h:50m:43s [TRAIN] loss: 0.0449, iou: 0.9001, f1: 0.9473 [EVAL] loss: 0.4378, iou: 0.2726, f1: 0.4030
@20230810_1754 @20230810_1754 [EP 38/500] lr: 0.0004874006554018706, took: 61.68s (avg: 61.68s), ETA: 0d:7h:49m:42s [TRAIN] loss: 0.0457, iou: 0.8980, f1: 0.9461 [EVAL] loss: 0.0889, iou: 0.7940, f1: 0.8842
@20230810_1755 @20230810_1755 [EP 39/500] lr: 0.00048243917990475893, took: 61.67s (avg: 61.67s), ETA: 0d:7h:48m:41s [TRAIN] loss: 0.0460, iou: 0.8973, f1: 0.9457 [EVAL] loss: 0.0705, iou: 0.8364, f1: 0.9105
@20230810_1756 @20230810_1756 [EP 40/500] lr: 0.00047757767606526613, took: 61.54s (avg: 61.54s), ETA: 0d:7h:47m:40s [TRAIN] loss: 0.0458, iou: 0.8978, f1: 0.9460 [EVAL] loss: 0.1344, iou: 0.6963, f1: 0.8194
@20230810_1757 @20230810_1757 [EP 41/500] lr: 0.0004728132043965161, took: 61.66s (avg: 61.66s), ETA: 0d:7h:46m:39s [TRAIN] loss: 0.0434, iou: 0.9039, f1: 0.9494 [EVAL] loss: 0.0703, iou: 0.8370, f1: 0.9108
@20230810_1759 @20230810_1759 [EP 42/500] lr: 0.0004681428545154631, took: 61.78s (avg: 61.78s), ETA: 0d:7h:45m:38s [TRAIN] loss: 0.0414, iou: 0.9089, f1: 0.9521 [EVAL] loss: 0.1296, iou: 0.7070, f1: 0.8263
@20230810_1800 @20230810_1800 [EP 43/500] lr: 0.00046356386155821383, took: 61.72s (avg: 61.72s), ETA: 0d:7h:44m:37s [TRAIN] loss: 0.0409, iou: 0.9103, f1: 0.9529 [EVAL] loss: 0.0691, iou: 0.8397, f1: 0.9124
@20230810_1801 @20230810_1801 [EP 44/500] lr: 0.00045907357707619667, took: 61.63s (avg: 61.63s), ETA: 0d:7h:43m:36s [TRAIN] loss: 0.0413, iou: 0.9093, f1: 0.9524 [EVAL] loss: 0.0692, iou: 0.8397, f1: 0.9124
@20230810_1802 @20230810_1802 [EP 45/500] lr: 0.00045466943993233144, took: 61.77s (avg: 61.77s), ETA: 0d:7h:42m:35s [TRAIN] loss: 0.0415, iou: 0.9086, f1: 0.9520 [EVAL] loss: 0.0633, iou: 0.8539, f1: 0.9207
@20230810_1803 @20230810_1803 [EP 46/500] lr: 0.0004503489763010293, took: 61.68s (avg: 61.68s), ETA: 0d:7h:41m:34s [TRAIN] loss: 0.0412, iou: 0.9094, f1: 0.9524 [EVAL] loss: 0.0919, iou: 0.7872, f1: 0.8801
@20230810_1805 @20230810_1805 [EP 47/500] lr: 0.00044610988697968423, took: 61.74s (avg: 61.74s), ETA: 0d:7h:40m:33s [TRAIN] loss: 0.0413, iou: 0.9093, f1: 0.9524 [EVAL] loss: 0.0728, iou: 0.8310, f1: 0.9073
@20230810_1806 @20230810_1806 [EP 48/500] lr: 0.0004419498727656901, took: 61.71s (avg: 61.71s), ETA: 0d:7h:39m:32s [TRAIN] loss: 0.0412, iou: 0.9095, f1: 0.9524 [EVAL] loss: 0.0691, iou: 0.8399, f1: 0.9125
@20230810_1807 @20230810_1807 [EP 49/500] lr: 0.0004378666926641017, took: 62.69s (avg: 62.69s), ETA: 0d:7h:46m:2s [TRAIN] loss: 0.0413, iou: 0.9092, f1: 0.9523 [EVAL] loss: 0.0664, iou: 0.8461, f1: 0.9162
@20230810_1808 @20230810_1808 [EP 50/500] lr: 0.0004338582803029567, took: 61.60s (avg: 61.60s), ETA: 0d:7h:37m:30s [TRAIN] loss: 0.0411, iou: 0.9098, f1: 0.9526 [EVAL] loss: 0.0809, iou: 0.8123, f1: 0.8958
@20230810_1809 @20230810_1809 [EP 51/500] lr: 0.00042992259841412306, took: 61.88s (avg: 61.88s), ETA: 0d:7h:36m:29s [TRAIN] loss: 0.0408, iou: 0.9105, f1: 0.9530 [EVAL] loss: 0.0786, iou: 0.8178, f1: 0.8989
@20230810_1810 @20230810_1810 [EP 52/500] lr: 0.00042605766793712974, took: 61.63s (avg: 61.63s), ETA: 0d:7h:35m:28s [TRAIN] loss: 0.0401, iou: 0.9124, f1: 0.9540 [EVAL] loss: 0.0775, iou: 0.8202, f1: 0.9006
@20230810_1811 @20230810_1811 [EP 53/500] lr: 0.00042226159712299705, took: 61.69s (avg: 61.69s), ETA: 0d:7h:34m:27s [TRAIN] loss: 0.0399, iou: 0.9129, f1: 0.9543 [EVAL] loss: 0.0754, iou: 0.8252, f1: 0.9036
@20230810_1812 @20230810_1812 [EP 54/500] lr: 0.00041853258153423667, took: 61.78s (avg: 61.78s), ETA: 0d:7h:33m:26s [TRAIN] loss: 0.0397, iou: 0.9134, f1: 0.9546 [EVAL] loss: 0.0894, iou: 0.7928, f1: 0.8836
@20230810_1813 @20230810_1813 [EP 55/500] lr: 0.0004148688749410212, took: 61.75s (avg: 61.75s), ETA: 0d:7h:32m:25s [TRAIN] loss: 0.0397, iou: 0.9134, f1: 0.9546 [EVAL] loss: 0.0728, iou: 0.8314, f1: 0.9073
@20230810_1814 @20230810_1814 [EP 56/500] lr: 0.00041126873111352324, took: 61.92s (avg: 61.92s), ETA: 0d:7h:31m:24s [TRAIN] loss: 0.0390, iou: 0.9152, f1: 0.9556 [EVAL] loss: 0.0689, iou: 0.8404, f1: 0.9129
@20230810_1815 @20230810_1815 [EP 57/500] lr: 0.00040773054934106767, took: 61.78s (avg: 61.78s), ETA: 0d:7h:30m:23s [TRAIN] loss: 0.0391, iou: 0.9149, f1: 0.9555 [EVAL] loss: 0.0710, iou: 0.8354, f1: 0.9098
@20230810_1816 @20230810_1816 [EP 58/500] lr: 0.00040425272891297936, took: 61.66s (avg: 61.66s), ETA: 0d:7h:29m:22s [TRAIN] loss: 0.0392, iou: 0.9147, f1: 0.9553 [EVAL] loss: 0.0781, iou: 0.8188, f1: 0.8997
@20230810_1817 @20230810_1817 [EP 59/500] lr: 0.00040083369822241366, took: 61.69s (avg: 61.69s), ETA: 0d:7h:28m:21s [TRAIN] loss: 0.0384, iou: 0.9168, f1: 0.9565 [EVAL] loss: 0.0707, iou: 0.8365, f1: 0.9103
@20230810_1818 @20230810_1818 [EP 60/500] lr: 0.00039747206028550863, took: 61.69s (avg: 61.69s), ETA: 0d:7h:27m:20s [TRAIN] loss: 0.0374, iou: 0.9194, f1: 0.9579 [EVAL] loss: 0.0966, iou: 0.7775, f1: 0.8734
@20230810_1819 @20230810_1819 [EP 61/500] lr: 0.00039416630170308053, took: 61.72s (avg: 61.72s), ETA: 0d:7h:26m:19s [TRAIN] loss: 0.0369, iou: 0.9205, f1: 0.9585 [EVAL] loss: 0.0734, iou: 0.8302, f1: 0.9063
@20230810_1820 @20230810_1820 [EP 62/500] lr: 0.00039091508369892836, took: 61.68s (avg: 61.68s), ETA: 0d:7h:25m:18s [TRAIN] loss: 0.0375, iou: 0.9190, f1: 0.9577 [EVAL] loss: 0.0702, iou: 0.8373, f1: 0.9110
@20230810_1821 @20230810_1821 [EP 63/500] lr: 0.0003877170674968511, took: 61.64s (avg: 61.64s), ETA: 0d:7h:24m:17s [TRAIN] loss: 0.0374, iou: 0.9193, f1: 0.9579 [EVAL] loss: 0.0725, iou: 0.8318, f1: 0.9077
@20230810_1822 @20230810_1822 [EP 64/500] lr: 0.0003845709434244782, took: 61.75s (avg: 61.75s), ETA: 0d:7h:23m:16s [TRAIN] loss: 0.0373, iou: 0.9196, f1: 0.9580 [EVAL] loss: 0.0863, iou: 0.7998, f1: 0.8880
@20230810_1824 @20230810_1824 [EP 65/500] lr: 0.0003814755182247609, took: 61.67s (avg: 61.67s), ETA: 0d:7h:22m:15s [TRAIN] loss: 0.0373, iou: 0.9194, f1: 0.9579 [EVAL] loss: 0.0712, iou: 0.8349, f1: 0.9095
@20230810_1825 @20230810_1825 [EP 66/500] lr: 0.0003784294822253287, took: 61.67s (avg: 61.67s), ETA: 0d:7h:21m:14s [TRAIN] loss: 0.0370, iou: 0.9204, f1: 0.9585 [EVAL] loss: 0.0739, iou: 0.8286, f1: 0.9058
@20230810_1826 @20230810_1826 [EP 67/500] lr: 0.0003754317294806242, took: 61.63s (avg: 61.63s), ETA: 0d:7h:20m:13s [TRAIN] loss: 0.0361, iou: 0.9226, f1: 0.9597 [EVAL] loss: 0.0637, iou: 0.8532, f1: 0.9204
@20230810_1827 @20230810_1827 [EP 68/500] lr: 0.00037248109583742917, took: 61.60s (avg: 61.60s), ETA: 0d:7h:19m:12s [TRAIN] loss: 0.0360, iou: 0.9229, f1: 0.9598 [EVAL] loss: 0.0780, iou: 0.8189, f1: 0.8998
@20230810_1828 @20230810_1828 [EP 69/500] lr: 0.00036957647535018623, took: 61.86s (avg: 61.86s), ETA: 0d:7h:18m:11s [TRAIN] loss: 0.0357, iou: 0.9238, f1: 0.9603 [EVAL] loss: 0.0673, iou: 0.8443, f1: 0.9150
@20230810_1829 @20230810_1829 [EP 70/500] lr: 0.0003667167911771685, took: 61.67s (avg: 61.67s), ETA: 0d:7h:17m:10s [TRAIN] loss: 0.0354, iou: 0.9245, f1: 0.9607 [EVAL] loss: 0.0776, iou: 0.8198, f1: 0.9004
@20230810_1830 @20230810_1830 [EP 71/500] lr: 0.0003639009955804795, took: 61.82s (avg: 61.82s), ETA: 0d:7h:16m:9s [TRAIN] loss: 0.0355, iou: 0.9241, f1: 0.9605 [EVAL] loss: 0.0739, iou: 0.8284, f1: 0.9056
@20230810_1831 @20230810_1831 [EP 72/500] lr: 0.00036112815723754466, took: 61.76s (avg: 61.76s), ETA: 0d:7h:15m:8s [TRAIN] loss: 0.0358, iou: 0.9234, f1: 0.9601 [EVAL] loss: 0.0698, iou: 0.8383, f1: 0.9114
@20230810_1832 @20230810_1832 [EP 73/500] lr: 0.0003583972284104675, took: 61.74s (avg: 61.74s), ETA: 0d:7h:14m:7s [TRAIN] loss: 0.0361, iou: 0.9226, f1: 0.9597 [EVAL] loss: 0.0703, iou: 0.8373, f1: 0.9109
@20230810_1833 @20230810_1833 [EP 74/500] lr: 0.0003557073068805039, took: 61.71s (avg: 61.71s), ETA: 0d:7h:13m:6s [TRAIN] loss: 0.0357, iou: 0.9238, f1: 0.9603 [EVAL] loss: 0.0823, iou: 0.8096, f1: 0.8939
@20230810_1834 @20230810_1834 [EP 75/500] lr: 0.00035305743222124875, took: 61.66s (avg: 61.66s), ETA: 0d:7h:12m:5s [TRAIN] loss: 0.0353, iou: 0.9247, f1: 0.9608 [EVAL] loss: 0.0656, iou: 0.8485, f1: 0.9176
@20230810_1835 @20230810_1835 [EP 76/500] lr: 0.0003504467895254493, took: 61.78s (avg: 61.78s), ETA: 0d:7h:11m:4s [TRAIN] loss: 0.0351, iou: 0.9252, f1: 0.9611 [EVAL] loss: 0.0657, iou: 0.8479, f1: 0.9172
@20230810_1836 @20230810_1836 [EP 77/500] lr: 0.00034787444747053087, took: 61.59s (avg: 61.59s), ETA: 0d:7h:10m:3s [TRAIN] loss: 0.0348, iou: 0.9261, f1: 0.9616 [EVAL] loss: 0.0640, iou: 0.8520, f1: 0.9197
@20230810_1837 @20230810_1837 [EP 78/500] lr: 0.0003453396202530712, took: 61.55s (avg: 61.55s), ETA: 0d:7h:9m:2s [TRAIN] loss: 0.0351, iou: 0.9253, f1: 0.9611 [EVAL] loss: 0.0667, iou: 0.8458, f1: 0.9158
@20230810_1838 @20230810_1838 [EP 79/500] lr: 0.000342841463861987, took: 61.69s (avg: 61.69s), ETA: 0d:7h:8m:1s [TRAIN] loss: 0.0347, iou: 0.9263, f1: 0.9617 [EVAL] loss: 0.0666, iou: 0.8461, f1: 0.9161
@20230810_1839 @20230810_1839 [EP 80/500] lr: 0.0003403791633900255, took: 61.75s (avg: 61.75s), ETA: 0d:7h:7m:0s [TRAIN] loss: 0.0340, iou: 0.9281, f1: 0.9627 [EVAL] loss: 0.0670, iou: 0.8451, f1: 0.9155
@20230810_1840 @20230810_1840 [EP 81/500] lr: 0.0003379519912414253, took: 61.58s (avg: 61.58s), ETA: 0d:7h:5m:59s [TRAIN] loss: 0.0335, iou: 0.9294, f1: 0.9634 [EVAL] loss: 0.0661, iou: 0.8483, f1: 0.9169
@20230810_1841 @20230810_1841 [EP 82/500] lr: 0.0003355592198204249, took: 61.70s (avg: 61.70s), ETA: 0d:7h:4m:58s [TRAIN] loss: 0.0336, iou: 0.9292, f1: 0.9633 [EVAL] loss: 0.0851, iou: 0.8022, f1: 0.8897
@20230810_1842 @20230810_1842 [EP 83/500] lr: 0.0003332000633236021, took: 61.91s (avg: 61.91s), ETA: 0d:7h:3m:57s [TRAIN] loss: 0.0336, iou: 0.9291, f1: 0.9632 [EVAL] loss: 0.0776, iou: 0.8206, f1: 0.9004
@20230810_1844 @20230810_1844 [EP 84/500] lr: 0.0003308738232590258, took: 61.70s (avg: 61.70s), ETA: 0d:7h:2m:56s [TRAIN] loss: 0.0334, iou: 0.9297, f1: 0.9635 [EVAL] loss: 0.0638, iou: 0.8530, f1: 0.9201
@20230810_1845 @20230810_1845 [EP 85/500] lr: 0.00032857985934242606, took: 61.53s (avg: 61.53s), ETA: 0d:7h:1m:55s [TRAIN] loss: 0.0337, iou: 0.9288, f1: 0.9630 [EVAL] loss: 0.0651, iou: 0.8495, f1: 0.9182
@20230810_1846 @20230810_1846 [EP 86/500] lr: 0.0003263175021857023, took: 62.17s (avg: 62.17s), ETA: 0d:7h:7m:48s [TRAIN] loss: 0.0337, iou: 0.9288, f1: 0.9630 [EVAL] loss: 0.0848, iou: 0.8033, f1: 0.8902
@20230810_1847 @20230810_1847 [EP 87/500] lr: 0.00032408605329692364, took: 61.66s (avg: 61.66s), ETA: 0d:6h:59m:53s [TRAIN] loss: 0.0331, iou: 0.9304, f1: 0.9639 [EVAL] loss: 0.0853, iou: 0.8020, f1: 0.8894
