

** [alpha] Launch Training on 20230727_1749
{
  "HOST": "alpha",
  "SAVE": true,
  "github_log": true,
  "architecture": "SEGFORMER",
  "baseModel": "MITB2",
  "gpuIDs": "0,1,2,3",
  "modelSize": [
    512,
    512
  ],
  "initialWeight": [
    null,
    null
  ],
  "num_epochs": 500,
  "resume": false,
  "prevEPOCH": 172,
  "resumeWeight": "./model_weights/ResNet50/20230605_1912_DLV3PP_ResNet50_BEST_AUG/variables/variables",
  "augmentation": true,
  "temperature_shift": 15,
  "Flag": true,
  "p": 0.2,
  "acc_thresh": 0.5,
  "batch_size": 10,
  "lr_scheduling": "wcos",
  "lr": 0.001,
  "optimizer": "AdamW",
  "decay_steps": 1.0,
  "warmup": 50,
  "train_annotation": "./Annotations/consolidate_train_db_20230711_1637.txt",
  "eval_annotation": "./Annotations/consolidate_eval_db_20230711_1637.txt",
  "exp_comment": "* Updated Annotations are used\n* Updated consolidate DB used (0711_1637 version) - Updated DB \n* This consolidate DB is updated from 0703_2119 version \n* 4 GPUs are used to train models\n* SEGFORMER Model W/ MIT B2 Pretrained Wegiths\n* Optimize perf: AdamW is used. w/ lr=0.001\n",
  "numGPUs": 4,
  "isCompleted": false,
  "config": "Config/TRAIN_SEGFORMER_NEWDB_20230711.yaml",
  "numTrainDB": 11530,
  "numEvalDB": 3524
}
@20230727_1753 @20230727_1753 [EP 1/500] lr: 1.9999999494757503e-05, took: 259.13s (avg: 259.13s), ETA: 1d:11h:54m:1s [TRAIN] loss: 0.9207, iou: 0.0427, f1: 0.0793 [EVAL] loss: 0.8464, iou: 0.0839, f1: 0.1536
@20230727_1817 @20230727_1817 [EP 12/500] lr: 0.00023999999393709004, took: 127.25s (avg: 127.25s), ETA: 0d:17h:12m:56s [TRAIN] loss: 0.2602, iou: 0.5927, f1: 0.7398 [EVAL] loss: 0.2595, iou: 0.5916, f1: 0.7405
@20230727_1819 @20230727_1819 [EP 13/500] lr: 0.00026000000070780516, took: 127.32s (avg: 127.32s), ETA: 0d:17h:10m:49s [TRAIN] loss: 0.2546, iou: 0.5993, f1: 0.7454 [EVAL] loss: 0.2431, iou: 0.6130, f1: 0.7569
@20230727_1821 @20230727_1821 [EP 14/500] lr: 0.0002800000074785203, took: 126.93s (avg: 126.93s), ETA: 0d:17h:0m:36s [TRAIN] loss: 0.2467, iou: 0.6093, f1: 0.7533 [EVAL] loss: 0.2353, iou: 0.6229, f1: 0.7647
@20230727_1824 @20230727_1824 [EP 15/500] lr: 0.0003000000142492354, took: 126.47s (avg: 126.47s), ETA: 0d:16h:58m:30s [TRAIN] loss: 0.2421, iou: 0.6153, f1: 0.7579 [EVAL] loss: 0.2728, iou: 0.5751, f1: 0.7272
@20230727_1826 @20230727_1826 [EP 16/500] lr: 0.00031999999191612005, took: 127.22s (avg: 127.22s), ETA: 0d:17h:4m:28s [TRAIN] loss: 0.2381, iou: 0.6205, f1: 0.7619 [EVAL] loss: 0.2325, iou: 0.6266, f1: 0.7675
@20230727_1828 @20230727_1828 [EP 17/500] lr: 0.00033999999868683517, took: 126.00s (avg: 126.00s), ETA: 0d:16h:54m:18s [TRAIN] loss: 0.2452, iou: 0.6116, f1: 0.7548 [EVAL] loss: 0.2352, iou: 0.6232, f1: 0.7648
@20230727_1830 @20230727_1830 [EP 18/500] lr: 0.0003600000054575503, took: 135.53s (avg: 135.53s), ETA: 0d:18h:4m:30s [TRAIN] loss: 0.2357, iou: 0.6237, f1: 0.7643 [EVAL] loss: 0.2231, iou: 0.6392, f1: 0.7769
@20230727_1832 @20230727_1832 [EP 19/500] lr: 0.0003800000122282654, took: 134.48s (avg: 134.48s), ETA: 0d:17h:54m:14s [TRAIN] loss: 0.2168, iou: 0.6487, f1: 0.7832 [EVAL] loss: 0.2132, iou: 0.6526, f1: 0.7868
@20230727_1835 @20230727_1835 [EP 20/500] lr: 0.00039999998989515007, took: 135.87s (avg: 135.87s), ETA: 0d:18h:0m:0s [TRAIN] loss: 0.2077, iou: 0.6608, f1: 0.7923 [EVAL] loss: 0.2206, iou: 0.6422, f1: 0.7794
@20230727_1837 @20230727_1837 [EP 21/500] lr: 0.0004199999966658652, took: 134.91s (avg: 134.91s), ETA: 0d:17h:49m:46s [TRAIN] loss: 0.2075, iou: 0.6613, f1: 0.7925 [EVAL] loss: 0.2163, iou: 0.6477, f1: 0.7837
@20230727_1839 @20230727_1839 [EP 22/500] lr: 0.0004400000034365803, took: 122.98s (avg: 122.98s), ETA: 0d:16h:11m:56s [TRAIN] loss: 0.2091, iou: 0.6591, f1: 0.7909 [EVAL] loss: 0.2164, iou: 0.6478, f1: 0.7836
@20230727_1841 @20230727_1841 [EP 23/500] lr: 0.0004600000102072954, took: 125.80s (avg: 125.80s), ETA: 0d:16h:33m:45s [TRAIN] loss: 0.2027, iou: 0.6679, f1: 0.7973 [EVAL] loss: 0.2103, iou: 0.6563, f1: 0.7897
@20230727_1843 @20230727_1843 [EP 24/500] lr: 0.0004799999878741801, took: 126.54s (avg: 126.54s), ETA: 0d:16h:39m:36s [TRAIN] loss: 0.3055, iou: 0.5497, f1: 0.6945 [EVAL] loss: 0.2765, iou: 0.5740, f1: 0.7235
@20230727_1845 @20230727_1845 [EP 25/500] lr: 0.0005000000237487257, took: 127.07s (avg: 127.07s), ETA: 0d:16h:45m:25s [TRAIN] loss: 0.3017, iou: 0.5475, f1: 0.6983 [EVAL] loss: 0.2640, iou: 0.5879, f1: 0.7360
@20230727_1847 @20230727_1847 [EP 26/500] lr: 0.0005200000014156103, took: 121.70s (avg: 121.70s), ETA: 0d:15h:55m:54s [TRAIN] loss: 0.2504, iou: 0.6078, f1: 0.7496 [EVAL] loss: 0.2254, iou: 0.6372, f1: 0.7746
@20230727_1849 @20230727_1849 [EP 27/500] lr: 0.000539999979082495, took: 117.23s (avg: 117.23s), ETA: 0d:15h:22m:21s [TRAIN] loss: 0.2279, iou: 0.6363, f1: 0.7721 [EVAL] loss: 0.2125, iou: 0.6545, f1: 0.7875
@20230727_1851 @20230727_1851 [EP 28/500] lr: 0.0005600000149570405, took: 117.76s (avg: 117.76s), ETA: 0d:15h:20m:24s [TRAIN] loss: 0.2156, iou: 0.6527, f1: 0.7844 [EVAL] loss: 0.2046, iou: 0.6656, f1: 0.7954
@20230727_1853 @20230727_1853 [EP 29/500] lr: 0.0005799999926239252, took: 117.55s (avg: 117.55s), ETA: 0d:15h:18m:27s [TRAIN] loss: 0.2034, iou: 0.6679, f1: 0.7966 [EVAL] loss: 0.2247, iou: 0.6385, f1: 0.7753
@20230727_1855 @20230727_1855 [EP 30/500] lr: 0.0006000000284984708, took: 117.21s (avg: 117.21s), ETA: 0d:15h:16m:30s [TRAIN] loss: 0.2630, iou: 0.5952, f1: 0.7370 [EVAL] loss: 0.3200, iou: 0.5218, f1: 0.6800
@20230727_1857 @20230727_1857 [EP 31/500] lr: 0.0006200000061653554, took: 117.63s (avg: 117.63s), ETA: 0d:15h:14m:33s [TRAIN] loss: 0.2601, iou: 0.5967, f1: 0.7399 [EVAL] loss: 0.2289, iou: 0.6330, f1: 0.7711
@20230727_1859 @20230727_1859 [EP 32/500] lr: 0.0006399999838322401, took: 117.21s (avg: 117.21s), ETA: 0d:15h:12m:36s [TRAIN] loss: 0.2368, iou: 0.6250, f1: 0.7632 [EVAL] loss: 0.2062, iou: 0.6623, f1: 0.7938
@20230727_1901 @20230727_1901 [EP 33/500] lr: 0.0006600000197067857, took: 117.53s (avg: 117.53s), ETA: 0d:15h:10m:39s [TRAIN] loss: 0.2088, iou: 0.6603, f1: 0.7912 [EVAL] loss: 0.1995, iou: 0.6713, f1: 0.8005
@20230727_1903 @20230727_1903 [EP 34/500] lr: 0.0006799999973736703, took: 117.59s (avg: 117.59s), ETA: 0d:15h:8m:42s [TRAIN] loss: 0.1956, iou: 0.6781, f1: 0.8044 [EVAL] loss: 0.1926, iou: 0.6812, f1: 0.8074
@20230727_1905 @20230727_1905 [EP 35/500] lr: 0.000699999975040555, took: 117.34s (avg: 117.34s), ETA: 0d:15h:6m:45s [TRAIN] loss: 0.1936, iou: 0.6813, f1: 0.8064 [EVAL] loss: 0.1902, iou: 0.6845, f1: 0.8098
@20230727_1907 @20230727_1907 [EP 36/500] lr: 0.0007200000109151006, took: 117.20s (avg: 117.20s), ETA: 0d:15h:4m:48s [TRAIN] loss: 0.1923, iou: 0.6831, f1: 0.8077 [EVAL] loss: 0.1958, iou: 0.6768, f1: 0.8042
@20230727_1909 @20230727_1909 [EP 37/500] lr: 0.0007399999885819852, took: 117.36s (avg: 117.36s), ETA: 0d:15h:2m:51s [TRAIN] loss: 0.1918, iou: 0.6833, f1: 0.8082 [EVAL] loss: 0.1926, iou: 0.6821, f1: 0.8074
@20230727_1911 @20230727_1911 [EP 38/500] lr: 0.0007600000244565308, took: 117.53s (avg: 117.53s), ETA: 0d:15h:0m:54s [TRAIN] loss: 0.3083, iou: 0.5425, f1: 0.6917 [EVAL] loss: 0.2760, iou: 0.5733, f1: 0.7240
@20230727_1913 @20230727_1913 [EP 39/500] lr: 0.0007800000021234155, took: 117.12s (avg: 117.12s), ETA: 0d:14h:58m:57s [TRAIN] loss: 0.2440, iou: 0.6169, f1: 0.7560 [EVAL] loss: 0.2293, iou: 0.6313, f1: 0.7707
@20230727_1915 @20230727_1915 [EP 40/500] lr: 0.0007999999797903001, took: 117.55s (avg: 117.55s), ETA: 0d:14h:57m:0s [TRAIN] loss: 0.2113, iou: 0.6568, f1: 0.7887 [EVAL] loss: 0.2012, iou: 0.6695, f1: 0.7988
@20230727_1917 @20230727_1917 [EP 41/500] lr: 0.0008200000156648457, took: 117.41s (avg: 117.41s), ETA: 0d:14h:55m:3s [TRAIN] loss: 0.1977, iou: 0.6758, f1: 0.8023 [EVAL] loss: 0.2727, iou: 0.5760, f1: 0.7273
@20230727_1919 @20230727_1919 [EP 42/500] lr: 0.0008399999933317304, took: 117.47s (avg: 117.47s), ETA: 0d:14h:53m:6s [TRAIN] loss: 0.2229, iou: 0.6418, f1: 0.7771 [EVAL] loss: 0.2054, iou: 0.6634, f1: 0.7946
@20230727_1921 @20230727_1921 [EP 43/500] lr: 0.000859999970998615, took: 117.12s (avg: 117.12s), ETA: 0d:14h:51m:9s [TRAIN] loss: 0.1937, iou: 0.6810, f1: 0.8063 [EVAL] loss: 0.1884, iou: 0.6873, f1: 0.8116
@20230727_1923 @20230727_1923 [EP 44/500] lr: 0.0008800000068731606, took: 117.41s (avg: 117.41s), ETA: 0d:14h:49m:12s [TRAIN] loss: 0.1858, iou: 0.6917, f1: 0.8142 [EVAL] loss: 0.1851, iou: 0.6919, f1: 0.8149
@20230727_1925 @20230727_1925 [EP 45/500] lr: 0.0008999999845400453, took: 117.47s (avg: 117.47s), ETA: 0d:14h:47m:15s [TRAIN] loss: 0.1964, iou: 0.6782, f1: 0.8036 [EVAL] loss: 0.2078, iou: 0.6600, f1: 0.7922
@20230727_1927 @20230727_1927 [EP 46/500] lr: 0.0009200000204145908, took: 117.26s (avg: 117.26s), ETA: 0d:14h:45m:18s [TRAIN] loss: 0.2161, iou: 0.6502, f1: 0.7839 [EVAL] loss: 0.2035, iou: 0.6664, f1: 0.7965
@20230727_1929 @20230727_1929 [EP 47/500] lr: 0.0009399999980814755, took: 117.55s (avg: 117.55s), ETA: 0d:14h:43m:21s [TRAIN] loss: 0.2978, iou: 0.5571, f1: 0.7022 [EVAL] loss: 0.3380, iou: 0.5004, f1: 0.6620
@20230727_1931 @20230727_1931 [EP 48/500] lr: 0.0009599999757483602, took: 117.24s (avg: 117.24s), ETA: 0d:14h:41m:24s [TRAIN] loss: 0.2932, iou: 0.5591, f1: 0.7068 [EVAL] loss: 0.2481, iou: 0.6108, f1: 0.7519
@20230727_1933 @20230727_1933 [EP 49/500] lr: 0.0009800000116229057, took: 117.55s (avg: 117.55s), ETA: 0d:14h:39m:27s [TRAIN] loss: 0.2318, iou: 0.6322, f1: 0.7682 [EVAL] loss: 0.2088, iou: 0.6600, f1: 0.7912
@20230727_1935 @20230727_1935 [EP 50/500] lr: 0.0010000000474974513, took: 117.21s (avg: 117.21s), ETA: 0d:14h:37m:30s [TRAIN] loss: 0.2115, iou: 0.6569, f1: 0.7885 [EVAL] loss: 0.2179, iou: 0.6464, f1: 0.7821
@20230727_1937 @20230727_1937 [EP 51/500] lr: 0.0010000000474974513, took: 117.72s (avg: 117.72s), ETA: 0d:14h:35m:33s [TRAIN] loss: 0.2058, iou: 0.6651, f1: 0.7942 [EVAL] loss: 0.2024, iou: 0.6673, f1: 0.7976
@20230727_1939 @20230727_1939 [EP 52/500] lr: 0.0009999902686104178, took: 117.36s (avg: 117.36s), ETA: 0d:14h:33m:36s [TRAIN] loss: 0.1914, iou: 0.6839, f1: 0.8086 [EVAL] loss: 0.1958, iou: 0.6768, f1: 0.8042
@20230727_1941 @20230727_1941 [EP 53/500] lr: 0.000999961281195283, took: 124.50s (avg: 124.50s), ETA: 0d:15h:23m:48s [TRAIN] loss: 0.1877, iou: 0.6895, f1: 0.8123 [EVAL] loss: 0.1990, iou: 0.6731, f1: 0.8010
@20230727_1943 @20230727_1943 [EP 54/500] lr: 0.0009999129688367248, took: 121.23s (avg: 121.23s), ETA: 0d:14h:59m:26s [TRAIN] loss: 0.2074, iou: 0.6637, f1: 0.7926 [EVAL] loss: 0.2089, iou: 0.6585, f1: 0.7911
@20230727_1945 @20230727_1945 [EP 55/500] lr: 0.0009998452151194215, took: 117.51s (avg: 117.51s), ETA: 0d:14h:27m:45s [TRAIN] loss: 0.3207, iou: 0.5305, f1: 0.6793 [EVAL] loss: 0.2499, iou: 0.6070, f1: 0.7501
@20230727_1947 @20230727_1947 [EP 56/500] lr: 0.000999758136458695, took: 125.74s (avg: 125.74s), ETA: 0d:15h:25m:0s [TRAIN] loss: 0.2584, iou: 0.6012, f1: 0.7416 [EVAL] loss: 0.2263, iou: 0.6387, f1: 0.7737
@20230727_1949 @20230727_1949 [EP 57/500] lr: 0.0009996517328545451, took: 126.39s (avg: 126.39s), ETA: 0d:15h:30m:18s [TRAIN] loss: 0.2407, iou: 0.6233, f1: 0.7593 [EVAL] loss: 0.2318, iou: 0.6287, f1: 0.7682
@20230727_1951 @20230727_1951 [EP 58/500] lr: 0.000999526004306972, took: 127.93s (avg: 127.93s), ETA: 0d:15h:35m:34s [TRAIN] loss: 0.2045, iou: 0.6670, f1: 0.7955 [EVAL] loss: 0.1929, iou: 0.6813, f1: 0.8071
@20230727_1953 @20230727_1953 [EP 59/500] lr: 0.0009993809508159757, took: 127.80s (avg: 127.80s), ETA: 0d:15h:33m:27s [TRAIN] loss: 0.1924, iou: 0.6830, f1: 0.8076 [EVAL] loss: 0.1934, iou: 0.6806, f1: 0.8066
@20230727_1955 @20230727_1955 [EP 60/500] lr: 0.000999216572381556, took: 122.47s (avg: 122.47s), ETA: 0d:14h:54m:40s [TRAIN] loss: 0.1922, iou: 0.6833, f1: 0.8078 [EVAL] loss: 0.1892, iou: 0.6866, f1: 0.8108
@20230727_1958 @20230727_1958 [EP 61/500] lr: 0.0009990327525883913, took: 123.38s (avg: 123.38s), ETA: 0d:14h:59m:57s [TRAIN] loss: 0.1811, iou: 0.6989, f1: 0.8189 [EVAL] loss: 0.1931, iou: 0.6808, f1: 0.8069
@20230727_2000 @20230727_2000 [EP 62/500] lr: 0.0009988297242671251, took: 123.12s (avg: 123.12s), ETA: 0d:14h:57m:54s [TRAIN] loss: 0.2366, iou: 0.6267, f1: 0.7634 [EVAL] loss: 0.2399, iou: 0.6176, f1: 0.7601
@20230727_2002 @20230727_2002 [EP 63/500] lr: 0.0009986073710024357, took: 124.20s (avg: 124.20s), ETA: 0d:15h:3m:8s [TRAIN] loss: 0.2061, iou: 0.6645, f1: 0.7939 [EVAL] loss: 0.2128, iou: 0.6543, f1: 0.7872
@20230727_2004 @20230727_2004 [EP 64/500] lr: 0.0009983658092096448, took: 123.87s (avg: 123.87s), ETA: 0d:14h:53m:48s [TRAIN] loss: 0.2021, iou: 0.6706, f1: 0.7979 [EVAL] loss: 0.1966, iou: 0.6757, f1: 0.8034
@20230727_2006 @20230727_2006 [EP 65/500] lr: 0.0009981049224734306, took: 122.08s (avg: 122.08s), ETA: 0d:14h:44m:30s [TRAIN] loss: 0.1924, iou: 0.6838, f1: 0.8076 [EVAL] loss: 0.2016, iou: 0.6687, f1: 0.7984
@20230727_2008 @20230727_2008 [EP 66/500] lr: 0.0009978247107937932, took: 123.52s (avg: 123.52s), ETA: 0d:14h:49m:42s [TRAIN] loss: 0.1887, iou: 0.6880, f1: 0.8113 [EVAL] loss: 0.1827, iou: 0.6954, f1: 0.8173
@20230727_2010 @20230727_2010 [EP 67/500] lr: 0.0009975251741707325, took: 130.97s (avg: 130.97s), ETA: 0d:15h:38m:10s [TRAIN] loss: 0.1793, iou: 0.7015, f1: 0.8207 [EVAL] loss: 0.1790, iou: 0.7008, f1: 0.8210
@20230727_2012 @20230727_2012 [EP 68/500] lr: 0.0009972065454348922, took: 122.32s (avg: 122.32s), ETA: 0d:14h:38m:24s [TRAIN] loss: 0.1726, iou: 0.7107, f1: 0.8274 [EVAL] loss: 0.1785, iou: 0.7014, f1: 0.8215
@20230727_2014 @20230727_2014 [EP 69/500] lr: 0.0009968684753403068, took: 123.06s (avg: 123.06s), ETA: 0d:14h:43m:33s [TRAIN] loss: 0.1723, iou: 0.7115, f1: 0.8277 [EVAL] loss: 0.1811, iou: 0.6979, f1: 0.8189
@20230727_2016 @20230727_2016 [EP 70/500] lr: 0.0009965113131329417, took: 117.33s (avg: 117.33s), ETA: 0d:13h:58m:30s [TRAIN] loss: 0.1719, iou: 0.7120, f1: 0.8281 [EVAL] loss: 0.1799, iou: 0.6994, f1: 0.8201
@20230727_2018 @20230727_2018 [EP 71/500] lr: 0.0009961349423974752, took: 117.33s (avg: 117.33s), ETA: 0d:13h:56m:33s [TRAIN] loss: 0.1751, iou: 0.7072, f1: 0.8249 [EVAL] loss: 0.1911, iou: 0.6835, f1: 0.8089
@20230727_2020 @20230727_2020 [EP 72/500] lr: 0.0009957393631339073, took: 117.90s (avg: 117.90s), ETA: 0d:13h:54m:36s [TRAIN] loss: 0.1720, iou: 0.7117, f1: 0.8280 [EVAL] loss: 0.1795, iou: 0.7000, f1: 0.8205
@20230727_2022 @20230727_2022 [EP 73/500] lr: 0.000995324575342238, took: 117.53s (avg: 117.53s), ETA: 0d:13h:52m:39s [TRAIN] loss: 0.1714, iou: 0.7129, f1: 0.8286 [EVAL] loss: 0.1745, iou: 0.7073, f1: 0.8255
@20230727_2024 @20230727_2024 [EP 74/500] lr: 0.0009948905790224671, took: 117.75s (avg: 117.75s), ETA: 0d:13h:50m:42s [TRAIN] loss: 0.2275, iou: 0.6396, f1: 0.7725 [EVAL] loss: 0.2497, iou: 0.6057, f1: 0.7503
@20230727_2026 @20230727_2026 [EP 75/500] lr: 0.0009944374905899167, took: 117.30s (avg: 117.30s), ETA: 0d:13h:48m:45s [TRAIN] loss: 0.2753, iou: 0.5808, f1: 0.7247 [EVAL] loss: 0.2160, iou: 0.6495, f1: 0.7840
@20230727_2028 @20230727_2028 [EP 76/500] lr: 0.0009939651936292648, took: 118.88s (avg: 118.88s), ETA: 0d:13h:53m:52s [TRAIN] loss: 0.2182, iou: 0.6493, f1: 0.7818 [EVAL] loss: 0.2110, iou: 0.6569, f1: 0.7890
@20230727_2030 @20230727_2030 [EP 77/500] lr: 0.0009934738045558333, took: 117.41s (avg: 117.41s), ETA: 0d:13h:44m:51s [TRAIN] loss: 0.1931, iou: 0.6826, f1: 0.8069 [EVAL] loss: 0.1779, iou: 0.7023, f1: 0.8221
@20230727_2032 @20230727_2032 [EP 78/500] lr: 0.000992963439784944, took: 118.85s (avg: 118.85s), ETA: 0d:13h:49m:56s [TRAIN] loss: 0.1761, iou: 0.7058, f1: 0.8239 [EVAL] loss: 0.1724, iou: 0.7102, f1: 0.8276
@20230727_2034 @20230727_2034 [EP 79/500] lr: 0.0009924338664859533, took: 118.86s (avg: 118.86s), ETA: 0d:13h:47m:58s [TRAIN] loss: 0.1720, iou: 0.7119, f1: 0.8280 [EVAL] loss: 0.1789, iou: 0.7008, f1: 0.8211
@20230727_2036 @20230727_2036 [EP 80/500] lr: 0.000991885201074183, took: 117.84s (avg: 117.84s), ETA: 0d:13h:39m:0s [TRAIN] loss: 0.1700, iou: 0.7146, f1: 0.8300 [EVAL] loss: 0.1770, iou: 0.7035, f1: 0.8230
@20230727_2038 @20230727_2038 [EP 81/500] lr: 0.0009913176763802767, took: 119.43s (avg: 119.43s), ETA: 0d:13h:51m:1s [TRAIN] loss: 0.1688, iou: 0.7164, f1: 0.8312 [EVAL] loss: 0.1709, iou: 0.7124, f1: 0.8291
@20230727_2040 @20230727_2040 [EP 82/500] lr: 0.000990730943158269, took: 117.79s (avg: 117.79s), ETA: 0d:13h:35m:6s [TRAIN] loss: 0.1699, iou: 0.7149, f1: 0.8301 [EVAL] loss: 0.1711, iou: 0.7120, f1: 0.8289
@20230727_2042 @20230727_2042 [EP 83/500] lr: 0.0009901253506541252, took: 118.34s (avg: 118.34s), ETA: 0d:13h:40m:6s [TRAIN] loss: 0.1663, iou: 0.7203, f1: 0.8337 [EVAL] loss: 0.1736, iou: 0.7087, f1: 0.8264
@20230727_2044 @20230727_2044 [EP 84/500] lr: 0.0009895007824525237, took: 117.85s (avg: 117.85s), ETA: 0d:13h:31m:12s [TRAIN] loss: 0.1939, iou: 0.6840, f1: 0.8061 [EVAL] loss: 0.2775, iou: 0.5712, f1: 0.7225
@20230727_2046 @20230727_2046 [EP 85/500] lr: 0.0009888571221381426, took: 117.89s (avg: 117.89s), ETA: 0d:13h:29m:15s [TRAIN] loss: 0.2215, iou: 0.6453, f1: 0.7785 [EVAL] loss: 0.2076, iou: 0.6605, f1: 0.7924
@20230727_2048 @20230727_2048 [EP 86/500] lr: 0.0009881947189569473, took: 126.57s (avg: 126.57s), ETA: 0d:14h:29m:24s [TRAIN] loss: 0.1885, iou: 0.6886, f1: 0.8115 [EVAL] loss: 0.1768, iou: 0.7039, f1: 0.8232
@20230727_2050 @20230727_2050 [EP 87/500] lr: 0.0009875133400782943, took: 127.12s (avg: 127.12s), ETA: 0d:14h:34m:11s [TRAIN] loss: 0.1698, iou: 0.7150, f1: 0.8302 [EVAL] loss: 0.1747, iou: 0.7068, f1: 0.8253
@20230727_2052 @20230727_2052 [EP 88/500] lr: 0.0009868131019175053, took: 127.34s (avg: 127.34s), ETA: 0d:14h:32m:4s [TRAIN] loss: 0.1667, iou: 0.7195, f1: 0.8333 [EVAL] loss: 0.1777, iou: 0.7029, f1: 0.8223
@20230727_2055 @20230727_2055 [EP 89/500] lr: 0.0009860940044745803, took: 126.95s (avg: 126.95s), ETA: 0d:14h:23m:6s [TRAIN] loss: 0.1634, iou: 0.7244, f1: 0.8366 [EVAL] loss: 0.1683, iou: 0.7162, f1: 0.8317
@20230727_2057 @20230727_2057 [EP 90/500] lr: 0.0009853561641648412, took: 127.45s (avg: 127.45s), ETA: 0d:14h:27m:50s [TRAIN] loss: 0.1608, iou: 0.7281, f1: 0.8392 [EVAL] loss: 0.1661, iou: 0.7195, f1: 0.8339
