

** [alpha] Launch Training on 20230624_1550
{
  "HOST": "alpha",
  "SAVE": true,
  "github_log": true,
  "architecture": "DLV3+",
  "baseModel": "EffNet",
  "modelSize": [
    512,
    512
  ],
  "initialWeight": [
    null,
    null
  ],
  "num_epochs": 500,
  "resume": false,
  "prevEPOCH": 99,
  "resumeWeight": "./model_weights/EffNet/20230613_1524_DLV3PP_EffNet_BEST_AUG/variables/variables",
  "augmentation": true,
  "temperature_shift": 5,
  "Flag": true,
  "p": 0.2,
  "acc_thresh": 0.5,
  "batch_size": 10,
  "lr_scheduling": "cos",
  "lr": 0.01,
  "decay_steps": 1.0,
  "train_annotation": "./Annotations/train_base_db_20230523.txt",
  "eval_annotation": "./Annotations/eval_base_db_20230523.txt",
  "exp_comment": "* Augmentation Reinforced\n  - Image Blur Feature Added \n* New Exp on Cos Lr\n  - Due to frequent network error, there was unexpected termination over the last two exp. \n  - This makes hard to observe the behavior of cos annealing lr scheduling.\n  - So, this time, we decided to start it over gain, \n  -  Also, we change the n_cycles from num_epochs/100 to 2.5 (hard coded value).\n  - n_cycles changed from 2.5 to 2\n",
  "isCompleted": false,
  "config": "Config/TRAIN_DLV3_EffNet.yaml"
}
@20230624_1557 [EP 1/500] lr: 0.009999999776482582, took: 0h:7m:48s, ETA: 2d:16h:52m:12s [TRAIN] loss: 0.2977, accu-50: 31.11%, iou: 55.76%, f1: 70.23% 260.40ms [EVAL] [414/414 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 59.59ms
@20230624_2011 [EP 36/500] lr: 0.009497025981545448, took: 0h:7m:14s, ETA: 2d:7h:56m:16s [TRAIN] loss: 0.0929, accu-50: 90.79%, iou: 83.09%, f1: 90.71% 235.84ms [EVAL] [414/414 step] loss: 0.3371, accu-50: 82.08%, iou: 50.50%, f1: 66.29%, 56.84ms
@20230624_2018 [EP 37/500] lr: 0.009469207376241684, took: 0h:7m:14s, ETA: 2d:7h:49m:2s [TRAIN] loss: 0.0923, accu-50: 90.85%, iou: 83.18%, f1: 90.77% 235.65ms [EVAL] [414/414 step] loss: 0.7961, accu-50: 65.60%, iou: 11.76%, f1: 20.39%, 56.89ms
@20230624_2025 [EP 38/500] lr: 0.009440681897103786, took: 0h:7m:14s, ETA: 2d:7h:41m:48s [TRAIN] loss: 0.0924, accu-50: 90.76%, iou: 83.16%, f1: 90.76% 236.99ms [EVAL] [414/414 step] loss: 0.6897, accu-50: 87.67%, iou: 19.09%, f1: 31.03%, 56.82ms
@20230624_2032 [EP 39/500] lr: 0.009411456063389778, took: 0h:7m:14s, ETA: 2d:7h:34m:34s [TRAIN] loss: 0.0915, accu-50: 91.01%, iou: 83.31%, f1: 90.85% 236.92ms [EVAL] [414/414 step] loss: 0.4416, accu-50: 74.85%, iou: 39.71%, f1: 55.84%, 56.79ms
@20230624_2039 [EP 40/500] lr: 0.009381533600389957, took: 0h:7m:13s, ETA: 2d:7h:19m:40s [TRAIN] loss: 0.0911, accu-50: 90.91%, iou: 83.38%, f1: 90.89% 236.51ms [EVAL] [414/414 step] loss: 0.4195, accu-50: 83.51%, iou: 41.78%, f1: 58.05%, 56.69ms
@20230624_2047 [EP 41/500] lr: 0.009350919164717197, took: 0h:7m:13s, ETA: 2d:7h:12m:27s [TRAIN] loss: 0.0902, accu-50: 90.96%, iou: 83.52%, f1: 90.98% 236.89ms [EVAL] [414/414 step] loss: 0.3939, accu-50: 84.47%, iou: 44.46%, f1: 60.61%, 56.86ms
@20230624_2054 [EP 42/500] lr: 0.009319617412984371, took: 0h:7m:14s, ETA: 2d:7h:12m:52s [TRAIN] loss: 0.0900, accu-50: 90.95%, iou: 83.56%, f1: 91.00% 236.86ms [EVAL] [414/414 step] loss: 0.1635, accu-50: 81.10%, iou: 72.18%, f1: 83.65%, 56.76ms
@20230624_2102 [EP 43/500] lr: 0.009287633001804352, took: 0h:7m:14s, ETA: 2d:7h:5m:38s [TRAIN] loss: 0.0903, accu-50: 90.91%, iou: 83.51%, f1: 90.97% 236.32ms [EVAL] [414/414 step] loss: 0.2300, accu-50: 85.79%, iou: 63.06%, f1: 77.00%, 56.81ms
@20230624_2109 [EP 44/500] lr: 0.009254972450435162, took: 0h:7m:14s, ETA: 2d:6h:58m:24s [TRAIN] loss: 0.0892, accu-50: 91.15%, iou: 83.69%, f1: 91.08% 236.82ms [EVAL] [414/414 step] loss: 0.2834, accu-50: 81.86%, iou: 56.43%, f1: 71.66%, 56.81ms
@20230624_2116 [EP 45/500] lr: 0.009221639484167099, took: 0h:7m:14s, ETA: 2d:6h:51m:10s [TRAIN] loss: 0.0896, accu-50: 91.17%, iou: 83.64%, f1: 91.04% 236.70ms [EVAL] [414/414 step] loss: 0.1393, accu-50: 83.75%, iou: 75.80%, f1: 86.07%, 56.75ms
@20230624_2124 [EP 46/500] lr: 0.009187640622258186, took: 0h:7m:14s, ETA: 2d:6h:43m:56s [TRAIN] loss: 0.0887, accu-50: 91.08%, iou: 83.79%, f1: 91.13% 236.70ms [EVAL] [414/414 step] loss: 0.3999, accu-50: 80.23%, iou: 43.74%, f1: 60.01%, 56.64ms
@20230624_2131 [EP 47/500] lr: 0.009152979589998722, took: 0h:7m:14s, ETA: 2d:6h:36m:42s [TRAIN] loss: 0.0881, accu-50: 91.17%, iou: 83.88%, f1: 91.19% 236.69ms [EVAL] [414/414 step] loss: 0.4331, accu-50: 82.08%, iou: 40.44%, f1: 56.69%, 56.67ms
@20230624_2138 [EP 48/500] lr: 0.009117662906646729, took: 0h:7m:14s, ETA: 2d:6h:29m:28s [TRAIN] loss: 0.0874, accu-50: 91.34%, iou: 84.00%, f1: 91.26% 237.05ms [EVAL] [414/414 step] loss: 0.1601, accu-50: 81.18%, iou: 72.64%, f1: 83.99%, 56.59ms
@20230624_2145 [EP 49/500] lr: 0.009081696160137653, took: 0h:7m:14s, ETA: 2d:6h:22m:14s [TRAIN] loss: 0.0872, accu-50: 91.37%, iou: 84.03%, f1: 91.28% 237.01ms [EVAL] [414/414 step] loss: 0.2430, accu-50: 82.13%, iou: 61.41%, f1: 75.70%, 56.73ms
@20230624_2152 [EP 50/500] lr: 0.009045084938406944, took: 0h:7m:14s, ETA: 2d:6h:15m:0s [TRAIN] loss: 0.0871, accu-50: 91.24%, iou: 84.05%, f1: 91.29% 237.16ms [EVAL] [414/414 step] loss: 0.4862, accu-50: 86.08%, iou: 35.59%, f1: 51.38%, 56.67ms
@20230624_2159 [EP 51/500] lr: 0.009007834829390049, took: 0h:7m:14s, ETA: 2d:6h:7m:46s [TRAIN] loss: 0.0864, accu-50: 91.38%, iou: 84.16%, f1: 91.36% 237.18ms [EVAL] [414/414 step] loss: 0.5265, accu-50: 93.24%, iou: 31.88%, f1: 47.35%, 56.77ms
@20230624_2206 [EP 52/500] lr: 0.00896995235234499, took: 0h:7m:13s, ETA: 2d:5h:53m:4s [TRAIN] loss: 0.0865, accu-50: 91.51%, iou: 84.15%, f1: 91.35% 237.10ms [EVAL] [414/414 step] loss: 0.1662, accu-50: 80.68%, iou: 71.77%, f1: 83.38%, 56.76ms
@20230624_2214 [EP 53/500] lr: 0.00893144216388464, took: 0h:7m:13s, ETA: 2d:5h:45m:51s [TRAIN] loss: 0.0859, accu-50: 91.47%, iou: 84.25%, f1: 91.41% 237.12ms [EVAL] [414/414 step] loss: 0.3209, accu-50: 82.61%, iou: 52.20%, f1: 67.91%, 56.69ms
@20230624_2221 [EP 54/500] lr: 0.008892311714589596, took: 0h:7m:13s, ETA: 2d:5h:38m:38s [TRAIN] loss: 0.0858, accu-50: 91.61%, iou: 84.26%, f1: 91.42% 236.95ms [EVAL] [414/414 step] loss: 0.3175, accu-50: 84.23%, iou: 52.45%, f1: 68.25%, 56.76ms
@20230624_2228 [EP 55/500] lr: 0.008852566592395306, took: 0h:7m:13s, ETA: 2d:5h:31m:25s [TRAIN] loss: 0.0851, accu-50: 91.60%, iou: 84.38%, f1: 91.49% 236.83ms [EVAL] [414/414 step] loss: 0.4397, accu-50: 83.47%, iou: 39.76%, f1: 56.03%, 56.79ms
@20230624_2235 [EP 56/500] lr: 0.008812212385237217, took: 0h:7m:13s, ETA: 2d:5h:24m:12s [TRAIN] loss: 0.0847, accu-50: 91.57%, iou: 84.44%, f1: 91.53% 236.95ms [EVAL] [414/414 step] loss: 0.3177, accu-50: 86.60%, iou: 52.42%, f1: 68.23%, 56.98ms
@20230624_2242 [EP 57/500] lr: 0.008771256543695927, took: 0h:7m:13s, ETA: 2d:5h:16m:59s [TRAIN] loss: 0.0846, accu-50: 91.56%, iou: 84.47%, f1: 91.54% 237.07ms [EVAL] [414/414 step] loss: 0.1502, accu-50: 80.87%, iou: 74.07%, f1: 84.98%, 56.77ms
@20230624_2249 [EP 58/500] lr: 0.008729705587029457, took: 0h:7m:13s, ETA: 2d:5h:9m:46s [TRAIN] loss: 0.0846, accu-50: 91.47%, iou: 84.47%, f1: 91.54% 236.99ms [EVAL] [414/414 step] loss: 0.3046, accu-50: 86.49%, iou: 53.96%, f1: 69.54%, 56.81ms
@20230624_2256 [EP 59/500] lr: 0.00868756603449583, took: 0h:7m:13s, ETA: 2d:5h:2m:33s [TRAIN] loss: 0.0836, accu-50: 91.66%, iou: 84.63%, f1: 91.64% 237.36ms [EVAL] [414/414 step] loss: 0.2974, accu-50: 85.16%, iou: 54.80%, f1: 70.26%, 56.87ms
@20230624_2304 [EP 60/500] lr: 0.008644843474030495, took: 0h:7m:13s, ETA: 2d:4h:55m:20s [TRAIN] loss: 0.0837, accu-50: 91.66%, iou: 84.63%, f1: 91.63% 236.91ms [EVAL] [414/414 step] loss: 0.6130, accu-50: 79.66%, iou: 25.01%, f1: 38.70%, 56.80ms
@20230624_2311 [EP 61/500] lr: 0.008601545356214046, took: 0h:7m:13s, ETA: 2d:4h:48m:7s [TRAIN] loss: 0.0834, accu-50: 91.61%, iou: 84.67%, f1: 91.66% 236.52ms [EVAL] [414/414 step] loss: 0.2682, accu-50: 86.72%, iou: 58.38%, f1: 73.18%, 56.77ms
@20230624_2318 [EP 62/500] lr: 0.008557678200304508, took: 0h:7m:12s, ETA: 2d:4h:33m:36s [TRAIN] loss: 0.0834, accu-50: 91.59%, iou: 84.67%, f1: 91.66% 237.09ms [EVAL] [414/414 step] loss: 0.1933, accu-50: 87.28%, iou: 67.94%, f1: 80.67%, 56.62ms
@20230624_2325 [EP 63/500] lr: 0.008513249456882477, took: 0h:7m:12s, ETA: 2d:4h:26m:24s [TRAIN] loss: 0.0828, accu-50: 91.81%, iou: 84.78%, f1: 91.72% 236.85ms [EVAL] [414/414 step] loss: 0.1754, accu-50: 81.95%, iou: 70.43%, f1: 82.46%, 56.72ms
@20230624_2332 [EP 64/500] lr: 0.00846826657652855, took: 0h:7m:12s, ETA: 2d:4h:19m:12s [TRAIN] loss: 0.0832, accu-50: 91.72%, iou: 84.72%, f1: 91.68% 237.26ms [EVAL] [414/414 step] loss: 0.2746, accu-50: 86.27%, iou: 57.48%, f1: 72.54%, 56.59ms
@20230624_2339 [EP 65/500] lr: 0.008422735147178173, took: 0h:7m:12s, ETA: 2d:4h:12m:0s [TRAIN] loss: 0.0822, accu-50: 91.88%, iou: 84.87%, f1: 91.78% 236.88ms [EVAL] [414/414 step] loss: 0.1491, accu-50: 84.60%, iou: 74.26%, f1: 85.09%, 56.75ms
@20230624_2346 [EP 66/500] lr: 0.008376664482057095, took: 0h:7m:12s, ETA: 2d:4h:4m:48s [TRAIN] loss: 0.0823, accu-50: 91.89%, iou: 84.85%, f1: 91.77% 236.51ms [EVAL] [414/414 step] loss: 0.4975, accu-50: 79.97%, iou: 34.58%, f1: 50.25%, 56.63ms
@20230624_2354 [EP 67/500] lr: 0.008330059237778187, took: 0h:7m:12s, ETA: 2d:3h:57m:36s [TRAIN] loss: 0.0808, accu-50: 91.81%, iou: 85.11%, f1: 91.92% 236.78ms [EVAL] [414/414 step] loss: 0.2007, accu-50: 86.80%, iou: 66.97%, f1: 79.93%, 56.89ms
@20230625_0001 [EP 68/500] lr: 0.008282928727567196, took: 0h:7m:12s, ETA: 2d:3h:50m:24s [TRAIN] loss: 0.0817, accu-50: 91.91%, iou: 84.96%, f1: 91.83% 237.08ms [EVAL] [414/414 step] loss: 0.1574, accu-50: 84.03%, iou: 73.00%, f1: 84.26%, 56.71ms
@20230625_0008 [EP 69/500] lr: 0.008235279470682144, took: 0h:7m:12s, ETA: 2d:3h:43m:12s [TRAIN] loss: 0.0814, accu-50: 91.89%, iou: 85.01%, f1: 91.86% 237.12ms [EVAL] [414/414 step] loss: 0.2505, accu-50: 87.70%, iou: 60.41%, f1: 74.95%, 56.71ms
@20230625_0015 [EP 70/500] lr: 0.008187119849026203, took: 0h:7m:12s, ETA: 2d:3h:36m:0s [TRAIN] loss: 0.0811, accu-50: 91.90%, iou: 85.06%, f1: 91.89% 236.98ms [EVAL] [414/414 step] loss: 0.2903, accu-50: 86.54%, iou: 55.60%, f1: 70.97%, 56.75ms
@20230625_0023 [EP 71/500] lr: 0.008138456381857395, took: 0h:7m:12s, ETA: 2d:3h:28m:48s [TRAIN] loss: 0.0814, accu-50: 91.93%, iou: 85.02%, f1: 91.86% 236.69ms [EVAL] [414/414 step] loss: 0.1322, accu-50: 87.65%, iou: 76.81%, f1: 86.78%, 56.69ms
@20230625_0030 [EP 72/500] lr: 0.008089298382401466, took: 0h:7m:12s, ETA: 2d:3h:21m:36s [TRAIN] loss: 0.0804, accu-50: 92.01%, iou: 85.19%, f1: 91.96% 237.26ms [EVAL] [414/414 step] loss: 0.2037, accu-50: 84.18%, iou: 66.52%, f1: 79.63%, 56.87ms
@20230625_0037 [EP 73/500] lr: 0.008039651438593864, took: 0h:7m:12s, ETA: 2d:3h:14m:24s [TRAIN] loss: 0.0799, accu-50: 92.07%, iou: 85.26%, f1: 92.01% 237.20ms [EVAL] [414/414 step] loss: 0.5857, accu-50: 85.77%, iou: 27.01%, f1: 41.43%, 56.77ms
@20230625_0044 [EP 74/500] lr: 0.007989524863660336, took: 0h:7m:12s, ETA: 2d:3h:7m:12s [TRAIN] loss: 0.0802, accu-50: 92.04%, iou: 85.20%, f1: 91.98% 236.84ms [EVAL] [414/414 step] loss: 0.1568, accu-50: 84.70%, iou: 73.11%, f1: 84.32%, 56.86ms
@20230625_0051 [EP 75/500] lr: 0.007938926108181477, took: 0h:7m:12s, ETA: 2d:3h:0m:0s [TRAIN] loss: 0.0798, accu-50: 91.98%, iou: 85.29%, f1: 92.02% 237.18ms [EVAL] [414/414 step] loss: 0.1907, accu-50: 87.15%, iou: 68.33%, f1: 80.93%, 56.68ms
@20230625_0059 [EP 76/500] lr: 0.00788786355406046, took: 0h:7m:12s, ETA: 2d:2h:52m:48s [TRAIN] loss: 0.0792, accu-50: 92.18%, iou: 85.39%, f1: 92.08% 237.20ms [EVAL] [414/414 step] loss: 0.1205, accu-50: 88.63%, iou: 78.62%, f1: 87.95%, 56.78ms
