

** [alpha] Launch Training on 20230712_2058
{
  "HOST": "alpha",
  "SAVE": true,
  "github_log": true,
  "architecture": "DLV3+",
  "baseModel": "ResNet50",
  "numGPUs": 4,
  "modelSize": [
    512,
    512
  ],
  "initialWeight": [
    null,
    null
  ],
  "num_epochs": 500,
  "resume": false,
  "prevEPOCH": 172,
  "resumeWeight": "./model_weights/ResNet50/20230605_1912_DLV3PP_ResNet50_BEST_AUG/variables/variables",
  "augmentation": true,
  "temperature_shift": 15,
  "Flag": true,
  "p": 0.2,
  "acc_thresh": 0.5,
  "batch_size": 14,
  "lr_scheduling": "exp",
  "lr": 0.01,
  "decay_steps": 1.0,
  "train_annotation": "./Annotations/consolidate_train_db_20230711_1637.txt",
  "eval_annotation": "./Annotations/consolidate_eval_db_20230711_1637.txt",
  "exp_comment": "* Updated Annotations are used\n* Updated consolidate DB used (0711_1637 version) - Updated DB \n* This consolidate DB is updated from 0703_2119 version \n* 4 GPUs are used to train models\n",
  "isCompleted": false,
  "config": "Config/TRAIN_DLV3_ResNet50_NEWDB_20230711.yaml",
  "numTrainDB": 11530,
  "numEvalDB": 3524
}
@20230712_2100 @20230712_2100 [EP 1/500] lr: 0.009999999776482582, took: 118.39s (avg: 118.39s), ETA: 0d:16h:21m:22s [TRAIN] loss: 0.3883, iou: 0.4690, f1: 0.6117 [EVAL] loss: 0.9930, iou: 0.0036, f1: 0.0070
@20230712_2111 @20230712_2111 [EP 12/500] lr: 0.009038783609867096, took: 67.36s (avg: 67.36s), ETA: 0d:9h:4m:56s [TRAIN] loss: 0.0930, iou: 0.8307, f1: 0.9070 [EVAL] loss: 0.9445, iou: 0.0309, f1: 0.0555
@20230712_2112 @20230712_2112 [EP 13/500] lr: 0.00895612221211195, took: 66.43s (avg: 66.43s), ETA: 0d:8h:55m:42s [TRAIN] loss: 0.0884, iou: 0.8383, f1: 0.9116 [EVAL] loss: 0.3337, iou: 0.5062, f1: 0.6663
@20230712_2113 @20230712_2113 [EP 14/500] lr: 0.008874216116964817, took: 66.77s (avg: 66.77s), ETA: 0d:8h:54m:36s [TRAIN] loss: 0.0854, iou: 0.8433, f1: 0.9146 [EVAL] loss: 0.2455, iou: 0.6110, f1: 0.7545
@20230712_2115 @20230712_2115 [EP 15/500] lr: 0.008793058805167675, took: 62.79s (avg: 62.79s), ETA: 0d:8h:21m:10s [TRAIN] loss: 0.0816, iou: 0.8497, f1: 0.9184 [EVAL] loss: 0.2246, iou: 0.6374, f1: 0.7754
@20230712_2116 @20230712_2116 [EP 16/500] lr: 0.008712644688785076, took: 63.72s (avg: 63.72s), ETA: 0d:8h:28m:12s [TRAIN] loss: 0.0786, iou: 0.8548, f1: 0.9214 [EVAL] loss: 0.3343, iou: 0.5048, f1: 0.6657
@20230712_2117 @20230712_2117 [EP 17/500] lr: 0.008632965385913849, took: 62.89s (avg: 62.89s), ETA: 0d:8h:19m:6s [TRAIN] loss: 0.0781, iou: 0.8557, f1: 0.9219 [EVAL] loss: 0.1082, iou: 0.8084, f1: 0.8918
@20230712_2118 @20230712_2118 [EP 18/500] lr: 0.008554015308618546, took: 63.35s (avg: 63.35s), ETA: 0d:8h:26m:6s [TRAIN] loss: 0.0804, iou: 0.8517, f1: 0.9196 [EVAL] loss: 0.5920, iou: 0.2629, f1: 0.4080
@20230712_2119 @20230712_2119 [EP 19/500] lr: 0.008475786074995995, took: 62.91s (avg: 62.91s), ETA: 0d:8h:17m:2s [TRAIN] loss: 0.0771, iou: 0.8574, f1: 0.9229 [EVAL] loss: 0.1750, iou: 0.7064, f1: 0.8250
@20230712_2120 @20230712_2120 [EP 20/500] lr: 0.008398273028433323, took: 59.75s (avg: 59.75s), ETA: 0d:7h:52m:0s [TRAIN] loss: 0.0731, iou: 0.8642, f1: 0.9269 [EVAL] loss: 0.5571, iou: 0.2929, f1: 0.4429
@20230712_2121 @20230712_2121 [EP 21/500] lr: 0.008321468718349934, took: 57.01s (avg: 57.01s), ETA: 0d:7h:35m:3s [TRAIN] loss: 0.0716, iou: 0.8668, f1: 0.9284 [EVAL] loss: 0.3573, iou: 0.4805, f1: 0.6427
@20230712_2122 @20230712_2122 [EP 22/500] lr: 0.008245367556810379, took: 57.10s (avg: 57.10s), ETA: 0d:7h:34m:6s [TRAIN] loss: 0.0734, iou: 0.8637, f1: 0.9266 [EVAL] loss: 0.4902, iou: 0.3499, f1: 0.5098
@20230712_2123 @20230712_2123 [EP 23/500] lr: 0.008169961161911488, took: 57.34s (avg: 57.34s), ETA: 0d:7h:33m:9s [TRAIN] loss: 0.0703, iou: 0.8691, f1: 0.9297 [EVAL] loss: 0.4927, iou: 0.3469, f1: 0.5073
@20230712_2124 @20230712_2124 [EP 24/500] lr: 0.008095244877040386, took: 57.13s (avg: 57.13s), ETA: 0d:7h:32m:12s [TRAIN] loss: 0.0686, iou: 0.8720, f1: 0.9314 [EVAL] loss: 0.5815, iou: 0.2730, f1: 0.4185
@20230712_2125 @20230712_2125 [EP 25/500] lr: 0.008021212182939053, took: 57.05s (avg: 57.05s), ETA: 0d:7h:31m:15s [TRAIN] loss: 0.0678, iou: 0.8734, f1: 0.9322 [EVAL] loss: 0.0978, iou: 0.8229, f1: 0.9022
@20230712_2126 @20230712_2126 [EP 26/500] lr: 0.007947856560349464, took: 57.09s (avg: 57.09s), ETA: 0d:7h:30m:18s [TRAIN] loss: 0.0662, iou: 0.8762, f1: 0.9338 [EVAL] loss: 0.3956, iou: 0.4405, f1: 0.6044
@20230712_2127 @20230712_2127 [EP 27/500] lr: 0.0078751714900136, took: 57.11s (avg: 57.11s), ETA: 0d:7h:29m:21s [TRAIN] loss: 0.0658, iou: 0.8769, f1: 0.9342 [EVAL] loss: 0.5695, iou: 0.2845, f1: 0.4305
@20230712_2128 @20230712_2128 [EP 28/500] lr: 0.0078031509183347225, took: 57.17s (avg: 57.17s), ETA: 0d:7h:28m:24s [TRAIN] loss: 0.0654, iou: 0.8776, f1: 0.9346 [EVAL] loss: 0.1657, iou: 0.7186, f1: 0.8343
@20230712_2129 @20230712_2129 [EP 29/500] lr: 0.007731789257377386, took: 57.01s (avg: 57.01s), ETA: 0d:7h:27m:27s [TRAIN] loss: 0.0644, iou: 0.8793, f1: 0.9356 [EVAL] loss: 0.3343, iou: 0.5059, f1: 0.6657
@20230712_2130 @20230712_2130 [EP 30/500] lr: 0.007661079987883568, took: 56.96s (avg: 56.96s), ETA: 0d:7h:18m:40s [TRAIN] loss: 0.0667, iou: 0.8754, f1: 0.9333 [EVAL] loss: 0.4087, iou: 0.4274, f1: 0.5913
@20230712_2131 @20230712_2131 [EP 31/500] lr: 0.00759101752191782, took: 57.05s (avg: 57.05s), ETA: 0d:7h:25m:33s [TRAIN] loss: 0.0620, iou: 0.8836, f1: 0.9380 [EVAL] loss: 0.1119, iou: 0.8021, f1: 0.8881
@20230712_2132 @20230712_2132 [EP 32/500] lr: 0.007521595805883408, took: 57.01s (avg: 57.01s), ETA: 0d:7h:24m:36s [TRAIN] loss: 0.0639, iou: 0.8802, f1: 0.9361 [EVAL] loss: 0.2324, iou: 0.6275, f1: 0.7676
@20230712_2133 @20230712_2133 [EP 33/500] lr: 0.007452809251844883, took: 57.07s (avg: 57.07s), ETA: 0d:7h:23m:39s [TRAIN] loss: 0.0614, iou: 0.8846, f1: 0.9386 [EVAL] loss: 0.1000, iou: 0.8210, f1: 0.9000
@20230712_2134 @20230712_2134 [EP 34/500] lr: 0.007384651340544224, took: 57.25s (avg: 57.25s), ETA: 0d:7h:22m:42s [TRAIN] loss: 0.0634, iou: 0.8810, f1: 0.9366 [EVAL] loss: 0.2151, iou: 0.6493, f1: 0.7849
@20230712_2135 @20230712_2135 [EP 35/500] lr: 0.00731711694970727, took: 57.10s (avg: 57.10s), ETA: 0d:7h:21m:45s [TRAIN] loss: 0.0639, iou: 0.8803, f1: 0.9361 [EVAL] loss: 0.1549, iou: 0.7358, f1: 0.8451
@20230712_2136 @20230712_2136 [EP 36/500] lr: 0.007250200025737286, took: 56.97s (avg: 56.97s), ETA: 0d:7h:13m:4s [TRAIN] loss: 0.0617, iou: 0.8842, f1: 0.9383 [EVAL] loss: 0.2726, iou: 0.5774, f1: 0.7274
@20230712_2137 @20230712_2137 [EP 37/500] lr: 0.007183895446360111, took: 57.12s (avg: 57.12s), ETA: 0d:7h:19m:51s [TRAIN] loss: 0.0568, iou: 0.8927, f1: 0.9432 [EVAL] loss: 0.2629, iou: 0.5892, f1: 0.7371
@20230712_2138 @20230712_2138 [EP 38/500] lr: 0.0071181971579790115, took: 57.20s (avg: 57.20s), ETA: 0d:7h:18m:54s [TRAIN] loss: 0.0566, iou: 0.8932, f1: 0.9434 [EVAL] loss: 0.0904, iou: 0.8354, f1: 0.9096
@20230712_2139 @20230712_2139 [EP 39/500] lr: 0.0070530991069972515, took: 57.08s (avg: 57.08s), ETA: 0d:7h:17m:57s [TRAIN] loss: 0.0553, iou: 0.8955, f1: 0.9447 [EVAL] loss: 0.3555, iou: 0.4816, f1: 0.6445
@20230712_2140 @20230712_2140 [EP 40/500] lr: 0.006988597102463245, took: 57.11s (avg: 57.11s), ETA: 0d:7h:17m:0s [TRAIN] loss: 0.0566, iou: 0.8932, f1: 0.9434 [EVAL] loss: 0.1012, iou: 0.8188, f1: 0.8988
@20230712_2141 @20230712_2141 [EP 41/500] lr: 0.006924684625118971, took: 57.08s (avg: 57.08s), ETA: 0d:7h:16m:3s [TRAIN] loss: 0.0556, iou: 0.8950, f1: 0.9444 [EVAL] loss: 0.1506, iou: 0.7409, f1: 0.8494
@20230712_2142 @20230712_2142 [EP 42/500] lr: 0.0068613565526902676, took: 57.24s (avg: 57.24s), ETA: 0d:7h:15m:6s [TRAIN] loss: 0.0557, iou: 0.8948, f1: 0.9443 [EVAL] loss: 0.7179, iou: 0.1726, f1: 0.2821
@20230712_2143 @20230712_2143 [EP 43/500] lr: 0.006798607762902975, took: 57.01s (avg: 57.01s), ETA: 0d:7h:14m:9s [TRAIN] loss: 0.0550, iou: 0.8960, f1: 0.9450 [EVAL] loss: 0.1120, iou: 0.8012, f1: 0.8880
@20230712_2144 @20230712_2144 [EP 44/500] lr: 0.006736433133482933, took: 57.09s (avg: 57.09s), ETA: 0d:7h:13m:12s [TRAIN] loss: 0.0578, iou: 0.8910, f1: 0.9422 [EVAL] loss: 0.1303, iou: 0.7718, f1: 0.8697
@20230712_2145 @20230712_2145 [EP 45/500] lr: 0.0066748266108334064, took: 58.16s (avg: 58.16s), ETA: 0d:7h:19m:50s [TRAIN] loss: 0.0556, iou: 0.8949, f1: 0.9444 [EVAL] loss: 0.1075, iou: 0.8103, f1: 0.8925
@20230712_2146 @20230712_2146 [EP 46/500] lr: 0.0066137840040028095, took: 57.22s (avg: 57.22s), ETA: 0d:7h:11m:18s [TRAIN] loss: 0.0565, iou: 0.8933, f1: 0.9435 [EVAL] loss: 0.9905, iou: 0.0049, f1: 0.0095
@20230712_2147 @20230712_2147 [EP 47/500] lr: 0.006553299259394407, took: 57.19s (avg: 57.19s), ETA: 0d:7h:10m:21s [TRAIN] loss: 0.0553, iou: 0.8955, f1: 0.9447 [EVAL] loss: 0.7878, iou: 0.1236, f1: 0.2122
@20230712_2148 @20230712_2148 [EP 48/500] lr: 0.006493367720395327, took: 57.18s (avg: 57.18s), ETA: 0d:7h:9m:24s [TRAIN] loss: 0.0535, iou: 0.8987, f1: 0.9465 [EVAL] loss: 0.0964, iou: 0.8250, f1: 0.9036
@20230712_2149 @20230712_2149 [EP 49/500] lr: 0.006433984264731407, took: 57.17s (avg: 57.17s), ETA: 0d:7h:8m:27s [TRAIN] loss: 0.0518, iou: 0.9017, f1: 0.9482 [EVAL] loss: 0.0831, iou: 0.8472, f1: 0.9169
@20230712_2150 @20230712_2150 [EP 50/500] lr: 0.006375144235789776, took: 56.93s (avg: 56.93s), ETA: 0d:7h:0m:0s [TRAIN] loss: 0.0506, iou: 0.9039, f1: 0.9494 [EVAL] loss: 0.6811, iou: 0.1984, f1: 0.3189
@20230712_2151 @20230712_2151 [EP 51/500] lr: 0.006316841579973698, took: 57.07s (avg: 57.07s), ETA: 0d:7h:6m:33s [TRAIN] loss: 0.0497, iou: 0.9055, f1: 0.9503 [EVAL] loss: 0.1408, iou: 0.7555, f1: 0.8592
@20230712_2152 @20230712_2152 [EP 52/500] lr: 0.006259072571992874, took: 57.08s (avg: 57.08s), ETA: 0d:7h:5m:36s [TRAIN] loss: 0.0505, iou: 0.9041, f1: 0.9495 [EVAL] loss: 0.3402, iou: 0.4999, f1: 0.6598
@20230712_2153 @20230712_2153 [EP 53/500] lr: 0.006201832089573145, took: 57.08s (avg: 57.08s), ETA: 0d:7h:4m:39s [TRAIN] loss: 0.0509, iou: 0.9033, f1: 0.9491 [EVAL] loss: 0.0922, iou: 0.8322, f1: 0.9078
@20230712_2154 @20230712_2154 [EP 54/500] lr: 0.00614511501044035, took: 57.13s (avg: 57.13s), ETA: 0d:7h:3m:42s [TRAIN] loss: 0.0509, iou: 0.9033, f1: 0.9491 [EVAL] loss: 0.9293, iou: 0.0383, f1: 0.0707
@20230712_2155 @20230712_2155 [EP 55/500] lr: 0.006088916212320328, took: 57.14s (avg: 57.14s), ETA: 0d:7h:2m:45s [TRAIN] loss: 0.0513, iou: 0.9026, f1: 0.9487 [EVAL] loss: 0.2410, iou: 0.6164, f1: 0.7590
@20230712_2156 @20230712_2156 [EP 56/500] lr: 0.006033231504261494, took: 57.16s (avg: 57.16s), ETA: 0d:7h:1m:48s [TRAIN] loss: 0.0499, iou: 0.9051, f1: 0.9501 [EVAL] loss: 0.1958, iou: 0.6761, f1: 0.8042
@20230712_2157 @20230712_2157 [EP 57/500] lr: 0.005978056229650974, took: 56.85s (avg: 56.85s), ETA: 0d:6h:53m:28s [TRAIN] loss: 0.0497, iou: 0.9054, f1: 0.9503 [EVAL] loss: 0.1067, iou: 0.8082, f1: 0.8933
@20230712_2158 @20230712_2158 [EP 58/500] lr: 0.0059233857318758965, took: 57.00s (avg: 57.00s), ETA: 0d:6h:52m:32s [TRAIN] loss: 0.0507, iou: 0.9038, f1: 0.9493 [EVAL] loss: 0.9033, iou: 0.0527, f1: 0.0967
@20230712_2159 @20230712_2159 [EP 59/500] lr: 0.0058692148886621, took: 57.11s (avg: 57.11s), ETA: 0d:6h:58m:57s [TRAIN] loss: 0.0499, iou: 0.9051, f1: 0.9501 [EVAL] loss: 0.9160, iou: 0.0459, f1: 0.0840
@20230712_2200 @20230712_2200 [EP 60/500] lr: 0.005815539509057999, took: 56.82s (avg: 56.82s), ETA: 0d:6h:50m:40s [TRAIN] loss: 0.0497, iou: 0.9056, f1: 0.9503 [EVAL] loss: 0.1614, iou: 0.7250, f1: 0.8386
@20230712_2201 @20230712_2201 [EP 61/500] lr: 0.00576235493645072, took: 57.25s (avg: 57.25s), ETA: 0d:6h:57m:3s [TRAIN] loss: 0.0498, iou: 0.9053, f1: 0.9502 [EVAL] loss: 0.1525, iou: 0.7382, f1: 0.8475
@20230712_2202 @20230712_2202 [EP 62/500] lr: 0.00570965651422739, took: 56.84s (avg: 56.84s), ETA: 0d:6h:48m:48s [TRAIN] loss: 0.0498, iou: 0.9053, f1: 0.9502 [EVAL] loss: 0.1347, iou: 0.7655, f1: 0.8653
@20230712_2203 @20230712_2203 [EP 63/500] lr: 0.0056574405170977116, took: 56.98s (avg: 56.98s), ETA: 0d:6h:47m:52s [TRAIN] loss: 0.0505, iou: 0.9040, f1: 0.9495 [EVAL] loss: 0.2304, iou: 0.6302, f1: 0.7696
@20230712_2204 @20230712_2204 [EP 64/500] lr: 0.005605701822787523, took: 57.21s (avg: 57.21s), ETA: 0d:6h:54m:12s [TRAIN] loss: 0.0493, iou: 0.9063, f1: 0.9507 [EVAL] loss: 0.9247, iou: 0.0411, f1: 0.0753
@20230712_2205 @20230712_2205 [EP 65/500] lr: 0.00555443624034524, took: 57.10s (avg: 57.10s), ETA: 0d:6h:53m:15s [TRAIN] loss: 0.0471, iou: 0.9102, f1: 0.9529 [EVAL] loss: 0.1641, iou: 0.7206, f1: 0.8359
@20230712_2206 @20230712_2205 [EP 66/500] lr: 0.005503639578819275, took: 56.96s (avg: 56.96s), ETA: 0d:6h:45m:4s [TRAIN] loss: 0.0470, iou: 0.9104, f1: 0.9530 [EVAL] loss: 0.1011, iou: 0.8175, f1: 0.8989
@20230712_2206 @20230712_2206 [EP 67/500] lr: 0.005453307647258043, took: 57.13s (avg: 57.13s), ETA: 0d:6h:51m:21s [TRAIN] loss: 0.0469, iou: 0.9106, f1: 0.9531 [EVAL] loss: 0.4455, iou: 0.3913, f1: 0.5545
@20230712_2207 @20230712_2207 [EP 68/500] lr: 0.005403435789048672, took: 56.93s (avg: 56.93s), ETA: 0d:6h:43m:12s [TRAIN] loss: 0.0459, iou: 0.9124, f1: 0.9541 [EVAL] loss: 0.2997, iou: 0.5446, f1: 0.7003
@20230712_2208 @20230712_2208 [EP 69/500] lr: 0.005354020278900862, took: 57.00s (avg: 57.00s), ETA: 0d:6h:42m:16s [TRAIN] loss: 0.0456, iou: 0.9130, f1: 0.9544 [EVAL] loss: 0.1218, iou: 0.7850, f1: 0.8782
@20230712_2209 @20230712_2209 [EP 70/500] lr: 0.00530505646020174, took: 56.85s (avg: 56.85s), ETA: 0d:6h:41m:20s [TRAIN] loss: 0.0452, iou: 0.9137, f1: 0.9548 [EVAL] loss: 0.0922, iou: 0.8318, f1: 0.9078
@20230712_2210 @20230712_2210 [EP 71/500] lr: 0.0052565401419997215, took: 57.01s (avg: 57.01s), ETA: 0d:6h:47m:33s [TRAIN] loss: 0.0452, iou: 0.9137, f1: 0.9548 [EVAL] loss: 0.4030, iou: 0.4366, f1: 0.5970
@20230712_2211 @20230712_2211 [EP 72/500] lr: 0.005208468064665794, took: 56.98s (avg: 56.98s), ETA: 0d:6h:39m:28s [TRAIN] loss: 0.0446, iou: 0.9148, f1: 0.9554 [EVAL] loss: 0.6977, iou: 0.1863, f1: 0.3023
@20230712_2212 @20230712_2212 [EP 73/500] lr: 0.005160835105925798, took: 57.05s (avg: 57.05s), ETA: 0d:6h:45m:39s [TRAIN] loss: 0.0450, iou: 0.9140, f1: 0.9550 [EVAL] loss: 0.1007, iou: 0.8183, f1: 0.8993
@20230712_2213 @20230712_2213 [EP 74/500] lr: 0.0051136380061507225, took: 57.17s (avg: 57.17s), ETA: 0d:6h:44m:42s [TRAIN] loss: 0.0449, iou: 0.9142, f1: 0.9551 [EVAL] loss: 0.1036, iou: 0.8138, f1: 0.8964
@20230712_2214 @20230712_2214 [EP 75/500] lr: 0.005066872574388981, took: 57.01s (avg: 57.01s), ETA: 0d:6h:43m:45s [TRAIN] loss: 0.0441, iou: 0.9158, f1: 0.9559 [EVAL] loss: 0.1497, iou: 0.7422, f1: 0.8503
@20230712_2215 @20230712_2215 [EP 76/500] lr: 0.005020535085350275, took: 57.07s (avg: 57.07s), ETA: 0d:6h:42m:48s [TRAIN] loss: 0.0440, iou: 0.9158, f1: 0.9560 [EVAL] loss: 0.0751, iou: 0.8610, f1: 0.9249
@20230712_2216 @20230712_2216 [EP 77/500] lr: 0.004974620882421732, took: 57.17s (avg: 57.17s), ETA: 0d:6h:41m:51s [TRAIN] loss: 0.0445, iou: 0.9150, f1: 0.9555 [EVAL] loss: 0.3342, iou: 0.5071, f1: 0.6658
@20230712_2217 @20230712_2217 [EP 78/500] lr: 0.0049291267059743404, took: 57.05s (avg: 57.05s), ETA: 0d:6h:40m:54s [TRAIN] loss: 0.0447, iou: 0.9146, f1: 0.9553 [EVAL] loss: 0.2489, iou: 0.6063, f1: 0.7511
@20230712_2218 @20230712_2218 [EP 79/500] lr: 0.004884048830717802, took: 57.17s (avg: 57.17s), ETA: 0d:6h:39m:57s [TRAIN] loss: 0.0445, iou: 0.9151, f1: 0.9555 [EVAL] loss: 0.0714, iou: 0.8673, f1: 0.9286
@20230712_2220 @20230712_2220 [EP 80/500] lr: 0.004839383065700531, took: 57.10s (avg: 57.10s), ETA: 0d:6h:39m:0s [TRAIN] loss: 0.0438, iou: 0.9163, f1: 0.9562 [EVAL] loss: 0.1806, iou: 0.6982, f1: 0.8194
@20230712_2221 @20230712_2221 [EP 81/500] lr: 0.004795125685632229, took: 57.11s (avg: 57.11s), ETA: 0d:6h:38m:3s [TRAIN] loss: 0.0433, iou: 0.9171, f1: 0.9567 [EVAL] loss: 0.0990, iou: 0.8208, f1: 0.9010
@20230712_2222 @20230712_2222 [EP 82/500] lr: 0.004751272965222597, took: 57.23s (avg: 57.23s), ETA: 0d:6h:37m:6s [TRAIN] loss: 0.0435, iou: 0.9168, f1: 0.9565 [EVAL] loss: 0.1426, iou: 0.7522, f1: 0.8574
@20230712_2223 @20230712_2223 [EP 83/500] lr: 0.004707821644842625, took: 57.18s (avg: 57.18s), ETA: 0d:6h:36m:9s [TRAIN] loss: 0.0430, iou: 0.9177, f1: 0.9570 [EVAL] loss: 0.0845, iou: 0.8448, f1: 0.9155
@20230712_2223 @20230712_2223 [EP 84/500] lr: 0.004664767533540726, took: 57.06s (avg: 57.06s), ETA: 0d:6h:35m:12s [TRAIN] loss: 0.0422, iou: 0.9193, f1: 0.9578 [EVAL] loss: 0.0912, iou: 0.8337, f1: 0.9088
@20230712_2224 @20230712_2224 [EP 85/500] lr: 0.004622106906026602, took: 57.09s (avg: 57.09s), ETA: 0d:6h:34m:15s [TRAIN] loss: 0.0423, iou: 0.9191, f1: 0.9577 [EVAL] loss: 0.1140, iou: 0.7973, f1: 0.8860
@20230712_2225 @20230712_2225 [EP 86/500] lr: 0.004579836968332529, took: 57.11s (avg: 57.11s), ETA: 0d:6h:33m:18s [TRAIN] loss: 0.0423, iou: 0.9190, f1: 0.9577 [EVAL] loss: 0.0898, iou: 0.8366, f1: 0.9102
@20230712_2226 @20230712_2226 [EP 87/500] lr: 0.0045379530638456345, took: 56.98s (avg: 56.98s), ETA: 0d:6h:25m:28s [TRAIN] loss: 0.0421, iou: 0.9194, f1: 0.9579 [EVAL] loss: 0.0736, iou: 0.8636, f1: 0.9264
@20230712_2227 @20230712_2227 [EP 88/500] lr: 0.004496452398598194, took: 57.10s (avg: 57.10s), ETA: 0d:6h:31m:24s [TRAIN] loss: 0.0418, iou: 0.9199, f1: 0.9582 [EVAL] loss: 0.0641, iou: 0.8802, f1: 0.9359
@20230712_2229 @20230712_2229 [EP 89/500] lr: 0.00445533124729991, took: 57.18s (avg: 57.18s), ETA: 0d:6h:30m:27s [TRAIN] loss: 0.0418, iou: 0.9199, f1: 0.9582 [EVAL] loss: 0.0999, iou: 0.8194, f1: 0.9001
@20230712_2230 @20230712_2230 [EP 90/500] lr: 0.00441458635032177, took: 57.13s (avg: 57.13s), ETA: 0d:6h:29m:30s [TRAIN] loss: 0.0420, iou: 0.9195, f1: 0.9580 [EVAL] loss: 0.0661, iou: 0.8764, f1: 0.9339
@20230712_2231 @20230712_2231 [EP 91/500] lr: 0.004374213516712189, took: 57.14s (avg: 57.14s), ETA: 0d:6h:28m:33s [TRAIN] loss: 0.0433, iou: 0.9172, f1: 0.9567 [EVAL] loss: 0.0916, iou: 0.8330, f1: 0.9084
@20230712_2231 @20230712_2231 [EP 92/500] lr: 0.00433421041816473, took: 56.99s (avg: 56.99s), ETA: 0d:6h:20m:48s [TRAIN] loss: 0.0427, iou: 0.9184, f1: 0.9573 [EVAL] loss: 0.1003, iou: 0.8188, f1: 0.8997
